"iteration","price x price","brand2 x price","brand2 x brand2","brand3 x price","brand3 x brand2","brand3 x brand3","ff2 x price","ff2 x brand2","ff2 x brand3","ff2 x ff2","ff3 x price","ff3 x brand2","ff3 x brand3","ff3 x ff2","ff3 x ff3","feat2 x price","feat2 x brand2","feat2 x brand3","feat2 x ff2","feat2 x ff3","feat2 x feat2","feat3 x price","feat3 x brand2","feat3 x brand3","feat3 x ff2","feat3 x ff3","feat3 x feat2","feat3 x feat3"
4036,0.5698693601,0,1.949138492,0,0,1.999585504,0,0,0,2.595528966,0,0,0,0,2.063901774,0,0,0,0,0,1.881125079,0,0,0,0,0,0,2.641943981
4037,0.5394313869,0,1.935698816,0,0,2.252218961,0,0,0,2.448992019,0,0,0,0,2.16722645,0,0,0,0,0,2.036482461,0,0,0,0,0,0,2.696588172
4038,0.5512265287,0,2.115219621,0,0,1.999585785,0,0,0,2.525084153,0,0,0,0,2.12104517,0,0,0,0,0,2.024900805,0,0,0,0,0,0,2.633999923
4039,0.5549707201,0,2.05214806,0,0,2.131438369,0,0,0,2.363191362,0,0,0,0,2.07396279,0,0,0,0,0,1.888458971,0,0,0,0,0,0,2.690893541
4040,0.5414760907,0,1.953565006,0,0,2.119532962,0,0,0,2.322910461,0,0,0,0,2.008741751,0,0,0,0,0,2.049775933,0,0,0,0,0,0,2.53866122
4041,0.5760149642,0,2.212351252,0,0,2.292581103,0,0,0,2.42488181,0,0,0,0,2.193427675,0,0,0,0,0,2.123053005,0,0,0,0,0,0,2.461663
4042,0.5937543491,0,1.970423224,0,0,2.183635998,0,0,0,2.335603045,0,0,0,0,2.022413034,0,0,0,0,0,1.918794448,0,0,0,0,0,0,2.797799316
4043,0.5286343536,0,2.229095344,0,0,2.464230693,0,0,0,2.421589995,0,0,0,0,2.159732303,0,0,0,0,0,1.835590873,0,0,0,0,0,0,2.865549648
4044,0.5637386871,0,2.012719395,0,0,2.203599491,0,0,0,2.353908897,0,0,0,0,2.129066508,0,0,0,0,0,2.02477789,0,0,0,0,0,0,2.829512468
4045,0.6167521391,0,2.048923286,0,0,1.945749107,0,0,0,2.34383652,0,0,0,0,2.18162151,0,0,0,0,0,1.908847133,0,0,0,0,0,0,2.573715958
4046,0.5275933414,0,2.175480741,0,0,2.226276363,0,0,0,2.412686137,0,0,0,0,2.203161753,0,0,0,0,0,1.958024346,0,0,0,0,0,0,2.798749937
4047,0.5599695374,0,2.045793256,0,0,2.099490964,0,0,0,2.365378764,0,0,0,0,2.049941998,0,0,0,0,0,1.929209274,0,0,0,0,0,0,2.553944827
4048,0.596883343,0,2.225045017,0,0,2.099040734,0,0,0,2.261231205,0,0,0,0,1.979491313,0,0,0,0,0,2.030474782,0,0,0,0,0,0,2.838790203
4049,0.611270539,0,2.299789575,0,0,2.064288299,0,0,0,2.394251429,0,0,0,0,2.133602898,0,0,0,0,0,2.080391685,0,0,0,0,0,0,2.777538169
4050,0.5647762624,0,2.026009573,0,0,2.143530894,0,0,0,2.434125242,0,0,0,0,1.972557449,0,0,0,0,0,2.127288886,0,0,0,0,0,0,2.762001128
4051,0.5802257375,0,2.270636452,0,0,2.011069706,0,0,0,2.326537577,0,0,0,0,1.936735214,0,0,0,0,0,2.126216873,0,0,0,0,0,0,2.686200021
4052,0.5794278606,0,2.136461699,0,0,2.206469349,0,0,0,2.313790171,0,0,0,0,1.87485551,0,0,0,0,0,2.029808439,0,0,0,0,0,0,2.757721392
4053,0.5781070474,0,2.16862113,0,0,1.981514061,0,0,0,2.265349189,0,0,0,0,1.997198569,0,0,0,0,0,2.102978742,0,0,0,0,0,0,2.377200434
4054,0.6099974983,0,2.165173209,0,0,2.161837124,0,0,0,2.376575522,0,0,0,0,1.948138876,0,0,0,0,0,2.158341567,0,0,0,0,0,0,2.656302006
4055,0.6034757523,0,2.136963916,0,0,2.137997601,0,0,0,2.43863575,0,0,0,0,1.962620955,0,0,0,0,0,1.976403085,0,0,0,0,0,0,2.599311784
4056,0.5856930043,0,2.047921503,0,0,2.060319466,0,0,0,2.209939338,0,0,0,0,1.907888175,0,0,0,0,0,2.186496612,0,0,0,0,0,0,2.469785727
4057,0.6147509397,0,2.145522124,0,0,2.285235893,0,0,0,2.173569743,0,0,0,0,2.028168518,0,0,0,0,0,2.00962331,0,0,0,0,0,0,2.451191609
4058,0.5751636882,0,2.189259424,0,0,2.276362566,0,0,0,1.964166602,0,0,0,0,1.959882177,0,0,0,0,0,2.149705143,0,0,0,0,0,0,2.669986464
4059,0.5974410956,0,2.128625898,0,0,2.050248886,0,0,0,2.212295831,0,0,0,0,1.900008975,0,0,0,0,0,2.175369787,0,0,0,0,0,0,2.50232579
4060,0.5650173506,0,2.153351893,0,0,2.149581928,0,0,0,2.149356228,0,0,0,0,1.876977384,0,0,0,0,0,2.1828382,0,0,0,0,0,0,2.272604049
4061,0.5655058432,0,2.16532018,0,0,2.150250841,0,0,0,2.296125964,0,0,0,0,1.815522806,0,0,0,0,0,2.106786641,0,0,0,0,0,0,2.382105072
4062,0.5779160465,0,2.252776226,0,0,2.246342612,0,0,0,2.220579114,0,0,0,0,1.989960427,0,0,0,0,0,2.06352106,0,0,0,0,0,0,2.377011297
4063,0.5306413603,0,2.137591712,0,0,2.127618142,0,0,0,2.247944278,0,0,0,0,1.976258387,0,0,0,0,0,1.994065667,0,0,0,0,0,0,2.463406212
4064,0.5883258479,0,2.22196121,0,0,2.113118366,0,0,0,2.239598902,0,0,0,0,1.860164193,0,0,0,0,0,2.22032994,0,0,0,0,0,0,2.607293542
4065,0.5535122939,0,2.031225214,0,0,2.289096876,0,0,0,2.235952282,0,0,0,0,1.849744525,0,0,0,0,0,2.024260054,0,0,0,0,0,0,2.5371882
4066,0.5782928547,0,2.130580828,0,0,2.300154575,0,0,0,2.339800679,0,0,0,0,2.114852092,0,0,0,0,0,2.199118583,0,0,0,0,0,0,2.600859174
4067,0.5700329636,0,2.208719163,0,0,2.186615181,0,0,0,2.253919489,0,0,0,0,2.131625895,0,0,0,0,0,2.361339993,0,0,0,0,0,0,2.651017735
4068,0.5587210561,0,2.184111268,0,0,2.180761526,0,0,0,2.353405496,0,0,0,0,1.964103014,0,0,0,0,0,2.194351319,0,0,0,0,0,0,2.318351177
4069,0.5633228691,0,2.015179746,0,0,2.298057401,0,0,0,2.517614938,0,0,0,0,1.85044568,0,0,0,0,0,2.349377063,0,0,0,0,0,0,2.438323873
4070,0.535395579,0,2.209827149,0,0,2.151158674,0,0,0,2.248765769,0,0,0,0,2.033728317,0,0,0,0,0,2.193994252,0,0,0,0,0,0,2.620270403
4071,0.5104647425,0,2.158769327,0,0,2.456058307,0,0,0,2.095030612,0,0,0,0,2.047616788,0,0,0,0,0,2.237226775,0,0,0,0,0,0,2.561520215
4072,0.5190684599,0,2.160536455,0,0,2.285789622,0,0,0,2.425198828,0,0,0,0,1.99425482,0,0,0,0,0,2.289963984,0,0,0,0,0,0,2.252991807
4073,0.5508670037,0,2.537656969,0,0,2.178768181,0,0,0,2.430241112,0,0,0,0,2.021265605,0,0,0,0,0,2.146096752,0,0,0,0,0,0,2.39396524
4074,0.5330280137,0,2.327268576,0,0,2.13787957,0,0,0,2.23462229,0,0,0,0,2.267479397,0,0,0,0,0,2.078164713,0,0,0,0,0,0,2.603403062
4075,0.473608172,0,2.520412791,0,0,2.046108193,0,0,0,2.291465457,0,0,0,0,2.205071694,0,0,0,0,0,2.256972742,0,0,0,0,0,0,2.342107095
4076,0.5387138364,0,2.418713689,0,0,2.147822831,0,0,0,2.373885353,0,0,0,0,2.335169319,0,0,0,0,0,2.232295496,0,0,0,0,0,0,2.287755014
4077,0.5106790607,0,2.334026381,0,0,2.397476157,0,0,0,2.298788081,0,0,0,0,2.138787146,0,0,0,0,0,2.010350707,0,0,0,0,0,0,2.680502975
4078,0.5679453205,0,2.401477966,0,0,2.22361963,0,0,0,2.246346307,0,0,0,0,2.099228605,0,0,0,0,0,2.103803515,0,0,0,0,0,0,2.636108111
4079,0.5199467395,0,2.329014947,0,0,2.207660695,0,0,0,2.250337494,0,0,0,0,2.039602563,0,0,0,0,0,2.315979394,0,0,0,0,0,0,2.427856943
4080,0.5233159317,0,2.451179992,0,0,2.131071536,0,0,0,2.421431265,0,0,0,0,2.080306174,0,0,0,0,0,2.102994782,0,0,0,0,0,0,2.399582251
4081,0.5059063421,0,2.352613797,0,0,2.14236137,0,0,0,2.115929184,0,0,0,0,2.00027254,0,0,0,0,0,2.259302621,0,0,0,0,0,0,2.587414763
4082,0.5611790371,0,2.212931787,0,0,2.319690381,0,0,0,2.323328361,0,0,0,0,2.100736134,0,0,0,0,0,2.221694142,0,0,0,0,0,0,2.694790482
4083,0.5258668032,0,2.312449549,0,0,2.105106952,0,0,0,2.260408379,0,0,0,0,2.338095564,0,0,0,0,0,2.069824456,0,0,0,0,0,0,2.462226909
4084,0.588539239,0,2.274603309,0,0,2.013503657,0,0,0,2.137965354,0,0,0,0,2.22120157,0,0,0,0,0,2.311902948,0,0,0,0,0,0,2.398399228
4085,0.6214477654,0,2.284294695,0,0,2.215672169,0,0,0,2.275696997,0,0,0,0,2.12749928,0,0,0,0,0,2.265279975,0,0,0,0,0,0,2.532247009
4086,0.5740502419,0,2.233863576,0,0,2.174723504,0,0,0,2.053910653,0,0,0,0,2.366682255,0,0,0,0,0,2.152858227,0,0,0,0,0,0,2.384115702
4087,0.5851348502,0,2.390003645,0,0,2.217947058,0,0,0,2.22039464,0,0,0,0,2.129595382,0,0,0,0,0,2.305063332,0,0,0,0,0,0,2.385286661
4088,0.5552350297,0,2.42796867,0,0,2.168695356,0,0,0,2.266298839,0,0,0,0,2.33328686,0,0,0,0,0,2.348190562,0,0,0,0,0,0,2.405879682
4089,0.5700548516,0,2.385535732,0,0,2.392078341,0,0,0,2.277296224,0,0,0,0,2.196432066,0,0,0,0,0,2.270578021,0,0,0,0,0,0,2.663452583
4090,0.5221155638,0,2.428384284,0,0,2.296889944,0,0,0,2.337930568,0,0,0,0,2.137260449,0,0,0,0,0,2.336466366,0,0,0,0,0,0,2.421121668
4091,0.5524960457,0,2.513280271,0,0,2.225777835,0,0,0,2.321745307,0,0,0,0,2.223315679,0,0,0,0,0,2.294606844,0,0,0,0,0,0,2.527825719
4092,0.545952004,0,2.478933669,0,0,2.271769336,0,0,0,2.394694473,0,0,0,0,2.223560808,0,0,0,0,0,2.49801441,0,0,0,0,0,0,2.517011929
4093,0.5498578829,0,2.498972032,0,0,2.333751942,0,0,0,2.186044723,0,0,0,0,2.189713431,0,0,0,0,0,2.448922459,0,0,0,0,0,0,2.536906591
4094,0.5587193408,0,2.436649574,0,0,2.170204078,0,0,0,2.334208916,0,0,0,0,2.308328766,0,0,0,0,0,2.381965096,0,0,0,0,0,0,2.441958307
4095,0.5350257208,0,2.494444427,0,0,2.152060014,0,0,0,2.297467726,0,0,0,0,2.154603475,0,0,0,0,0,2.567384386,0,0,0,0,0,0,2.445428122
4096,0.5709761561,0,2.531737822,0,0,2.232040294,0,0,0,2.059180494,0,0,0,0,2.006296027,0,0,0,0,0,2.399849575,0,0,0,0,0,0,2.418666918
4097,0.5945825607,0,2.70143486,0,0,2.274402783,0,0,0,2.09611775,0,0,0,0,2.058725687,0,0,0,0,0,2.40809755,0,0,0,0,0,0,2.258362
4098,0.5565705751,0,2.381674701,0,0,2.103461107,0,0,0,2.222044739,0,0,0,0,1.941331366,0,0,0,0,0,2.538222279,0,0,0,0,0,0,2.302749065
4099,0.6316506226,0,2.655257061,0,0,1.932532595,0,0,0,2.224154191,0,0,0,0,2.126630916,0,0,0,0,0,2.576182918,0,0,0,0,0,0,2.249087744
4100,0.5721813677,0,2.473859057,0,0,2.180700411,0,0,0,2.197327239,0,0,0,0,2.131516979,0,0,0,0,0,2.609730301,0,0,0,0,0,0,2.270887052
4101,0.5816577284,0,2.324924636,0,0,2.310872797,0,0,0,2.215856339,0,0,0,0,2.327081619,0,0,0,0,0,2.474089776,0,0,0,0,0,0,2.377579529
4102,0.620814223,0,2.361879283,0,0,2.040103113,0,0,0,2.19703594,0,0,0,0,2.147396602,0,0,0,0,0,2.326781646,0,0,0,0,0,0,2.270458702
4103,0.5909647167,0,2.339068772,0,0,2.121222419,0,0,0,2.189167936,0,0,0,0,2.313721324,0,0,0,0,0,2.293795971,0,0,0,0,0,0,2.144433363
4104,0.6282589817,0,2.412183255,0,0,2.159489673,0,0,0,2.309876855,0,0,0,0,2.219643076,0,0,0,0,0,2.461621931,0,0,0,0,0,0,2.357125423
4105,0.5914375529,0,2.383354841,0,0,2.117551014,0,0,0,2.229862393,0,0,0,0,2.2502709,0,0,0,0,0,2.495413186,0,0,0,0,0,0,2.220129449
4106,0.6129416032,0,2.395325898,0,0,2.089832654,0,0,0,2.31172139,0,0,0,0,2.270219734,0,0,0,0,0,2.465052876,0,0,0,0,0,0,2.396552599
4107,0.5905416054,0,2.391282721,0,0,2.099909176,0,0,0,2.033550039,0,0,0,0,2.316023945,0,0,0,0,0,2.45851917,0,0,0,0,0,0,2.40627737
4108,0.6486249216,0,2.579789732,0,0,2.135001827,0,0,0,2.218810649,0,0,0,0,2.493004126,0,0,0,0,0,2.425578268,0,0,0,0,0,0,2.713800161
4109,0.6775470057,0,2.409253112,0,0,1.924102894,0,0,0,2.271638357,0,0,0,0,2.262159602,0,0,0,0,0,2.61554424,0,0,0,0,0,0,2.462080633
4110,0.6340049484,0,2.435310572,0,0,2.094744707,0,0,0,2.228437253,0,0,0,0,2.331278439,0,0,0,0,0,2.459444858,0,0,0,0,0,0,2.435023578
4111,0.633409436,0,2.255174314,0,0,2.095015034,0,0,0,2.289846904,0,0,0,0,2.217126882,0,0,0,0,0,2.323392352,0,0,0,0,0,0,2.562254943
4112,0.6595098263,0,2.192573831,0,0,2.077164213,0,0,0,2.09008042,0,0,0,0,2.209605231,0,0,0,0,0,2.575459033,0,0,0,0,0,0,2.580148387
4113,0.5868350714,0,2.21130184,0,0,2.006363136,0,0,0,2.167480632,0,0,0,0,2.449674997,0,0,0,0,0,2.429083459,0,0,0,0,0,0,2.512049758
4114,0.6683384542,0,2.231415589,0,0,2.095946429,0,0,0,2.177220468,0,0,0,0,2.411086117,0,0,0,0,0,2.662934599,0,0,0,0,0,0,2.474130391
4115,0.6733658555,0,2.178037277,0,0,2.073220903,0,0,0,2.29698021,0,0,0,0,2.282773753,0,0,0,0,0,2.417180291,0,0,0,0,0,0,2.548503954
4116,0.6610480616,0,2.181092247,0,0,1.974578664,0,0,0,2.240469574,0,0,0,0,2.59349038,0,0,0,0,0,2.377373681,0,0,0,0,0,0,2.402778048
4117,0.6840457255,0,2.551658934,0,0,1.980404379,0,0,0,2.193044968,0,0,0,0,2.159387988,0,0,0,0,0,2.451637153,0,0,0,0,0,0,2.509206417
4118,0.663738584,0,2.412518747,0,0,2.237503462,0,0,0,2.096583327,0,0,0,0,2.500994184,0,0,0,0,0,2.341324324,0,0,0,0,0,0,2.580478838
4119,0.6575508513,0,2.382133283,0,0,1.789951947,0,0,0,2.272558321,0,0,0,0,2.531962588,0,0,0,0,0,2.465118196,0,0,0,0,0,0,2.508925926
4120,0.6998890881,0,2.713740369,0,0,1.999877554,0,0,0,2.296125404,0,0,0,0,2.58245081,0,0,0,0,0,2.545978462,0,0,0,0,0,0,2.475443861
4121,0.7195099019,0,2.435335655,0,0,2.060105864,0,0,0,2.254870247,0,0,0,0,2.395409186,0,0,0,0,0,2.510495303,0,0,0,0,0,0,2.546996388
4122,0.6362771645,0,2.34359719,0,0,2.030996715,0,0,0,2.343519953,0,0,0,0,2.311200109,0,0,0,0,0,2.539489397,0,0,0,0,0,0,2.405385148
4123,0.6519336162,0,2.426343515,0,0,2.003695862,0,0,0,2.376950555,0,0,0,0,2.645259338,0,0,0,0,0,2.337978213,0,0,0,0,0,0,2.572768693
4124,0.6652268952,0,2.214615834,0,0,2.068233538,0,0,0,2.508551044,0,0,0,0,2.490498685,0,0,0,0,0,2.355376157,0,0,0,0,0,0,2.440735798
4125,0.6601435419,0,2.390243215,0,0,1.878922002,0,0,0,2.461896543,0,0,0,0,2.495511918,0,0,0,0,0,2.623124241,0,0,0,0,0,0,2.334851123
4126,0.6882955889,0,2.275986031,0,0,1.974786657,0,0,0,2.423525249,0,0,0,0,2.239467296,0,0,0,0,0,2.302297032,0,0,0,0,0,0,2.551540063
4127,0.6874906846,0,2.260581132,0,0,2.077781363,0,0,0,2.507129527,0,0,0,0,2.423377749,0,0,0,0,0,2.211159137,0,0,0,0,0,0,2.570458447
4128,0.6752181998,0,2.298905834,0,0,2.047809715,0,0,0,2.531064909,0,0,0,0,2.363503209,0,0,0,0,0,2.27955692,0,0,0,0,0,0,2.275139847
4129,0.6883489042,0,2.114890977,0,0,2.045985452,0,0,0,2.407071335,0,0,0,0,2.249548557,0,0,0,0,0,2.551747557,0,0,0,0,0,0,2.393173308
4130,0.6792674556,0,2.304135715,0,0,2.038925325,0,0,0,2.294473679,0,0,0,0,2.138084628,0,0,0,0,0,2.502658872,0,0,0,0,0,0,2.432404224
4131,0.6985748863,0,2.330859007,0,0,2.014607372,0,0,0,2.399721934,0,0,0,0,2.092053849,0,0,0,0,0,2.452110105,0,0,0,0,0,0,2.34114461
4132,0.7209738225,0,2.331438926,0,0,1.991640791,0,0,0,2.429015363,0,0,0,0,2.304749715,0,0,0,0,0,2.389067178,0,0,0,0,0,0,2.156799359
4133,0.6763347441,0,2.499244955,0,0,1.987484848,0,0,0,2.302410107,0,0,0,0,2.227207752,0,0,0,0,0,2.48223246,0,0,0,0,0,0,2.217155888
4134,0.6454574553,0,2.248849227,0,0,1.912286926,0,0,0,2.228593395,0,0,0,0,2.311449847,0,0,0,0,0,2.402976267,0,0,0,0,0,0,2.313119714
4135,0.7206701464,0,2.185316848,0,0,2.031554405,0,0,0,2.151449407,0,0,0,0,2.244444611,0,0,0,0,0,2.349838936,0,0,0,0,0,0,2.278411174
4136,0.715479506,0,2.324293344,0,0,1.915696458,0,0,0,2.36046277,0,0,0,0,2.152369429,0,0,0,0,0,2.33962632,0,0,0,0,0,0,2.280545259
4137,0.7035148613,0,2.466244317,0,0,1.816274812,0,0,0,2.31887771,0,0,0,0,2.118825677,0,0,0,0,0,2.417817791,0,0,0,0,0,0,2.006256892
4138,0.8178218166,0,2.330317691,0,0,1.93195884,0,0,0,2.270505469,0,0,0,0,2.302132331,0,0,0,0,0,2.319831125,0,0,0,0,0,0,2.176080082
4139,0.6626789299,0,2.247672664,0,0,1.931647967,0,0,0,2.364868406,0,0,0,0,2.08546579,0,0,0,0,0,2.504184981,0,0,0,0,0,0,2.134415817
4140,0.6929628256,0,2.301149569,0,0,2.008367566,0,0,0,2.115633979,0,0,0,0,2.254304424,0,0,0,0,0,2.310124661,0,0,0,0,0,0,2.341041873
4141,0.6928735846,0,2.231646643,0,0,1.944728355,0,0,0,2.168013943,0,0,0,0,2.128734657,0,0,0,0,0,2.277960729,0,0,0,0,0,0,2.268256888
4142,0.7316293279,0,2.113361314,0,0,2.005951357,0,0,0,2.273724725,0,0,0,0,2.319964311,0,0,0,0,0,2.42438989,0,0,0,0,0,0,2.38083639
4143,0.6573571361,0,2.084905148,0,0,2.094781014,0,0,0,2.372518139,0,0,0,0,2.298250789,0,0,0,0,0,2.29365283,0,0,0,0,0,0,2.101037131
4144,0.6744584586,0,2.373995117,0,0,2.116346294,0,0,0,2.408722154,0,0,0,0,2.263766955,0,0,0,0,0,2.230906379,0,0,0,0,0,0,2.115635981
4145,0.657003298,0,2.263280573,0,0,2.077372948,0,0,0,2.285459754,0,0,0,0,2.254496279,0,0,0,0,0,2.601744973,0,0,0,0,0,0,2.313428063
4146,0.6218014878,0,2.25898414,0,0,2.104863175,0,0,0,2.295360961,0,0,0,0,2.221996134,0,0,0,0,0,2.214556936,0,0,0,0,0,0,2.361786407
4147,0.6626564552,0,2.115222417,0,0,2.002803739,0,0,0,2.183512431,0,0,0,0,2.339513714,0,0,0,0,0,2.4313224,0,0,0,0,0,0,2.464779706
4148,0.6582989636,0,2.233584269,0,0,2.124265727,0,0,0,2.447391508,0,0,0,0,2.080333349,0,0,0,0,0,2.383370194,0,0,0,0,0,0,2.272884527
4149,0.5874814567,0,2.21542132,0,0,2.082497344,0,0,0,2.342453073,0,0,0,0,1.980238256,0,0,0,0,0,2.480563787,0,0,0,0,0,0,2.243940673
4150,0.6011673896,0,2.298055063,0,0,1.922858737,0,0,0,2.188875261,0,0,0,0,2.265499992,0,0,0,0,0,2.484063228,0,0,0,0,0,0,2.262972079
4151,0.6182172689,0,2.246932305,0,0,2.106482051,0,0,0,2.4265233,0,0,0,0,2.176823028,0,0,0,0,0,2.463049508,0,0,0,0,0,0,2.275561864
4152,0.6133472871,0,2.120448916,0,0,2.07738645,0,0,0,2.22962202,0,0,0,0,2.145997298,0,0,0,0,0,2.534338684,0,0,0,0,0,0,2.251583858
4153,0.6299257238,0,2.269920294,0,0,2.039920819,0,0,0,2.112392884,0,0,0,0,2.142858502,0,0,0,0,0,2.483342279,0,0,0,0,0,0,2.291684212
4154,0.6031022279,0,2.383265401,0,0,2.051724173,0,0,0,2.303087876,0,0,0,0,2.126334786,0,0,0,0,0,2.386834246,0,0,0,0,0,0,2.083563322
4155,0.7447683611,0,2.249622101,0,0,2.007166858,0,0,0,2.424945424,0,0,0,0,2.097476949,0,0,0,0,0,2.385225978,0,0,0,0,0,0,2.190238868
4156,0.6484918768,0,2.157401124,0,0,2.04907501,0,0,0,2.336120138,0,0,0,0,2.206744407,0,0,0,0,0,2.609262748,0,0,0,0,0,0,2.145548365
4157,0.6671658637,0,2.141630922,0,0,1.987871869,0,0,0,2.194869825,0,0,0,0,2.271126262,0,0,0,0,0,2.442525232,0,0,0,0,0,0,2.103635988
4158,0.6283315025,0,2.206405532,0,0,2.071167948,0,0,0,2.291568598,0,0,0,0,2.346342571,0,0,0,0,0,2.453237916,0,0,0,0,0,0,2.120069583
4159,0.6893899604,0,2.291103672,0,0,2.1112319,0,0,0,2.071752259,0,0,0,0,2.25586784,0,0,0,0,0,2.253670662,0,0,0,0,0,0,2.244021095
4160,0.5910183546,0,2.320503702,0,0,2.033493448,0,0,0,2.340323506,0,0,0,0,2.321252466,0,0,0,0,0,2.155652766,0,0,0,0,0,0,2.207447208
4161,0.6909254588,0,2.147483065,0,0,2.014178746,0,0,0,2.167123613,0,0,0,0,2.271387427,0,0,0,0,0,2.34912411,0,0,0,0,0,0,2.183956338
4162,0.7512727231,0,2.267635647,0,0,1.934416051,0,0,0,2.163503132,0,0,0,0,2.070769298,0,0,0,0,0,2.354479861,0,0,0,0,0,0,2.300645672
4163,0.6984455262,0,2.083222555,0,0,1.909669089,0,0,0,2.072569769,0,0,0,0,2.443335756,0,0,0,0,0,2.177784093,0,0,0,0,0,0,2.452693897
4164,0.6665488014,0,2.28301538,0,0,1.890502084,0,0,0,2.307955078,0,0,0,0,2.26868608,0,0,0,0,0,2.300066922,0,0,0,0,0,0,2.203997868
4165,0.6686790681,0,2.20722654,0,0,1.943177636,0,0,0,2.376435622,0,0,0,0,2.455264973,0,0,0,0,0,2.479801857,0,0,0,0,0,0,2.297348867
4166,0.6935259471,0,2.128610612,0,0,2.118943135,0,0,0,2.092156926,0,0,0,0,2.473692442,0,0,0,0,0,2.267296736,0,0,0,0,0,0,2.076821753
4167,0.7147984077,0,2.337432642,0,0,1.900119033,0,0,0,2.310459193,0,0,0,0,2.176044848,0,0,0,0,0,2.393792435,0,0,0,0,0,0,2.24249522
4168,0.6770627947,0,2.201733057,0,0,1.846041719,0,0,0,2.300353022,0,0,0,0,2.343876091,0,0,0,0,0,2.455638799,0,0,0,0,0,0,2.156778022
4169,0.6217640025,0,2.253200554,0,0,1.844218077,0,0,0,2.262251066,0,0,0,0,2.381455082,0,0,0,0,0,2.313190713,0,0,0,0,0,0,2.141136038
4170,0.6279078317,0,2.289213037,0,0,2.050935334,0,0,0,2.262211465,0,0,0,0,2.198556497,0,0,0,0,0,2.300794229,0,0,0,0,0,0,2.147337285
4171,0.65457166,0,2.33611636,0,0,1.9270404,0,0,0,2.268363816,0,0,0,0,2.514595866,0,0,0,0,0,2.286902992,0,0,0,0,0,0,2.105851452
4172,0.5734818765,0,2.120795464,0,0,1.780463919,0,0,0,2.559405112,0,0,0,0,2.434763729,0,0,0,0,0,2.358908285,0,0,0,0,0,0,1.999138504
4173,0.6394043217,0,2.325347302,0,0,1.76071343,0,0,0,2.289299277,0,0,0,0,2.50088914,0,0,0,0,0,2.183804891,0,0,0,0,0,0,2.230765867
4174,0.6375390642,0,2.372503566,0,0,1.848129289,0,0,0,2.438325452,0,0,0,0,2.314400439,0,0,0,0,0,2.322021329,0,0,0,0,0,0,2.072781112
4175,0.6483684571,0,2.500955731,0,0,1.765386337,0,0,0,2.337116372,0,0,0,0,2.318750341,0,0,0,0,0,2.310455079,0,0,0,0,0,0,2.17872812
4176,0.6387718828,0,2.275213843,0,0,1.97696982,0,0,0,2.590308618,0,0,0,0,2.49338711,0,0,0,0,0,2.15864345,0,0,0,0,0,0,2.112633567
4177,0.6421295153,0,2.588259217,0,0,1.896261309,0,0,0,2.32247858,0,0,0,0,2.287690723,0,0,0,0,0,2.231377646,0,0,0,0,0,0,2.361074835
4178,0.6751218266,0,2.252958811,0,0,2.124201097,0,0,0,2.293974534,0,0,0,0,2.291745941,0,0,0,0,0,2.384250779,0,0,0,0,0,0,2.091075821
4179,0.6775119735,0,2.114753015,0,0,1.99063343,0,0,0,2.344405476,0,0,0,0,2.291058776,0,0,0,0,0,2.231782543,0,0,0,0,0,0,2.267915676
4180,0.6768664491,0,2.320003424,0,0,2.062378956,0,0,0,2.33337248,0,0,0,0,2.205931666,0,0,0,0,0,2.263099872,0,0,0,0,0,0,2.222704991
4181,0.6387321289,0,2.529961414,0,0,2.192750575,0,0,0,2.341449479,0,0,0,0,2.34457021,0,0,0,0,0,2.358362569,0,0,0,0,0,0,2.291441314
4182,0.6124898283,0,2.347400573,0,0,1.977788469,0,0,0,2.258656598,0,0,0,0,2.283394719,0,0,0,0,0,2.36346497,0,0,0,0,0,0,2.235278244
4183,0.6556198817,0,2.397117234,0,0,1.981269596,0,0,0,2.399043119,0,0,0,0,2.089806375,0,0,0,0,0,2.543015142,0,0,0,0,0,0,2.143320903
4184,0.5924825042,0,2.203797975,0,0,2.101423418,0,0,0,2.28878141,0,0,0,0,2.251092927,0,0,0,0,0,2.458396436,0,0,0,0,0,0,2.281464192
4185,0.6208513609,0,2.421197443,0,0,2.103435605,0,0,0,2.421256064,0,0,0,0,2.309118466,0,0,0,0,0,2.517697614,0,0,0,0,0,0,2.263250258
4186,0.6620903858,0,2.461042222,0,0,2.159332737,0,0,0,2.459074475,0,0,0,0,2.356477602,0,0,0,0,0,2.398644226,0,0,0,0,0,0,2.321152469
4187,0.6100083854,0,2.473148112,0,0,2.124266978,0,0,0,2.446385045,0,0,0,0,2.146064194,0,0,0,0,0,2.298205122,0,0,0,0,0,0,2.490640325
4188,0.5970803081,0,2.474758977,0,0,2.112688639,0,0,0,2.619594453,0,0,0,0,2.19363503,0,0,0,0,0,2.408855316,0,0,0,0,0,0,2.320833487
4189,0.6578051869,0,2.267148807,0,0,2.088557622,0,0,0,2.390462456,0,0,0,0,2.162200192,0,0,0,0,0,2.565564281,0,0,0,0,0,0,2.19500036
4190,0.6345739397,0,2.405374585,0,0,2.175278987,0,0,0,2.601647208,0,0,0,0,2.223003684,0,0,0,0,0,2.232967373,0,0,0,0,0,0,2.38297277
4191,0.6285173289,0,2.15025041,0,0,2.089514292,0,0,0,2.218260578,0,0,0,0,2.188382841,0,0,0,0,0,2.287359397,0,0,0,0,0,0,2.386257447
