"iteration","ASC1","BTime","BCost"
1,0.975210438296656,-0.130719498471465,-0.620885350443979
2,0.975210438296656,-0.130719498471465,-0.620885350443979
3,0.975210438296656,-0.130719498471465,-0.620885350443979
4,0.975210438296656,-0.130719498471465,-0.620885350443979
5,0.975210438296656,-0.130719498471465,-0.620885350443979
6,0.981791436835858,-0.131867706777216,-0.605884170716247
7,0.981791436835858,-0.131867706777216,-0.605884170716247
8,0.981791436835858,-0.131867706777216,-0.605884170716247
9,0.981791436835858,-0.131867706777216,-0.605884170716247
10,0.981791436835858,-0.131867706777216,-0.605884170716247
11,0.981791436835858,-0.131867706777216,-0.605884170716247
12,0.983481235759551,-0.131000628150626,-0.594461675061643
13,0.992260209928575,-0.128274124583742,-0.590596854418352
14,0.992260209928575,-0.128274124583742,-0.590596854418352
15,0.997008922429741,-0.128457902377442,-0.580969967202208
16,0.997008922429741,-0.128457902377442,-0.580969967202208
17,0.997008922429741,-0.128457902377442,-0.580969967202208
18,0.997008922429741,-0.128457902377442,-0.580969967202208
19,0.997008922429741,-0.128457902377442,-0.580969967202208
20,0.997008922429741,-0.128457902377442,-0.580969967202208
21,0.997008922429741,-0.128457902377442,-0.580969967202208
22,1.0124972165265,-0.127389771141068,-0.581556673359143
23,1.01265512246236,-0.127850694305145,-0.569667588082774
24,1.01661058761998,-0.127894555566067,-0.564176063546744
25,1.01661058761998,-0.127894555566067,-0.564176063546744
26,1.01661058761998,-0.127894555566067,-0.564176063546744
27,1.01661058761998,-0.127894555566067,-0.564176063546744
28,1.01661058761998,-0.127894555566067,-0.564176063546744
29,1.01661058761998,-0.127894555566067,-0.564176063546744
30,1.01661058761998,-0.127894555566067,-0.564176063546744
31,1.01661058761998,-0.127894555566067,-0.564176063546744
32,1.0204925735441,-0.123609633497914,-0.563031793603463
33,1.0204925735441,-0.123609633497914,-0.563031793603463
34,1.0204925735441,-0.123609633497914,-0.563031793603463
35,1.0204925735441,-0.123609633497914,-0.563031793603463
36,1.0204925735441,-0.123609633497914,-0.563031793603463
37,1.02130144815323,-0.132094438999817,-0.576179405900273
38,1.01223994646352,-0.124486336396736,-0.571972942160291
39,1.01165521934648,-0.127962903501035,-0.562929516147232
40,1.00187208428354,-0.124983015753198,-0.573826730326298
41,1.00187208428354,-0.124983015753198,-0.573826730326298
42,1.00187208428354,-0.124983015753198,-0.573826730326298
43,1.02745643989036,-0.129672121593913,-0.587999593134131
44,1.02745643989036,-0.129672121593913,-0.587999593134131
45,1.02745643989036,-0.129672121593913,-0.587999593134131
46,1.02745643989036,-0.129672121593913,-0.587999593134131
47,1.02745643989036,-0.129672121593913,-0.587999593134131
48,1.02745643989036,-0.129672121593913,-0.587999593134131
49,1.02745643989036,-0.129672121593913,-0.587999593134131
50,1.0330476069486,-0.128737013681844,-0.589167859166772
51,1.01856444390063,-0.12844976008342,-0.586238765160911
52,1.01856444390063,-0.12844976008342,-0.586238765160911
53,1.01856444390063,-0.12844976008342,-0.586238765160911
54,1.01252984825246,-0.132357305167736,-0.587209207416405
55,1.01252984825246,-0.132357305167736,-0.587209207416405
56,1.01252984825246,-0.132357305167736,-0.587209207416405
57,1.01252984825246,-0.132357305167736,-0.587209207416405
58,1.01252984825246,-0.132357305167736,-0.587209207416405
59,1.01252984825246,-0.132357305167736,-0.587209207416405
60,1.01252984825246,-0.132357305167736,-0.587209207416405
61,1.01252984825246,-0.132357305167736,-0.587209207416405
62,1.01252984825246,-0.132357305167736,-0.587209207416405
63,1.01252984825246,-0.132357305167736,-0.587209207416405
64,1.01252984825246,-0.132357305167736,-0.587209207416405
65,1.01252984825246,-0.132357305167736,-0.587209207416405
66,1.01252984825246,-0.132357305167736,-0.587209207416405
67,1.01252984825246,-0.132357305167736,-0.587209207416405
