"Respondent","price","brand2","brand3","ff2","ff3","feat2","feat3","LV_disturbance"
66,-0.5610574079,2.443769639,-1.574287024,0.1431940834,1.108197934,1.033702541,2.116306322,0.6652428012
67,0.009444624103,0.7439837688,-0.6038491003,0.4907760415,1.021966341,2.099574698,1.199304739,-0.5857306586
68,-0.5236376977,1.131101645,-1.55449854,1.697539686,0.2524016818,0.4825870622,2.332981331,-0.02814075806
69,-0.05212166538,1.550060321,-0.9977726498,0.04519515365,0.5355019192,1.301675161,0.1044840729,0.3230837103
70,0.01575255622,0.04856933266,-0.1264594518,-0.1981714791,1.569979701,2.005000757,1.843818692,-0.2440784023
71,-0.3733694595,0.7952016833,-1.6873822,0.5916752289,0.5408576006,0.08423760975,2.833053296,0.3317873745
72,-0.01938015158,0.5463583787,0.6711597175,0.889937508,0.7690382718,0.3377889557,1.734530928,0.06707751118
73,0.117514602,0.641155349,0.2437859879,0.02663336005,1.060092201,0.9537335358,2.281684013,0.07390155213
74,0.130818531,-0.3659884055,-1.359828003,-0.2065521846,1.448708676,-0.2968631824,1.116644074,-0.1123748448
75,-0.1080296535,1.632779758,-0.9880406075,-0.3087872281,0.3415550597,1.502113441,2.00968003,-0.7212975746
76,0.05154464178,0.5794353698,-0.8745915612,0.9692718174,0.2029605976,0.08782833979,2.595954113,0.9438641961
77,0.3023344517,1.400212321,-0.9607398907,0.5925182308,-0.03106685316,1.72799773,0.5421027659,-0.4417034027
78,-0.0872125791,0.647837637,-1.726072985,-0.651861673,1.22505141,1.290226842,0.2198566022,0.1224475541
79,0.7831511647,0.5365407406,-0.8660631646,-0.4721541365,1.126179984,0.8778131647,1.014268871,-0.3428048155
80,0.5044411126,0.7004780991,-0.5202619301,0.4297030805,0.2815143961,1.997560667,1.50080725,-1.490790998
81,-0.3301136438,0.9913065057,0.3491954499,1.159062144,-0.3620005723,1.143520968,2.481681694,0.7984795034
82,-0.04721450544,0.07270560863,0.8759578873,0.3506762801,1.127377617,1.265470848,1.669518116,1.070713586
83,0.3356841661,1.194318322,-0.86814467,0.155350939,0.07643857257,0.7980816292,1.123866695,-0.7342595342
84,0.6881260272,0.9988792543,-0.4955495838,0.3029853086,1.286331319,0.08904224302,2.002412079,-0.3304202938
85,0.7212575435,0.2235798048,-0.4452199927,0.3521028984,-0.07342099285,1.048792442,1.002485345,-0.5315893556
86,-0.1751606068,-0.2115597791,-0.7961895406,-0.07910052668,0.9229352288,0.06088749273,2.963385859,-0.02049081122
87,0.3450403655,0.5824270832,0.2459882627,-0.03354006856,0.5370861875,-0.285487215,1.6392617,-0.3576245033
88,0.7250371828,1.570972262,-0.9841736621,-0.1457071226,0.343259129,0.4007813949,1.275375672,0.04526741377
89,-0.5200134035,0.1580965263,-1.259716239,-0.4715043468,1.441324273,-0.6941673825,2.031616605,0.3024200401
90,0.3506395196,1.53340511,-1.191575646,0.5514380083,1.043233626,1.479483984,0.6453683001,-0.6200640072
91,0.02883137325,1.141540757,-0.4439288517,0.2090036233,-0.3218636721,-0.4821281166,2.602566568,0.475946333
92,0.2647025136,1.297195804,-1.331986611,0.8524170415,-0.6014704723,1.512465421,1.026662832,-0.4755062193
93,-0.2888481122,1.391677118,-1.091135129,1.587238837,-0.4059304406,-0.7194889557,1.305272619,0.1448581343
94,-0.05319414283,2.045340757,-0.3939659665,1.013982614,0.1455479163,0.2515058486,2.381459549,0.4943884442
95,0.6655069989,1.070568996,-0.3526892903,-0.4966021132,0.5374353798,0.4744615827,1.22290073,-0.5953384823
96,0.2207621907,0.008923838736,-1.20811165,0.5577309283,0.1804163008,1.694490673,0.8813899517,-0.2036547274
97,0.2832798186,0.1382173386,0.4378258282,-0.1407545494,0.921357251,0.3924599194,2.054462785,-0.2645525194
98,-0.3778786661,1.674163215,0.9071311762,-0.6514374665,-1.007534159,1.189484752,0.7179252652,0.6282599508
99,0.4283542991,1.295792489,-0.3741800725,0.8270070751,-0.5125575024,1.675744304,1.820045301,-0.519298491
100,-0.0161210761,0.8760597974,-1.903946007,0.08204495307,1.768937908,0.8349359181,1.310802643,0.5892303038
101,0.5250193346,0.7161439045,-1.020699337,-0.2406898001,-0.5134354452,0.3044731534,2.105408394,-0.6082992048
102,0.452441051,0.5041292603,-0.4343596011,0.03298550826,1.25605769,0.4935041714,1.01982005,-0.4748207973
103,0.2475324782,0.4011530334,0.1697324159,0.9682406637,1.121055386,1.275303169,1.488309549,0.0619529721
104,-0.3072427429,-0.3304443422,0.4301543856,-1.051494253,0.7477338045,1.102570086,2.386555764,0.7282323162
105,0.2192772102,1.023386058,0.2425386755,0.1073318384,1.640035832,1.012920602,2.315665256,0.1627016351
106,-0.1380796579,-0.182858849,0.03478205558,-0.7841456259,1.821277619,-0.05207593629,2.118624048,-0.7225275018
107,-0.4557119156,1.635559058,-0.306724118,0.07037952332,0.3464640307,-0.1989071482,1.067479703,0.1364081793
108,-0.1101525018,1.761169718,-0.1920448712,-1.060638199,0.2656154324,0.9376722917,2.361802064,-0.5070357157
109,0.2017883542,0.6866825494,-0.3503435235,-0.009920018149,-0.4572812356,0.6753341934,2.236143656,0.1688505479
110,0.01645536524,0.352424286,-0.1671813091,-0.8454407945,2.221902452,1.230064283,1.380416386,-0.1341802273
111,-0.05386621916,1.939677297,-0.4521173646,-0.4432480369,0.1020953288,1.556268992,2.058802403,-0.03888302887
112,0.6721265594,0.7557281227,-1.104606915,-0.223274635,0.9839492412,1.106564578,1.560679046,-0.8812824516
113,-0.2652699022,0.5974100635,-0.9261830342,-0.9886984282,1.257512279,1.64871346,1.556881763,-1.169847912
114,-0.06812413659,0.470940825,-1.102719646,0.9780173938,0.8203906006,1.494429054,0.3092337283,-0.002044286953
115,-0.3904409239,-0.225606734,-1.161151656,-0.3855987061,1.151387492,0.7612037869,2.581672687,0.3576388272
116,0.3462311123,0.3601175721,-1.072587342,-0.5836919404,1.580440317,0.2991661354,0.2996014939,0.1323215773
117,-0.1190912633,0.8871229231,-0.5254530548,-0.04761252746,0.9786417758,-0.2078836819,2.657157391,0.01609745012
118,-0.08532910642,1.03158034,-1.556754234,0.9850328936,-0.6628982475,-0.0506975289,0.44970169,0.6567610563
119,-0.2346212148,2.416355176,-0.7378888306,0.6614904291,0.5777176072,0.2480458391,1.1479261,-0.2383352291
120,-0.3052701528,1.147603976,-1.632676782,-0.6737108027,1.414493125,1.254948892,1.801351349,0.4463823474
121,-0.2906827075,0.7774167237,-1.115309136,0.4307786236,0.9696409175,0.1979666612,1.984182126,0.04954643238
122,-0.2566172178,0.6292294348,-1.484094234,1.34498557,0.6100445946,1.078553661,2.113329051,-0.1401759835
123,0.6602476363,1.313405242,-1.006971324,-0.0920320765,1.160436075,1.503993778,1.092590367,0.00261425361
124,-0.1249043942,0.8417108977,-0.4707514348,-0.419559636,0.6362555032,0.846730017,2.962836287,-0.410198958
125,-0.2753842861,-0.0759416988,-0.5477534099,0.001324159753,0.5380513872,0.1248448587,0.1713447608,0.3415184944
126,0.06699397717,0.03181734358,-0.1503227661,-0.2994198851,1.663612529,1.882083199,0.5561734607,-0.2913555231
127,-0.3713248033,0.4530259524,-2.26226452,0.8797646895,0.9490369471,1.313247958,0.08574396586,0.3776093776
128,0.0375315869,0.3310189517,-0.3088407058,0.21633966,1.239807076,0.1526668661,1.843154577,-0.1951484293
129,0.404228941,0.6756972973,-0.7717591123,-0.6421523644,-0.002249126821,0.5100739265,2.425405993,-0.0627726241
130,-0.09207493711,1.310879476,-0.9374358868,0.8466425443,-0.2533842498,2.350788503,1.143044086,0.6479718284
131,-0.2294774503,-0.3353730506,-0.7824200941,0.6729739097,0.8934665978,1.280395338,2.498877315,-0.7353958118
132,-0.1615675349,2.086341165,-1.008576706,-0.210749283,1.008390488,0.5149904565,1.961276173,-0.06315389979
133,-0.01066863771,1.090352301,-1.348585501,0.5942699691,0.5546392407,1.068768441,2.542605903,-0.3489095432
134,0.05391962585,1.438173285,-0.6022874681,0.6012178257,0.7336653917,0.7671159711,1.50967856,0.3364178836
135,-0.5971897973,1.307691367,-0.7887073384,-0.5370496933,2.191670097,1.94042665,1.631529005,0.3836325705
136,-0.02934087766,0.129254809,-0.2166748759,-0.8094663288,1.052190416,1.041510661,2.27033335,-0.06178066979
137,-0.0373809812,0.4460737207,-1.341499685,-0.07309372338,-0.08501530368,0.7306500948,1.4890997,-0.365947094
138,-0.2428948634,0.9422253112,-0.5546449024,1.675169968,-0.2550846113,1.831872765,2.360795727,-0.7629175862
139,0.3622334936,1.499710233,-1.075375819,-0.0558367615,0.7761839271,1.229741074,0.004183478037,-0.2346408589
140,0.4530620973,1.008822129,-1.671312062,0.2086857949,0.06027731567,1.333436576,1.734108619,0.3771569634
141,-0.4909531757,1.76008978,-0.1467849916,0.9513982469,-0.06062567611,1.354586509,2.224104303,-0.2989004815
142,0.2000653662,1.182056225,-1.299973835,0.3165457449,-0.1146703712,-0.25508515,2.221799381,-0.9450181901
143,0.1051221429,0.7839384593,0.3529554323,1.097745478,1.25777686,0.2664369935,-0.01199283243,-0.001029069533
144,0.06423160699,0.2642679373,0.5523896624,-0.6642596201,0.319990552,1.791701899,1.82063624,0.06154829766
145,-0.16435319,1.687521991,-0.3681530131,0.7636253376,1.183250868,1.848261081,1.090237523,1.697338717
146,-0.2190185512,1.331093277,-0.6487051683,0.6724168181,-0.754327547,1.497223304,2.16326339,0.6828788678
147,0.1038244933,0.8319374235,-0.7864147541,-0.175309004,1.16808375,0.6707197538,-0.1546900438,-0.5825155539
148,-0.003648151991,-0.1696176594,-1.795747224,0.03419207718,1.294933324,0.9537957331,0.9946796692,-0.7221457305
149,-0.03164153091,0.4969557321,-0.7698898547,-0.03163890246,2.476849672,1.12820984,0.4557022365,0.5446364187
150,0.1901763099,0.8461803526,-1.438499112,0.9166678314,-0.9910940514,1.2802543,1.768035012,-0.8439293131
151,0.4736858266,0.1709778686,-0.7896532966,-0.1216240549,-0.3821746356,1.270203693,0.5478939738,-0.1784023357
152,-0.03920604032,1.100250732,-0.9105181536,1.243290855,0.2080521775,0.2398356423,2.563700032,0.2815557073
153,-0.3829068773,1.656654411,-0.5396055509,-0.4248136109,1.356392724,2.204987083,1.163664243,0.2264798905
154,0.06599941223,1.128503596,-1.071374608,0.9411870018,-0.02950278673,1.999662758,1.804088122,-0.191569452
155,0.0886743972,0.1247357521,-1.108731153,0.8684469056,-0.3634075344,1.989337723,0.9241639216,0.1265423827
156,-0.3625260199,1.197292802,-0.7251186756,0.2802335004,0.8504553112,0.4742655694,2.921978434,0.4102779706
157,0.3906684466,0.8622764102,-0.8427559876,0.9305892722,0.689223821,-0.2510003518,1.576381789,-1.170698584
158,0.3978765753,-0.04178422498,-0.4147629252,0.4899249358,1.614452173,1.240160555,1.511765765,-0.4502420178
159,-0.3120322743,0.3452620742,0.2578263463,-0.4359555244,1.227608238,-0.3940069759,2.613672725,0.5944970531
160,-0.09735475153,0.3917988359,0.9802720497,0.3534592606,0.3273898779,2.190269964,1.75775146,0.3701324734
161,-0.2161455862,0.4412049229,-0.8106140612,0.1706216621,0.5870058727,-0.3884773761,0.5438982928,0.5957111301
162,-0.09064016112,1.83008936,-1.014184388,0.4504431706,1.320257295,0.9141243405,0.5531435297,1.076395089
163,0.1024916911,1.133065792,-1.362362504,-1.039782879,-0.3832265764,-0.3912292254,1.84969674,-0.9951472932
164,-0.4123039262,0.8375716158,-1.221494364,0.4538738352,0.8554500839,1.596735712,0.09459647458,0.07977938028
165,-0.2106483566,0.8411815663,-0.8863368319,-0.03522804937,1.331969035,0.9314679922,1.48633044,-0.1768730566
166,-0.3446040102,1.158590201,-1.353124373,0.7981491195,1.468503425,2.329248765,0.7114488301,0.5607032102
167,0.6500313775,1.288539692,-0.6395902521,-0.4155882886,0.6443775356,1.327693866,1.919220826,-0.3565189636
168,-0.01438032428,0.9273290126,-1.401159918,-0.5264463795,1.686798051,-0.1993334904,2.300500304,0.3941597504
169,0.6630062294,0.8554508463,-0.4575510411,-0.418613001,1.180803748,1.72901064,1.397444563,-1.021331625
170,-0.4391883529,0.03497095544,-1.229823966,1.327851902,-0.4515312901,1.74379289,-0.2659800481,0.06803808041
171,0.1289413758,0.6781889932,-0.2004708083,0.001033975492,0.9879010306,2.11668945,0.6225027852,-0.1185751822
172,0.4623948573,0.8806672998,-0.2954135246,-0.4132478714,1.634832734,1.180433742,1.216018662,-0.6528355193
173,0.4098832707,0.03908944059,-1.742765104,0.8275628706,-0.09305345851,1.196597379,0.9747829872,-0.1341426708
174,-0.5903650129,-1.553272171,-1.10627761,-1.125716261,0.7595717887,0.2026238933,0.549201233,0.7423441784
175,-0.05054894107,1.063795019,-0.116293712,-0.9224352069,1.223208371,1.826271111,1.006567081,-0.3889006553
176,0.1122484497,1.550601323,0.04744994994,-0.5420932,0.5513497445,2.420735524,0.9154324996,-0.06580889183
177,-0.4180888094,0.6466277341,-0.1815090181,0.6244531711,1.269294799,0.7469699625,2.734129426,0.5422247362
178,-0.1482868417,0.78210048,-1.708433936,0.8219881072,-0.04378604297,1.379976497,1.075672183,0.08954903524
179,0.3898041797,0.9739758227,-1.180933492,0.4356493388,1.214471103,0.8619259848,1.442670989,-0.3849222669
180,-0.1244027234,1.439255504,-1.14841376,1.005157497,1.162035071,0.654649673,2.116889031,0.2224398731
181,0.008759048523,0.1798408051,-0.6338985844,0.07976644913,1.713363206,0.1601938368,2.116462114,-0.3108889698
182,-0.3299494703,1.229587276,-1.748287135,0.2480471992,0.7769035975,0.1107436703,2.196839215,-0.1359281584
183,-0.4239815759,2.033783318,-0.6420876457,0.9768442838,-0.4410277055,0.6371354665,1.059764887,0.4950562937
184,0.0454465617,1.783340275,-1.302193676,0.7665198895,1.543377329,1.208674987,1.076739831,0.06321639336
185,-0.6381014032,1.728518722,0.3118232277,-0.4577523295,1.057888009,0.2284102308,1.186806552,1.007604796
186,0.01328521837,1.437568892,-1.312901137,0.4574963138,1.152475801,0.1423704165,2.341776231,-0.4833867368
187,0.1271144068,1.584727602,-0.6666183599,-0.1936966683,1.301977614,-0.2632454256,1.445269769,0.313656353
188,0.2925441271,1.229578111,-0.3622155176,-0.7088861143,0.8111225762,1.912236119,1.481564369,-0.6393050665
189,-0.2119354095,1.196890438,0.2205656277,0.4840731447,1.330286078,1.108274779,2.187518129,0.556983617
190,-0.08746948203,0.7707090009,-0.8175576664,0.118210078,0.6299804555,1.112250374,2.347370601,0.48732847
191,-0.4672978518,1.434163504,0.1190160083,0.9849694572,-0.1634782561,0.2790218105,2.046430864,0.9024575283
192,0.0329688923,1.720562077,-0.6623935572,-0.2810025479,0.5533275721,1.193170359,1.021696674,-0.4060162417
193,0.1310925517,1.940044507,-1.624865103,0.06876995263,0.1758680926,0.2795104645,1.64970913,1.026807483
194,0.1836941198,1.396041706,-1.064332517,-0.5666024225,0.1723930571,0.5053451044,1.733200718,0.4996617271
195,-0.3207773106,1.921127236,-1.384406189,-0.6353296412,0.919255632,0.8421377918,2.256450631,0.2385789143
196,-0.05687186035,1.693309609,-0.1384799125,0.2364018867,0.300635072,1.407326863,1.449250451,0.5614759768
197,-0.07826871899,1.191357379,-1.070097563,0.4847055778,-0.7912248935,2.098180685,1.081579122,0.8059539765
198,-0.5829724971,0.6165634533,1.621047487,0.7099245602,1.05068882,1.98898689,1.499135828,-0.3720771906
199,-0.09153523525,1.332253319,-0.2737415312,-0.04598008877,1.304833458,0.6964660299,2.786127789,0.3691210755
200,-0.2134297473,1.554776713,-2.349421989,-0.04610116116,0.8123918228,1.354137334,0.6093042047,0.1033907814
201,-0.4192988325,0.7742752632,0.4795391771,1.730989568,0.04180382058,1.535816166,1.969004978,-0.02164025848
202,0.7422614276,1.274472279,-0.3443657648,-0.6408385748,0.8981167719,0.8086202374,1.520527212,-1.154956103
203,0.557108974,1.026060743,-1.288458948,-0.08839712887,0.7859152152,0.9049519043,1.50545691,0.07682751398
204,-0.3036270641,0.9580084565,-1.46728541,-0.2590365221,0.8817226455,1.861741722,1.890499077,0.1221053244
205,-0.3517259576,1.84310694,-1.192647487,-0.3758742859,0.9320870646,1.099043471,1.316824511,0.2604682735
206,-0.1869425143,0.01180530613,-1.134510435,1.451230682,0.1418870197,0.9629851189,2.11747865,0.3179154519
207,-0.08889331385,1.930813382,-1.275646749,0.4393629054,0.3293550402,1.217478588,2.15621005,-0.4226189695
208,-0.09342588256,2.102795376,-1.432214013,0.619830249,0.3229097088,0.6884555567,-0.1800194662,0.1974662854
209,-0.2758629676,1.189469974,-1.168579448,-0.009137108195,-1.048783352,1.444520957,1.249888981,-0.3332530982
210,-0.1143711074,1.081462847,-1.331306515,-0.4157678796,0.5413199625,1.333634444,2.338325723,-0.9529675681
211,0.1289722564,0.2197481606,-0.3809897073,1.295187514,0.6846313732,1.179137518,0.9480545461,-0.1679262653
212,-0.1023663765,1.040223371,-0.7825650072,1.470022505,0.6248155381,1.128159235,2.301615632,0.6356284639
213,-0.3124716449,1.06177462,-1.068587129,1.287726271,0.5973194518,0.3148342797,2.516639261,1.162706766
214,-0.3788966908,0.5096108699,-0.5765024443,-0.30567385,0.2551256374,2.602748748,2.093892037,-0.2689751341
215,-0.09154675924,0.6618321654,-1.521258736,-0.6283732737,-0.3884357197,2.07754866,0.9169644222,0.5140766966
216,-0.05975894169,2.00990015,-1.192301868,-0.05450021454,0.2201444868,0.4325291058,1.707166818,-0.2739124174
217,-0.012153853,0.4044487783,-0.3340474544,0.7127688061,0.6966814416,0.123010825,3.015262539,-0.3966652127
218,0.2487771071,1.247056046,0.01845915968,1.639726648,0.7920360381,0.2988083298,1.361541732,-1.102747037
219,0.07406998495,0.9549317178,-0.391056773,0.3530206261,-0.6308364629,1.754306948,1.243711504,-0.1901780713
220,0.4165464215,0.5670719341,-0.9095696498,0.7670464657,0.9492304116,0.3362472122,0.9431671712,-0.9540808712
221,-0.1878729809,1.061599388,-1.910993658,-0.802378003,0.8103197779,1.105409922,0.8045818056,0.8053458856
222,-0.1978906695,1.302083548,-1.620446897,-0.391115595,0.3560843715,1.210689522,1.415516758,-0.05451184942
223,-0.3628008438,0.4975474642,-1.760981081,0.504192449,0.7618695741,0.8754505222,2.777560624,0.3824313794
224,0.2362866322,0.3426272403,-0.2947136308,-1.128603232,1.03771994,1.382313156,1.903457834,-0.6254467978
225,0.1651360725,0.4565292058,-1.764108302,-0.5534945511,0.6027174807,0.2182315701,1.84376212,0.1142556498
226,-0.1305846775,0.2147059892,-0.7169321734,0.5913987758,1.718340377,1.887402163,1.705435364,1.148310708
227,0.06526964688,1.41023983,-1.272111677,0.6990605499,1.222435102,-0.01315566794,1.02351834,-0.4810194936
228,0.3000293885,1.049937375,-1.516651266,0.3035848739,1.070573426,0.9223575548,1.852692775,-0.4732411008
229,0.08046840215,-0.2150369938,-0.7366308655,1.114299975,0.5213554214,1.776369496,1.146761367,-0.2907488755
230,-0.258453602,0.5932019718,-2.392179387,-0.4554598396,1.681558813,0.9988331567,1.040162684,0.1557109722
231,0.02294496045,1.129476437,-0.8916806084,0.7675095973,1.027548047,0.2738543873,1.900208618,0.3731574009
232,0.05172634,1.223165119,-0.9852950468,0.6038715476,0.1580598808,0.1865434309,2.279698755,-0.2317682569
233,-0.6537044237,1.441391057,-0.1956658563,-0.6594243679,1.570808092,0.4586011212,2.243080747,0.2807195861
234,0.2367415613,0.2481402805,0.2549360082,1.114377531,0.2160605542,0.5005638514,1.072053146,-0.5644094704
235,-0.4944284857,1.770917069,-0.2007093449,-0.7633049337,0.1991554371,1.60843698,-0.4687666068,0.4484328422
236,-0.3297517571,1.391374512,-1.342866901,0.1945370496,-0.5586336132,-0.4740610879,2.479669128,0.1402024889
237,0.2789298802,0.4864138952,-1.142980651,0.8791081198,0.1879187613,1.916108683,1.419565274,0.648100796
238,-0.1379793003,1.401662154,0.1578158093,0.21933222,0.903909805,2.215124948,1.095527186,0.03433213547
239,-0.2461759266,0.1738605928,-1.900821783,-0.8317141713,0.3437741727,1.571417785,1.233286975,-0.08130669498
240,0.4864391493,1.31914282,-1.16119391,0.8088966149,0.9399032485,0.8670655075,1.710443072,0.3257901269
