"iteration","price x price","brand2 x price","brand2 x brand2","brand3 x price","brand3 x brand2","brand3 x brand3","ff2 x price","ff2 x brand2","ff2 x brand3","ff2 x ff2","ff3 x price","ff3 x brand2","ff3 x brand3","ff3 x ff2","ff3 x ff3","feat2 x price","feat2 x brand2","feat2 x brand3","feat2 x ff2","feat2 x ff3","feat2 x feat2","feat3 x price","feat3 x brand2","feat3 x brand3","feat3 x ff2","feat3 x ff3","feat3 x feat2","feat3 x feat3","LV_disturbance x price","LV_disturbance x brand2","LV_disturbance x brand3","LV_disturbance x ff2","LV_disturbance x ff3","LV_disturbance x feat2","LV_disturbance x feat3","LV_disturbance x LV_disturbance"
7086,0.2079802153,0,0.9301320288,0,0,0.9941503811,0,0,0,1.162784941,0,0,0,0,0.9858590606,0,0,0,0,0,1.048173882,0,0,0,0,0,0,1.409751941,0,0,0,0,0,0,0,1
7087,0.2078055282,0,0.9673519578,0,0,0.9493578306,0,0,0,1.205349624,0,0,0,0,1.04302428,0,0,0,0,0,1.140782612,0,0,0,0,0,0,1.455689738,0,0,0,0,0,0,0,1
7088,0.2317500584,0,0.9802293691,0,0,0.9971457519,0,0,0,1.286944439,0,0,0,0,0.9756618134,0,0,0,0,0,1.038075222,0,0,0,0,0,0,1.415742289,0,0,0,0,0,0,0,1
7089,0.2321728371,0,0.9669868502,0,0,0.9662532766,0,0,0,1.204961859,0,0,0,0,0.9793419292,0,0,0,0,0,0.8754119004,0,0,0,0,0,0,1.301457598,0,0,0,0,0,0,0,1
7090,0.2262788824,0,0.9619091685,0,0,1.034852616,0,0,0,1.218946328,0,0,0,0,1.048360066,0,0,0,0,0,0.9835444705,0,0,0,0,0,0,1.452015254,0,0,0,0,0,0,0,1
7091,0.210871907,0,0.9596456487,0,0,1.093325902,0,0,0,1.312314246,0,0,0,0,1.058831325,0,0,0,0,0,1.044149126,0,0,0,0,0,0,1.433730351,0,0,0,0,0,0,0,1
7092,0.2305782776,0,0.9517132895,0,0,0.973312175,0,0,0,1.326956874,0,0,0,0,0.9320189672,0,0,0,0,0,0.9828977024,0,0,0,0,0,0,1.376926434,0,0,0,0,0,0,0,1
7093,0.2322979386,0,0.9633491879,0,0,1.098662902,0,0,0,1.21457626,0,0,0,0,1.058904839,0,0,0,0,0,1.014382444,0,0,0,0,0,0,1.488572996,0,0,0,0,0,0,0,1
7094,0.2160809911,0,1.016726451,0,0,1.010940816,0,0,0,1.199636827,0,0,0,0,0.9291913837,0,0,0,0,0,0.9585957101,0,0,0,0,0,0,1.313322497,0,0,0,0,0,0,0,1
7095,0.2199390958,0,1.015273241,0,0,0.9466446765,0,0,0,1.225503703,0,0,0,0,0.9293230749,0,0,0,0,0,0.9745726354,0,0,0,0,0,0,1.333612644,0,0,0,0,0,0,0,1
7096,0.2099630835,0,1.048636016,0,0,0.9878358464,0,0,0,1.17998269,0,0,0,0,0.97051988,0,0,0,0,0,0.9773866055,0,0,0,0,0,0,1.271021337,0,0,0,0,0,0,0,1
7097,0.2266555592,0,1.010970008,0,0,0.9863214637,0,0,0,1.203603168,0,0,0,0,0.8956994311,0,0,0,0,0,0.8894095837,0,0,0,0,0,0,1.326511034,0,0,0,0,0,0,0,1
7098,0.23445639,0,0.997436481,0,0,1.069789418,0,0,0,1.110207324,0,0,0,0,0.9383854554,0,0,0,0,0,0.9643053426,0,0,0,0,0,0,1.378196146,0,0,0,0,0,0,0,1
7099,0.2538986374,0,0.9518946103,0,0,0.9839737449,0,0,0,1.191107128,0,0,0,0,0.9814327622,0,0,0,0,0,0.9672202739,0,0,0,0,0,0,1.258479754,0,0,0,0,0,0,0,1
7100,0.2257575439,0,0.982065991,0,0,1.00709656,0,0,0,1.165359341,0,0,0,0,1.01147757,0,0,0,0,0,0.9029499878,0,0,0,0,0,0,1.308626911,0,0,0,0,0,0,0,1
7101,0.2286301369,0,0.9295826463,0,0,1.010549426,0,0,0,1.201012954,0,0,0,0,1.018309523,0,0,0,0,0,0.9810241506,0,0,0,0,0,0,1.114194767,0,0,0,0,0,0,0,1
7102,0.216328877,0,0.9664707367,0,0,0.9423760256,0,0,0,1.14832371,0,0,0,0,1.008043672,0,0,0,0,0,1.017582773,0,0,0,0,0,0,1.206558824,0,0,0,0,0,0,0,1
7103,0.2098160892,0,0.891277718,0,0,1.024793858,0,0,0,1.167628329,0,0,0,0,0.9904897883,0,0,0,0,0,1.017969083,0,0,0,0,0,0,1.229252716,0,0,0,0,0,0,0,1
7104,0.1953892302,0,0.9005839643,0,0,1.084576805,0,0,0,1.219775686,0,0,0,0,0.9830212864,0,0,0,0,0,1.058306728,0,0,0,0,0,0,1.252133275,0,0,0,0,0,0,0,1
7105,0.2170914576,0,0.904018731,0,0,0.9933452204,0,0,0,1.193037749,0,0,0,0,1.025118305,0,0,0,0,0,1.042065221,0,0,0,0,0,0,1.220905032,0,0,0,0,0,0,0,1
7106,0.2303519153,0,0.9072211294,0,0,1.000106924,0,0,0,1.183434331,0,0,0,0,1.033975772,0,0,0,0,0,0.8804734086,0,0,0,0,0,0,1.160181488,0,0,0,0,0,0,0,1
7107,0.2132642332,0,0.8971756347,0,0,1.056867987,0,0,0,1.197854622,0,0,0,0,1.002674849,0,0,0,0,0,0.9556030167,0,0,0,0,0,0,1.130290172,0,0,0,0,0,0,0,1
7108,0.2337546495,0,0.9000526564,0,0,0.9983288355,0,0,0,1.115197343,0,0,0,0,1.146496254,0,0,0,0,0,1.046223778,0,0,0,0,0,0,1.308500404,0,0,0,0,0,0,0,1
7109,0.2274712761,0,0.965125961,0,0,1.148461626,0,0,0,1.061534048,0,0,0,0,1.077035822,0,0,0,0,0,0.9419472554,0,0,0,0,0,0,1.252421156,0,0,0,0,0,0,0,1
7110,0.2477920116,0,0.9471028245,0,0,1.063203055,0,0,0,1.130853678,0,0,0,0,1.040991237,0,0,0,0,0,0.9741084852,0,0,0,0,0,0,1.308147044,0,0,0,0,0,0,0,1
7111,0.2288300819,0,0.9479025276,0,0,1.024636518,0,0,0,1.122201754,0,0,0,0,1.027026973,0,0,0,0,0,0.9587675508,0,0,0,0,0,0,1.111007291,0,0,0,0,0,0,0,1
7112,0.226218783,0,0.9730737183,0,0,1.064787603,0,0,0,1.131830996,0,0,0,0,1.084696518,0,0,0,0,0,0.9574792354,0,0,0,0,0,0,1.298423462,0,0,0,0,0,0,0,1
7113,0.2507828504,0,1.016547162,0,0,1.134762359,0,0,0,1.172529492,0,0,0,0,1.036947712,0,0,0,0,0,0.9865158524,0,0,0,0,0,0,1.189256883,0,0,0,0,0,0,0,1
7114,0.231773445,0,1.039940954,0,0,1.162523103,0,0,0,1.303916123,0,0,0,0,1.065393903,0,0,0,0,0,0.9576451163,0,0,0,0,0,0,1.181279944,0,0,0,0,0,0,0,1
7115,0.2294444431,0,1.005781028,0,0,1.011373149,0,0,0,1.081825802,0,0,0,0,1.176868522,0,0,0,0,0,0.9239949744,0,0,0,0,0,0,1.187258365,0,0,0,0,0,0,0,1
7116,0.2596542629,0,0.9935268813,0,0,1.031538048,0,0,0,1.153860453,0,0,0,0,1.13213788,0,0,0,0,0,1.024290608,0,0,0,0,0,0,1.196583026,0,0,0,0,0,0,0,1
7117,0.2426022027,0,0.9820058625,0,0,1.042622472,0,0,0,1.160329913,0,0,0,0,1.01185532,0,0,0,0,0,0.9872245263,0,0,0,0,0,0,1.099854568,0,0,0,0,0,0,0,1
7118,0.2159902884,0,1.003378422,0,0,1.097296264,0,0,0,1.109863543,0,0,0,0,1.087717263,0,0,0,0,0,0.9500879463,0,0,0,0,0,0,1.215707199,0,0,0,0,0,0,0,1
7119,0.2420640149,0,1.019416935,0,0,1.105807974,0,0,0,1.173269271,0,0,0,0,1.056917411,0,0,0,0,0,0.922925878,0,0,0,0,0,0,1.131780473,0,0,0,0,0,0,0,1
7120,0.2209850391,0,1.040763414,0,0,1.162506375,0,0,0,1.19226577,0,0,0,0,1.148942856,0,0,0,0,0,0.8709401081,0,0,0,0,0,0,1.084419634,0,0,0,0,0,0,0,1
7121,0.2305095329,0,1.037919565,0,0,1.134975911,0,0,0,1.209121813,0,0,0,0,1.097805029,0,0,0,0,0,1.006573353,0,0,0,0,0,0,1.259842404,0,0,0,0,0,0,0,1
7122,0.2149019966,0,0.9738320428,0,0,1.152612769,0,0,0,1.25682543,0,0,0,0,1.130641242,0,0,0,0,0,0.9007792116,0,0,0,0,0,0,1.112618736,0,0,0,0,0,0,0,1
7123,0.2184706646,0,0.9531627501,0,0,1.144096866,0,0,0,1.139982468,0,0,0,0,1.151298192,0,0,0,0,0,1.001233361,0,0,0,0,0,0,1.11481885,0,0,0,0,0,0,0,1
7124,0.2315838899,0,0.9938900675,0,0,1.11910766,0,0,0,1.279021357,0,0,0,0,1.165010352,0,0,0,0,0,0.9705582167,0,0,0,0,0,0,1.283240037,0,0,0,0,0,0,0,1
7125,0.2281723343,0,0.9485957901,0,0,1.182066255,0,0,0,1.248046082,0,0,0,0,1.270715285,0,0,0,0,0,0.9734317823,0,0,0,0,0,0,1.159410067,0,0,0,0,0,0,0,1
7126,0.2342544125,0,0.9513511669,0,0,1.031788116,0,0,0,1.196516643,0,0,0,0,1.162038374,0,0,0,0,0,0.9899151723,0,0,0,0,0,0,1.225369843,0,0,0,0,0,0,0,1
7127,0.2308858389,0,1.013704747,0,0,1.09813201,0,0,0,1.274252411,0,0,0,0,1.097912599,0,0,0,0,0,0.9749713689,0,0,0,0,0,0,1.312157028,0,0,0,0,0,0,0,1
7128,0.2370037315,0,0.9832744792,0,0,1.119041099,0,0,0,1.358238321,0,0,0,0,1.094026212,0,0,0,0,0,0.9938026001,0,0,0,0,0,0,1.117128062,0,0,0,0,0,0,0,1
7129,0.2347873026,0,0.9640927053,0,0,1.157527493,0,0,0,1.200327332,0,0,0,0,1.114074748,0,0,0,0,0,1.045067018,0,0,0,0,0,0,1.096233459,0,0,0,0,0,0,0,1
7130,0.2449550989,0,1.012598114,0,0,1.170192268,0,0,0,1.231634382,0,0,0,0,1.160824672,0,0,0,0,0,0.999737399,0,0,0,0,0,0,1.18548294,0,0,0,0,0,0,0,1
7131,0.2622438918,0,0.932237633,0,0,1.080366567,0,0,0,1.207787524,0,0,0,0,1.147861361,0,0,0,0,0,0.999870592,0,0,0,0,0,0,1.199718234,0,0,0,0,0,0,0,1
7132,0.254744557,0,0.9713148703,0,0,1.145488381,0,0,0,1.223777307,0,0,0,0,1.20395113,0,0,0,0,0,0.9568421824,0,0,0,0,0,0,1.186759528,0,0,0,0,0,0,0,1
7133,0.2493206346,0,0.9742514127,0,0,1.088563907,0,0,0,1.194736178,0,0,0,0,1.106866203,0,0,0,0,0,0.9973370659,0,0,0,0,0,0,1.264170476,0,0,0,0,0,0,0,1
7134,0.2436109856,0,1.032025013,0,0,1.095999215,0,0,0,1.164990946,0,0,0,0,1.051821668,0,0,0,0,0,0.9980788968,0,0,0,0,0,0,1.298965613,0,0,0,0,0,0,0,1
7135,0.225418446,0,0.933391729,0,0,1.083416115,0,0,0,1.170804007,0,0,0,0,1.191480878,0,0,0,0,0,0.9886643536,0,0,0,0,0,0,1.303029061,0,0,0,0,0,0,0,1
7136,0.2553736996,0,1.060772512,0,0,1.070545024,0,0,0,1.194993376,0,0,0,0,1.048721132,0,0,0,0,0,1.060954986,0,0,0,0,0,0,1.279959376,0,0,0,0,0,0,0,1
7137,0.2451554858,0,0.9519905231,0,0,1.019798178,0,0,0,1.162082855,0,0,0,0,1.105468393,0,0,0,0,0,1.05654641,0,0,0,0,0,0,1.189042607,0,0,0,0,0,0,0,1
7138,0.2525484273,0,0.8638525715,0,0,1.040948808,0,0,0,1.32302916,0,0,0,0,1.131907098,0,0,0,0,0,0.9784720029,0,0,0,0,0,0,1.250353233,0,0,0,0,0,0,0,1
7139,0.2805110049,0,1.039149362,0,0,1.050280612,0,0,0,1.191841435,0,0,0,0,1.070151566,0,0,0,0,0,1.093033242,0,0,0,0,0,0,1.209959293,0,0,0,0,0,0,0,1
7140,0.2838331799,0,1.076922067,0,0,1.110775337,0,0,0,1.226395672,0,0,0,0,0.9949454928,0,0,0,0,0,1.091901361,0,0,0,0,0,0,1.29414697,0,0,0,0,0,0,0,1
7141,0.2649539113,0,1.024508977,0,0,1.184042451,0,0,0,1.235147527,0,0,0,0,1.05882568,0,0,0,0,0,1.043697776,0,0,0,0,0,0,1.373033882,0,0,0,0,0,0,0,1
7142,0.2964384212,0,1.056741851,0,0,1.147939168,0,0,0,1.255694655,0,0,0,0,0.9886023792,0,0,0,0,0,0.9633550819,0,0,0,0,0,0,1.224804279,0,0,0,0,0,0,0,1
7143,0.2638851594,0,1.070309647,0,0,1.065133119,0,0,0,1.152103506,0,0,0,0,0.9861346506,0,0,0,0,0,1.064119262,0,0,0,0,0,0,1.194991254,0,0,0,0,0,0,0,1
7144,0.2572910934,0,1.041145092,0,0,1.132215902,0,0,0,1.267322428,0,0,0,0,1.006379986,0,0,0,0,0,1.055393205,0,0,0,0,0,0,1.22600662,0,0,0,0,0,0,0,1
7145,0.302410086,0,1.052069181,0,0,1.109347789,0,0,0,1.187110832,0,0,0,0,1.023486205,0,0,0,0,0,1.062570204,0,0,0,0,0,0,1.213165923,0,0,0,0,0,0,0,1
7146,0.2762744389,0,0.900359149,0,0,1.157304159,0,0,0,1.246050457,0,0,0,0,1.015246204,0,0,0,0,0,1.021086188,0,0,0,0,0,0,1.150680801,0,0,0,0,0,0,0,1
7147,0.291199507,0,0.9643339063,0,0,1.143975416,0,0,0,1.19380366,0,0,0,0,1.014882715,0,0,0,0,0,1.057277088,0,0,0,0,0,0,1.173209023,0,0,0,0,0,0,0,1
7148,0.2674049275,0,1.002103684,0,0,1.100712262,0,0,0,1.132043964,0,0,0,0,1.016121444,0,0,0,0,0,1.013022796,0,0,0,0,0,0,1.266905269,0,0,0,0,0,0,0,1
7149,0.2867818979,0,0.9597457581,0,0,1.153282672,0,0,0,1.214239841,0,0,0,0,1.041590364,0,0,0,0,0,1.008263442,0,0,0,0,0,0,1.21277294,0,0,0,0,0,0,0,1
7150,0.2719911337,0,1.006149765,0,0,1.24741206,0,0,0,1.22123034,0,0,0,0,1.091619422,0,0,0,0,0,1.101320225,0,0,0,0,0,0,1.141293356,0,0,0,0,0,0,0,1
7151,0.2846276231,0,0.9631233575,0,0,1.056838417,0,0,0,1.274142675,0,0,0,0,1.104721985,0,0,0,0,0,1.139790426,0,0,0,0,0,0,1.187903452,0,0,0,0,0,0,0,1
7152,0.2567877791,0,0.9447431815,0,0,1.165846952,0,0,0,1.296956166,0,0,0,0,1.06857293,0,0,0,0,0,1.116637484,0,0,0,0,0,0,1.212906171,0,0,0,0,0,0,0,1
7153,0.2677506434,0,0.8994556942,0,0,1.18684549,0,0,0,1.219167564,0,0,0,0,1.12711379,0,0,0,0,0,1.078540887,0,0,0,0,0,0,1.125402963,0,0,0,0,0,0,0,1
7154,0.2673252823,0,0.9659234965,0,0,1.27717261,0,0,0,1.201373683,0,0,0,0,1.044722344,0,0,0,0,0,1.11207346,0,0,0,0,0,0,1.180186769,0,0,0,0,0,0,0,1
7155,0.283667741,0,0.9800695069,0,0,1.203874058,0,0,0,1.331489063,0,0,0,0,1.002105622,0,0,0,0,0,1.184070341,0,0,0,0,0,0,1.158436828,0,0,0,0,0,0,0,1
7156,0.2653726835,0,1.007554324,0,0,1.184602384,0,0,0,1.346766391,0,0,0,0,1.003529835,0,0,0,0,0,1.193261256,0,0,0,0,0,0,1.331635771,0,0,0,0,0,0,0,1
7157,0.2596630607,0,1.010706003,0,0,1.322585414,0,0,0,1.257917074,0,0,0,0,1.037065494,0,0,0,0,0,1.188280745,0,0,0,0,0,0,1.310560009,0,0,0,0,0,0,0,1
7158,0.2771641341,0,1.037354415,0,0,1.231346518,0,0,0,1.198924254,0,0,0,0,1.078025928,0,0,0,0,0,1.099958966,0,0,0,0,0,0,1.233665061,0,0,0,0,0,0,0,1
7159,0.2755633227,0,0.9481759503,0,0,1.117198845,0,0,0,1.161600132,0,0,0,0,1.116045536,0,0,0,0,0,1.175747868,0,0,0,0,0,0,1.206713135,0,0,0,0,0,0,0,1
7160,0.269896218,0,1.033301524,0,0,1.132147517,0,0,0,1.183310341,0,0,0,0,1.153768699,0,0,0,0,0,1.14639459,0,0,0,0,0,0,1.307773949,0,0,0,0,0,0,0,1
7161,0.2680349119,0,0.9797803218,0,0,1.172039076,0,0,0,1.204771588,0,0,0,0,1.075740903,0,0,0,0,0,1.321805611,0,0,0,0,0,0,1.288967893,0,0,0,0,0,0,0,1
7162,0.2772294727,0,0.9272360672,0,0,1.198529147,0,0,0,1.118224418,0,0,0,0,1.129870205,0,0,0,0,0,1.049259167,0,0,0,0,0,0,1.247012071,0,0,0,0,0,0,0,1
7163,0.2503037067,0,0.936151868,0,0,1.15655668,0,0,0,1.160929399,0,0,0,0,1.05660608,0,0,0,0,0,1.069798446,0,0,0,0,0,0,1.248228578,0,0,0,0,0,0,0,1
7164,0.2859333689,0,1.065388789,0,0,1.145457222,0,0,0,1.161469392,0,0,0,0,1.012761977,0,0,0,0,0,1.067874284,0,0,0,0,0,0,1.150068832,0,0,0,0,0,0,0,1
7165,0.2496248596,0,0.8874943277,0,0,1.187636047,0,0,0,1.187235786,0,0,0,0,1.13617963,0,0,0,0,0,1.129753714,0,0,0,0,0,0,1.185810924,0,0,0,0,0,0,0,1
7166,0.2594048914,0,0.9247606102,0,0,1.152496553,0,0,0,1.115468424,0,0,0,0,1.146609838,0,0,0,0,0,1.131159573,0,0,0,0,0,0,1.261554989,0,0,0,0,0,0,0,1
7167,0.2500570996,0,0.9036873676,0,0,1.188196458,0,0,0,1.197321243,0,0,0,0,1.181953372,0,0,0,0,0,1.059327301,0,0,0,0,0,0,1.119926368,0,0,0,0,0,0,0,1
7168,0.2645651691,0,0.9284058877,0,0,1.133255913,0,0,0,1.227905072,0,0,0,0,1.190980804,0,0,0,0,0,1.025452215,0,0,0,0,0,0,1.211828549,0,0,0,0,0,0,0,1
7169,0.2648305119,0,0.9365351664,0,0,1.1858748,0,0,0,1.215524366,0,0,0,0,1.197021479,0,0,0,0,0,1.122508304,0,0,0,0,0,0,1.105401961,0,0,0,0,0,0,0,1
7170,0.2628491303,0,0.882791909,0,0,1.184591253,0,0,0,1.270942309,0,0,0,0,1.140828617,0,0,0,0,0,1.163414157,0,0,0,0,0,0,1.16540275,0,0,0,0,0,0,0,1
7171,0.2851138873,0,0.9429494552,0,0,1.114136821,0,0,0,1.199910179,0,0,0,0,1.227671685,0,0,0,0,0,1.056655975,0,0,0,0,0,0,1.143894486,0,0,0,0,0,0,0,1
7172,0.2711822841,0,0.9194070649,0,0,1.012850731,0,0,0,1.137030985,0,0,0,0,1.123743254,0,0,0,0,0,1.029714929,0,0,0,0,0,0,1.056531594,0,0,0,0,0,0,0,1
7173,0.2853896345,0,0.9249979523,0,0,1.116043263,0,0,0,1.164279582,0,0,0,0,1.140687061,0,0,0,0,0,1.099260349,0,0,0,0,0,0,1.135337753,0,0,0,0,0,0,0,1
7174,0.3067592189,0,0.8594415145,0,0,1.12502274,0,0,0,1.278316591,0,0,0,0,1.239768234,0,0,0,0,0,1.105613862,0,0,0,0,0,0,1.177689471,0,0,0,0,0,0,0,1
7175,0.2716357561,0,0.9489879444,0,0,1.132637681,0,0,0,1.168978315,0,0,0,0,1.107160099,0,0,0,0,0,1.140060511,0,0,0,0,0,0,1.032031435,0,0,0,0,0,0,0,1
7176,0.2975033102,0,0.8737002356,0,0,1.0932987,0,0,0,1.177860389,0,0,0,0,1.218548155,0,0,0,0,0,1.067111268,0,0,0,0,0,0,1.029619371,0,0,0,0,0,0,0,1
7177,0.2679660353,0,0.8830509667,0,0,1.117284696,0,0,0,1.251461102,0,0,0,0,1.223022106,0,0,0,0,0,1.114018542,0,0,0,0,0,0,0.9671728518,0,0,0,0,0,0,0,1
7178,0.3057923257,0,0.919535678,0,0,1.101911581,0,0,0,1.343092801,0,0,0,0,1.17780517,0,0,0,0,0,1.073921397,0,0,0,0,0,0,0.9888507851,0,0,0,0,0,0,0,1
7179,0.283165896,0,0.9040697093,0,0,1.148428897,0,0,0,1.259693072,0,0,0,0,1.206067466,0,0,0,0,0,1.099382471,0,0,0,0,0,0,0.9818865303,0,0,0,0,0,0,0,1
7180,0.274475549,0,0.8980543185,0,0,1.175959603,0,0,0,1.215429062,0,0,0,0,1.137002483,0,0,0,0,0,1.098501499,0,0,0,0,0,0,1.074199359,0,0,0,0,0,0,0,1
7181,0.2879772151,0,0.8605809465,0,0,1.142509728,0,0,0,1.204552362,0,0,0,0,1.256067341,0,0,0,0,0,1.040239052,0,0,0,0,0,0,1.111973775,0,0,0,0,0,0,0,1
7182,0.2859165076,0,0.8790341187,0,0,1.045638156,0,0,0,1.188575281,0,0,0,0,1.282621273,0,0,0,0,0,0.984602956,0,0,0,0,0,0,1.055873807,0,0,0,0,0,0,0,1
7183,0.3038597697,0,0.9291383405,0,0,1.114337397,0,0,0,1.221538921,0,0,0,0,1.238459686,0,0,0,0,0,1.056833472,0,0,0,0,0,0,1.034103904,0,0,0,0,0,0,0,1
7184,0.2866439413,0,0.8814029631,0,0,1.161701475,0,0,0,1.230376465,0,0,0,0,1.273893486,0,0,0,0,0,0.9828516327,0,0,0,0,0,0,1.048445967,0,0,0,0,0,0,0,1
7185,0.2823104979,0,0.856962064,0,0,1.135166693,0,0,0,1.147181657,0,0,0,0,1.258864548,0,0,0,0,0,1.076666446,0,0,0,0,0,0,1.128284306,0,0,0,0,0,0,0,1
7186,0.3040469285,0,0.8654552154,0,0,1.105420748,0,0,0,1.238609841,0,0,0,0,1.148002202,0,0,0,0,0,1.087687359,0,0,0,0,0,0,1.082648601,0,0,0,0,0,0,0,1
7187,0.3022286334,0,0.9868520935,0,0,1.112996698,0,0,0,1.148573893,0,0,0,0,1.165589332,0,0,0,0,0,0.9980630243,0,0,0,0,0,0,1.040758441,0,0,0,0,0,0,0,1
7188,0.2761828561,0,0.9315028328,0,0,1.06385772,0,0,0,1.196173113,0,0,0,0,1.179754728,0,0,0,0,0,1.029828209,0,0,0,0,0,0,1.16565181,0,0,0,0,0,0,0,1
7189,0.2816097829,0,0.862711159,0,0,1.171703729,0,0,0,1.1234988,0,0,0,0,1.24621313,0,0,0,0,0,1.007462425,0,0,0,0,0,0,1.168416229,0,0,0,0,0,0,0,1
7190,0.2954054976,0,0.893779593,0,0,1.261940077,0,0,0,1.277311594,0,0,0,0,1.18519689,0,0,0,0,0,1.004348367,0,0,0,0,0,0,1.11425591,0,0,0,0,0,0,0,1
7191,0.2637734967,0,0.8637989109,0,0,1.133423254,0,0,0,1.225745648,0,0,0,0,1.119293336,0,0,0,0,0,0.9897364773,0,0,0,0,0,0,1.045302461,0,0,0,0,0,0,0,1
7192,0.2873641745,0,0.8857314072,0,0,1.158443072,0,0,0,1.177415059,0,0,0,0,1.23045575,0,0,0,0,0,1.091736103,0,0,0,0,0,0,1.042550417,0,0,0,0,0,0,0,1
7193,0.2650331257,0,0.8073968806,0,0,1.187967496,0,0,0,1.177069767,0,0,0,0,1.176717297,0,0,0,0,0,0.9612283276,0,0,0,0,0,0,1.142608361,0,0,0,0,0,0,0,1
7194,0.2714761345,0,0.8133871004,0,0,1.125826831,0,0,0,1.158488409,0,0,0,0,1.097088867,0,0,0,0,0,1.0128305,0,0,0,0,0,0,1.068084294,0,0,0,0,0,0,0,1
7195,0.2576761587,0,0.8777894038,0,0,1.189567038,0,0,0,1.187026289,0,0,0,0,1.056927847,0,0,0,0,0,1.031546738,0,0,0,0,0,0,1.082037951,0,0,0,0,0,0,0,1
7196,0.2640867895,0,0.8297620379,0,0,1.109406696,0,0,0,1.087354337,0,0,0,0,1.048131734,0,0,0,0,0,1.106264477,0,0,0,0,0,0,1.120931539,0,0,0,0,0,0,0,1
7197,0.2778341036,0,0.8194296781,0,0,1.155418031,0,0,0,1.12870311,0,0,0,0,1.062213503,0,0,0,0,0,1.050744814,0,0,0,0,0,0,1.111955931,0,0,0,0,0,0,0,1
7198,0.291163544,0,0.848395448,0,0,1.125700131,0,0,0,1.128027102,0,0,0,0,1.062126329,0,0,0,0,0,0.9964600049,0,0,0,0,0,0,1.159728326,0,0,0,0,0,0,0,1
7199,0.2814178558,0,0.8246657542,0,0,1.129629622,0,0,0,1.114147885,0,0,0,0,1.125040993,0,0,0,0,0,0.9988477169,0,0,0,0,0,0,1.077262125,0,0,0,0,0,0,0,1
7200,0.2697424738,0,0.8826352004,0,0,1.17639938,0,0,0,1.195688743,0,0,0,0,1.093537195,0,0,0,0,0,0.9544492543,0,0,0,0,0,0,1.127959703,0,0,0,0,0,0,0,1
7201,0.2842534913,0,0.8382361588,0,0,1.121775965,0,0,0,1.133903439,0,0,0,0,1.160575767,0,0,0,0,0,1.004714677,0,0,0,0,0,0,1.086902145,0,0,0,0,0,0,0,1
7202,0.2538876643,0,0.8574929383,0,0,1.109303489,0,0,0,1.174171967,0,0,0,0,1.153473048,0,0,0,0,0,1.001688609,0,0,0,0,0,0,1.083939025,0,0,0,0,0,0,0,1
7203,0.2921327222,0,0.8750798789,0,0,1.17315664,0,0,0,1.244798162,0,0,0,0,1.082889728,0,0,0,0,0,1.082532006,0,0,0,0,0,0,1.111909996,0,0,0,0,0,0,0,1
7204,0.2862846731,0,0.8480263805,0,0,1.14990469,0,0,0,1.210101105,0,0,0,0,1.089775874,0,0,0,0,0,1.00173473,0,0,0,0,0,0,1.167918622,0,0,0,0,0,0,0,1
7205,0.2707546454,0,0.8008605785,0,0,1.212011386,0,0,0,1.221540149,0,0,0,0,1.097318386,0,0,0,0,0,0.9801756525,0,0,0,0,0,0,1.138522972,0,0,0,0,0,0,0,1
7206,0.2641267204,0,0.8511844149,0,0,1.070050958,0,0,0,1.079237884,0,0,0,0,1.20425602,0,0,0,0,0,1.03205007,0,0,0,0,0,0,1.147242615,0,0,0,0,0,0,0,1
7207,0.2712903534,0,0.8498388631,0,0,1.224693781,0,0,0,1.098662651,0,0,0,0,1.10645201,0,0,0,0,0,1.015204401,0,0,0,0,0,0,1.200839289,0,0,0,0,0,0,0,1
7208,0.2857847625,0,0.9026539429,0,0,1.120716657,0,0,0,1.221462601,0,0,0,0,0.9914036036,0,0,0,0,0,1.04095876,0,0,0,0,0,0,1.151757632,0,0,0,0,0,0,0,1
7209,0.2776328058,0,0.8594641693,0,0,1.195965057,0,0,0,1.07304926,0,0,0,0,1.123650383,0,0,0,0,0,0.9892454344,0,0,0,0,0,0,1.167179137,0,0,0,0,0,0,0,1
7210,0.2893319642,0,0.7932106041,0,0,1.241023734,0,0,0,1.327438983,0,0,0,0,1.119135799,0,0,0,0,0,1.13840272,0,0,0,0,0,0,1.30793642,0,0,0,0,0,0,0,1
7211,0.2765819159,0,0.8308459764,0,0,1.127900209,0,0,0,1.266349497,0,0,0,0,1.234520247,0,0,0,0,0,0.9860322611,0,0,0,0,0,0,1.203798238,0,0,0,0,0,0,0,1
7212,0.2711640384,0,0.8121485216,0,0,1.210403596,0,0,0,1.181988535,0,0,0,0,1.16093218,0,0,0,0,0,1.03477183,0,0,0,0,0,0,1.213802461,0,0,0,0,0,0,0,1
7213,0.2719832913,0,0.829144896,0,0,1.186537302,0,0,0,1.193961345,0,0,0,0,1.127681464,0,0,0,0,0,1.069479099,0,0,0,0,0,0,1.240614542,0,0,0,0,0,0,0,1
7214,0.2985534964,0,0.8358286108,0,0,1.171012196,0,0,0,1.257217282,0,0,0,0,1.28395171,0,0,0,0,0,1.110399675,0,0,0,0,0,0,1.281081361,0,0,0,0,0,0,0,1
