"iteration","lambda","gamma1","gamma2","sigma1","sigma2","zeta1","zeta2","tau"
23020,0.3217263212,-0.1996415906,0.38865714,1.018105318,0.9144216826,-0.5462615246,-0.2125769403,-0.3023736496
23021,0.3217263212,-0.1996415906,0.38865714,1.018105318,0.9144216826,-0.5462615246,-0.2125769403,-0.3023736496
23022,0.3217734738,-0.2189663475,0.3761270884,1.012592816,0.9174897975,-0.5179722664,-0.2065608158,-0.3046380472
23023,0.3217734738,-0.2189663475,0.3761270884,1.012592816,0.9174897975,-0.5179722664,-0.2065608158,-0.3046380472
23024,0.3217734738,-0.2189663475,0.3761270884,1.012592816,0.9174897975,-0.5179722664,-0.2065608158,-0.3046380472
23025,0.3217734738,-0.2189663475,0.3761270884,1.012592816,0.9174897975,-0.5179722664,-0.2065608158,-0.3046380472
23026,0.3217734738,-0.2189663475,0.3761270884,1.012592816,0.9174897975,-0.5179722664,-0.2065608158,-0.3046380472
23027,0.3217734738,-0.2189663475,0.3761270884,1.012592816,0.9174897975,-0.5179722664,-0.2065608158,-0.3046380472
23028,0.3119691313,-0.2052353873,0.366823865,1.025221224,0.9108671466,-0.5378987308,-0.1829672665,-0.3267193886
23029,0.3119691313,-0.2052353873,0.366823865,1.025221224,0.9108671466,-0.5378987308,-0.1829672665,-0.3267193886
23030,0.3227939233,-0.1743180622,0.361819291,1.017588753,0.8959144339,-0.5354488555,-0.1763042981,-0.3406966312
23031,0.3227939233,-0.1743180622,0.361819291,1.017588753,0.8959144339,-0.5354488555,-0.1763042981,-0.3406966312
23032,0.3317157015,-0.1707127273,0.3523862803,0.988184654,0.9129215158,-0.5454415109,-0.1754636275,-0.3386069863
23033,0.3329812902,-0.1888598856,0.3724098481,0.9816781456,0.924424069,-0.537745997,-0.1595721433,-0.3434173138
23034,0.33804796,-0.1817867522,0.3931522305,1.008704627,0.9363944534,-0.5548440024,-0.1417473485,-0.3381702066
23035,0.33804796,-0.1817867522,0.3931522305,1.008704627,0.9363944534,-0.5548440024,-0.1417473485,-0.3381702066
23036,0.3397278112,-0.1744078886,0.3679714519,1.025110369,0.9550716291,-0.5848195346,-0.1443899219,-0.3361069306
23037,0.3397278112,-0.1744078886,0.3679714519,1.025110369,0.9550716291,-0.5848195346,-0.1443899219,-0.3361069306
23038,0.3397278112,-0.1744078886,0.3679714519,1.025110369,0.9550716291,-0.5848195346,-0.1443899219,-0.3361069306
23039,0.3397278112,-0.1744078886,0.3679714519,1.025110369,0.9550716291,-0.5848195346,-0.1443899219,-0.3361069306
23040,0.3372718262,-0.2106388992,0.3621393302,0.9910957676,0.9788391185,-0.5750761937,-0.1499893612,-0.3386655826
23041,0.3372718262,-0.2106388992,0.3621393302,0.9910957676,0.9788391185,-0.5750761937,-0.1499893612,-0.3386655826
23042,0.3342431782,-0.2048864312,0.3758135373,0.9821611101,0.9884635066,-0.5806244905,-0.1882138056,-0.3409946091
23043,0.3421608725,-0.1919302248,0.3887335822,0.9975027875,0.9911388733,-0.5828093167,-0.198986712,-0.3502040142
23044,0.3187630846,-0.2036389691,0.3893363615,1.029302014,0.9727835709,-0.5855070747,-0.2037058717,-0.3322635825
23045,0.3187630846,-0.2036389691,0.3893363615,1.029302014,0.9727835709,-0.5855070747,-0.2037058717,-0.3322635825
23046,0.3187630846,-0.2036389691,0.3893363615,1.029302014,0.9727835709,-0.5855070747,-0.2037058717,-0.3322635825
23047,0.3187630846,-0.2036389691,0.3893363615,1.029302014,0.9727835709,-0.5855070747,-0.2037058717,-0.3322635825
23048,0.3187630846,-0.2036389691,0.3893363615,1.029302014,0.9727835709,-0.5855070747,-0.2037058717,-0.3322635825
23049,0.3178279726,-0.1953420048,0.4035492629,1.0284363,0.9852948132,-0.5555072011,-0.2129814076,-0.3244356674
23050,0.3242967014,-0.1996619351,0.397355029,1.03979242,0.9658942384,-0.540788583,-0.2100634973,-0.309302945
23051,0.3242967014,-0.1996619351,0.397355029,1.03979242,0.9658942384,-0.540788583,-0.2100634973,-0.309302945
23052,0.3242967014,-0.1996619351,0.397355029,1.03979242,0.9658942384,-0.540788583,-0.2100634973,-0.309302945
23053,0.3242967014,-0.1996619351,0.397355029,1.03979242,0.9658942384,-0.540788583,-0.2100634973,-0.309302945
23054,0.3242967014,-0.1996619351,0.397355029,1.03979242,0.9658942384,-0.540788583,-0.2100634973,-0.309302945
23055,0.3242967014,-0.1996619351,0.397355029,1.03979242,0.9658942384,-0.540788583,-0.2100634973,-0.309302945
23056,0.3242967014,-0.1996619351,0.397355029,1.03979242,0.9658942384,-0.540788583,-0.2100634973,-0.309302945
23057,0.3242967014,-0.1996619351,0.397355029,1.03979242,0.9658942384,-0.540788583,-0.2100634973,-0.309302945
23058,0.3242967014,-0.1996619351,0.397355029,1.03979242,0.9658942384,-0.540788583,-0.2100634973,-0.309302945
23059,0.3242967014,-0.1996619351,0.397355029,1.03979242,0.9658942384,-0.540788583,-0.2100634973,-0.309302945
23060,0.3242967014,-0.1996619351,0.397355029,1.03979242,0.9658942384,-0.540788583,-0.2100634973,-0.309302945
23061,0.3220334209,-0.2189180448,0.3912431787,1.035451051,0.9544939533,-0.5490820849,-0.2015901412,-0.3234220488
23062,0.3220334209,-0.2189180448,0.3912431787,1.035451051,0.9544939533,-0.5490820849,-0.2015901412,-0.3234220488
23063,0.3220334209,-0.2189180448,0.3912431787,1.035451051,0.9544939533,-0.5490820849,-0.2015901412,-0.3234220488
23064,0.3176378558,-0.2122247656,0.3877533984,1.053177714,0.9472911695,-0.5194874283,-0.1868242284,-0.3202786872
23065,0.3224674424,-0.211274269,0.4044857143,1.050126094,0.965110598,-0.4888772049,-0.1980609932,-0.3165685768
23066,0.3142624631,-0.1793111229,0.3882364022,1.063572735,0.9566595088,-0.497040492,-0.1901042349,-0.3300464513
23067,0.3142624631,-0.1793111229,0.3882364022,1.063572735,0.9566595088,-0.497040492,-0.1901042349,-0.3300464513
23068,0.3142624631,-0.1793111229,0.3882364022,1.063572735,0.9566595088,-0.497040492,-0.1901042349,-0.3300464513
23069,0.3142624631,-0.1793111229,0.3882364022,1.063572735,0.9566595088,-0.497040492,-0.1901042349,-0.3300464513
23070,0.3143315033,-0.17913608,0.3743284341,1.048414396,0.9613613225,-0.4957342498,-0.2106687447,-0.3287414844
23071,0.3143315033,-0.17913608,0.3743284341,1.048414396,0.9613613225,-0.4957342498,-0.2106687447,-0.3287414844
23072,0.3184367486,-0.187417034,0.3961165028,1.038644163,0.9722841189,-0.520457763,-0.2084299844,-0.3278325114
23073,0.3184367486,-0.187417034,0.3961165028,1.038644163,0.9722841189,-0.520457763,-0.2084299844,-0.3278325114
23074,0.3184367486,-0.187417034,0.3961165028,1.038644163,0.9722841189,-0.520457763,-0.2084299844,-0.3278325114
23075,0.3184367486,-0.187417034,0.3961165028,1.038644163,0.9722841189,-0.520457763,-0.2084299844,-0.3278325114
23076,0.3112704711,-0.1987038115,0.3912129518,1.027659924,0.9484401284,-0.533619983,-0.2086280207,-0.3305509947
23077,0.3112704711,-0.1987038115,0.3912129518,1.027659924,0.9484401284,-0.533619983,-0.2086280207,-0.3305509947
23078,0.3112704711,-0.1987038115,0.3912129518,1.027659924,0.9484401284,-0.533619983,-0.2086280207,-0.3305509947
23079,0.3127975455,-0.1786048739,0.3773300875,1.018719717,0.9658803031,-0.5160337636,-0.2249330657,-0.3153829593
23080,0.3127975455,-0.1786048739,0.3773300875,1.018719717,0.9658803031,-0.5160337636,-0.2249330657,-0.3153829593
23081,0.3127975455,-0.1786048739,0.3773300875,1.018719717,0.9658803031,-0.5160337636,-0.2249330657,-0.3153829593
23082,0.3127975455,-0.1786048739,0.3773300875,1.018719717,0.9658803031,-0.5160337636,-0.2249330657,-0.3153829593
23083,0.3127975455,-0.1786048739,0.3773300875,1.018719717,0.9658803031,-0.5160337636,-0.2249330657,-0.3153829593
23084,0.3127975455,-0.1786048739,0.3773300875,1.018719717,0.9658803031,-0.5160337636,-0.2249330657,-0.3153829593
23085,0.3127975455,-0.1786048739,0.3773300875,1.018719717,0.9658803031,-0.5160337636,-0.2249330657,-0.3153829593
23086,0.3127975455,-0.1786048739,0.3773300875,1.018719717,0.9658803031,-0.5160337636,-0.2249330657,-0.3153829593
23087,0.3127975455,-0.1786048739,0.3773300875,1.018719717,0.9658803031,-0.5160337636,-0.2249330657,-0.3153829593
23088,0.3127975455,-0.1786048739,0.3773300875,1.018719717,0.9658803031,-0.5160337636,-0.2249330657,-0.3153829593
23089,0.3127975455,-0.1786048739,0.3773300875,1.018719717,0.9658803031,-0.5160337636,-0.2249330657,-0.3153829593
23090,0.3261372947,-0.1774301727,0.3578231009,1.02400925,0.968606888,-0.519995734,-0.2389357289,-0.3244673861
23091,0.3261372947,-0.1774301727,0.3578231009,1.02400925,0.968606888,-0.519995734,-0.2389357289,-0.3244673861
23092,0.3261372947,-0.1774301727,0.3578231009,1.02400925,0.968606888,-0.519995734,-0.2389357289,-0.3244673861
23093,0.3261372947,-0.1774301727,0.3578231009,1.02400925,0.968606888,-0.519995734,-0.2389357289,-0.3244673861
23094,0.3261372947,-0.1774301727,0.3578231009,1.02400925,0.968606888,-0.519995734,-0.2389357289,-0.3244673861
23095,0.3261372947,-0.1774301727,0.3578231009,1.02400925,0.968606888,-0.519995734,-0.2389357289,-0.3244673861
23096,0.3261372947,-0.1774301727,0.3578231009,1.02400925,0.968606888,-0.519995734,-0.2389357289,-0.3244673861
23097,0.3261372947,-0.1774301727,0.3578231009,1.02400925,0.968606888,-0.519995734,-0.2389357289,-0.3244673861
23098,0.3261372947,-0.1774301727,0.3578231009,1.02400925,0.968606888,-0.519995734,-0.2389357289,-0.3244673861
23099,0.3360341333,-0.1568766917,0.3491542281,1.0114245,0.9544048094,-0.5324809007,-0.24548981,-0.3071376402
23100,0.3360341333,-0.1568766917,0.3491542281,1.0114245,0.9544048094,-0.5324809007,-0.24548981,-0.3071376402
23101,0.3360341333,-0.1568766917,0.3491542281,1.0114245,0.9544048094,-0.5324809007,-0.24548981,-0.3071376402
23102,0.3360341333,-0.1568766917,0.3491542281,1.0114245,0.9544048094,-0.5324809007,-0.24548981,-0.3071376402
23103,0.3343365625,-0.174203226,0.3726620226,1.003211511,0.9703012882,-0.536479162,-0.2449664101,-0.3120721814
23104,0.3190726858,-0.180603333,0.3850894489,1.009415598,0.9523934161,-0.5536756888,-0.2339709606,-0.3118381647
23105,0.3190726858,-0.180603333,0.3850894489,1.009415598,0.9523934161,-0.5536756888,-0.2339709606,-0.3118381647
23106,0.3190726858,-0.180603333,0.3850894489,1.009415598,0.9523934161,-0.5536756888,-0.2339709606,-0.3118381647
23107,0.3190726858,-0.180603333,0.3850894489,1.009415598,0.9523934161,-0.5536756888,-0.2339709606,-0.3118381647
23108,0.3190726858,-0.180603333,0.3850894489,1.009415598,0.9523934161,-0.5536756888,-0.2339709606,-0.3118381647
23109,0.3190726858,-0.180603333,0.3850894489,1.009415598,0.9523934161,-0.5536756888,-0.2339709606,-0.3118381647
23110,0.3190726858,-0.180603333,0.3850894489,1.009415598,0.9523934161,-0.5536756888,-0.2339709606,-0.3118381647
23111,0.3190726858,-0.180603333,0.3850894489,1.009415598,0.9523934161,-0.5536756888,-0.2339709606,-0.3118381647
23112,0.3367368436,-0.1885302371,0.3525638279,0.9967248955,0.9438303919,-0.5389960123,-0.2333183496,-0.3008938276
23113,0.3367368436,-0.1885302371,0.3525638279,0.9967248955,0.9438303919,-0.5389960123,-0.2333183496,-0.3008938276
23114,0.3367368436,-0.1885302371,0.3525638279,0.9967248955,0.9438303919,-0.5389960123,-0.2333183496,-0.3008938276
23115,0.3367368436,-0.1885302371,0.3525638279,0.9967248955,0.9438303919,-0.5389960123,-0.2333183496,-0.3008938276
23116,0.3367368436,-0.1885302371,0.3525638279,0.9967248955,0.9438303919,-0.5389960123,-0.2333183496,-0.3008938276
23117,0.3367368436,-0.1885302371,0.3525638279,0.9967248955,0.9438303919,-0.5389960123,-0.2333183496,-0.3008938276
23118,0.3501833675,-0.194335404,0.3653942487,1.005366448,0.945738315,-0.5683046444,-0.2461321844,-0.3051127568
23119,0.3501833675,-0.194335404,0.3653942487,1.005366448,0.945738315,-0.5683046444,-0.2461321844,-0.3051127568
23120,0.3501833675,-0.194335404,0.3653942487,1.005366448,0.945738315,-0.5683046444,-0.2461321844,-0.3051127568
23121,0.3581568201,-0.1786622099,0.3730312036,1.002055303,0.9422896412,-0.5532990493,-0.241732427,-0.308334149
23122,0.3650732618,-0.1913994687,0.3936445915,0.9810467504,0.9698960354,-0.5667535563,-0.2431330138,-0.313850777
23123,0.3650732618,-0.1913994687,0.3936445915,0.9810467504,0.9698960354,-0.5667535563,-0.2431330138,-0.313850777
23124,0.3650732618,-0.1913994687,0.3936445915,0.9810467504,0.9698960354,-0.5667535563,-0.2431330138,-0.313850777
23125,0.3650732618,-0.1913994687,0.3936445915,0.9810467504,0.9698960354,-0.5667535563,-0.2431330138,-0.313850777
23126,0.3650732618,-0.1913994687,0.3936445915,0.9810467504,0.9698960354,-0.5667535563,-0.2431330138,-0.313850777
23127,0.3650732618,-0.1913994687,0.3936445915,0.9810467504,0.9698960354,-0.5667535563,-0.2431330138,-0.313850777
23128,0.3650732618,-0.1913994687,0.3936445915,0.9810467504,0.9698960354,-0.5667535563,-0.2431330138,-0.313850777
23129,0.3645953832,-0.2020998303,0.3821656868,0.95363743,0.9750882483,-0.5569900241,-0.2523522796,-0.3087851738
23130,0.3645953832,-0.2020998303,0.3821656868,0.95363743,0.9750882483,-0.5569900241,-0.2523522796,-0.3087851738
23131,0.3492188991,-0.1831484776,0.3656218213,0.9549867987,0.9846859704,-0.5636373705,-0.2518284392,-0.3353889266
23132,0.3492188991,-0.1831484776,0.3656218213,0.9549867987,0.9846859704,-0.5636373705,-0.2518284392,-0.3353889266
23133,0.3464033783,-0.189683668,0.3898168583,0.9593069082,0.9609021089,-0.5509602048,-0.2567296806,-0.3282717705
23134,0.3464033783,-0.189683668,0.3898168583,0.9593069082,0.9609021089,-0.5509602048,-0.2567296806,-0.3282717705
23135,0.3464033783,-0.189683668,0.3898168583,0.9593069082,0.9609021089,-0.5509602048,-0.2567296806,-0.3282717705
23136,0.3464033783,-0.189683668,0.3898168583,0.9593069082,0.9609021089,-0.5509602048,-0.2567296806,-0.3282717705
23137,0.3464033783,-0.189683668,0.3898168583,0.9593069082,0.9609021089,-0.5509602048,-0.2567296806,-0.3282717705
23138,0.3464033783,-0.189683668,0.3898168583,0.9593069082,0.9609021089,-0.5509602048,-0.2567296806,-0.3282717705
23139,0.3464033783,-0.189683668,0.3898168583,0.9593069082,0.9609021089,-0.5509602048,-0.2567296806,-0.3282717705
23140,0.3464033783,-0.189683668,0.3898168583,0.9593069082,0.9609021089,-0.5509602048,-0.2567296806,-0.3282717705
23141,0.3627736391,-0.1784967404,0.3762271977,0.962675211,0.9554235566,-0.5553012138,-0.2354350231,-0.326260446
23142,0.3627736391,-0.1784967404,0.3762271977,0.962675211,0.9554235566,-0.5553012138,-0.2354350231,-0.326260446
23143,0.349630184,-0.1935029312,0.357406793,0.9424467315,0.9606389664,-0.5592524344,-0.2279445455,-0.3306197365
23144,0.3381035419,-0.1806586124,0.3653880683,0.9493121801,0.9418913441,-0.5754160465,-0.221927602,-0.3391678025
23145,0.3381035419,-0.1806586124,0.3653880683,0.9493121801,0.9418913441,-0.5754160465,-0.221927602,-0.3391678025
23146,0.3381035419,-0.1806586124,0.3653880683,0.9493121801,0.9418913441,-0.5754160465,-0.221927602,-0.3391678025
23147,0.3381035419,-0.1806586124,0.3653880683,0.9493121801,0.9418913441,-0.5754160465,-0.221927602,-0.3391678025
23148,0.3381035419,-0.1806586124,0.3653880683,0.9493121801,0.9418913441,-0.5754160465,-0.221927602,-0.3391678025
23149,0.3381035419,-0.1806586124,0.3653880683,0.9493121801,0.9418913441,-0.5754160465,-0.221927602,-0.3391678025
23150,0.3330314247,-0.1843435608,0.3828188588,0.9664708782,0.9649740159,-0.5492241379,-0.2261194826,-0.3164581372
23151,0.3330314247,-0.1843435608,0.3828188588,0.9664708782,0.9649740159,-0.5492241379,-0.2261194826,-0.3164581372
23152,0.338568844,-0.1763701823,0.3943454208,0.9703315622,0.9579911586,-0.556086205,-0.2181019173,-0.3172502998
23153,0.338568844,-0.1763701823,0.3943454208,0.9703315622,0.9579911586,-0.556086205,-0.2181019173,-0.3172502998
23154,0.3335293225,-0.1813808145,0.3727529612,0.9730414506,0.9856756328,-0.560974733,-0.2421104416,-0.2944131948
23155,0.3335293225,-0.1813808145,0.3727529612,0.9730414506,0.9856756328,-0.560974733,-0.2421104416,-0.2944131948
23156,0.3335293225,-0.1813808145,0.3727529612,0.9730414506,0.9856756328,-0.560974733,-0.2421104416,-0.2944131948
23157,0.3335293225,-0.1813808145,0.3727529612,0.9730414506,0.9856756328,-0.560974733,-0.2421104416,-0.2944131948
23158,0.3336694852,-0.1820984438,0.3576580129,1.011548787,1.004127595,-0.5605845925,-0.2436521462,-0.3212340974
23159,0.3336694852,-0.1820984438,0.3576580129,1.011548787,1.004127595,-0.5605845925,-0.2436521462,-0.3212340974
23160,0.321994045,-0.1688775772,0.3652686374,1.016929022,1.00144734,-0.545209049,-0.2667642448,-0.3362876729
23161,0.321994045,-0.1688775772,0.3652686374,1.016929022,1.00144734,-0.545209049,-0.2667642448,-0.3362876729
23162,0.321994045,-0.1688775772,0.3652686374,1.016929022,1.00144734,-0.545209049,-0.2667642448,-0.3362876729
23163,0.321994045,-0.1688775772,0.3652686374,1.016929022,1.00144734,-0.545209049,-0.2667642448,-0.3362876729
23164,0.321994045,-0.1688775772,0.3652686374,1.016929022,1.00144734,-0.545209049,-0.2667642448,-0.3362876729
23165,0.321994045,-0.1688775772,0.3652686374,1.016929022,1.00144734,-0.545209049,-0.2667642448,-0.3362876729
23166,0.338706803,-0.1634191926,0.3599530953,1.017183601,0.9909175334,-0.5551698806,-0.2558956083,-0.3354810618
23167,0.338706803,-0.1634191926,0.3599530953,1.017183601,0.9909175334,-0.5551698806,-0.2558956083,-0.3354810618
23168,0.338706803,-0.1634191926,0.3599530953,1.017183601,0.9909175334,-0.5551698806,-0.2558956083,-0.3354810618
23169,0.338706803,-0.1634191926,0.3599530953,1.017183601,0.9909175334,-0.5551698806,-0.2558956083,-0.3354810618
23170,0.338706803,-0.1634191926,0.3599530953,1.017183601,0.9909175334,-0.5551698806,-0.2558956083,-0.3354810618
23171,0.338706803,-0.1634191926,0.3599530953,1.017183601,0.9909175334,-0.5551698806,-0.2558956083,-0.3354810618
23172,0.3516941003,-0.1803851184,0.3715368924,1.021012591,0.9753999776,-0.5321873137,-0.2584951295,-0.2959285131
23173,0.3564640926,-0.1858808336,0.3653779629,1.018118244,0.9737858641,-0.5241622764,-0.242675687,-0.3026974829
23174,0.3432747835,-0.193107751,0.365361684,1.021537201,0.9986382634,-0.5328854884,-0.2481346401,-0.3043290225
23175,0.3446792255,-0.2002433749,0.3702518766,1.04282735,0.9985774535,-0.5301271261,-0.2319587656,-0.2940010051
23176,0.3446792255,-0.2002433749,0.3702518766,1.04282735,0.9985774535,-0.5301271261,-0.2319587656,-0.2940010051
23177,0.3529884804,-0.2001036334,0.3804604556,1.043047586,0.9967654409,-0.5519593912,-0.2536989088,-0.30392494
23178,0.3402086551,-0.2133981397,0.3968883433,1.022276014,0.9752284565,-0.5595540907,-0.250524021,-0.2957326429
23179,0.3488497797,-0.2090245496,0.367938953,1.030173066,0.9709530917,-0.5488761783,-0.2471518932,-0.2864994016
23180,0.3445986416,-0.2066297993,0.3759214479,1.020661746,0.97670943,-0.5501418031,-0.2387237794,-0.2755359585
23181,0.3445986416,-0.2066297993,0.3759214479,1.020661746,0.97670943,-0.5501418031,-0.2387237794,-0.2755359585
23182,0.3445986416,-0.2066297993,0.3759214479,1.020661746,0.97670943,-0.5501418031,-0.2387237794,-0.2755359585
23183,0.3445986416,-0.2066297993,0.3759214479,1.020661746,0.97670943,-0.5501418031,-0.2387237794,-0.2755359585
23184,0.3627567476,-0.2024170623,0.3657202099,1.025969333,0.9433328025,-0.5435184304,-0.2280456032,-0.2872868873
23185,0.3543248216,-0.1885264866,0.3512390644,1.013057751,0.9452680101,-0.5705450248,-0.2109779106,-0.281074661
23186,0.3543248216,-0.1885264866,0.3512390644,1.013057751,0.9452680101,-0.5705450248,-0.2109779106,-0.281074661
23187,0.3543248216,-0.1885264866,0.3512390644,1.013057751,0.9452680101,-0.5705450248,-0.2109779106,-0.281074661
23188,0.3543248216,-0.1885264866,0.3512390644,1.013057751,0.9452680101,-0.5705450248,-0.2109779106,-0.281074661
23189,0.3543248216,-0.1885264866,0.3512390644,1.013057751,0.9452680101,-0.5705450248,-0.2109779106,-0.281074661
23190,0.3543248216,-0.1885264866,0.3512390644,1.013057751,0.9452680101,-0.5705450248,-0.2109779106,-0.281074661
23191,0.3543248216,-0.1885264866,0.3512390644,1.013057751,0.9452680101,-0.5705450248,-0.2109779106,-0.281074661
23192,0.3543248216,-0.1885264866,0.3512390644,1.013057751,0.9452680101,-0.5705450248,-0.2109779106,-0.281074661
23193,0.3543248216,-0.1885264866,0.3512390644,1.013057751,0.9452680101,-0.5705450248,-0.2109779106,-0.281074661
23194,0.3543248216,-0.1885264866,0.3512390644,1.013057751,0.9452680101,-0.5705450248,-0.2109779106,-0.281074661
23195,0.3543248216,-0.1885264866,0.3512390644,1.013057751,0.9452680101,-0.5705450248,-0.2109779106,-0.281074661
23196,0.3535006768,-0.1998862136,0.355437439,0.9847499967,0.9530222461,-0.5777210592,-0.2085762382,-0.2868839076
23197,0.3527183534,-0.1794780738,0.3353542811,0.9885862278,0.9609937572,-0.5821445377,-0.22580942,-0.2792167154
23198,0.3527183534,-0.1794780738,0.3353542811,0.9885862278,0.9609937572,-0.5821445377,-0.22580942,-0.2792167154
23199,0.3527183534,-0.1794780738,0.3353542811,0.9885862278,0.9609937572,-0.5821445377,-0.22580942,-0.2792167154
23200,0.3527183534,-0.1794780738,0.3353542811,0.9885862278,0.9609937572,-0.5821445377,-0.22580942,-0.2792167154
23201,0.3527183534,-0.1794780738,0.3353542811,0.9885862278,0.9609937572,-0.5821445377,-0.22580942,-0.2792167154
23202,0.3527183534,-0.1794780738,0.3353542811,0.9885862278,0.9609937572,-0.5821445377,-0.22580942,-0.2792167154
23203,0.3527183534,-0.1794780738,0.3353542811,0.9885862278,0.9609937572,-0.5821445377,-0.22580942,-0.2792167154
23204,0.3527183534,-0.1794780738,0.3353542811,0.9885862278,0.9609937572,-0.5821445377,-0.22580942,-0.2792167154
23205,0.3495448783,-0.167849987,0.3273337478,1.005840967,0.9526536429,-0.5849528436,-0.2237857436,-0.2853211614
23206,0.3495448783,-0.167849987,0.3273337478,1.005840967,0.9526536429,-0.5849528436,-0.2237857436,-0.2853211614
23207,0.3495448783,-0.167849987,0.3273337478,1.005840967,0.9526536429,-0.5849528436,-0.2237857436,-0.2853211614
23208,0.3495448783,-0.167849987,0.3273337478,1.005840967,0.9526536429,-0.5849528436,-0.2237857436,-0.2853211614
23209,0.3495448783,-0.167849987,0.3273337478,1.005840967,0.9526536429,-0.5849528436,-0.2237857436,-0.2853211614
23210,0.3495448783,-0.167849987,0.3273337478,1.005840967,0.9526536429,-0.5849528436,-0.2237857436,-0.2853211614
23211,0.3471697123,-0.1589325604,0.3376466125,1.002085068,0.9495716011,-0.6068599122,-0.2380920639,-0.2673221086
23212,0.3471697123,-0.1589325604,0.3376466125,1.002085068,0.9495716011,-0.6068599122,-0.2380920639,-0.2673221086
23213,0.3471697123,-0.1589325604,0.3376466125,1.002085068,0.9495716011,-0.6068599122,-0.2380920639,-0.2673221086
23214,0.3471697123,-0.1589325604,0.3376466125,1.002085068,0.9495716011,-0.6068599122,-0.2380920639,-0.2673221086
23215,0.3495359054,-0.1808819928,0.3226716454,1.007506756,0.9527803591,-0.6094233114,-0.2115573015,-0.2652512255
23216,0.3379875727,-0.1514430849,0.3350810369,1.009509033,0.9496765188,-0.6097218638,-0.2176852949,-0.2582152158
23217,0.3427763388,-0.1588950207,0.3502084036,0.9829651853,0.9680570434,-0.5982912734,-0.1845281157,-0.2618229662
23218,0.3427763388,-0.1588950207,0.3502084036,0.9829651853,0.9680570434,-0.5982912734,-0.1845281157,-0.2618229662
23219,0.34123086,-0.1542234111,0.3454341693,0.9758751864,0.9690808834,-0.6012609543,-0.1668848997,-0.2550070067
23220,0.3380516345,-0.161614832,0.3585117312,0.971321379,0.9766564703,-0.5969664506,-0.1705483065,-0.2510357127
23221,0.3231383621,-0.1479325647,0.3568258232,0.9850582035,0.9751214047,-0.613916413,-0.1830116214,-0.2662837698
23222,0.3231383621,-0.1479325647,0.3568258232,0.9850582035,0.9751214047,-0.613916413,-0.1830116214,-0.2662837698
23223,0.3231383621,-0.1479325647,0.3568258232,0.9850582035,0.9751214047,-0.613916413,-0.1830116214,-0.2662837698
23224,0.3226640376,-0.1555928141,0.3777671166,0.9945157943,0.9903380866,-0.6152701728,-0.1856318011,-0.2732302687
23225,0.3226640376,-0.1555928141,0.3777671166,0.9945157943,0.9903380866,-0.6152701728,-0.1856318011,-0.2732302687
23226,0.3226640376,-0.1555928141,0.3777671166,0.9945157943,0.9903380866,-0.6152701728,-0.1856318011,-0.2732302687
23227,0.3226640376,-0.1555928141,0.3777671166,0.9945157943,0.9903380866,-0.6152701728,-0.1856318011,-0.2732302687
23228,0.3226640376,-0.1555928141,0.3777671166,0.9945157943,0.9903380866,-0.6152701728,-0.1856318011,-0.2732302687
23229,0.3291077531,-0.1827108209,0.3937324389,1.004634381,0.9977296733,-0.6179584575,-0.2058950941,-0.2836684003
23230,0.3291077531,-0.1827108209,0.3937324389,1.004634381,0.9977296733,-0.6179584575,-0.2058950941,-0.2836684003
23231,0.3291077531,-0.1827108209,0.3937324389,1.004634381,0.9977296733,-0.6179584575,-0.2058950941,-0.2836684003
23232,0.3291077531,-0.1827108209,0.3937324389,1.004634381,0.9977296733,-0.6179584575,-0.2058950941,-0.2836684003
23233,0.3291077531,-0.1827108209,0.3937324389,1.004634381,0.9977296733,-0.6179584575,-0.2058950941,-0.2836684003
23234,0.3291077531,-0.1827108209,0.3937324389,1.004634381,0.9977296733,-0.6179584575,-0.2058950941,-0.2836684003
23235,0.3440680648,-0.1744881481,0.4050544966,1.007991218,0.9844874169,-0.5906217395,-0.2076768194,-0.2884346887
23236,0.3408201376,-0.1751108867,0.391531626,1.014093416,0.9827055524,-0.6108484848,-0.2071516546,-0.305256778
23237,0.3408201376,-0.1751108867,0.391531626,1.014093416,0.9827055524,-0.6108484848,-0.2071516546,-0.305256778
23238,0.3408201376,-0.1751108867,0.391531626,1.014093416,0.9827055524,-0.6108484848,-0.2071516546,-0.305256778
23239,0.3408201376,-0.1751108867,0.391531626,1.014093416,0.9827055524,-0.6108484848,-0.2071516546,-0.305256778
23240,0.3408201376,-0.1751108867,0.391531626,1.014093416,0.9827055524,-0.6108484848,-0.2071516546,-0.305256778
23241,0.3408201376,-0.1751108867,0.391531626,1.014093416,0.9827055524,-0.6108484848,-0.2071516546,-0.305256778
23242,0.3456600518,-0.1653666267,0.3725467888,1.004999985,0.9756653164,-0.6157495989,-0.1926150616,-0.3090166424
23243,0.3456600518,-0.1653666267,0.3725467888,1.004999985,0.9756653164,-0.6157495989,-0.1926150616,-0.3090166424
23244,0.3520072305,-0.186550839,0.386467152,0.9903760243,0.948181329,-0.6016775848,-0.1965618068,-0.2765135062
23245,0.344184699,-0.1694699178,0.3699520318,0.9848944061,0.9415530536,-0.6179691699,-0.1811874746,-0.2729198507
23246,0.3357458997,-0.1680356288,0.3645635121,0.9827961226,0.9459935109,-0.6203334398,-0.1698225241,-0.2840400489
