"iteration","price x price","ff2 x price","ff2 x ff2","ff3 x price","ff3 x ff2","ff3 x ff3","feat2 x price","feat2 x ff2","feat2 x ff3","feat2 x feat2","feat3 x price","feat3 x ff2","feat3 x ff3","feat3 x feat2","feat3 x feat3"
5431,0.405177695,0,1.649486111,0,0,1.521349972,0,0,0,1.290177556,0,0,0,0,1.801432493
5432,0.3995958073,0,1.799880667,0,0,1.606372568,0,0,0,1.389553335,0,0,0,0,1.633127361
5433,0.4065552276,0,1.771614065,0,0,1.432222879,0,0,0,1.463860764,0,0,0,0,1.619658523
5434,0.3962166297,0,1.72913435,0,0,1.453270959,0,0,0,1.511422174,0,0,0,0,1.567608069
5435,0.3964361008,0,1.665986117,0,0,1.397303702,0,0,0,1.486652836,0,0,0,0,1.595366723
5436,0.4101152289,0,1.655310681,0,0,1.36379605,0,0,0,1.472283122,0,0,0,0,1.649774684
5437,0.3842027171,0,1.61107411,0,0,1.403954267,0,0,0,1.457103396,0,0,0,0,1.661241196
5438,0.3990415774,0,1.626897301,0,0,1.34946865,0,0,0,1.57207781,0,0,0,0,1.66416899
5439,0.3888484777,0,1.553986406,0,0,1.450471445,0,0,0,1.622219784,0,0,0,0,1.661523294
5440,0.3861270581,0,1.78208591,0,0,1.556999186,0,0,0,1.6369891,0,0,0,0,1.600511156
5441,0.4248134276,0,1.626101737,0,0,1.547743047,0,0,0,1.650290061,0,0,0,0,1.600124548
5442,0.3850648264,0,1.739403325,0,0,1.492249328,0,0,0,1.655595705,0,0,0,0,1.576900768
5443,0.3877532058,0,1.628143054,0,0,1.58419092,0,0,0,1.578579808,0,0,0,0,1.750239044
5444,0.4023896903,0,1.62320115,0,0,1.585943106,0,0,0,1.562724996,0,0,0,0,1.702435918
5445,0.441258147,0,1.597869082,0,0,1.709087625,0,0,0,1.583510899,0,0,0,0,1.579014028
5446,0.4022832051,0,1.740353764,0,0,1.591444267,0,0,0,1.695623002,0,0,0,0,1.673557103
5447,0.4082126517,0,1.75170894,0,0,1.539474827,0,0,0,1.515836041,0,0,0,0,1.64208011
5448,0.3962850513,0,1.662583191,0,0,1.660212274,0,0,0,1.610006315,0,0,0,0,1.640065823
5449,0.3915441685,0,1.677546295,0,0,1.672923855,0,0,0,1.590150972,0,0,0,0,1.577650857
5450,0.4198848576,0,1.768327273,0,0,1.577379445,0,0,0,1.509589978,0,0,0,0,1.776545136
5451,0.3902245165,0,1.760234366,0,0,1.626791915,0,0,0,1.495684134,0,0,0,0,1.686993765
5452,0.4235118169,0,1.755179318,0,0,1.654938313,0,0,0,1.381774124,0,0,0,0,1.730326909
5453,0.4048923272,0,1.707569348,0,0,1.606720909,0,0,0,1.540150575,0,0,0,0,1.676028219
5454,0.4189055858,0,1.619361979,0,0,1.527563033,0,0,0,1.594488317,0,0,0,0,1.556324164
5455,0.4152295919,0,1.702461324,0,0,1.745417695,0,0,0,1.466074627,0,0,0,0,1.655992563
5456,0.4063309852,0,1.759507693,0,0,1.666342864,0,0,0,1.586610379,0,0,0,0,1.598184778
5457,0.3868756743,0,1.689942442,0,0,1.777084722,0,0,0,1.594459931,0,0,0,0,1.721740895
5458,0.4267961026,0,1.630852415,0,0,1.737466421,0,0,0,1.809999383,0,0,0,0,1.681170971
5459,0.3808228712,0,1.72424649,0,0,1.635713649,0,0,0,1.782465095,0,0,0,0,1.535990983
5460,0.4232024026,0,1.696121331,0,0,1.885076853,0,0,0,1.692242413,0,0,0,0,1.646918565
5461,0.4319235621,0,1.893266231,0,0,1.661415924,0,0,0,1.944402652,0,0,0,0,1.663303132
5462,0.4174229329,0,1.70212177,0,0,1.775776,0,0,0,1.836054703,0,0,0,0,1.587378584
5463,0.4577159075,0,1.646824679,0,0,1.44600162,0,0,0,1.783154927,0,0,0,0,1.635204389
5464,0.4249639013,0,1.616574836,0,0,1.651782796,0,0,0,1.840708128,0,0,0,0,1.707457274
5465,0.4396254524,0,1.624888802,0,0,1.751414257,0,0,0,1.756136844,0,0,0,0,1.568157541
5466,0.4122837226,0,1.550783807,0,0,1.662750126,0,0,0,1.874147838,0,0,0,0,1.619086129
5467,0.4487964112,0,1.693925425,0,0,1.73132261,0,0,0,1.800190102,0,0,0,0,1.575420947
5468,0.4277470805,0,1.697432392,0,0,1.585215877,0,0,0,1.867050039,0,0,0,0,1.557024874
5469,0.4066041759,0,1.601514235,0,0,1.679830298,0,0,0,1.554254939,0,0,0,0,1.539182859
5470,0.4572457104,0,1.628748938,0,0,1.675408069,0,0,0,1.63282075,0,0,0,0,1.42051052
5471,0.4266348198,0,1.663564398,0,0,1.728116078,0,0,0,1.697482654,0,0,0,0,1.438256843
5472,0.4841463048,0,1.735049825,0,0,1.727857601,0,0,0,1.600423638,0,0,0,0,1.61355438
5473,0.4229765542,0,1.667786043,0,0,1.573432645,0,0,0,1.61853691,0,0,0,0,1.573794263
5474,0.4043520502,0,1.617864806,0,0,1.634433284,0,0,0,1.644628981,0,0,0,0,1.552213026
5475,0.4402881055,0,1.670520534,0,0,1.825414694,0,0,0,1.525621336,0,0,0,0,1.584398164
5476,0.4327239357,0,1.742497111,0,0,1.715467452,0,0,0,1.597395354,0,0,0,0,1.500804038
5477,0.430598875,0,1.670949328,0,0,1.692806688,0,0,0,1.467819258,0,0,0,0,1.478345613
5478,0.4685725464,0,1.566190941,0,0,1.665156381,0,0,0,1.618202046,0,0,0,0,1.46784045
5479,0.439663349,0,1.538342906,0,0,1.600394697,0,0,0,1.661145909,0,0,0,0,1.492763112
5480,0.4340453478,0,1.518575288,0,0,1.595729389,0,0,0,1.792340963,0,0,0,0,1.665021168
5481,0.442380252,0,1.768789619,0,0,1.712732012,0,0,0,1.792312062,0,0,0,0,1.524022621
5482,0.4535160006,0,1.484835843,0,0,1.618090105,0,0,0,1.698654865,0,0,0,0,1.55705467
5483,0.4550229883,0,1.713419218,0,0,1.607405382,0,0,0,1.710213869,0,0,0,0,1.548139048
5484,0.4467602055,0,1.718576656,0,0,1.715602626,0,0,0,1.818942345,0,0,0,0,1.596402006
5485,0.4578462186,0,1.844013033,0,0,1.693783547,0,0,0,1.786180471,0,0,0,0,1.648760316
5486,0.4738885235,0,1.606739691,0,0,1.64085703,0,0,0,1.732345885,0,0,0,0,1.543316381
5487,0.4805116953,0,1.803546217,0,0,1.69648632,0,0,0,1.927769812,0,0,0,0,1.613012231
5488,0.4822491802,0,1.797040222,0,0,1.725006998,0,0,0,1.775551107,0,0,0,0,1.527783429
5489,0.4564725893,0,1.761541692,0,0,1.681426391,0,0,0,1.811913089,0,0,0,0,1.619255939
5490,0.441560403,0,1.786882935,0,0,1.412636305,0,0,0,1.752585807,0,0,0,0,1.653551281
5491,0.4380040496,0,2.001596682,0,0,1.61142416,0,0,0,1.730449874,0,0,0,0,1.56732497
5492,0.4031445421,0,1.96347547,0,0,1.53909764,0,0,0,1.859422025,0,0,0,0,1.658948683
5493,0.4141829152,0,1.807406943,0,0,1.642170073,0,0,0,1.708865164,0,0,0,0,1.577220002
5494,0.4110099305,0,1.739490692,0,0,1.492110806,0,0,0,1.683345216,0,0,0,0,1.636073467
5495,0.4347879075,0,1.678252834,0,0,1.54303422,0,0,0,1.688823768,0,0,0,0,1.532900179
5496,0.4432033022,0,1.741986518,0,0,1.450601092,0,0,0,1.811461006,0,0,0,0,1.605785149
5497,0.4303761892,0,1.655258239,0,0,1.561506059,0,0,0,1.787002783,0,0,0,0,1.595893932
5498,0.4377685909,0,1.612285849,0,0,1.479947796,0,0,0,1.748513342,0,0,0,0,1.563963064
5499,0.4638608308,0,1.5269229,0,0,1.59739524,0,0,0,1.713645501,0,0,0,0,1.515500408
5500,0.4596523459,0,1.611533918,0,0,1.568515847,0,0,0,1.600202722,0,0,0,0,1.463922266
5501,0.4559375191,0,1.552975977,0,0,1.548248131,0,0,0,1.578296378,0,0,0,0,1.48573417
5502,0.4407191242,0,1.628690607,0,0,1.524019548,0,0,0,1.687236731,0,0,0,0,1.477938756
5503,0.4788872101,0,1.736228099,0,0,1.584751758,0,0,0,1.872393021,0,0,0,0,1.561296013
5504,0.4299935661,0,1.597288683,0,0,1.52615884,0,0,0,1.771220092,0,0,0,0,1.58281201
5505,0.465240769,0,1.609095258,0,0,1.531710684,0,0,0,1.80014024,0,0,0,0,1.512388548
5506,0.4298131965,0,1.712878278,0,0,1.624988358,0,0,0,1.680643449,0,0,0,0,1.463083554
5507,0.431008394,0,1.68606588,0,0,1.527391279,0,0,0,1.533385856,0,0,0,0,1.43574508
5508,0.4498782947,0,1.683657788,0,0,1.621137342,0,0,0,1.753992942,0,0,0,0,1.473314081
5509,0.4448732315,0,1.750394707,0,0,1.648841923,0,0,0,1.719876201,0,0,0,0,1.585300008
5510,0.4434755746,0,1.777864415,0,0,1.75247785,0,0,0,1.848469612,0,0,0,0,1.457827029
5511,0.4691602431,0,1.881581875,0,0,1.600999426,0,0,0,1.791195835,0,0,0,0,1.433420367
5512,0.4336229838,0,1.902369774,0,0,1.672025812,0,0,0,1.859063972,0,0,0,0,1.482951119
5513,0.4639413173,0,1.739534677,0,0,1.585446077,0,0,0,1.860278512,0,0,0,0,1.693886121
5514,0.4561608719,0,1.729818239,0,0,1.759224216,0,0,0,1.983156028,0,0,0,0,1.440623008
5515,0.4372158112,0,1.736246028,0,0,1.567177996,0,0,0,1.889658852,0,0,0,0,1.368710415
5516,0.4834424471,0,1.666035745,0,0,1.577884775,0,0,0,1.728516378,0,0,0,0,1.613343245
5517,0.4321914161,0,1.74865475,0,0,1.634223444,0,0,0,1.665471854,0,0,0,0,1.496989055
5518,0.4716263396,0,1.773685346,0,0,1.705668027,0,0,0,1.713403959,0,0,0,0,1.49079103
5519,0.4565623588,0,1.828329739,0,0,1.528711371,0,0,0,1.666404544,0,0,0,0,1.449090327
5520,0.4368081022,0,1.748322676,0,0,1.5201214,0,0,0,1.697181003,0,0,0,0,1.54218219
5521,0.4518224424,0,1.770287532,0,0,1.676308664,0,0,0,1.661629926,0,0,0,0,1.589111227
5522,0.4393100777,0,1.72897376,0,0,1.649343551,0,0,0,1.704947893,0,0,0,0,1.476269684
5523,0.5315917063,0,1.66890103,0,0,1.654207518,0,0,0,1.725744619,0,0,0,0,1.50871767
5524,0.4976695713,0,1.840864146,0,0,1.658299473,0,0,0,1.726576484,0,0,0,0,1.345809979
5525,0.4711817542,0,1.713842895,0,0,1.608088594,0,0,0,1.749172341,0,0,0,0,1.458260101
5526,0.4677993256,0,1.660139964,0,0,1.642160978,0,0,0,1.773928327,0,0,0,0,1.409756638
5527,0.4526976528,0,1.59665245,0,0,1.704913407,0,0,0,1.693379659,0,0,0,0,1.530721161
5528,0.4575362109,0,1.510979492,0,0,1.754051869,0,0,0,1.697141424,0,0,0,0,1.578379961
5529,0.4672473563,0,1.607799995,0,0,1.679577643,0,0,0,1.831886932,0,0,0,0,1.633155967
5530,0.4287618609,0,1.691835392,0,0,1.716211369,0,0,0,1.685423744,0,0,0,0,1.608396547
5531,0.4157057093,0,1.644516538,0,0,1.697392929,0,0,0,1.810495187,0,0,0,0,1.673547254
5532,0.4402439276,0,1.561819525,0,0,1.685565712,0,0,0,1.569335095,0,0,0,0,1.605369025
5533,0.4058097909,0,1.64216215,0,0,1.725788401,0,0,0,1.709220076,0,0,0,0,1.685226044
5534,0.4667918169,0,1.577940167,0,0,1.751005582,0,0,0,1.686387325,0,0,0,0,1.741835295
5535,0.3824270712,0,1.632993734,0,0,1.715329299,0,0,0,1.777779637,0,0,0,0,1.632707356
5536,0.4377921219,0,1.735684094,0,0,1.754318437,0,0,0,1.689999236,0,0,0,0,1.597224723
5537,0.4427352344,0,1.567539688,0,0,1.725510293,0,0,0,1.760731187,0,0,0,0,1.683578317
5538,0.4151806941,0,1.62172296,0,0,1.689442769,0,0,0,1.840892034,0,0,0,0,1.552062719
5539,0.4208719704,0,1.521319812,0,0,1.58606228,0,0,0,1.850937982,0,0,0,0,1.515257743
5540,0.4251375935,0,1.689306076,0,0,1.483260335,0,0,0,1.709643262,0,0,0,0,1.64549889
5541,0.4239965084,0,1.547640512,0,0,1.639561381,0,0,0,1.775630101,0,0,0,0,1.546690767
5542,0.403114592,0,1.578922965,0,0,1.651249736,0,0,0,1.732471813,0,0,0,0,1.639275744
5543,0.4316565401,0,1.755268472,0,0,1.54809161,0,0,0,1.749295243,0,0,0,0,1.608193857
5544,0.4321836593,0,1.632783028,0,0,1.635288827,0,0,0,1.724698954,0,0,0,0,1.650921793
5545,0.4221203014,0,1.736819895,0,0,1.526997986,0,0,0,1.859359817,0,0,0,0,1.611457123
5546,0.4345643176,0,1.426218335,0,0,1.622487702,0,0,0,1.567582754,0,0,0,0,1.653437973
5547,0.4306664161,0,1.652404419,0,0,1.552470699,0,0,0,1.725851039,0,0,0,0,1.592165556
5548,0.4441737309,0,1.622537237,0,0,1.485514288,0,0,0,1.665774546,0,0,0,0,1.513200591
5549,0.44751315,0,1.61142591,0,0,1.569363828,0,0,0,1.639821548,0,0,0,0,1.755839961
5550,0.4088389449,0,1.547947701,0,0,1.461314433,0,0,0,1.633243781,0,0,0,0,1.582293419
5551,0.4628159735,0,1.576912897,0,0,1.434381089,0,0,0,1.706485306,0,0,0,0,1.615013856
5552,0.442536709,0,1.583002039,0,0,1.570997084,0,0,0,1.813436912,0,0,0,0,1.566854627
5553,0.4805021046,0,1.663689781,0,0,1.528087259,0,0,0,1.842726389,0,0,0,0,1.611422796
5554,0.4786129103,0,1.545434593,0,0,1.668166442,0,0,0,1.693694843,0,0,0,0,1.671447273
5555,0.4561633339,0,1.562849854,0,0,1.533615527,0,0,0,1.674028433,0,0,0,0,1.585583988
5556,0.4915093036,0,1.437427617,0,0,1.493675397,0,0,0,1.636719275,0,0,0,0,1.518556039
5557,0.4908110159,0,1.590249731,0,0,1.583170217,0,0,0,1.79990157,0,0,0,0,1.73071859
5558,0.5095016684,0,1.557265588,0,0,1.460285824,0,0,0,1.59281897,0,0,0,0,1.653915842
5559,0.4962309228,0,1.594867028,0,0,1.509655601,0,0,0,1.649969485,0,0,0,0,1.713532196
5560,0.4673286775,0,1.500694508,0,0,1.62294412,0,0,0,1.629142193,0,0,0,0,1.751398268
5561,0.4696785901,0,1.713440826,0,0,1.628022446,0,0,0,1.587334352,0,0,0,0,1.619912756
5562,0.5154441749,0,1.60006528,0,0,1.566948557,0,0,0,1.499267007,0,0,0,0,1.702433134
5563,0.4766705126,0,1.709574951,0,0,1.505163282,0,0,0,1.728026704,0,0,0,0,1.675628134
5564,0.5064331169,0,1.509364378,0,0,1.733225168,0,0,0,1.650819841,0,0,0,0,1.605063695
5565,0.4695736906,0,1.517753963,0,0,1.555448507,0,0,0,1.647436588,0,0,0,0,1.795460275
5566,0.4954178768,0,1.675872937,0,0,1.68886401,0,0,0,1.626136248,0,0,0,0,1.714490424
5567,0.5049515667,0,1.644201127,0,0,1.440755869,0,0,0,1.506564625,0,0,0,0,1.825960571
5568,0.5057219446,0,1.622137982,0,0,1.60140689,0,0,0,1.583709116,0,0,0,0,1.623948674
5569,0.4907043098,0,1.751963998,0,0,1.748022303,0,0,0,1.650869327,0,0,0,0,1.667648738
5570,0.4886687247,0,1.916876291,0,0,1.828734416,0,0,0,1.645412413,0,0,0,0,1.681906157
5571,0.4999596466,0,1.719906134,0,0,1.875423718,0,0,0,1.616469243,0,0,0,0,1.539810706
5572,0.5076539111,0,1.735235943,0,0,1.719441407,0,0,0,1.836875722,0,0,0,0,1.790491911
5573,0.4880750804,0,1.82056686,0,0,1.780126683,0,0,0,1.508607231,0,0,0,0,1.731348306
5574,0.5016932719,0,1.550625121,0,0,1.590820818,0,0,0,1.627352757,0,0,0,0,1.457837264
5575,0.4380045046,0,1.766635084,0,0,1.664585158,0,0,0,1.583837247,0,0,0,0,1.486157862
5576,0.4736415248,0,1.711683169,0,0,1.558316699,0,0,0,1.514646534,0,0,0,0,1.521228425
5577,0.4839194472,0,1.72418178,0,0,1.750896728,0,0,0,1.528236032,0,0,0,0,1.617475767
5578,0.4595492256,0,1.695189431,0,0,1.643368405,0,0,0,1.554033236,0,0,0,0,1.600235369
5579,0.480896501,0,1.67268807,0,0,1.642462618,0,0,0,1.498226322,0,0,0,0,1.609082964
5580,0.4743858957,0,1.818650365,0,0,1.685972736,0,0,0,1.534166184,0,0,0,0,1.565931091
5581,0.4975473757,0,1.847386758,0,0,1.712140234,0,0,0,1.636699321,0,0,0,0,1.614642322
5582,0.4604023196,0,1.74103145,0,0,1.705083027,0,0,0,1.737654479,0,0,0,0,1.57604543
5583,0.4446645475,0,1.785543738,0,0,1.756316056,0,0,0,1.617990259,0,0,0,0,1.679497429
5584,0.4781266692,0,1.818589581,0,0,1.783754012,0,0,0,1.746146765,0,0,0,0,1.728459603
5585,0.4488520976,0,1.714487019,0,0,1.625933617,0,0,0,1.633888573,0,0,0,0,1.471981868
5586,0.4316755267,0,1.669738585,0,0,1.66738201,0,0,0,1.735896269,0,0,0,0,1.495934886
5587,0.4348739193,0,1.564177964,0,0,1.782996747,0,0,0,1.731411661,0,0,0,0,1.55158417
5588,0.4471924506,0,1.673849637,0,0,1.625300719,0,0,0,1.663999426,0,0,0,0,1.548114092
5589,0.4618163279,0,1.769271396,0,0,1.893540673,0,0,0,1.70058775,0,0,0,0,1.430210778
5590,0.4626615068,0,1.846327849,0,0,1.740103395,0,0,0,1.627443336,0,0,0,0,1.372652719
5591,0.4553532519,0,1.721823738,0,0,1.802349206,0,0,0,1.796753608,0,0,0,0,1.369600855
5592,0.4571957541,0,1.708984576,0,0,1.603753798,0,0,0,1.726883876,0,0,0,0,1.503098293
5593,0.4819036463,0,1.807388104,0,0,1.655523491,0,0,0,1.75701984,0,0,0,0,1.357806546
5594,0.4665562185,0,1.762693414,0,0,1.662875357,0,0,0,1.745207569,0,0,0,0,1.345110371
5595,0.4791193041,0,1.718449287,0,0,1.767226568,0,0,0,1.852544368,0,0,0,0,1.412575426
5596,0.4717616948,0,1.670944181,0,0,1.731982109,0,0,0,1.820290245,0,0,0,0,1.504958667
5597,0.4597091166,0,1.670797269,0,0,1.628770561,0,0,0,1.833371833,0,0,0,0,1.352872533
5598,0.4420624618,0,1.657953036,0,0,1.764814603,0,0,0,1.776639084,0,0,0,0,1.353824731
5599,0.4490968409,0,1.648692144,0,0,1.751989532,0,0,0,1.777728184,0,0,0,0,1.417736981
5600,0.4851963241,0,1.498156258,0,0,1.73774422,0,0,0,1.797597189,0,0,0,0,1.385157482
5601,0.4625359931,0,1.666210454,0,0,1.654457115,0,0,0,1.696457454,0,0,0,0,1.32219761
5602,0.4227770599,0,1.648334929,0,0,1.737229635,0,0,0,1.867459789,0,0,0,0,1.302883662
5603,0.4523282909,0,1.717100181,0,0,1.639514688,0,0,0,1.609349489,0,0,0,0,1.338303634
5604,0.4433715441,0,1.655067058,0,0,1.760239662,0,0,0,1.628931114,0,0,0,0,1.331892149
5605,0.4700437379,0,1.642051035,0,0,1.933751234,0,0,0,1.560696667,0,0,0,0,1.366430138
5606,0.4713321653,0,1.559951241,0,0,1.739647741,0,0,0,1.594595894,0,0,0,0,1.246890405
5607,0.4859171078,0,1.531413623,0,0,1.658854383,0,0,0,1.610444836,0,0,0,0,1.395706633
5608,0.4378195237,0,1.532431763,0,0,1.873582998,0,0,0,1.565616335,0,0,0,0,1.365959468
5609,0.4584114304,0,1.64619033,0,0,1.768216523,0,0,0,1.42660263,0,0,0,0,1.366868054
5610,0.4550458179,0,1.597218452,0,0,1.688130994,0,0,0,1.690185324,0,0,0,0,1.321986668
5611,0.4443544171,0,1.743651199,0,0,1.632705875,0,0,0,1.570902031,0,0,0,0,1.371292767
5612,0.4688116747,0,1.618458356,0,0,1.632815183,0,0,0,1.407199681,0,0,0,0,1.475510216
5613,0.4040756815,0,1.84963068,0,0,1.665661627,0,0,0,1.550094935,0,0,0,0,1.533752566
5614,0.4621792121,0,1.646075942,0,0,1.596573122,0,0,0,1.42950451,0,0,0,0,1.476489499
5615,0.4682897541,0,1.687984063,0,0,1.571883195,0,0,0,1.620679598,0,0,0,0,1.593686955
5616,0.4409533238,0,1.69186333,0,0,1.698373268,0,0,0,1.511067951,0,0,0,0,1.622213698
5617,0.4402450617,0,1.693771487,0,0,1.633902416,0,0,0,1.520631025,0,0,0,0,1.639332712
5618,0.4027397481,0,1.604332446,0,0,1.555586964,0,0,0,1.598410701,0,0,0,0,1.635226979
5619,0.4059298034,0,1.663420071,0,0,1.574113096,0,0,0,1.624796108,0,0,0,0,1.57950537
5620,0.4264362612,0,1.619062749,0,0,1.624650744,0,0,0,1.614434667,0,0,0,0,1.830642126
5621,0.4275764743,0,1.627861584,0,0,1.58506479,0,0,0,1.516281973,0,0,0,0,1.61726291
5622,0.3949379251,0,1.497234388,0,0,1.715676469,0,0,0,1.672315133,0,0,0,0,1.611890047
5623,0.4385642619,0,1.639138111,0,0,1.601485473,0,0,0,1.463115259,0,0,0,0,1.641878441
5624,0.4316535434,0,1.613818086,0,0,1.587017002,0,0,0,1.604247638,0,0,0,0,1.574384122
5625,0.4103667159,0,1.561449489,0,0,1.534056995,0,0,0,1.590780899,0,0,0,0,1.664629094
5626,0.4598137822,0,1.654833387,0,0,1.503935482,0,0,0,1.564325412,0,0,0,0,1.578662649
5627,0.4365445426,0,1.730184029,0,0,1.433457051,0,0,0,1.441739475,0,0,0,0,1.510169828
5628,0.4090823653,0,1.677176837,0,0,1.498794196,0,0,0,1.571301024,0,0,0,0,1.596434406
5629,0.4560772006,0,1.594419174,0,0,1.594830181,0,0,0,1.574175822,0,0,0,0,1.523795332
5630,0.4226314637,0,1.557749235,0,0,1.424190275,0,0,0,1.642376776,0,0,0,0,1.438600826
5631,0.4376128745,0,1.577501628,0,0,1.523221889,0,0,0,1.498385742,0,0,0,0,1.482415832
5632,0.4736223841,0,1.64357064,0,0,1.460773755,0,0,0,1.483081751,0,0,0,0,1.388628596
5633,0.4176736998,0,1.602631629,0,0,1.529402645,0,0,0,1.47166113,0,0,0,0,1.472189314
5634,0.4436049703,0,1.59577051,0,0,1.482416724,0,0,0,1.494153304,0,0,0,0,1.387421114
5635,0.4968580687,0,1.696651625,0,0,1.502905764,0,0,0,1.513760149,0,0,0,0,1.363318771
5636,0.4397277393,0,1.752829112,0,0,1.548376541,0,0,0,1.660335152,0,0,0,0,1.385852301
5637,0.4098559176,0,1.63493807,0,0,1.550132565,0,0,0,1.540684953,0,0,0,0,1.439470302
5638,0.4414221684,0,1.74968476,0,0,1.519339397,0,0,0,1.521187625,0,0,0,0,1.467571433
5639,0.3841764305,0,1.516990095,0,0,1.443379481,0,0,0,1.685352871,0,0,0,0,1.274814078
5640,0.4258958934,0,1.631379526,0,0,1.478051695,0,0,0,1.625397662,0,0,0,0,1.446378959
5641,0.4135662566,0,1.729764327,0,0,1.503555875,0,0,0,1.550168207,0,0,0,0,1.378881178
5642,0.4174291269,0,1.744627325,0,0,1.502654466,0,0,0,1.632615609,0,0,0,0,1.434729396
5643,0.3735438779,0,1.742272824,0,0,1.483888678,0,0,0,1.631591807,0,0,0,0,1.465518458
5644,0.3909186692,0,1.629776655,0,0,1.506564559,0,0,0,1.56074288,0,0,0,0,1.44201487
5645,0.41358678,0,1.628126757,0,0,1.534083786,0,0,0,1.587060267,0,0,0,0,1.382449498
5646,0.386837662,0,1.800355555,0,0,1.530725655,0,0,0,1.448233685,0,0,0,0,1.433985412
5647,0.3911242615,0,1.553637883,0,0,1.547041749,0,0,0,1.453734922,0,0,0,0,1.468416377
5648,0.38234991,0,1.73435803,0,0,1.624628452,0,0,0,1.504554524,0,0,0,0,1.53150646
5649,0.4332510348,0,1.690387686,0,0,1.643169488,0,0,0,1.398976545,0,0,0,0,1.329540494
5650,0.3769769629,0,1.74391228,0,0,1.584632886,0,0,0,1.461479642,0,0,0,0,1.417127219
5651,0.4042438534,0,1.60519766,0,0,1.661055378,0,0,0,1.524477479,0,0,0,0,1.479481686
5652,0.3898314824,0,1.72091542,0,0,1.601231128,0,0,0,1.414963199,0,0,0,0,1.362355524
5653,0.3859698191,0,1.759340723,0,0,1.68692839,0,0,0,1.451860389,0,0,0,0,1.340697889
5654,0.3715760138,0,1.719234075,0,0,1.700700945,0,0,0,1.482136989,0,0,0,0,1.330729204
5655,0.3753430041,0,1.699773871,0,0,1.764140515,0,0,0,1.627358699,0,0,0,0,1.46401248
5656,0.4733316059,0,1.551631842,0,0,1.519901727,0,0,0,1.935628095,0,0,0,0,1.450239374
5657,0.4377293106,0,1.687720058,0,0,1.611195012,0,0,0,1.869885318,0,0,0,0,1.482541805
5658,0.3995243775,0,1.566426701,0,0,1.387948966,0,0,0,1.78415234,0,0,0,0,1.424458058
5659,0.428517055,0,1.805645362,0,0,1.396897486,0,0,0,1.818893992,0,0,0,0,1.627129253
5660,0.3811448151,0,1.538832578,0,0,1.636773192,0,0,0,1.697121399,0,0,0,0,1.36887575
5661,0.4198675778,0,1.632657006,0,0,1.550366501,0,0,0,1.557493017,0,0,0,0,1.494991961
5662,0.4077839039,0,1.643015839,0,0,1.529754461,0,0,0,1.721534026,0,0,0,0,1.4056399
5663,0.4023929205,0,1.576607247,0,0,1.612426961,0,0,0,1.79195184,0,0,0,0,1.507941352
5664,0.4257943857,0,1.540103157,0,0,1.656602988,0,0,0,1.710185211,0,0,0,0,1.379892093
5665,0.3914807665,0,1.541868997,0,0,1.505571859,0,0,0,1.693511888,0,0,0,0,1.41913278
5666,0.4060193471,0,1.458007259,0,0,1.659940359,0,0,0,1.582706626,0,0,0,0,1.454363266
5667,0.3860003693,0,1.555571676,0,0,1.7778812,0,0,0,1.563059353,0,0,0,0,1.4720268
5668,0.4143893391,0,1.518170527,0,0,1.71329755,0,0,0,1.831045207,0,0,0,0,1.449027076
5669,0.4059988743,0,1.54220758,0,0,1.548601327,0,0,0,1.742938165,0,0,0,0,1.394320584
5670,0.418564509,0,1.694050047,0,0,1.83435326,0,0,0,1.58524116,0,0,0,0,1.655074883
5671,0.4252154259,0,1.710562037,0,0,1.776578799,0,0,0,1.688926778,0,0,0,0,1.493547882
5672,0.4194606413,0,1.731227914,0,0,1.856386391,0,0,0,1.751142654,0,0,0,0,1.521315843
5673,0.4333519705,0,1.661786974,0,0,1.751514481,0,0,0,1.588382963,0,0,0,0,1.479603861
5674,0.4494604296,0,1.69867111,0,0,1.684899477,0,0,0,1.708959698,0,0,0,0,1.596819521
5675,0.4639694831,0,1.77957512,0,0,1.656642123,0,0,0,1.736982438,0,0,0,0,1.311807274
5676,0.4154023349,0,1.676729335,0,0,1.626304218,0,0,0,1.828223434,0,0,0,0,1.469307126
5677,0.4391312893,0,1.778523814,0,0,1.62268174,0,0,0,1.699501314,0,0,0,0,1.5088953
5678,0.4550450313,0,1.657185664,0,0,1.54280183,0,0,0,1.643946987,0,0,0,0,1.503697159
5679,0.4332954555,0,1.711459029,0,0,1.55515591,0,0,0,1.530030762,0,0,0,0,1.453942329
5680,0.4269249162,0,1.631007894,0,0,1.608875433,0,0,0,1.619220871,0,0,0,0,1.464969174
5681,0.424950637,0,1.663727592,0,0,1.614088339,0,0,0,1.715444453,0,0,0,0,1.429760697
5682,0.4241519134,0,1.643895267,0,0,1.687080013,0,0,0,1.634845866,0,0,0,0,1.426132904
5683,0.4060275132,0,1.751053332,0,0,1.643108964,0,0,0,1.690841154,0,0,0,0,1.394333188
5684,0.4185556691,0,1.773115658,0,0,1.551087667,0,0,0,1.693898134,0,0,0,0,1.419620294
5685,0.437134699,0,1.57808722,0,0,1.560823997,0,0,0,1.638651557,0,0,0,0,1.469495667
5686,0.4095390258,0,1.630460768,0,0,1.674687362,0,0,0,1.602381076,0,0,0,0,1.491422092
5687,0.4347355922,0,1.947865818,0,0,1.622371966,0,0,0,1.561836999,0,0,0,0,1.436417711
