"Respondent","price","ff2","ff3","feat2","feat3"
384,0.5035599893,0.9184800942,0.7979053855,0.8882263463,0.9430242252
385,0.4936431231,0.8054403014,0.7989152192,1.006994808,0.8781066312
386,0.4812775802,0.8879556987,0.8334750339,0.9126032806,0.9368168772
387,0.4995185059,0.9165048628,0.8300367884,0.8352544086,0.8514417416
388,0.507413296,0.994179776,0.8202635662,0.9783232106,0.8392533452
389,0.4970563011,0.9297963438,0.8349896878,0.927558104,0.96720621
390,0.4957928601,0.8424278991,0.9073433613,0.8987095284,0.8942788007
391,0.4645357149,0.9609833637,0.8656315627,0.8929166203,0.9488889917
392,0.4138716175,0.8060214409,0.8304932628,0.8031855142,0.8029333204
393,0.4418305822,0.8664462377,0.8081249738,0.8399155635,0.9757580614
394,0.4850647224,0.8184909013,0.9585156724,0.8972282767,0.9429813692
395,0.4801935628,0.8898838788,0.8966209047,0.8387444541,0.8144714004
396,0.5268262179,0.9046501492,0.7750981245,1.010086751,0.9426348919
397,0.5629364062,0.881819515,0.8004501855,0.997718675,0.9138470729
398,0.4477855405,0.9147057415,0.8048016515,0.8812795205,0.9544137497
399,0.4929807569,0.8812156731,0.8631563291,0.8833321607,0.8956526803
400,0.5052316596,0.7804761873,1.104009575,0.8915511911,0.854760257
401,0.4617653924,0.8512489887,0.7979798828,0.8715629694,0.9995322926
402,0.4998303734,0.7913527706,0.8822566924,0.908673614,0.784478456
403,0.5202677812,0.9888188968,0.8405388854,0.9687876628,1.034631636
404,0.4995500896,0.9686370988,0.8037790126,0.9722618924,0.9199220278
405,0.5089676418,0.8696983021,0.8708488284,0.8701290895,1.002451741
406,0.469393095,0.8359148302,0.9482384984,0.9670635372,0.9995209619
407,0.4673611276,0.9205824655,0.8484971517,0.959963545,0.9453849423
408,0.5197999663,0.9276775554,0.7914913367,0.8069354793,0.8481448341
409,0.4455685252,0.9650978702,0.8587061727,0.8672349472,0.9391982655
410,0.4458648612,0.8341049156,0.7858200934,0.9472502054,0.966747678
411,0.4798216567,0.8617397699,0.8216877484,0.8645628468,0.9178027643
412,0.5016659699,0.9254071419,0.8777991796,0.8768221589,0.9359941648
413,0.4510403156,0.7888999582,0.7960389791,0.904843785,0.8087239168
414,0.457709869,0.8534138132,0.826410047,0.719436808,0.8426174892
415,0.44051063,0.8373988565,0.7290814334,0.963093416,0.8702382362
416,0.4500683421,0.8198076551,0.8904905816,0.9072329861,0.898347645
417,0.5428310044,0.999549166,0.8608207848,0.8936958427,0.8555306235
418,0.5053620234,0.9099488708,0.9720377389,1.007155601,0.9801183527
419,0.5261372317,0.9336488502,0.8679627197,0.8903004991,0.8630413138
420,0.4111010363,0.8837137742,0.8387430353,0.9124080572,0.83916934
421,0.4726945338,0.7695867962,0.8188765103,0.852375955,0.8255612737
422,0.5654638807,0.9447885374,0.8584212367,0.9596626979,0.8934321961
423,0.5026952705,0.8257898293,0.909627577,0.8111357099,0.9099254967
424,0.552504863,0.9745793604,0.771649876,0.8577304488,0.9588498413
425,0.5237353841,0.8018045589,0.9386132334,0.8721224953,0.9162909324
426,0.4941382149,0.8448067491,0.8662519489,0.975826344,0.8915011328
427,0.5275788978,0.9327032632,0.8606071706,0.90019042,0.9367426531
428,0.4930122519,0.7956788754,0.9071211086,0.794238305,0.8636640602
429,0.44287746,0.8553208598,0.7221032877,0.9447334889,0.9296089625
430,0.5028785075,0.7551065253,0.973660277,0.9348493851,0.8418513002
431,0.454134232,1.006626316,0.9364411681,1.088742583,0.9352589431
432,0.50651678,0.7212901378,0.9079609524,0.8284278022,0.9469972271
433,0.4545761925,0.8739764519,0.8628607844,1.020078735,0.8181816228
434,0.5147337519,0.9832982657,0.913436773,0.9009347833,0.9704016357
435,0.4747986933,0.968464575,0.9846711059,0.9070150162,0.8652933674
436,0.465942506,1.020251152,0.7674351528,0.803104218,0.8029442441
437,0.5114893776,0.9371921315,0.8786531482,0.8796980368,0.9571788113
438,0.4800074378,1.033481924,0.8044526381,0.9017359631,0.8958346607
439,0.4444257761,0.8225867864,0.7561495959,0.7993595191,0.8908863742
440,0.4383536923,0.7937160206,0.8224163214,0.8297899414,0.8866635136
441,0.4825488942,0.8936464312,0.7912893649,0.8936496189,0.878028945
442,0.4671505118,0.8530307261,0.9254835196,0.8325893615,0.7702881737
443,0.5368157477,0.9442228628,0.924905942,0.8821649884,0.9793730195
444,0.454091139,0.9108173209,0.955739951,0.7899379056,0.8931189841
445,0.4898269138,0.9450734316,0.8943532945,0.9184801236,0.8766127481
446,0.4882114376,0.8256945887,0.7862179535,0.9102132848,0.8361397564
447,0.5377204526,1.047634125,0.8915205436,1.004198056,0.9952799661
448,0.5099440758,0.9024166835,0.9166055592,0.9501806492,0.9065363281
449,0.4874238153,0.9460990506,1.0050026,0.9750657528,0.9620843071
450,0.4887930604,0.9464880581,0.8222674254,0.8821168273,0.8555144918
451,0.4630693281,0.9411459598,0.7990790748,0.8425863747,0.9442434424
452,0.5139199702,0.901715969,0.9417956051,0.9265644838,0.8796526073
453,0.5486075928,0.8440898555,0.8110550354,0.7937774382,0.9600571257
454,0.4796974741,0.9974488833,0.8183890793,0.9518299937,0.8878319376
455,0.5244726343,1.010234859,0.9173782319,0.9113868019,0.9833913129
456,0.4329501703,0.8090858069,0.8282305492,0.8784588854,0.7727879558
457,0.4803450672,0.8788056301,0.8346917024,0.9313640292,0.9794575337
458,0.4805149035,0.9693416663,0.9572938602,0.9516057498,0.7391648171
459,0.5199265166,0.7971374735,0.8655071552,0.8738701888,0.8686238666
460,0.4859489691,0.9718473328,0.8134507744,0.8865953243,0.9562533529
461,0.5163469866,0.7944379772,0.8130828098,0.838487118,0.7836454027
462,0.5392193011,0.8437952518,0.9016766669,0.9490382239,0.9398532167
463,0.5101511355,0.8716263013,0.8513050306,0.8671325159,0.9216781407
464,0.4780611622,0.834931426,1.037659196,0.9178489874,0.9316144439
465,0.5451076609,0.8186601493,1.096299208,0.9377402805,0.9748684697
466,0.5169156387,0.8130438247,0.9106025519,0.9546152398,0.8984451529
467,0.4813430617,0.8803745642,0.9260959495,0.9025582255,0.8972221942
468,0.4413448272,0.8721150175,0.7507160154,0.7932411895,0.9078067868
469,0.5285343206,0.9496912296,0.8015902344,0.8972296271,1.10352717
470,0.5012395655,0.889267981,0.8050267071,0.8906291753,0.8826183478
471,0.5122403085,0.7216026193,0.9311668274,0.9015512106,0.9279408752
472,0.5316380318,0.9206688074,0.9183600184,0.8924020705,0.9369153414
473,0.430480573,0.9794779841,0.9679496209,0.8422370763,0.9344485041
474,0.4824230244,0.8195766092,0.7934509036,0.8913736325,0.8594937305
475,0.4957541354,0.8667833614,0.9275482132,0.8925761575,0.9304835159
476,0.4649462896,0.9498989175,0.8505368453,1.024368126,0.8850038175
477,0.4606933062,0.8727285636,0.8503591034,0.9859479888,0.8637441682
478,0.4989842201,0.8922645009,0.8482874491,0.8571237954,0.8785209109
479,0.4947726126,0.8834591109,0.9320329953,0.971797109,0.9857269603
480,0.4543306221,0.7671356311,0.8322162958,0.8258961953,0.8133989583
481,0.4828946151,0.8095686284,0.9266983451,0.8627020242,0.8145538978
482,0.4503724667,0.8570326698,0.8045335861,0.9392306814,0.9826291215
483,0.5299613435,0.7586526448,1.01996079,0.9636460366,0.9353293034
484,0.5194648021,0.8958663904,0.9803408143,1.133102566,1.037236433
485,0.4825006735,1.028982027,1.035610203,1.034463741,0.9701715601
486,0.4295604751,0.7400489126,0.9230879202,0.8188559271,0.8190045362
487,0.4776292313,0.7797941037,0.828295738,0.8448084803,0.935317021
488,0.4780052513,0.7912579071,0.7130798211,0.8948466552,0.8593391554
489,0.4494721625,0.860404608,0.8915288154,0.8471167099,0.9169782755
490,0.4929505897,0.8194052086,0.8220438878,0.8832920654,0.8546813514
491,0.4897345828,0.8302493914,0.8075148782,0.8975677712,0.8605526653
492,0.499252551,0.9174326282,0.8532802638,0.9206523878,0.905782426
493,0.5268948297,0.9845835039,0.8631662777,0.9624946333,0.8225285303
494,0.5055231465,0.912533086,0.7573356615,0.9028813896,0.91224403
495,0.4529553256,0.9654574304,0.8203954172,0.8908332276,0.9796739251
496,0.4701176818,0.9416388243,0.8737208726,0.8870884992,0.8699074509
497,0.4399360318,0.8749805195,0.8142112439,0.8776535967,0.8078484454
498,0.5191783508,0.8837388109,0.712002458,0.8877886233,1.095009279
499,0.4850366502,0.8562314694,0.862142834,0.8507698403,0.8915070911
500,0.455019034,1.021667554,0.8546379378,0.9742150658,0.9266131454
501,0.4481490004,0.9374638671,0.8327234646,0.8970373659,0.8651071275
502,0.5122324681,0.8125497035,0.8058101015,0.8992008444,0.9303942815
503,0.4724915912,0.8335317468,0.8878785042,1.024450069,0.9137609901
504,0.5053571312,0.918695199,1.000174964,1.013994277,1.007532462
505,0.4762998944,0.8016588036,0.8142711726,0.7726685061,0.8408656083
506,0.478449249,0.958071058,0.9046846576,0.964786615,0.8418529781
507,0.4883697005,1.015690565,0.7870867483,0.9084054177,0.8341910824
508,0.4754369219,0.8246785872,0.8474977852,0.8030311846,0.8451254477
509,0.5085205238,1.018596615,0.8784786361,0.8936387984,1.021580512
510,0.4383856085,0.8065884563,0.8451946242,0.9261654851,0.8303724678
511,0.4809875952,0.8246055463,0.9255157148,0.8202401436,0.9313606958
512,0.4985689421,0.8287826706,0.8937439907,0.9386039322,0.8762490202
513,0.4273412587,0.8571195254,0.8772183659,0.8465120848,0.9008693309
514,0.4394427447,0.9341604616,0.8265677465,0.8871017107,0.9237197394
515,0.5131832345,0.8836289884,0.8307083708,0.8701676745,0.7930951241
516,0.4475894014,0.8547383756,0.9335072093,0.9475357474,0.9368060785
517,0.4051891922,0.8791630166,0.7901750273,0.8230687257,0.8236570081
518,0.4946380194,0.9430243751,0.880386908,1.019367464,0.8619752449
519,0.5182096603,0.8958240774,0.8278442587,0.8447554547,0.836826111
520,0.4914655541,0.8561658123,0.8484072604,0.9050951589,0.9258309615
521,0.4678452541,0.911150144,0.8550509527,0.8754335818,0.8096814464
522,0.4394519882,0.8398996736,0.8263790548,0.8611134527,0.8763614744
523,0.5135910101,0.9219988126,0.8875407571,1.046598894,0.8935788911
524,0.530857717,0.8848649675,0.8970297121,0.9148072855,0.8084164226
525,0.5220975271,1.102513266,0.9584537812,0.7978584925,1.054185316
526,0.4575326405,0.8838889621,0.8959860627,0.8887156265,0.8838087757
527,0.5014292092,0.9151581602,0.8115540619,0.9210263446,0.9051739749
528,0.4828860939,0.9165211718,0.8064257203,0.9564502383,1.015204489
529,0.4552217818,0.8246092825,0.9889119155,0.895428685,0.8430684355
530,0.4621037125,0.8502470406,0.848156954,0.9582919171,0.9279852095
531,0.522285758,0.8532021382,0.8611268233,0.8506822613,0.9243214858
532,0.5099216261,0.8028719078,0.9141730101,0.8727908549,0.7644238949
533,0.4798008978,0.9744068125,0.8495579116,1.07617811,1.037737552
534,0.538137795,0.9283776101,0.9262345106,0.9562461613,0.8712144919
535,0.513008862,0.8312812339,0.8054501315,0.9217370683,0.8901192838
536,0.4453756895,0.8963422833,0.8554460155,0.9264237086,0.9263703346
537,0.4815401509,0.8638166829,0.8319459949,0.8101534023,0.94706391
538,0.5320937186,0.7752107045,0.8237378435,0.8957771387,0.8650279656
539,0.4690100886,0.7970904951,0.8396295416,0.9867005182,0.9162543736
540,0.5414210368,0.9347015135,0.9047636078,0.9199190322,0.8695407668
541,0.4435037553,0.8587560538,0.8557784846,0.8813564778,0.9364328992
542,0.4977328668,0.8104037388,0.8762635772,0.8767195056,0.859679828
543,0.5223911523,0.9036206321,0.8556757507,0.8073766227,0.9438194539
544,0.4350572825,0.8504814833,0.7910698225,0.7987005964,0.8600981186
545,0.4642379463,0.857362413,0.7588175925,0.859708583,0.8432117389
546,0.4259243929,0.9377462676,0.7904765168,0.9851000158,0.9035223725
547,0.4735099323,0.8111303735,0.808535652,0.821445367,0.8297147055
548,0.4556141586,0.9029832219,0.9390603539,0.9462654838,0.897502791
549,0.5131608623,0.937696799,0.9289159648,0.8678138114,0.8594493728
550,0.4841367568,0.8827949168,0.8460306372,0.959631098,0.9614130215
551,0.5333713305,0.8580805174,0.902852643,1.011370532,0.9485153984
552,0.448847278,0.8302860372,0.7548408579,0.8147372722,0.8336435834
553,0.5329229739,0.907335212,0.9047395367,0.8410820141,0.9428155098
554,0.5626361926,0.9452195974,0.800201806,0.9091928256,0.903106476
555,0.4354369972,0.8028598049,0.801938526,0.8933048252,0.9123688395
556,0.4629254308,0.8038451688,0.8669014484,0.9421128405,0.9264453851
557,0.4726361411,0.9604074742,0.810578037,0.865517601,0.8400032874
558,0.4677518242,0.8357163819,0.8719815304,0.8979771187,0.8752859526
559,0.5009291636,0.8937108819,0.868198212,0.9338775991,0.8945993586
560,0.536003878,0.8381199486,0.9584687851,0.9240518885,0.9154535968
561,0.4749494945,0.7522987476,0.861118716,0.8664978388,0.7981277867
562,0.4833703259,1.03360127,0.8915954838,1.040596217,0.91232023
563,0.5068805973,0.8478957602,0.910944182,0.9258617609,1.033310748
564,0.4887275126,0.8580031562,1.008762253,0.8612908814,0.9258875947
565,0.4729027041,1.009361528,0.7671495855,0.9282216496,0.9212226232
566,0.4286628279,0.767496461,0.9265037998,1.008919783,1.053043283
567,0.4250145001,0.8007543406,0.8744783818,0.9821299364,0.8353462757
568,0.4180915188,0.8976188858,0.966363014,0.8634025949,0.8126732364
569,0.4960590786,1.018806132,0.8100506446,0.8914655009,0.8179245111
570,0.4738291989,0.8989748454,0.8219782802,0.8988200266,0.9225082494
571,0.5426296809,0.8481578503,0.8683318566,0.9062558606,0.9405248592
572,0.4674559943,0.8942799886,0.910845961,0.9074696656,0.9565550265
573,0.5009618629,0.8891932209,0.8991984704,0.8581136617,0.9263556259
574,0.4454306434,0.869308407,0.8388593596,0.905454482,0.9483681864
575,0.4496652347,0.8872789501,0.8144900497,0.8528799968,0.8833578751
576,0.4928263892,0.7591650634,0.9384758516,0.8441746776,0.87433786
577,0.487749314,0.7990879371,0.8690943768,0.8335424001,0.9870652755
578,0.4204911105,0.8534360561,0.7538002324,0.8208506682,0.7781223133
579,0.5121205899,0.8882168471,0.9742119727,0.8819262111,0.9038848066
580,0.5065117122,0.8981406476,0.931082974,0.9089398428,0.9377851006
581,0.5116416039,0.9153819281,0.7858280661,0.9501448687,0.8809886967
582,0.4951425169,0.8004833952,0.8492996871,0.8529997361,0.8927761473
583,0.4814411345,0.8510259737,0.8679091254,0.8613259383,0.8520705172
584,0.4647856242,0.8634176218,0.8742004375,0.9263699926,0.8658966901
585,0.4611149918,0.9596029523,0.8703628789,0.9813514971,1.027924058
586,0.4833515768,0.876202137,0.8137505722,0.8169470899,0.8605896519
587,0.4778930721,0.850764639,0.8082355752,0.9079365023,0.8911292683
588,0.4816450349,0.7726381075,0.8683527791,0.8663119634,0.9424820831
589,0.4726207308,0.8773896566,0.8245797113,0.9327332617,0.9170093641
590,0.4435325239,1.01457743,0.8008944831,1.082218145,0.9285059645
591,0.4468970552,0.8977895499,0.9430208955,0.8746219043,0.8575786198
592,0.5253899285,1.000877157,0.835608732,0.9569344524,0.9809612761
593,0.4861083924,0.9425335344,0.8554673205,0.9471168296,0.8928443136
594,0.4467267915,0.9449455879,0.7458807575,0.8147247563,0.8667204779
595,0.5389635011,0.9614069267,0.8554801335,0.8514409098,0.8427586638
596,0.5289931168,0.8710129517,0.9153526828,1.006959531,1.052245633
597,0.4737784935,0.9025639998,0.9231834025,0.9262085498,0.8388170189
598,0.4727366011,0.7809237367,0.8974228782,0.931859394,0.8721290745
599,0.5195236618,0.9135109712,0.9047426765,0.9654148997,0.9353082955
600,0.5234693207,0.8265093821,0.8373638529,0.9295473738,0.92156941
601,0.5054217973,0.9630005309,0.898585575,0.9147872079,0.9526105458
602,0.4409128828,0.886142603,0.8149803525,0.8703225553,0.8399943762
603,0.5577195834,0.8517565988,0.8517648209,0.8250917953,0.8115120979
604,0.4416814642,0.8332156519,0.8313311276,0.910374834,0.9314602934
605,0.4113686547,0.8429523869,0.8040872298,0.7894002963,0.8499202787
606,0.4246178693,0.7933013818,0.839284859,0.8835574841,0.8038485795
607,0.4961517719,0.863950544,0.9457355809,0.9620195425,0.9201148358
608,0.4492317803,0.9258087954,0.9988518035,0.980232624,0.8168509161
609,0.4717590184,0.741981717,0.8186320288,0.8897906859,0.8750804768
610,0.5244208111,1.028420776,0.8853622035,0.9921947615,1.032166134
611,0.4738250985,0.8985073989,0.8284111259,0.888996126,0.8844988336
612,0.5110333942,0.7229176492,0.8676751258,0.8636318223,0.9597737745
613,0.482782356,0.8161567041,0.7813040197,0.934887792,0.9518264343
614,0.4465052894,0.884431823,0.8623451474,0.8491149736,0.90429364
615,0.5061024031,0.822926404,0.847398093,0.8908945894,0.8352159357
616,0.5250726709,0.9918114728,0.9436507875,0.9253292428,1.040644611
617,0.5120143224,0.9230531975,0.9408823106,0.9856884388,0.9657474505
618,0.469479118,1.09534989,0.8100369358,0.9604890354,0.8598561593
619,0.4287527659,0.8191149969,0.8833653357,0.8115551131,0.8314590001
620,0.5204628189,0.8429021527,0.9501848951,0.7890120293,0.9657916855
621,0.5327095551,0.837499193,0.9434105488,0.8859790253,0.955970325
622,0.4881833034,0.8320628342,0.9052113311,0.7831426246,0.9095606529
623,0.4969129323,0.9591831823,0.885483199,0.8444965852,0.9289287302
624,0.5057284377,0.8624538772,0.8314882368,0.8787655195,0.8581769111
625,0.5106976914,0.962790339,0.8981448347,0.9953846388,0.8583969948
626,0.4034617162,0.8222275357,0.7459936573,0.9005955484,0.8862448348
627,0.427298041,0.8375673969,1.063076077,0.8184643664,0.812897737
628,0.5328930346,0.9911601218,1.009709113,1.056070304,0.9404852763
629,0.4835868057,0.871523539,0.7703704084,0.8694435371,0.9022040677
630,0.4855191603,0.9965553803,0.87892681,0.9617984146,0.8317866619
631,0.4917480513,0.9244766392,0.8266049231,1.017851782,0.8956550571
632,0.4607612166,0.8347116533,0.8131792286,0.8822326014,0.8085106912
633,0.4866489181,0.8593927493,0.8313542765,0.8733625035,0.8529261389
634,0.4990096141,0.8404664586,0.8386056726,0.9544468908,0.8152582226
635,0.4922298715,0.9061527955,0.8285371637,0.8673012049,0.9354193225
636,0.5069226445,0.925667111,0.8931245768,0.8370955529,0.9838145226
637,0.5195479052,0.9680422356,0.8926367882,1.023388653,0.9830638095
638,0.4575562594,0.8543370418,0.8541033031,0.9001562777,0.8551639355
639,0.4338036209,0.9483389781,0.8810479788,0.9182194383,1.002121023
640,0.4703235897,0.8102197431,0.8345656577,0.7037577966,0.9200110922
641,0.5264896446,0.8961722569,0.8330574739,0.8796865379,0.8490489125
642,0.4944649619,0.9174132076,1.000944338,0.9416685852,0.8620617812
643,0.4997861043,0.9161956584,0.8950880333,0.908294706,0.8016471076
644,0.4305475221,0.7515827147,0.8132838064,0.82729854,0.9023419282
645,0.4855783071,0.86667148,0.8097974994,0.8088374144,0.8112336306
646,0.4795400928,0.9194787596,0.964774553,0.8823245177,0.7485312022
647,0.5002512946,0.8402430308,0.8693164814,0.7927497809,0.9368812664
648,0.544036058,0.854799012,0.7990338405,0.8456656588,0.8653875507
649,0.494991757,0.9778479874,0.7929165393,0.9428059357,1.02752985
650,0.5084492432,0.902505967,0.9086148901,0.906594543,0.8279546503
651,0.4718002448,0.7820168162,0.8129477387,0.8131410035,0.8381642956
652,0.4678791525,0.9162085644,0.7482002721,0.9201615321,0.8529520213
653,0.4999010879,0.8677955556,0.8943102885,0.8950424639,0.7878824405
654,0.5218588939,0.8826218274,0.9344260217,0.8793971406,0.9247725752
655,0.4631278204,0.9197835695,0.8504557003,0.865296797,0.9144469319
656,0.4453310447,0.8887072794,0.8622584223,0.9525386587,0.8806542283
657,0.4809696577,0.8388915145,0.8638609009,0.9611932107,0.9967017719
658,0.5138811624,0.9299137368,0.9107485343,0.8967664128,0.8901584078
659,0.5153075646,0.8079517634,0.8032825415,0.9899503,0.8969385222
660,0.5147357658,0.9914084483,0.855102867,0.8963409685,0.9391373597
661,0.4675157955,0.8991047573,0.8006962158,0.8360307584,0.8734901609
662,0.5531830549,0.9942026623,0.789198209,1.004756761,0.9536524173
663,0.4654677724,0.8474544431,0.7775647991,0.9374933269,0.8976603831
664,0.4187665603,0.8534964725,0.93844421,0.7993608905,0.8464489421
665,0.4130149344,0.8178317189,0.843666605,0.8590546395,0.9049518598
666,0.4755558181,0.8336839895,0.8749513099,0.8424558588,0.9159310017
667,0.4388745556,0.8040992177,0.9213588044,0.8427688617,0.9225993352
668,0.4678733998,0.9526808009,0.7813189737,0.9100284884,0.8414500516
669,0.4955900404,0.8293045929,0.9114668869,0.8811211352,0.9266349981
670,0.4433206744,1.053637559,0.8660252323,0.9196105981,0.9096254953
671,0.4839866538,0.7554150852,0.7869271983,0.830290493,0.8109916904
672,0.4522478491,0.8598246719,0.8180388058,0.7791584375,1.01755272
673,0.5220909595,0.9063695145,0.8081038231,0.8912092874,1.015994427
674,0.4546741109,0.83993708,0.7953930197,0.80479424,0.8453149106
675,0.5109676737,0.930321941,0.8632990144,0.9219418108,0.9245807661
676,0.4750991584,0.8853277713,0.8876184062,0.8895110556,0.8772495266
677,0.4533774997,0.9052043965,0.8307825215,0.8065905875,0.8505449495
678,0.5163486822,0.968565244,0.9900349045,0.909671902,0.9083819079
679,0.4684372851,0.8522740213,0.9312958266,0.8691304751,0.9261015779
680,0.4420783843,0.8888334401,0.8700742361,0.8879335648,0.8545366154
681,0.4706332706,0.8727088754,0.811145173,0.9589811472,0.9191946642
682,0.4625022164,0.8877001145,0.9094725645,0.9712840939,0.9514618729
683,0.4859495348,0.8579353753,0.9157133314,0.9138646831,0.8928904781
684,0.4938265927,0.8464146791,0.8550144427,0.8733671513,0.8342304646
685,0.4407314013,0.9435597494,0.8183729772,0.8995345706,0.9296394357
686,0.4961453184,0.8143473807,0.8587987759,0.8401010861,0.8350682397
687,0.4195145653,0.8949862171,0.8802372106,0.8181030118,0.915252774
688,0.5132808373,0.9007381338,0.9293638267,0.850292488,0.9254211017
689,0.484194181,0.8669366846,0.7587972944,0.9426296441,0.9090059304
690,0.4749564287,0.8775971739,0.8966954068,0.8809969761,0.9157505482
691,0.5078501246,0.8206321248,0.8238656708,0.9545615841,0.9260042278
692,0.4859174604,0.8560000012,0.8625237134,1.006785659,0.9105075435
693,0.4809351706,0.8268336188,0.9123662578,0.9214461016,0.8581422222
694,0.4701827673,0.830296412,0.8240849922,0.8614933118,0.8861957947
695,0.418643297,0.9786848865,1.041086795,0.922002021,0.9188610673
696,0.4396542679,0.7966434884,0.8158240719,0.8504650165,0.8631031542
697,0.5066210549,0.9163494744,0.9367801817,0.8818818345,0.8707011235
698,0.443214218,0.8290533214,0.8996116614,0.7848414395,0.823491552
699,0.4909622228,0.9333957426,0.8874626938,0.7913227488,1.004326875
700,0.4958158739,0.8173021134,0.8227809683,0.926416613,0.8986831763
701,0.4832247215,0.868002005,0.9196594749,0.891422048,0.9103130471
702,0.4687713602,0.7664806346,0.8273443577,0.9207040617,0.8850458858
703,0.537115564,0.9078104811,0.8633957432,0.8646805448,0.8393511373
704,0.4808417389,0.8904813856,0.7388621872,0.9056380774,0.9815654694
705,0.4439691382,0.8002497182,0.8808129201,0.9714209794,0.8563789542
706,0.5289904919,1.029862541,0.8152441433,0.9373257268,0.9268618581
707,0.5126146497,0.9386412394,0.7812589229,0.8488087668,0.8763327655
708,0.4584779095,0.8977644803,0.8131222504,0.895551058,0.8844379021
709,0.4381972309,0.8489073592,0.8307269652,0.8320746002,0.7916555499
710,0.4418847886,0.8928183642,0.870118237,0.8945524502,0.8856295097
711,0.4614023476,0.7779605457,1.033819729,0.9633412834,0.9166320904
712,0.4895633003,0.8183430844,0.8715068626,0.9326609067,0.8987920739
713,0.5116757333,0.9117146345,0.8228270683,0.910936613,0.87998156
714,0.4374947771,0.8570562239,0.8588184142,0.9324234541,0.9293965318
715,0.4842652191,0.9403104768,0.7987886553,0.9523200457,0.8823478951
716,0.454087626,0.9194047968,0.8460077884,0.891473757,0.8975199516
717,0.4785305437,0.8380681595,0.940012522,1.012521996,0.8629409913
718,0.4175850925,0.9821823725,0.7527033616,0.7977590163,0.9399032984
719,0.4589662118,0.8364079261,0.924821477,0.9290430401,0.8604141013
720,0.4712953433,0.7676822141,0.9057354842,0.9392876358,0.8797309176
721,0.4948293201,0.8124277873,0.7457591018,0.8677377228,0.8128866365
722,0.543890519,0.8943998019,0.814128175,0.8704368923,0.886964451
723,0.4773329623,0.912956491,0.8501789966,0.8643669308,0.8562627138
724,0.4792284667,0.9536735445,0.8087130405,0.8281319984,0.8814554657
725,0.4890446013,0.9066027373,0.7435694816,0.8956534155,0.8585180192
726,0.4591084546,0.9211043541,0.8783011504,0.8908181185,0.8416978498
727,0.4789065949,0.8310188093,1.022201354,0.858022543,0.7782639181
728,0.544697697,0.8156189966,0.7672042002,0.8284909817,0.9101297723
729,0.4560091448,0.9734827945,0.9622922404,0.893259421,0.9201804474
730,0.4646695808,0.8695573086,0.850314183,0.9206181014,0.8571080332
731,0.4619177213,0.9187026615,1.002138356,0.9120322917,0.9017860742
732,0.4093995836,0.870550338,0.8044681035,0.859885789,0.938971595
733,0.454809601,0.7269483112,0.8071432099,0.8462415639,0.8537947291
734,0.5021103846,1.000816411,0.9205658054,0.9871060709,0.9317329683
735,0.4742052604,0.8892262195,0.8029172203,0.8967107052,0.8295422427
736,0.5013964985,0.8345460313,0.8384145929,0.8384604411,0.7916350941
737,0.4903590746,0.9261050474,0.854307222,0.9107826563,0.875414867
738,0.4992086436,0.8982442593,0.872531582,0.8126594133,0.8555610807
739,0.5142219108,0.7763455795,0.9096257706,0.8550829289,0.9651766281
740,0.4681100707,0.9378926793,0.889329953,0.9651820524,0.8867531585
741,0.4171298004,0.8517412031,0.8057775484,0.9091354632,0.9311124875
742,0.4906959548,0.8199705285,0.8211245627,0.950356352,0.8341449198
743,0.4507862119,0.8568964544,0.8877804353,0.914108613,0.8793965704
744,0.4004398055,1.023418359,0.9993571169,0.8254435334,0.9205222657
745,0.4992259477,0.8270006279,0.8552596328,0.8007363649,0.889265698
746,0.5353109715,1.008371832,0.924217455,0.907188882,0.9073149691
747,0.5227865642,0.8415362496,0.8037428216,0.7810362316,0.9320285741
748,0.451513259,0.8465011629,0.8336493934,0.8484881938,0.790661233
749,0.4701106725,0.9041822593,0.8805472575,0.9210201792,0.8911555536
750,0.4814594934,0.7660560989,0.8723481664,0.8210250518,0.8362371933
751,0.5290233802,0.9411775045,0.7926318082,0.8133954905,0.868466775
752,0.4665362312,0.8635193135,0.9140466629,1.00150984,0.9477970808
753,0.4918703499,0.8620513319,1.017699452,0.8504429948,0.9480151425
754,0.4985306665,0.8134166973,0.9383437544,0.8860569743,0.8547444604
755,0.4954848993,0.8357817163,0.8350531862,0.9278602827,0.7987449826
756,0.4736762039,0.7440026105,0.9487349628,0.8503840636,0.8915813548
757,0.4404479186,0.9362421434,0.8999044498,0.9035740127,0.8789685159
758,0.4546815595,0.9330683621,0.8676842476,0.9328271886,0.8136955669
759,0.4148073174,0.9959180068,0.7483487097,0.8042073142,0.8163851395
760,0.4388910474,0.8405612743,0.8131902104,0.8325254494,0.7972561688
761,0.5391340329,0.9110585252,0.8709052898,0.8085826211,1.01069386
762,0.4516564879,0.8390775178,0.9045524843,0.7774598749,0.902815161
763,0.4931232861,0.800055465,0.9581092208,0.991700468,0.8748035921
764,0.4525855501,0.829639301,0.8990647074,0.9312741289,0.8173153487
765,0.450878582,0.8297477632,0.7508391303,0.9258236909,0.824843716
766,0.514793425,0.9842718803,0.8473294095,1.006101076,0.8536100685
767,0.4797978751,0.9104763731,0.8281182982,0.8353915963,0.8417750724
768,0.5338005463,0.962403988,0.8614657752,1.038567793,0.915523302
