"iteration","price","ff2","ff3","feat2","feat3"
5117,-1.242409504,0.1026759118,0.5721535625,1.307996577,1.78961781
5118,-1.220161449,0.09220687023,0.542161631,1.266093172,1.783322585
5119,-1.223348615,0.04217641111,0.6255444753,1.24545399,1.860688247
5120,-1.225395543,0.04891081328,0.5649439728,1.228621785,1.872457129
5121,-1.23850274,0.1232389972,0.5776731207,1.281210781,1.83533586
5122,-1.202042111,0.0411613287,0.4925840245,1.23298308,1.840337461
5123,-1.185234969,-0.004430477673,0.5590596039,1.343342903,1.813427678
5124,-1.197365355,0.009588061097,0.6238659353,1.310042699,1.882794527
5125,-1.174344165,0.1075073436,0.5670681015,1.279211146,1.874878213
5126,-1.196654033,0.1421157199,0.6000669602,1.314261086,1.872784805
5127,-1.240701115,0.0883460913,0.6497487407,1.272405653,1.833616291
5128,-1.214596203,0.1029451393,0.6649958095,1.209630644,1.792632529
5129,-1.177849119,0.1586123753,0.6148587927,1.241609938,1.859987338
5130,-1.206845308,0.1848991362,0.6049117343,1.266628766,1.92950972
5131,-1.167992193,0.1780933336,0.612284982,1.246195397,1.867656268
5132,-1.223297623,0.1399053031,0.5767016645,1.247762759,1.947029489
5133,-1.191492632,0.08485226029,0.6171715983,1.262397201,1.904200382
5134,-1.204123919,0.1248040092,0.695721289,1.134162446,1.950749435
5135,-1.212358505,0.1321864246,0.6226624768,1.279934791,1.932243929
5136,-1.223106194,0.0384442626,0.6168333258,1.237168755,1.961891606
5137,-1.203032505,0.08821963139,0.6447576086,1.293102644,1.947896758
5138,-1.190327004,0.1266847287,0.6369122433,1.217481041,1.950224627
5139,-1.205072352,0.184050221,0.636544482,1.240619222,1.940088546
5140,-1.172515255,0.1113639372,0.6269278762,1.255693503,1.848733707
5141,-1.190324445,0.0622924568,0.6517381342,1.288651933,1.945110667
5142,-1.186918853,0.130705771,0.7225234138,1.229026973,1.925746215
5143,-1.18445012,0.1021896748,0.6491174334,1.262184137,1.965702595
5144,-1.185545824,0.1844159664,0.5980162505,1.180119702,1.853773824
5145,-1.225244932,0.1779131311,0.6139205689,1.182741789,1.867693177
5146,-1.176180549,0.1001509609,0.5740108932,1.145378116,1.846607871
5147,-1.190523038,0.129519467,0.6002664839,1.188261742,1.925466543
5148,-1.175736729,0.08845464603,0.625147054,1.229904497,1.853688364
5149,-1.183903264,0.1721649193,0.5939229514,1.256783131,1.798331289
5150,-1.242743506,0.08357204914,0.6003915576,1.204380129,1.89858675
5151,-1.211466114,0.135237835,0.5793719015,1.17097565,1.809270817
5152,-1.19128225,0.09440298494,0.6464499284,1.139777582,1.851860053
5153,-1.19301533,0.1983349784,0.6157416514,1.223285256,1.866174391
5154,-1.205178297,0.1615137357,0.7165554356,1.153820829,1.871528882
5155,-1.213373882,0.122410581,0.6382273402,1.219740089,1.832627683
5156,-1.230363165,0.1884710557,0.642893014,1.25289611,1.792348657
5157,-1.239379133,0.1295499188,0.7010606885,1.150577517,1.794021002
5158,-1.225740191,0.1539977863,0.6845495186,1.303246419,1.831049052
5159,-1.212471456,0.1985499087,0.6657561347,1.203875551,1.877422818
5160,-1.234919059,0.132499603,0.704713052,1.200395535,1.899561217
5161,-1.254399348,0.1074354848,0.6631584022,1.202679,1.826790845
5162,-1.218049733,0.2208559669,0.6987118294,1.16920219,1.874653573
5163,-1.212703654,0.147179557,0.6088123583,1.186157516,1.895316514
5164,-1.214123498,0.1279352209,0.6578586695,1.275905545,1.875432196
5165,-1.23773185,0.1750226782,0.6305216331,1.288655936,1.76166689
5166,-1.197415387,0.06141294696,0.631734105,1.231667026,1.805661105
5167,-1.22565471,0.1557206408,0.5968127001,1.276085842,1.799105935
5168,-1.260061482,0.2141258391,0.6880495071,1.226192311,1.84624352
5169,-1.204424179,0.1859279039,0.662164634,1.218584109,1.887014353
5170,-1.251485299,0.04122709208,0.6566847676,1.282576527,1.808807217
5171,-1.194973172,0.1539667586,0.7125819031,1.271542463,1.8524275
5172,-1.233638665,0.0977892984,0.6712835343,1.315857498,1.887496986
5173,-1.224500653,0.1079039562,0.7024631771,1.318976643,1.856291825
5174,-1.244452523,0.0501296754,0.6458195287,1.327388116,1.829426707
5175,-1.260618845,0.1529484466,0.6452741278,1.259056758,1.929285295
5176,-1.256714139,0.132522282,0.6847128101,1.304610815,1.996982423
5177,-1.239583029,0.1296553184,0.5922137971,1.2743024,1.938131409
5178,-1.239861952,0.06598007948,0.6258472665,1.290109561,1.878286709
5179,-1.22423001,0.16978845,0.6170067176,1.372864795,1.835566541
5180,-1.246040219,0.1112811302,0.6867119316,1.215464252,1.954252335
5181,-1.239328045,0.1741637147,0.6257728328,1.281072568,1.87712559
5182,-1.265022479,0.1656612078,0.7094163301,1.237237836,1.866258853
5183,-1.274139504,0.1041608365,0.6361742256,1.240538435,1.933920951
5184,-1.269196074,0.1412626203,0.6362066585,1.221850294,1.879801242
5185,-1.260888661,0.1322723651,0.6529887696,1.165273608,1.889234182
5186,-1.300614252,0.08975444274,0.6464120654,1.249568219,1.893367114
5187,-1.243684426,0.1383353129,0.6721468771,1.159602177,1.854595685
5188,-1.242821158,0.1185217505,0.5986227385,1.214794198,1.850103136
5189,-1.255460634,0.0797760628,0.6760068786,1.264692278,1.84913741
5190,-1.265949266,0.1047841777,0.7260528257,1.229200597,1.809971464
5191,-1.20673454,0.1464016761,0.6177041237,1.199414346,1.870036494
5192,-1.266634237,0.1417679539,0.7278251503,1.260641759,1.83814738
5193,-1.283312104,0.1062770939,0.7035433051,1.191348874,1.745538673
5194,-1.243820764,0.1493312177,0.7179611897,1.318979472,1.823817449
5195,-1.253536674,0.1378375757,0.725912029,1.204202137,1.854889175
5196,-1.230491356,0.192995144,0.7089267334,1.227216887,1.810185919
5197,-1.265790263,0.1800885736,0.7697625686,1.218951912,1.804438244
5198,-1.264365066,0.1444597531,0.6862975962,1.21626684,1.840561866
5199,-1.257389987,0.102051563,0.7761271317,1.198793227,1.815762329
5200,-1.260381166,0.1907185062,0.671640466,1.272233962,1.812129189
5201,-1.258958889,0.1781693547,0.6684829337,1.128986902,1.691826215
5202,-1.245044197,0.1567805184,0.7511154086,1.235847175,1.811839625
5203,-1.243059924,0.111980356,0.6880219495,1.137700195,1.788722795
5204,-1.258916953,0.1050114109,0.7188040367,1.247021846,1.744595955
5205,-1.264487784,0.2041438046,0.6754647627,1.252528677,1.747901062
5206,-1.262112079,0.1592458618,0.6385926612,1.175243264,1.829232025
5207,-1.262634761,0.1818673153,0.6858797709,1.175073161,1.804298079
5208,-1.263265082,0.1085134185,0.722005857,1.203537669,1.82370836
5209,-1.263362632,0.1327461678,0.670124868,1.181845445,1.820260527
5210,-1.254278345,0.1703110977,0.5931756327,1.170621781,1.776023184
5211,-1.26496808,0.07570738681,0.6481815048,1.13641633,1.781956368
5212,-1.243098259,0.1145688337,0.6206437592,1.239796173,1.832110717
5213,-1.28618195,0.1081805095,0.6406010303,1.202447656,1.863550766
5214,-1.233723687,0.1643871832,0.6874325437,1.215061728,1.758172959
5215,-1.263910159,0.03568823967,0.6001941471,1.176341194,1.878283471
5216,-1.245361149,0.006691875294,0.588947266,1.151026276,1.885356618
5217,-1.233882481,0.08549151415,0.6647790074,1.172935934,1.871680077
5218,-1.257443765,0.09531588185,0.6576532126,1.183251366,1.869458118
5219,-1.217799092,0.0274726878,0.6372938735,1.18912742,1.826468409
5220,-1.264839378,0.09675901889,0.6392243532,1.194193079,1.828623625
5221,-1.221925552,0.03965709827,0.6313173668,1.219104144,1.898068253
5222,-1.231189927,0.1157191317,0.6550843649,1.25248737,1.925826736
5223,-1.219472929,0.09844588762,0.5957149397,1.232540204,1.901572606
5224,-1.256512552,0.04751250817,0.635171867,1.250386403,1.912719674
5225,-1.212381417,0.08313159117,0.596496631,1.187717422,1.899481208
5226,-1.237090869,0.1510681055,0.6256911904,1.216944176,1.897962297
5227,-1.224002368,0.1353716302,0.5725614479,1.227610211,1.948050333
5228,-1.198212616,0.0805953846,0.5884308574,1.18692939,1.953444053
5229,-1.195628292,0.1535277462,0.6278998001,1.219944847,1.922108135
5230,-1.261905876,0.1271011198,0.6529132338,1.263084754,1.909350119
5231,-1.251573681,0.1926982954,0.5666401788,1.198054674,1.915210744
5232,-1.199565985,0.1391356043,0.6683172024,1.234668727,1.869209142
5233,-1.237612125,0.1654202241,0.5988674724,1.235143658,1.866614135
5234,-1.267228864,0.1410255848,0.6648852256,1.318457894,1.80841218
5235,-1.245217636,0.212820389,0.6458387025,1.25594138,1.901474373
5236,-1.217416507,0.1429860449,0.641871207,1.323210447,1.89423856
5237,-1.253752882,0.1764825393,0.6406613414,1.22841133,1.873052235
5238,-1.226298209,0.1968234414,0.6124328918,1.188021562,1.927887851
5239,-1.246479316,0.1128485206,0.6447179499,1.261554937,1.930580156
5240,-1.228165296,0.1519203327,0.6737463757,1.219668288,1.891477629
5241,-1.266756279,0.1360248569,0.7037281388,1.224758446,1.905605789
5242,-1.212888819,0.04331108565,0.6868224393,1.250916341,1.868205526
5243,-1.236315249,0.154311685,0.6630150688,1.249536127,1.888138595
5244,-1.234482986,0.1414385791,0.7081838867,1.262060869,1.844162587
5245,-1.252864552,0.07827454414,0.7163660791,1.216898984,1.921601374
5246,-1.237840382,0.0816633549,0.7050832239,1.159478745,1.84997537
5247,-1.238638123,0.087118678,0.7036611691,1.269122306,1.828829979
5248,-1.261734392,0.1188814932,0.6080063952,1.206110125,1.892849703
5249,-1.250890361,0.1396198134,0.657561929,1.198424548,1.866657171
5250,-1.301005849,0.06532487673,0.5974262523,1.164204624,1.89571434
5251,-1.283177169,0.1167243731,0.6598370871,1.194739851,1.893260616
5252,-1.284805237,0.08360971624,0.6722373559,1.208020811,1.858363963
5253,-1.254212251,0.06161989943,0.6721294669,1.230514626,1.91755509
5254,-1.240271877,0.1042615573,0.5878635049,1.244546316,1.844055705
5255,-1.223181877,0.079379032,0.585840348,1.198380584,1.905004986
5256,-1.231807989,0.1592404849,0.5729105688,1.208056967,1.885844131
5257,-1.27193596,0.07383663311,0.631309947,1.251606159,1.854310258
5258,-1.260450073,0.1325808488,0.6715707851,1.243033924,1.881248212
5259,-1.269660799,0.1897056287,0.6659486394,1.252744144,1.908758582
5260,-1.226144116,0.2372702445,0.6216394677,1.158775079,1.833088881
5261,-1.263942495,0.1508653595,0.6710676039,1.259430494,1.935491213
5262,-1.258439093,0.1395921208,0.6490389644,1.199171508,1.844882735
5263,-1.290789505,0.1682872156,0.6739025381,1.205410289,1.814761471
5264,-1.227529298,0.1104223161,0.5820993107,1.192445594,1.886191362
5265,-1.285335998,0.1445219842,0.5770009329,1.250589315,1.923609824
5266,-1.263055844,0.206901371,0.702472832,1.216702797,1.858150169
5267,-1.250339255,0.194832716,0.6229471696,1.213567462,1.833143476
5268,-1.244154417,0.235789813,0.6206267517,1.201540658,1.834361875
5269,-1.246487576,0.1939838185,0.6899062675,1.256678588,1.834656433
5270,-1.281856382,0.1851817341,0.6563714902,1.281658664,1.85066665
5271,-1.238064436,0.1453464246,0.655789569,1.248307093,1.868551261
5272,-1.255071781,0.1985772729,0.6848981124,1.183181356,1.872533799
5273,-1.243736575,0.1821840771,0.6726516058,1.169856677,1.917247382
5274,-1.253770801,0.1424192528,0.6955481522,1.248169179,1.813874824
5275,-1.283967347,0.2594452426,0.6203219754,1.186741463,1.961612015
5276,-1.266830656,0.1800680731,0.6260456082,1.235864023,1.877744446
5277,-1.241859808,0.1848548325,0.6140996599,1.198365741,1.945193945
5278,-1.274366064,0.1904233223,0.6547475707,1.331692836,1.987959651
5279,-1.267544634,0.1353005968,0.6906724759,1.171290537,1.864614012
5280,-1.245227039,0.1699127705,0.6753944247,1.243608134,1.88646422
5281,-1.239765079,0.2093910935,0.6501913985,1.1684836,1.938061284
5282,-1.228319091,0.1883263633,0.6360846733,1.266255433,1.91919888
5283,-1.242041585,0.1194126468,0.6803208719,1.247329845,1.845911673
5284,-1.245939097,0.1884489253,0.6662629529,1.225200296,1.905243434
5285,-1.260499012,0.09242652933,0.6204661191,1.226217644,1.874515487
5286,-1.23508947,0.1801019257,0.6833846432,1.245867779,1.829526592
5287,-1.230805016,0.1542782212,0.6295709867,1.238633197,1.876692961
5288,-1.241646733,0.1513467104,0.6539745774,1.268969961,1.839703725
5289,-1.255279372,0.1665979004,0.6080820542,1.335170041,1.858851144
5290,-1.232017175,0.1472868192,0.7168949428,1.253383929,1.831653511
5291,-1.281718567,0.1562035076,0.5999459485,1.263237754,1.911446168
5292,-1.227459056,0.1310105975,0.6898212878,1.253734496,1.885526222
5293,-1.273706469,0.1312474732,0.6551574692,1.281764803,1.880626247
5294,-1.252607291,0.1240460463,0.6227084302,1.31763779,1.90045706
5295,-1.21281568,0.1084140804,0.6182463362,1.289223554,1.877134129
5296,-1.246955642,0.1323171089,0.626944725,1.295494559,1.871360857
5297,-1.264606741,0.176170688,0.6727637711,1.28932435,1.881161143
5298,-1.246669983,0.1778883346,0.6246135829,1.363471176,1.880563836
5299,-1.263619809,0.1708544648,0.6569648851,1.370784347,1.83595333
5300,-1.285173265,0.05534805942,0.6685415571,1.341675004,1.861077797
5301,-1.245595674,0.05548695099,0.7247371895,1.277294224,1.929631888
5302,-1.279427367,0.1342567114,0.6186500222,1.233223955,1.985005562
5303,-1.233724758,0.1216782472,0.5885344777,1.29531272,1.88922695
5304,-1.25683755,0.1030604459,0.5886323669,1.246209939,1.843967973
5305,-1.256266779,0.1148536306,0.6536954975,1.26404131,1.898862526
5306,-1.255292294,0.06350039242,0.5934584678,1.285907702,1.833756833
5307,-1.25490481,0.1920414846,0.5547123258,1.261868226,1.990776788
5308,-1.283807995,0.1419639563,0.6202477656,1.285529547,1.893674319
5309,-1.288332388,0.1237894268,0.6102682804,1.313103029,1.89162966
5310,-1.286411809,0.1192767059,0.6291834468,1.247426027,1.854609196
5311,-1.280468845,0.1256346653,0.5982018085,1.317871421,1.921827414
5312,-1.289666251,0.1473706591,0.6275337068,1.284716804,1.907398693
5313,-1.231472131,0.1485488947,0.6180492915,1.305649033,1.901618748
5314,-1.266243347,0.08660301497,0.641426788,1.298111206,1.944040176
5315,-1.253757576,0.1542795284,0.6444522252,1.19317216,1.917699648
5316,-1.275617913,0.1839213616,0.6002590229,1.218124654,1.83649805
5317,-1.272771338,0.118960586,0.7020211706,1.216202645,1.906303373
5318,-1.23336629,0.1441106544,0.6236098489,1.171483193,1.868981896
5319,-1.279902183,0.1365044235,0.6433364092,1.208225316,1.907921285
5320,-1.258027278,0.1555071184,0.6541890771,1.198567499,1.917063391
5321,-1.258015059,0.1848923145,0.6136048064,1.195896196,1.829747032
5322,-1.287633781,0.1616747393,0.6247750749,1.213951935,1.920944735
5323,-1.253293078,0.1246485251,0.6687645298,1.28220095,1.886545207
5324,-1.268827582,0.1391260461,0.618944467,1.16458688,1.881459163
5325,-1.282155753,0.09719602106,0.6246795156,1.20399042,1.910794078
5326,-1.252631127,0.1263165635,0.6788327364,1.159562718,1.798515151
5327,-1.274973297,0.07500649445,0.6735217773,1.135425076,1.843307916
5328,-1.270931528,0.1249773514,0.7078511936,1.206065563,1.846097168
5329,-1.253962422,0.1185038788,0.670042372,1.257278225,1.87446619
5330,-1.263774976,0.1028957588,0.708153571,1.216284167,1.998616387
5331,-1.245159616,0.1152267415,0.6293150185,1.264227714,1.875668279
5332,-1.271902404,0.05262387343,0.6620198688,1.217513845,1.896542813
5333,-1.26542057,0.1623656609,0.6091228119,1.235725789,1.839250952
5334,-1.29964187,0.05064579231,0.625359692,1.266018459,1.822318299
5335,-1.248516865,0.1303283652,0.6338737719,1.267948122,1.830731472
5336,-1.234952142,0.06675534611,0.6462480105,1.202157556,1.83064157
5337,-1.290773633,0.07664523174,0.6107313213,1.284037681,1.850402039
5338,-1.249469288,0.08438144889,0.6845573039,1.174980172,1.908958548
5339,-1.27417914,0.1641130068,0.7076293641,1.23816515,1.901316211
5340,-1.258914232,0.1210613976,0.7686087495,1.29720795,1.839718171
5341,-1.246567372,0.06807244006,0.6306953907,1.199386772,1.88894181
5342,-1.24347016,0.0572188069,0.6743156978,1.263580292,1.935898943
5343,-1.255456196,0.1508444462,0.6607986877,1.195423211,1.796854914
5344,-1.26334727,0.1612108077,0.6606064228,1.216495344,1.845498356
5345,-1.253729137,0.1382869034,0.7321269369,1.170100936,1.808208953
5346,-1.221788834,0.08162670505,0.6624714795,1.203238237,1.82616712
5347,-1.241676171,0.1647388872,0.7655584105,1.203060289,1.847715943
5348,-1.234093612,0.1068462059,0.575029243,1.125546866,1.875885838
5349,-1.241230831,0.1217726416,0.620892033,1.174088476,1.858501293
5350,-1.198215717,0.1023522478,0.6190603659,1.212814252,1.857022208
5351,-1.301747664,0.1816734871,0.6381329643,1.195078909,1.845525656
5352,-1.240325132,0.1866481776,0.6245638815,1.158835951,1.949561036
5353,-1.252728834,0.07832744415,0.6541704837,1.253339663,1.787780655
5354,-1.244011025,0.1445020626,0.6310255655,1.137386058,1.868171861
5355,-1.252843949,0.2226477553,0.674711639,1.153774922,1.802929941
5356,-1.249065772,0.1144358346,0.6660053503,1.262838302,1.865876268
5357,-1.217671572,0.1517040847,0.61750968,1.249146412,1.922210653
5358,-1.252849459,0.1969876781,0.6231033094,1.242337298,1.874529413
5359,-1.26466911,0.07080782968,0.6613047629,1.234755268,1.91161971
5360,-1.270791472,0.1501952789,0.6164546721,1.244305216,1.896096782
5361,-1.259153432,0.1683277807,0.6356756205,1.15823734,1.921983552
5362,-1.231361661,0.1120079275,0.676001896,1.295620877,1.848494367
5363,-1.246620436,0.1573888743,0.7180141965,1.219008023,1.866517314
5364,-1.301743691,0.1927477855,0.6617354084,1.223255815,1.895703979
5365,-1.271708008,0.1533743212,0.6239317318,1.304123706,1.910374436
5366,-1.246509618,0.2225397116,0.6683263566,1.267130813,1.930179311
5367,-1.218886123,0.1699007178,0.7139916131,1.255421043,1.927894296
5368,-1.270680217,0.1685645898,0.7762064092,1.253715781,1.982827149
5369,-1.251955111,0.1728805385,0.6221173881,1.20212052,1.918896815
5370,-1.245122988,0.1734804836,0.6913059961,1.198825182,1.809483047
5371,-1.270247513,0.1795668941,0.6958910377,1.231209927,1.840349618
5372,-1.244476005,0.1612400103,0.6171928958,1.269446188,1.785850302
5373,-1.256114374,0.1028676322,0.6237099199,1.213249656,1.860018629
5374,-1.252600812,0.03530962889,0.6274255974,1.185709281,1.870365186
5375,-1.277114465,0.06120279154,0.6920425689,1.305014342,1.852766393
5376,-1.25947475,0.07758804487,0.7389487886,1.29002628,1.926285819
5377,-1.240196506,0.121365644,0.6883927242,1.231800652,1.894761524
5378,-1.25679755,0.07667382624,0.6909831926,1.243644956,1.85372841
5379,-1.241302963,0.1008875006,0.6486801764,1.211606311,1.861987434
5380,-1.263221898,0.07199360447,0.6655028797,1.290203859,1.851697296
5381,-1.30619261,0.09992777376,0.718041019,1.249517914,1.884010023
5382,-1.299123926,0.0916721274,0.695107129,1.227832433,1.817063955
5383,-1.265075159,0.03300843183,0.6604103244,1.26631711,1.936811416
5384,-1.286537924,0.1115761052,0.6351278918,1.258232437,1.878890842
5385,-1.278370193,0.01712459607,0.6396031653,1.232613848,1.885875953
5386,-1.300351049,0.1160658606,0.6325358217,1.238712312,1.975823176
5387,-1.246080467,0.01771901868,0.6999378591,1.23905845,1.867280333
5388,-1.273135067,0.07251699642,0.6977048694,1.252827757,1.908216183
5389,-1.280182598,0.05461054914,0.7121836968,1.278594369,1.918581615
5390,-1.270126944,0.08536688196,0.6853368065,1.28424367,1.987598505
5391,-1.284130352,0.03588453564,0.5982015909,1.310797229,1.928847959
5392,-1.236121852,0.04236665777,0.6933815911,1.291016454,1.98416013
5393,-1.257866136,0.1035142939,0.6021687444,1.319630198,1.91890843
5394,-1.279911472,0.05566467617,0.6684346831,1.251410591,1.889357426
5395,-1.261575626,0.06924670606,0.7052044282,1.2889882,1.912030992
5396,-1.23291291,0.08524429548,0.7308315454,1.277278221,1.842129249
5397,-1.235941928,0.05612893015,0.7184805376,1.268132181,1.841853101
5398,-1.278698893,0.0616537118,0.6926651744,1.250787721,1.873339133
5399,-1.27683756,0.1074084037,0.594300137,1.204992559,1.798908035
5400,-1.295064684,0.09529218132,0.6485734671,1.23792759,1.856710765
5401,-1.280926519,0.08534483006,0.6403461039,1.227023048,1.895942324
5402,-1.279784498,0.07539790223,0.6813131791,1.260550174,1.822989484
5403,-1.231587414,0.1060745783,0.6085217931,1.256013481,1.901956242
5404,-1.298084259,0.1381141545,0.6593488105,1.295531813,1.869079205
5405,-1.275889682,0.0275452783,0.6237914195,1.265759178,1.907005855
5406,-1.256779867,0.07607202061,0.6855631608,1.245523699,1.969585362
5407,-1.231330545,0.07710656364,0.6254778776,1.2522211,1.868668142
5408,-1.298376047,0.06710637779,0.5532172238,1.284133136,1.865972639
5409,-1.260169032,-0.02148036769,0.7353074681,1.209480344,1.956950269
5410,-1.235216901,0.1159529853,0.6344768171,1.260131265,1.910572284
5411,-1.308229639,0.02813776506,0.5512034903,1.27026964,1.963761109
5412,-1.240507862,0.05644756817,0.6683633351,1.206568392,1.883317495
5413,-1.304252584,0.05454883079,0.5990626306,1.171314945,1.845472204
5414,-1.239826608,0.01569288739,0.5655910726,1.262691298,1.946160795
5415,-1.272972882,0.0531931806,0.6079641807,1.217812792,1.861198137
5416,-1.236186165,0.1220007703,0.5832666544,1.2097152,1.868772809
5417,-1.258635539,-0.006554481967,0.6540397956,1.164925775,1.858618306
5418,-1.278859981,0.0135360226,0.6198166805,1.271893163,1.851097161
5419,-1.228030603,0.1209927823,0.6828577067,1.214970995,1.849238573
5420,-1.255652901,0.06086410141,0.6585092177,1.266778738,1.868569135
5421,-1.275608778,0.08487194164,0.6818734177,1.235282642,1.827355815
5422,-1.294607609,0.1455108771,0.6772978668,1.330658707,1.884014701
5423,-1.274308773,0.1203564005,0.5725826957,1.267201935,1.840598435
5424,-1.249119524,0.07062911519,0.6804401705,1.253275904,1.871523588
5425,-1.265654094,0.1015764438,0.5929250863,1.284500499,1.877461083
5426,-1.272396454,0.01721758882,0.6427951811,1.209408324,1.870830215
5427,-1.273412013,0.1640621381,0.7376271617,1.254639592,1.942873033
5428,-1.293791929,0.1302696453,0.664837799,1.239587927,1.875728677
5429,-1.260134301,-0.02162644417,0.7142068542,1.268465368,1.828609133
5430,-1.259440153,0.1217752265,0.6394165968,1.221582124,1.996569668
5431,-1.305470004,0.1273956619,0.6489817617,1.224574402,1.906006942
5432,-1.276028666,0.07037411136,0.6686936265,1.238864069,1.91960122
5433,-1.267044591,0.1147290699,0.6703879749,1.246731698,1.944699557
5434,-1.266349609,0.0517460516,0.5888033754,1.201210244,1.957942299
5435,-1.260421008,0.1096185884,0.6081675765,1.249482327,1.933483518
5436,-1.255757323,0.1855915222,0.6776689052,1.269380161,1.910478704
5437,-1.265179606,0.1321293222,0.6221604357,1.249035414,1.973507936
5438,-1.228848463,0.2106628155,0.603996404,1.279131409,1.9348402
5439,-1.220071956,0.09647684474,0.6682954069,1.252588987,2.004472984
5440,-1.244976225,0.1824418626,0.677460868,1.281725971,1.898792717
5441,-1.2488448,0.1607016571,0.7518417509,1.232825447,1.92246489
5442,-1.228935816,0.2339389305,0.6838832504,1.200011677,1.980068939
5443,-1.25243444,0.201062381,0.6617447556,1.335000371,2.001263183
5444,-1.232452196,0.186590048,0.6985432555,1.293615215,1.918829863
5445,-1.253434319,0.1694170883,0.6842804162,1.266400839,1.876426864
5446,-1.268011033,0.1763409535,0.6560391921,1.257664514,1.916274446
5447,-1.23385515,0.1283583396,0.6938443739,1.271878796,1.950226105
5448,-1.2755022,0.1186112186,0.6813541276,1.261001199,1.900333162
5449,-1.257697299,0.1905584305,0.6658603139,1.274578138,1.991561446
5450,-1.279128597,0.1562233927,0.7284822028,1.317723319,1.942522132
5451,-1.256816768,0.157018863,0.6628890822,1.332688893,1.956967026
5452,-1.248256795,0.1241744021,0.7103797202,1.325896694,1.939803474
5453,-1.252315932,0.1891239862,0.7131355513,1.317631172,1.959861864
5454,-1.26735302,0.1434108068,0.6990675799,1.304508594,1.934117528
5455,-1.301136801,0.1463487283,0.6604256135,1.298744359,1.907254129
5456,-1.310853336,0.1504322091,0.7195574611,1.331461501,1.918435774
5457,-1.275423856,0.06908461059,0.7069011713,1.300334385,1.938084898
5458,-1.276122245,0.07044913086,0.696305521,1.304833158,1.932447323
5459,-1.263839529,0.160952425,0.6338470515,1.288177921,1.922754776
5460,-1.246285931,-0.02900969107,0.6852342137,1.223379469,1.85432817
5461,-1.272858448,0.05223937129,0.7179096214,1.301812509,1.93797223
5462,-1.268507177,0.01200900199,0.6983208958,1.24756,1.996267322
5463,-1.272086056,0.07260940673,0.5645136383,1.283442212,1.877626383
5464,-1.284976097,0.1322356179,0.6756828026,1.346623297,1.90322113
5465,-1.321408776,0.0689613068,0.7227920526,1.348605935,1.927443789
5466,-1.295364317,0.06332383862,0.6109800269,1.267812799,1.902611719
5467,-1.241163443,0.0946544416,0.640396485,1.385172904,1.923032764
5468,-1.231053526,0.07697416916,0.698329846,1.339873304,1.919906595
5469,-1.313374731,0.1382709315,0.6579308671,1.2766149,1.981693654
5470,-1.274094836,0.08352350733,0.6347666629,1.220821316,1.995513577
5471,-1.302462959,0.1071135088,0.7034324465,1.314578282,1.970883037
5472,-1.319666971,0.1216118112,0.5830452572,1.294200437,1.986986055
5473,-1.293272982,0.1185565029,0.5672871132,1.29806985,1.987553167
5474,-1.303724654,0.09686667122,0.6844415202,1.278790245,1.878214527
5475,-1.275226088,0.03687969825,0.687693583,1.35628972,1.8377285
5476,-1.301233332,0.1513647075,0.7444507583,1.252025469,1.854083715
5477,-1.258619095,0.05458364892,0.5837751206,1.283269001,1.841387713
5478,-1.290861153,0.09784525844,0.6926362169,1.268942931,1.903295144
5479,-1.295737132,0.1204766634,0.6849247062,1.198587973,1.952114695
5480,-1.270408013,0.1570082438,0.6362560101,1.222039915,1.85975152
5481,-1.271672747,0.1188234412,0.5917874254,1.297242925,1.921963589
5482,-1.282959114,0.1225405341,0.6423686451,1.271924951,1.903137835
5483,-1.24984056,0.1202464398,0.6699757941,1.241240802,1.869910457
5484,-1.30385537,0.1319466426,0.6906149524,1.301921491,1.957253314
5485,-1.234813518,0.08381666618,0.6296484161,1.31738784,1.891384577
5486,-1.272204587,0.06968185955,0.6623810168,1.256385761,1.872912126
5487,-1.287569463,0.1158372163,0.6868961544,1.277486007,1.857681462
5488,-1.250954041,0.1336466601,0.6016222839,1.151399655,1.871979186
5489,-1.273220395,0.08396955301,0.7007691677,1.275939601,1.86050612
5490,-1.266356311,0.1435064501,0.6408479806,1.264117107,1.919357934
5491,-1.271033713,0.1006662363,0.6420078164,1.266965285,1.897042392
5492,-1.279717091,0.09401838397,0.6181775578,1.228721794,1.829710046
5493,-1.298055868,0.08931352524,0.658692403,1.3216837,1.917119415
5494,-1.316272732,0.05059362774,0.6444379719,1.311483175,1.970733223
5495,-1.277374802,0.08274291295,0.6208299806,1.288345462,1.992290315
5496,-1.284327336,0.09867750542,0.6724239263,1.25291743,1.966984081
5497,-1.275474648,0.1536694246,0.6900512291,1.262202149,1.908378324
5498,-1.328000307,0.08564330464,0.647134623,1.341427881,1.948473994
5499,-1.312377773,0.02048480804,0.6670143531,1.25453199,1.943620255
5500,-1.321153758,0.1037750837,0.6794780201,1.290773553,1.931572209
5501,-1.343085824,0.08841468229,0.6961643479,1.306533089,1.892433389
5502,-1.32257756,0.1040428481,0.6818874963,1.294139208,1.941572855
5503,-1.292667274,0.1140179261,0.6185314291,1.285455765,1.909619565
5504,-1.354646607,0.153681304,0.5985101963,1.366684052,1.952863117
5505,-1.308496791,0.1544091062,0.6763896602,1.278926656,1.882118591
5506,-1.337383682,0.06396778899,0.6889798375,1.311081406,1.972297494
