"iteration","price","ff2","ff3","feat2","feat3"
77,-1.280016003,0.1173371658,0.5876284692,1.163429684,1.865513514
78,-1.233009155,0.1186936527,0.6930968913,1.209458397,1.820475604
79,-1.259307963,0.1038417032,0.6369152492,1.178907675,1.884175375
80,-1.274842749,0.08389203774,0.6120675511,1.218932528,1.922801495
81,-1.28895604,0.08537786647,0.6280019109,1.256819991,1.79354866
82,-1.259964663,0.06019829482,0.586966859,1.196406421,1.765081455
83,-1.270284862,0.08864039184,0.6297104576,1.239439346,1.866976395
84,-1.284144099,0.05594547959,0.666545515,1.262795752,1.859235081
85,-1.29290377,0.04592238761,0.5946609081,1.140999501,1.834839126
86,-1.262751813,0.158085998,0.6074689857,1.173092111,1.942243265
87,-1.286812411,0.04586565692,0.6521069092,1.200779024,1.850777967
88,-1.276449756,0.111635651,0.6969484902,1.162067992,1.875466675
89,-1.263915839,0.202339508,0.6562851126,1.248350049,1.763691618
90,-1.296194461,0.1413007391,0.6611184974,1.247848276,1.864940019
91,-1.284922765,0.09527330682,0.681966986,1.203405368,1.796894442
92,-1.304951772,0.1373373237,0.6736833137,1.22119896,1.824596332
93,-1.280933438,0.1627067272,0.6783024763,1.242260974,1.768317519
94,-1.28555328,0.1162083006,0.6531828502,1.242293486,1.821650667
95,-1.305757905,0.2497236079,0.6923193342,1.164493375,1.791952845
96,-1.28563329,0.2052001119,0.5978030033,1.176377587,1.833380578
97,-1.289871998,0.1994639335,0.6222219957,1.226116785,1.834483545
98,-1.308826714,0.1495738729,0.62754706,1.242737753,1.853908519
99,-1.293178958,0.1871278755,0.6670159989,1.247560028,1.846664311
100,-1.350185232,0.1772179258,0.6336417606,1.243488981,1.880631682
101,-1.328794659,0.2503904617,0.6642003436,1.275102467,1.905449543
102,-1.335853015,0.1563545661,0.6108475986,1.288448048,1.805632411
103,-1.293671555,0.1765162874,0.6254378393,1.290346843,1.908399899
104,-1.294661676,0.220037017,0.592888527,1.328787476,1.910772418
105,-1.318215969,0.2247057409,0.6175341375,1.264161121,1.866668817
106,-1.31144325,0.2314519874,0.5938513261,1.346470924,1.845773765
107,-1.343468659,0.216483184,0.5651594355,1.393382873,1.861872393
108,-1.302351953,0.2231534771,0.6157797976,1.374348856,1.879161518
109,-1.314590991,0.2276043532,0.5914530549,1.39067853,1.757905844
110,-1.293715452,0.1231623593,0.6159518286,1.383654674,1.916199664
111,-1.292919304,0.2121428179,0.5676110156,1.354703855,1.861050514
112,-1.335079362,0.08196705775,0.6169387382,1.29776457,1.887471182
113,-1.278373142,0.1911497598,0.6288798564,1.33938554,1.865779492
114,-1.304209993,0.1626156551,0.6830827514,1.232954754,1.936648122
115,-1.289014239,0.08516422136,0.6419459336,1.292775706,1.94139078
116,-1.286631648,0.06091482632,0.7201599832,1.231778818,1.825282803
117,-1.307026524,0.1771969442,0.7148030917,1.345392228,1.909285928
118,-1.289387264,0.1789214545,0.687873678,1.377018454,1.986682602
119,-1.259266098,0.1478535357,0.7427335031,1.28328898,1.903116168
120,-1.269306655,0.09586458069,0.7106848067,1.279228023,1.813492227
121,-1.293254404,0.1187125046,0.6803284564,1.351331913,1.899539206
122,-1.2589117,0.1024261525,0.6706114181,1.353034452,1.954442354
123,-1.312964665,0.1692014073,0.6662562877,1.401579821,1.908028538
124,-1.275147132,0.1338709876,0.6615595241,1.368766737,1.87985944
125,-1.283568446,0.2183144411,0.6443626059,1.305074427,1.912397238
126,-1.34234993,0.1620856761,0.5980781525,1.254713913,1.898836976
127,-1.355086657,0.2050404497,0.6378535473,1.296168482,1.976001933
128,-1.29240981,0.1751770471,0.609470142,1.366522557,1.930300584
129,-1.243085622,0.1726494547,0.6407300394,1.320254096,1.910984829
130,-1.302393158,0.1567372553,0.6217236679,1.325790203,1.839188714
131,-1.279073268,0.0470127507,0.6851898504,1.279974066,1.898038157
132,-1.255954182,0.2194688148,0.6886282854,1.25166556,1.819927034
133,-1.285713779,0.2015628785,0.6840505411,1.31237805,1.951756828
134,-1.281694535,0.1596964486,0.6741231439,1.329085194,1.891739322
135,-1.276810736,0.1218359203,0.6832881764,1.395577279,1.884329549
136,-1.271355482,0.2116608882,0.6795810762,1.324149013,1.892662598
137,-1.250463611,0.1417044566,0.619774909,1.321023052,1.955860073
138,-1.273649105,0.1733819692,0.7202888824,1.284224141,1.91702171
139,-1.297544723,0.1470856192,0.695540793,1.367196817,2.012316499
140,-1.307541038,0.1601518443,0.6680777397,1.275151155,2.023068342
141,-1.26401839,0.2067745285,0.6789458057,1.356449891,1.996339313
142,-1.298530135,0.1465202105,0.6957094802,1.274281457,1.990759921
143,-1.239967316,0.1161073364,0.7244960514,1.331638755,1.966127038
144,-1.299049454,0.1678082664,0.7683195973,1.360134912,1.997287258
145,-1.287832598,0.3059404882,0.731752824,1.383311107,1.98727888
146,-1.262360869,0.2294467098,0.655865356,1.373192702,1.961580444
147,-1.277380796,0.1904973701,0.7033209374,1.354782174,1.923819453
148,-1.269637947,0.2103296148,0.7944525957,1.40666768,2.088616466
149,-1.256873117,0.2523950694,0.7403007906,1.39264638,1.993258568
150,-1.244701262,0.2135322968,0.7009872346,1.366941827,1.963940449
151,-1.278251603,0.2037981863,0.6930991926,1.383202613,1.926722959
152,-1.278032083,0.2012570131,0.7059890412,1.232197535,1.853292092
153,-1.237814717,0.2047823862,0.6530067276,1.255815597,1.875160887
154,-1.247354861,0.1779430471,0.6937726506,1.357985224,1.971880561
155,-1.250263251,0.1841419341,0.7150462065,1.367400576,1.937227111
156,-1.236516729,0.160524309,0.6348641341,1.316047367,1.92498626
157,-1.259244674,0.2151790981,0.6371362534,1.307103275,2.026168518
158,-1.260027196,0.168112236,0.6514855539,1.331086396,1.938886886
159,-1.268014913,0.148169381,0.6579595654,1.238528296,2.020982609
160,-1.254067306,0.126192843,0.6874166083,1.30347733,1.930614757
161,-1.279228677,0.1860902986,0.7167492073,1.355111761,1.965034561
162,-1.293144957,0.1895185674,0.6263781019,1.356601558,1.981808326
163,-1.252658638,0.1490262114,0.6144286736,1.342051094,1.988732178
164,-1.214617148,0.1791743893,0.6161618528,1.358016369,1.945833412
165,-1.283228064,0.1021143916,0.6454825151,1.325534408,1.950206808
166,-1.293319606,0.185383126,0.6266625416,1.398015573,1.895743719
167,-1.223548159,0.1738088212,0.6142653604,1.403330781,1.900781778
168,-1.262572438,0.1725375381,0.6474263594,1.379405025,1.912087272
169,-1.269266083,0.1764211857,0.6383523703,1.307138452,1.96694154
170,-1.249379363,0.1027306761,0.7143476996,1.407018152,1.98085905
171,-1.234919398,0.08616035291,0.701865075,1.241009301,2.007832668
172,-1.244810443,0.08441631301,0.6860269984,1.394108759,1.903746612
173,-1.231605932,0.1179521481,0.6765424868,1.308296952,2.024404754
174,-1.217834894,0.2160975278,0.723973139,1.434056082,1.936499293
175,-1.258599708,0.1918934996,0.598359738,1.402365381,1.945876405
176,-1.262521898,0.1993330716,0.6874073215,1.348905323,1.979600752
177,-1.24413447,0.1556076078,0.7005522028,1.292389285,1.923011201
178,-1.258967661,0.1585438336,0.6367653471,1.349480912,1.913668283
179,-1.260171075,0.2304630648,0.7004168942,1.289635233,1.949629169
180,-1.255488257,0.10143695,0.6678446363,1.293595556,1.95527077
181,-1.266258423,0.1786800646,0.5954602405,1.34063693,1.897052516
182,-1.273048565,0.08891624591,0.7276547948,1.344818829,1.960947509
183,-1.250525109,0.1670281909,0.6418762125,1.353544832,1.949782379
184,-1.211398726,0.1501889069,0.6669637725,1.326522278,1.942281594
185,-1.262700468,0.08324159305,0.6103887739,1.362143036,1.955767934
186,-1.271283195,0.08633081806,0.683478303,1.365677365,2.015252095
187,-1.250995273,0.0941687463,0.6306211342,1.362902985,2.024310012
188,-1.262808091,0.06196723455,0.6388698845,1.400235397,2.00313633
189,-1.231138416,0.06886808312,0.5777342191,1.290860207,2.034038115
190,-1.222243798,0.1223180991,0.7493432592,1.352285222,2.015346904
191,-1.233394308,0.1570063604,0.6327081354,1.358888656,1.950955919
192,-1.233507111,0.06999414307,0.7182101854,1.337772705,1.841954869
193,-1.224825348,0.08915740511,0.6505288002,1.304287116,1.960913901
194,-1.209136586,0.1344994727,0.7117570656,1.396778357,1.985044823
195,-1.213415001,0.1167994409,0.6643130034,1.340362303,1.832760288
196,-1.237265767,0.05274375789,0.7273879217,1.376057242,1.940327389
197,-1.230075474,0.02286703098,0.6695323463,1.378409747,1.914105864
198,-1.225342741,0.1336474599,0.6400351446,1.421150766,2.014917964
199,-1.208322611,0.1994561131,0.664151313,1.37753475,2.024322735
200,-1.216467938,0.09785405885,0.6523679162,1.336376737,1.955274464
201,-1.218522349,0.1015629567,0.6204119813,1.413649295,1.983770572
202,-1.182616072,0.08536289674,0.7005675918,1.306201607,1.922807257
203,-1.201429255,0.02867340831,0.6305630886,1.344076374,1.974386852
204,-1.233962183,0.1442661169,0.6647935378,1.397891415,2.002755955
205,-1.228986209,0.2277736974,0.7569682917,1.270345251,1.84721268
206,-1.192479917,0.1074942454,0.6480504529,1.361101265,1.96575165
207,-1.221226796,0.157625114,0.6761119554,1.284950438,1.885935251
208,-1.207411884,0.1088837212,0.6050273612,1.252442895,1.919996923
209,-1.260049302,0.151451433,0.6685817999,1.297634045,1.995224396
210,-1.222832719,0.1483010959,0.6569969634,1.281282935,1.944155035
211,-1.252457275,0.2230491882,0.6449636609,1.300312875,1.962727734
212,-1.250850762,0.2098383639,0.6738256304,1.318149527,1.86693937
213,-1.251625209,0.1323351316,0.6977007492,1.275980034,1.914796394
214,-1.235737484,0.1005951591,0.6041101977,1.275427828,1.896607745
215,-1.235102273,0.1514829383,0.6932445132,1.28330579,1.875547084
216,-1.230318628,0.05660590776,0.6899346601,1.283141729,1.906118721
217,-1.288337954,0.1316209305,0.6014981495,1.415543388,1.912491984
218,-1.253393322,0.1840692329,0.6783433273,1.351623856,1.921109476
219,-1.270523312,0.1746715608,0.6686481682,1.319493417,1.952319435
220,-1.262829939,0.1689107383,0.6360557148,1.304023982,1.947431852
221,-1.291868869,0.1541980197,0.7245292418,1.303233679,1.872894181
222,-1.292003829,0.1503261825,0.5910485013,1.223649077,1.896389281
223,-1.231900439,0.1315414063,0.6573414996,1.319641449,1.901592786
224,-1.252361776,0.1287689674,0.5857209099,1.352372443,1.80709849
225,-1.273261549,0.1520827888,0.6888026995,1.312608111,1.972966498
226,-1.258988155,0.1879298357,0.7175084736,1.246238913,1.905383131
227,-1.256287215,0.1094919805,0.6353199594,1.167335107,1.883362939
228,-1.254870264,0.1889433651,0.6459452761,1.236394892,1.86682725
229,-1.273664667,0.1936946775,0.702350038,1.232898394,1.924569768
230,-1.287235333,0.1135607671,0.7017538822,1.27927308,1.838949639
231,-1.247553472,0.1714633522,0.6932697797,1.146567678,1.864145707
232,-1.29334774,0.1804457408,0.7058168205,1.225721859,1.928680067
233,-1.273730368,0.1164768321,0.6862779064,1.265936232,1.973408739
234,-1.278704467,0.1496212175,0.738165133,1.332435565,1.922097543
235,-1.291146778,0.1911211322,0.7024347031,1.249479168,1.915630369
236,-1.3278838,0.161099941,0.6895021729,1.257103221,1.915397295
237,-1.310408833,0.162270277,0.6469116009,1.18402467,1.924683009
238,-1.310085981,0.1871845952,0.6403279535,1.162573768,1.955795996
239,-1.263312586,0.1179814104,0.6005494328,1.317006716,1.976289147
240,-1.280789031,0.2053506494,0.6665015194,1.270367709,1.902390373
241,-1.255373822,0.15421007,0.6068709889,1.256524245,1.905325326
242,-1.306060322,0.08515094254,0.648485807,1.211278797,1.905665971
243,-1.265252924,0.1723809954,0.6716997635,1.257043706,1.900692867
244,-1.274543134,0.1960438101,0.6661097911,1.199632718,1.959347989
245,-1.28154794,0.1896942591,0.5912036925,1.208950371,1.933488
246,-1.289227062,0.1709123466,0.6502847549,1.23047977,2.010192196
247,-1.299760018,0.1775366317,0.5737671735,1.262819968,1.934518028
248,-1.245255935,0.1607718327,0.6506687136,1.292614508,1.959877508
249,-1.276507928,0.2072812367,0.6493516341,1.304420591,1.926451438
250,-1.234818737,0.1522985449,0.575055302,1.316993072,1.919460606
251,-1.257629165,0.2180751282,0.6326406985,1.329876994,1.966631738
252,-1.267059383,0.1471369958,0.6427526449,1.327633029,1.966266342
253,-1.310510159,0.1956186061,0.6841942932,1.293181483,1.964728343
254,-1.27822635,0.1143612206,0.6349418362,1.302537553,1.909824749
255,-1.268200245,0.2076777959,0.6328548512,1.305530372,1.979451204
256,-1.258551266,0.1587738102,0.6356457835,1.293317393,1.923112565
257,-1.257062172,0.1073143969,0.6242529288,1.329065422,1.96060286
258,-1.271608621,0.1745152522,0.5264575243,1.234651504,2.03804215
259,-1.288854078,0.2313858665,0.6158806067,1.277904707,1.921850357
260,-1.274830381,0.1214877603,0.6828158872,1.335287831,1.867080708
261,-1.322090418,0.1913971676,0.6204709772,1.302573629,1.867577186
262,-1.253636161,0.2370345664,0.6828604231,1.236592181,1.897779437
263,-1.297596504,0.1905841771,0.6758358999,1.294635781,1.904314307
264,-1.256368495,0.2117622985,0.6303795428,1.292638359,1.940459547
265,-1.293340563,0.1328349113,0.6699598561,1.316133331,1.924825542
266,-1.2249718,0.1724560986,0.6289783317,1.318740102,1.850228433
267,-1.253556858,0.08951019776,0.6562576601,1.260989296,1.915685238
268,-1.270869109,0.1351996103,0.7066897984,1.273720653,1.806016284
269,-1.270902996,0.1267278321,0.7308308614,1.263559028,1.862165254
270,-1.257299242,0.1684626171,0.6703849178,1.259355008,1.89724291
271,-1.230780081,0.1062128014,0.703887813,1.266407514,1.891084962
272,-1.240361038,0.09389385509,0.66556582,1.270243651,1.935038962
273,-1.233180552,0.1456238097,0.7098294238,1.185220702,1.893847431
274,-1.287805676,0.07551367759,0.6010280831,1.264093103,1.961812985
275,-1.273616451,0.09303862525,0.6013131295,1.31771458,1.889890453
276,-1.313312805,0.1023814147,0.5652593917,1.256635897,1.986688133
277,-1.264396725,0.0989661304,0.6248437077,1.265442151,1.974273946
278,-1.260593967,0.08681931715,0.6513762456,1.245520106,1.942759241
279,-1.261091413,0.1347362161,0.672259319,1.240825481,1.928569549
280,-1.290802819,0.137937505,0.6796675519,1.272978549,1.866570497
281,-1.305268826,0.1130147421,0.6153819387,1.379248801,1.899266283
282,-1.300154276,0.1116913647,0.6109944798,1.302453038,1.941544306
283,-1.310260418,0.1417703316,0.6825219109,1.263472902,1.902286009
284,-1.350290061,0.1692860759,0.6629554091,1.331228367,1.989092865
285,-1.279348567,0.148195744,0.6073162574,1.317013687,1.931462848
286,-1.306836672,0.1103271244,0.6458935886,1.305490565,1.976547948
287,-1.308913851,0.1041457927,0.6451842005,1.317602106,1.920720411
288,-1.334392569,0.1569152699,0.5974278679,1.307775915,2.009403683
289,-1.312747392,0.1029842643,0.7127735721,1.290038924,1.955503333
290,-1.323520763,0.1378671899,0.7586826009,1.347417868,1.921470991
291,-1.326764727,0.2052361204,0.6391313978,1.385291063,2.012444929
292,-1.324519058,0.1001252928,0.6516694457,1.293650894,1.898956038
293,-1.319040766,0.05400823485,0.6691366807,1.213581825,1.866039495
294,-1.337215094,0.1189670355,0.6458061478,1.352848483,1.879904644
295,-1.344064945,0.05568758269,0.637260644,1.236549109,1.88055971
296,-1.332555644,0.03851454968,0.6793338949,1.308934935,1.900527418
297,-1.31857615,0.02698144766,0.7048530486,1.283882182,1.85057328
298,-1.336462973,0.09899938602,0.6258222909,1.338330994,1.935987158
299,-1.317370229,0.06195661345,0.6140536883,1.298328949,1.92445842
300,-1.332170027,0.06617552161,0.6914710154,1.271596642,1.940240028
301,-1.319305187,-0.03356160208,0.7069789877,1.373475271,1.942785894
302,-1.267283557,0.03153014547,0.6348865471,1.336734421,1.958757501
303,-1.321603653,0.06846460737,0.5891841292,1.336164324,1.958768827
304,-1.257028356,0.02878098173,0.6069740932,1.353313772,1.886969238
305,-1.330253443,0.07278242955,0.6820467444,1.308247944,1.895022798
306,-1.293919997,0.08447654346,0.6764901202,1.230777153,1.89348867
307,-1.286805138,0.04173963805,0.67312602,1.347461041,1.86170056
308,-1.316013197,0.008008112266,0.6165054343,1.356266261,1.915922876
309,-1.315865263,0.06299709008,0.7431442067,1.318041089,1.961428078
310,-1.292911506,0.03405181751,0.705081607,1.308254636,1.967741029
311,-1.26499054,0.06944033914,0.7805779389,1.326372916,1.906353511
312,-1.280576403,0.03792721063,0.7023379266,1.27686932,1.97083751
313,-1.286045855,0.0310867112,0.7027073591,1.298675478,1.927168438
314,-1.284153291,0.009697518003,0.7735409872,1.264921386,1.982217594
315,-1.313948612,0.02105628902,0.8154784805,1.323619922,1.961532632
316,-1.287100677,0.08673011917,0.8167626239,1.28092252,1.874030578
317,-1.296015432,0.1202476047,0.7411120704,1.259199079,1.887506665
318,-1.241546198,0.1549971307,0.762829568,1.246192607,1.869427509
319,-1.314221733,0.09003267984,0.7330851555,1.257688133,1.88409694
320,-1.271570355,0.1122954184,0.782165853,1.261275092,1.852250948
321,-1.283007199,0.2029226601,0.7913573908,1.254822405,1.885442492
322,-1.288051692,0.07927428648,0.7621259577,1.291050138,1.959362818
323,-1.304207827,0.1196921047,0.6522868653,1.245025566,1.909141164
324,-1.270971114,0.1743112842,0.8183447987,1.191382225,1.886417615
325,-1.244845398,0.1518623041,0.7642860758,1.265349164,1.812565232
326,-1.300410754,0.1664688051,0.7104555796,1.264094373,1.776897313
327,-1.248354215,0.1037044369,0.7088196148,1.268423982,1.861736614
328,-1.235754975,0.129975381,0.8172052,1.280985886,1.836204447
329,-1.228808934,0.138074432,0.682916601,1.167086382,1.799551305
330,-1.254259864,0.2067972615,0.8151752233,1.249362986,1.829661424
331,-1.25907581,0.1263242278,0.7071522087,1.263304176,1.85601413
332,-1.261679972,0.1509513583,0.6826725104,1.281608182,1.87515397
333,-1.254486253,0.137800314,0.7086498525,1.19268766,1.834910388
334,-1.299578862,0.1738756984,0.6663713597,1.218541941,1.817713754
335,-1.265085538,0.08095522683,0.742677404,1.220463529,1.897227803
336,-1.233957502,0.1898142886,0.7176527207,1.235600871,1.829486257
337,-1.251037904,0.1378741771,0.7051624409,1.164086065,1.871803307
338,-1.270566373,0.2380112434,0.7190902914,1.192436009,1.837908971
339,-1.230380527,0.1797082727,0.689890262,1.189673814,1.826112317
340,-1.256971486,0.1486239203,0.7082629245,1.185807973,1.851158803
341,-1.260253633,0.1516193183,0.7142612588,1.156115911,1.792562261
342,-1.249433763,0.1689782544,0.6861871531,1.095440562,1.872547172
343,-1.233410269,0.1551267876,0.7032206979,1.107383307,1.896529911
344,-1.250326785,0.2071200312,0.7319863224,1.161714796,1.861211743
345,-1.205908078,0.2360995017,0.6666016361,1.092303289,1.898539384
346,-1.237043398,0.1333463591,0.769357999,1.135906655,1.838449481
347,-1.241422615,0.2538633673,0.7090873512,1.159839119,1.908177963
348,-1.219070978,0.2024082472,0.7461794932,1.110067431,1.77043955
349,-1.228745083,0.253915326,0.7224613452,1.100896009,1.80692202
350,-1.245160016,0.2095068952,0.7003777196,1.182743385,1.85971978
351,-1.270852423,0.2128110923,0.6744740278,1.200473749,1.815893584
352,-1.237970183,0.1581624928,0.671231878,1.092231119,1.822506902
353,-1.266638599,0.2535483972,0.7467429871,1.13248134,1.7752598
354,-1.261849043,0.1947838031,0.7032570538,1.078994457,1.829040317
355,-1.291555386,0.2044126752,0.8083220793,1.209204425,1.787868715
356,-1.270113843,0.133251231,0.7053084677,1.209310052,1.875083145
357,-1.260304345,0.03577984199,0.7047660912,1.144572935,1.821140521
358,-1.258662038,0.1155443962,0.7003516486,1.211330427,1.808292694
359,-1.249386404,0.1313633801,0.7781889519,1.178378388,1.807566735
360,-1.240321198,0.1589893067,0.7020451104,1.200520392,1.867888406
361,-1.251123818,0.2168800392,0.6962084102,1.170129896,1.817881165
362,-1.209429906,0.2835381919,0.728385266,1.267865299,1.852533003
363,-1.247824767,0.2084796349,0.7985213334,1.169874414,1.884596241
364,-1.27459787,0.2727630509,0.722111963,1.183730381,1.841022724
365,-1.224783968,0.1991923985,0.725462573,1.201409218,1.892929293
366,-1.267192781,0.2168598183,0.7410060267,1.251137948,1.872491665
367,-1.245108435,0.2332727141,0.748149028,1.135190148,1.917958976
368,-1.246081166,0.2728932477,0.7919727384,1.203700175,1.867879398
369,-1.230599942,0.1539719723,0.6991756641,1.192281896,1.865773982
370,-1.227075629,0.2295819017,0.7719058845,1.134294337,1.846678669
371,-1.227174492,0.191893939,0.7792973456,1.206789988,1.842875957
372,-1.2299694,0.2357796143,0.6379800145,1.180006296,1.780249032
373,-1.231178574,0.1907927321,0.6724353345,1.243351445,1.834389248
374,-1.258309615,0.1863476101,0.68219393,1.15804284,1.823724968
375,-1.261968019,0.2488996773,0.7600610807,1.203175191,1.836117534
376,-1.257584153,0.218270979,0.6838417554,1.189290788,1.80183604
377,-1.184205855,0.3028767108,0.6967915436,1.128147106,1.869561927
378,-1.232129865,0.1730820632,0.6874517086,1.170324859,1.857640365
379,-1.199368475,0.239950393,0.7223201181,1.160657837,1.867276735
380,-1.175019529,0.2004304417,0.6865806964,1.181047897,1.762369449
381,-1.222022903,0.2338493164,0.7002004168,1.173610559,1.814864088
382,-1.229501076,0.1358949838,0.7107670829,1.249796866,1.850734625
383,-1.252714505,0.2404306988,0.6450203938,1.262710312,1.828233527
384,-1.245311579,0.2583041066,0.691580526,1.217369905,1.810059061
385,-1.228377743,0.20496334,0.6834271806,1.204570001,1.825723134
386,-1.22657442,0.1200158788,0.6428970012,1.202827532,1.855474909
387,-1.225686752,0.1556454832,0.7301661413,1.190203148,1.849047705
388,-1.188669218,0.1400891497,0.6593408361,1.210808794,1.818554322
389,-1.205568409,0.1473817837,0.6819765707,1.18705662,1.776571916
390,-1.199489636,0.126031207,0.5890054208,1.209303491,1.840431448
391,-1.172943314,0.1068030827,0.6782983475,1.152384799,1.885179579
392,-1.170131602,0.1665196598,0.7264382541,1.17636882,1.844343229
393,-1.197038736,0.1070537185,0.6802303971,1.177466193,1.817450373
394,-1.201640294,0.1140623741,0.6697032425,1.156175433,1.821433042
395,-1.188365119,0.07851814717,0.6380219207,1.110397349,1.824322079
396,-1.194089961,0.1105349913,0.7021699126,1.136697059,1.75791826
397,-1.233592517,0.07469292845,0.6915827062,1.102066027,1.776501193
398,-1.202254192,0.04495143561,0.6334509389,1.197369061,1.837667166
399,-1.168484499,0.08617599677,0.7002270861,1.160470376,1.828149775
400,-1.171694332,0.06514350311,0.6669038328,1.22154297,1.794037935
401,-1.232011246,0.1614105642,0.6827490574,1.173555433,1.774502085
