"iteration","Bx","By"
1,0.515639919524668,-0.506129109243746
2,0.509110979427805,-0.509927884810103
3,0.538165432306709,-0.496078859390283
4,0.524455909632506,-0.512862430259112
5,0.518813404446658,-0.492975617628567
6,0.528865446255985,-0.52369129290779
7,0.501160011431079,-0.531211515697372
8,0.541091571471146,-0.490228612347
9,0.51154778991078,-0.529950636791342
10,0.515467064396297,-0.524287086402276
11,0.53504216912283,-0.483253523444784
12,0.497565199511094,-0.485420896141276
13,0.521458099386193,-0.474136633378395
14,0.527627777835299,-0.50429204981261
15,0.532967205321071,-0.495485932194152
16,0.541616048928965,-0.545405094124837
17,0.533077315658997,-0.526135448543014
18,0.507429846172113,-0.519727080804934
19,0.508961086231305,-0.511394840284613
20,0.546407814188676,-0.530674996129646
21,0.549833723782965,-0.528228002432166
22,0.528164286233181,-0.501402277179835
23,0.540814309000666,-0.544428525254323
24,0.535670712289846,-0.513803558532583
25,0.511093234506696,-0.522146273647333
26,0.524279390208689,-0.534118273326245
27,0.499740261546682,-0.546305637320391
28,0.531318479368718,-0.553548305011433
29,0.526993114709682,-0.558917947600225
30,0.529225615287273,-0.544263668363718
31,0.546524625077596,-0.535273314376468
32,0.571557431288025,-0.531331225917968
33,0.552789267991898,-0.533546566267683
34,0.527785183201592,-0.50388886002696
35,0.552966506707788,-0.484954573614371
36,0.533240476406133,-0.516835517204297
37,0.53904791964549,-0.503631343001226
38,0.529266178261816,-0.506616008859632
39,0.546374836567255,-0.52075563086037
40,0.539260271072828,-0.523734330602795
41,0.540055650745741,-0.516627078987839
42,0.523038335403481,-0.522025362766626
43,0.522269222004888,-0.542159721306196
44,0.494800686581127,-0.526705661750916
45,0.537348308584966,-0.536856102993268
46,0.536443425936972,-0.55793428961832
47,0.524178284818123,-0.521591682801637
48,0.549266880335474,-0.521153113015419
49,0.512874179257963,-0.51917205984882
50,0.528215303153397,-0.499009447940919
51,0.540804001791545,-0.492814995768115
52,0.531579424657357,-0.519384373349121
53,0.514020096528019,-0.528315059555851
54,0.559749308392208,-0.50567829929228
55,0.541210102816593,-0.491383562013394
56,0.533905201787264,-0.501064792009811
57,0.513553776064924,-0.505969110254234
58,0.509422288434284,-0.501806937851806
59,0.515191644246614,-0.508812798846987
60,0.539011395784783,-0.485607904827123
61,0.52702708947567,-0.494371434435795
62,0.503504158523406,-0.486622213978944
63,0.550474401383842,-0.493357971905081
64,0.526774482065521,-0.471153692427131
65,0.525646045230271,-0.508723686194654
66,0.562378073500861,-0.473408120216133
67,0.530412206928253,-0.519680713750836
68,0.535622269813794,-0.521752858536044
69,0.490264924439644,-0.511221773611789
70,0.537396553621226,-0.515859212738962
71,0.489965731119424,-0.497500664791312
72,0.529838056763662,-0.511026958107398
73,0.492084986611143,-0.486829454159565
74,0.511078183014616,-0.502512108709155
75,0.507126895414384,-0.51466649135176
76,0.521454225122426,-0.503037217578515
77,0.534016977613449,-0.530719310119699
78,0.503240300762819,-0.536435452689288
79,0.521239175739784,-0.510973818071125
80,0.523037693990903,-0.494944980350514
81,0.566651831310408,-0.512342598696312
82,0.5308892416208,-0.577148831495351
83,0.519341697866811,-0.518362715789183
84,0.541840398586883,-0.522399084916865
85,0.551294125569575,-0.531224033003791
86,0.533347942744841,-0.507594231993476
87,0.511261486613016,-0.520215679217537
88,0.523850191921882,-0.527786475654012
89,0.502603869834731,-0.518780797747597
90,0.486034684254142,-0.514262094172694
91,0.496649862925198,-0.50714921983291
92,0.511404615803919,-0.502314896059602
93,0.507761215282051,-0.530103077062501
94,0.511561374164253,-0.516211646079439
95,0.523676922736087,-0.517958427092805
96,0.493860008489561,-0.479299638843172
97,0.519686260175567,-0.501218598116389
98,0.533205882581118,-0.496376458819316
99,0.538681570684612,-0.522193393827133
100,0.498622302666485,-0.513803666718917
101,0.524871224669648,-0.497609140440004
102,0.500115274075774,-0.498040444152091
103,0.529079750701284,-0.494587024530953
104,0.51977935059007,-0.506732043502713
105,0.532303051700765,-0.53536917587824
106,0.506387546991133,-0.488537227233228
107,0.541557020110766,-0.523148339853327
108,0.503229655575479,-0.515783672398594
109,0.529220385619652,-0.531972355936576
110,0.52600264650681,-0.496593202647804
111,0.497704274331713,-0.491325294634638
112,0.529391041211378,-0.509728944649103
113,0.506211872043462,-0.515457853577678
114,0.510524487983433,-0.519474897970499
115,0.50642288982937,-0.493052321271785
116,0.518183837908412,-0.486474013170043
117,0.517526438692447,-0.506406736416147
118,0.502777167448369,-0.499752841553904
119,0.486792832239124,-0.477968861042075
120,0.542860334606207,-0.489260398136918
121,0.516086633640435,-0.506468616055766
122,0.508889796564094,-0.53538429864975
123,0.521550558767737,-0.495401806466214
124,0.501767251856877,-0.514788907298972
125,0.529208043754249,-0.490202470364006
126,0.510239443655152,-0.521022439602185
127,0.532166783239691,-0.504097878782804
128,0.525578574551347,-0.498873514051922
129,0.533495980733564,-0.522488640036696
130,0.554291519732092,-0.499899719370429
131,0.56186177338319,-0.507231842937959
132,0.526874061043349,-0.504273899991271
133,0.554316001011676,-0.480501712716145
134,0.521036480947872,-0.525503523293773
135,0.539464878388688,-0.543172126908806
136,0.563768912227379,-0.502472113988287
137,0.523203053456637,-0.508262788570707
138,0.508409640729518,-0.509502619068474
139,0.519266606323614,-0.525559288408604
140,0.517890378013841,-0.520243387918513
141,0.526283718712994,-0.516182889462342
142,0.54583023296498,-0.536212699624032
143,0.523126470246598,-0.519060134513042
144,0.524001635222972,-0.492585413946384
145,0.509322195737014,-0.501067925437046
146,0.520008427469951,-0.523553485584516
147,0.525226615433201,-0.505160728521818
148,0.539745120406719,-0.525200468068171
149,0.508078855714652,-0.481364482477848
150,0.509553482057462,-0.515512672695474
151,0.515400489767745,-0.525202441875748
152,0.505535672850537,-0.498857397772598
153,0.527547852618893,-0.506716832712697
154,0.52558254432592,-0.478502673193141
155,0.510225288480276,-0.502057404213291
156,0.511407354069894,-0.511330098398461
157,0.520111677597097,-0.522524589776606
158,0.518812635667851,-0.481722352701606
159,0.506190241341992,-0.52643520889943
160,0.489704590928695,-0.480479979809391
161,0.4925377443551,-0.492778153601368
162,0.493408832879584,-0.495120600524245
163,0.498708009475939,-0.519695276196972
164,0.494611898982147,-0.481449802897333
165,0.516432993926525,-0.483387601325137
166,0.490959928064156,-0.470158340530221
167,0.50351080216477,-0.472872752049738
168,0.514258996253527,-0.492756962978489
169,0.503950328832089,-0.495848750879834
170,0.52075295353524,-0.487191220195266
171,0.501504044351333,-0.502424189013225
172,0.509821364503886,-0.50780783767129
173,0.520336267286021,-0.495565485865602
174,0.542091132647996,-0.528743104747023
175,0.523548950963262,-0.522789827106721
176,0.536434072815151,-0.515099678962693
177,0.50281612615528,-0.544783068950159
178,0.509672494289648,-0.523116036550709
179,0.511702319253426,-0.500105533488846
180,0.532559024164267,-0.512668841573442
181,0.536322701910552,-0.515655183995741
182,0.54011261100627,-0.508673836292445
183,0.506212755033132,-0.511480702747257
184,0.509333866171158,-0.500607343420075
