"Iteration","Bx x Bx","By x Bx","By x By"
1,1.040684847,-0.08071330512,1.382928213
2,0.9840498045,-0.05578660179,1.321123623
3,1.001123465,-0.03930757808,1.327156168
4,0.992176369,-0.02073051003,1.310992287
5,1.024704504,-0.04040670414,1.328267345
6,1.00518984,-0.008523911039,1.381921426
7,1.00725839,-0.05058748598,1.300920897
8,0.9738057831,-0.05246590596,1.323981629
9,1.042983739,0.004012500119,1.267954141
10,1.044587294,-0.0476733508,1.31195892
11,1.070161872,-0.05054516533,1.357402282
12,1.095417113,-0.03422148962,1.341174446
13,1.029533504,-0.01691054621,1.303425924
14,1.058933316,-0.02018680212,1.318430954
15,1.080747776,-0.01167152584,1.267012017
16,1.082293174,-0.04382048603,1.341867203
17,1.049948788,-0.02885183999,1.316995556
18,1.022832403,-0.05417681682,1.341808151
19,1.04893401,-0.05758021705,1.373493351
20,1.018029505,-0.02739598428,1.377983249
21,1.016251717,0.00166377987,1.334042052
22,1.011962249,-0.00340952311,1.377770438
23,1.025094494,-0.01503370368,1.414957573
24,1.017464386,-0.0396754064,1.382723464
25,0.9981299372,-0.04117996063,1.367217318
26,1.004556908,-0.0400478356,1.332501616
27,1.002910245,-0.05501452517,1.337699599
28,1.075586358,-0.02990403809,1.364558633
29,1.046873929,-0.07412280284,1.377368702
30,1.132993553,-0.04984604653,1.45836876
31,1.024717917,-0.009170629564,1.398443438
32,1.09454137,-0.07190841312,1.458915833
33,1.068493654,-0.0535848309,1.459712076
34,1.044383675,-0.03679070475,1.463243626
35,1.066226206,-0.04776110718,1.440281483
36,1.072886307,-0.03339611207,1.472914794
37,1.075781466,-0.004201653707,1.421626505
38,1.024240457,-0.02749184978,1.446298566
39,0.9818409115,-0.05350225204,1.428356077
40,1.030736795,-0.05210146839,1.356056676
41,1.076463097,-0.03926446407,1.34598456
42,1.056353312,-0.05752784159,1.395311964
43,1.122700902,-0.03915371236,1.378915291
44,1.0424211,-0.0497898137,1.396347807
45,1.058565263,-0.06190317828,1.365415692
46,1.117160388,-0.06445496223,1.393573237
47,1.064673837,-0.05488558578,1.362042397
48,1.092862354,-0.0435964763,1.388335464
49,1.019759219,-0.07834922306,1.36970552
50,1.07931118,-0.06612846239,1.440290747
51,1.046238423,-0.02283137116,1.390022901
52,1.034354798,-0.05705463919,1.353422036
53,1.085717889,-0.07634831433,1.491997125
54,1.049292473,-0.09865434003,1.367386664
55,1.084375481,-0.09164600837,1.346182147
56,1.110402024,-0.08383740115,1.398120348
57,1.07049758,-0.1066524387,1.340913019
58,1.089594569,-0.07886300079,1.3946341
59,1.116826172,-0.0556145574,1.38537051
60,1.097920036,-0.09424230678,1.330611238
61,1.095667285,-0.05723061643,1.402882203
62,1.144537506,-0.0955484167,1.462494403
63,1.129468276,-0.06724651671,1.435975309
64,1.141012976,-0.06467152012,1.371342929
65,1.128207331,-0.06019622911,1.363791638
66,1.151944232,-0.06758271879,1.393553196
67,1.120660887,-0.0484920895,1.366836773
68,1.14991408,-0.04952184536,1.440892804
69,1.160622792,-0.0402776847,1.347055038
70,1.117536587,-0.03774272363,1.406832131
71,1.112428335,-0.03719308564,1.38907699
72,1.110716378,-0.03692432276,1.393320341
73,1.14159327,-0.05032347148,1.378381369
74,1.166578674,-0.05952531162,1.361127308
75,1.127977903,-0.06218665666,1.427358055
76,1.138987567,-0.04378624556,1.351349094
77,1.100428471,-0.06236112414,1.379336649
78,1.12102691,-0.0422617736,1.443942143
79,1.042521472,-0.01134084856,1.394739927
80,1.051956485,-0.0300161803,1.391229887
81,1.109376078,-0.02828983371,1.424245064
82,1.124567707,-0.02278009561,1.428528265
83,1.073611881,-0.03105248643,1.365245202
84,1.099854651,-0.04519816097,1.386804697
85,1.090751945,-0.06746011263,1.434296395
86,1.07656527,-0.02907695476,1.408086976
87,1.099356768,-0.0217329039,1.38447878
88,1.106679244,0.01431890412,1.438054525
89,1.091461427,-0.03976963866,1.411483899
90,1.110181389,-0.04621326796,1.354352152
91,1.155365975,-0.05356538899,1.431744275
92,1.153655635,-0.03086853599,1.378589491
93,1.108467017,-0.01090489547,1.322670458
94,1.170878603,-0.02930019915,1.378893175
95,1.112966654,-0.01565187111,1.365492005
96,1.121750684,-0.04202003388,1.380654572
97,1.122035586,-0.06338982343,1.387684943
98,1.146280703,-0.0207622782,1.369740182
99,1.160637798,-0.05836687824,1.3596657
100,1.151477002,-0.04885553548,1.429834692
101,1.143429685,-0.03760311274,1.418584271
102,1.148216689,-0.06193456819,1.44441778
103,1.134635987,-0.03641273544,1.413518319
104,1.160478798,-0.03481306828,1.373090366
105,1.128204957,-0.007099631011,1.410294737
106,1.104108482,-0.005407151415,1.441445616
107,1.135631159,-0.002845236438,1.431211702
108,1.120892728,-0.009509986173,1.384925716
109,1.108139662,-0.03467767292,1.415391177
110,1.138538962,-0.01048444355,1.482948536
111,1.139569496,-0.02564490774,1.429077922
112,1.150915717,-0.01719752407,1.483327376
113,1.132219155,-0.04199927181,1.481422323
114,1.136857726,0.02129906331,1.444214932
115,1.089945352,-0.02217344846,1.35321218
116,1.147300405,-0.03870485663,1.446476452
117,1.099192398,-0.03763524787,1.497149293
118,1.120426966,-0.04448222728,1.472701452
119,1.179208716,-0.0005484269174,1.514614502
120,1.136204593,-0.02526092526,1.559943585
121,1.186724705,-0.006808107351,1.45096201
122,1.167539944,-0.0271703102,1.501337042
123,1.147234989,-0.02302302085,1.498734901
124,1.132558619,-0.007489234843,1.486308763
125,1.108665556,-0.04179833322,1.517569875
126,1.127004691,-0.001084676589,1.474443755
127,1.143273863,-0.008431540573,1.467812445
128,1.08318499,-0.01902084835,1.45823868
129,1.133954035,-0.05048482281,1.439918549
130,1.143443213,0.001650956388,1.448699408
131,1.157888963,-0.02047515413,1.417189738
132,1.180690619,-0.04242072962,1.502728758
133,1.168940418,-0.02767670163,1.411901931
134,1.129168909,-0.005252477779,1.427290501
135,1.130606074,-0.01476015197,1.414751589
136,1.13601153,-0.03971245648,1.404015748
137,1.115630714,-0.02846686417,1.384555012
138,1.138477458,-0.01222669376,1.418754732
139,1.1115897,-0.02431661724,1.398736683
140,1.123667916,-0.009916252683,1.400809473
141,1.112998568,-0.02761398175,1.421719139
142,1.108924945,-0.01326510587,1.406850878
143,1.101610939,-0.01209285934,1.420198527
144,1.099270449,-0.03705026275,1.469067614
145,1.114663458,-0.03450544466,1.372119864
146,1.115886791,-0.03981998636,1.433218318
147,1.139330384,-0.02304009947,1.473568802
148,1.102638574,0.002597765133,1.439108567
149,1.153637043,-0.0241892225,1.459756644
150,1.113056653,-0.01217721859,1.416395009
151,1.202482774,-0.01061684066,1.397444403
