"Respondent","RLH","Bx","By"
132,0.8560624863,0.7117615889,-1.30698834
133,0.4679029935,-0.1339084346,0.1790590285
134,0.9827823701,-0.4119763944,-1.138702708
135,0.9737808163,-0.2649599251,-1.235315264
136,0.7713348682,0.7784791476,-1.501661029
137,0.7963511629,0.2684491603,1.15221656
138,0.9880796765,-0.1018405285,-1.187588862
139,0.8610849489,1.333323071,-1.369026863
140,0.9695573814,-0.2403499526,-1.190001968
141,0.9902428706,-0.03731889903,-1.32119703
142,0.9866393065,-0.1948399512,-1.190890257
143,0.9866864673,-0.03218517685,-1.292870755
144,0.9754982231,-0.345954853,-1.221164277
145,0.9759538002,-0.3412413643,-1.124879435
146,0.6385238585,-0.7239144993,0.5089738842
147,0.9735610774,-0.1564989039,-1.177308479
148,0.961676084,1.691107532,0.3216196855
149,0.9843027964,-0.2277729283,-1.248634056
150,0.9733396725,-0.5131447618,-0.9412583555
151,0.9002126485,1.502453857,0.5160110423
152,0.8992285056,1.846693939,-0.52425647
153,0.807796897,1.494519998,-0.5924549154
154,0.8753279405,1.753877263,-0.7096441647
155,0.8203304128,1.19184288,0.845133571
156,0.9517842611,1.750879161,0.09371279931
157,0.9829355694,-0.01727812089,-1.31451147
158,0.9891016396,-0.01238688178,-1.29718036
159,0.560322486,-0.1350289953,0.5176164335
160,0.9745628088,-0.1056980465,-1.297206824
161,0.9866478085,-0.2189010969,-1.207617361
162,0.9804132821,-0.3959808889,-1.204036378
163,0.7536265776,1.447715496,0.08635010667
164,0.978447578,-0.3861850182,-1.251592712
165,0.9824085402,-0.3637838134,-1.094010421
166,0.9821561339,-0.39958084,-1.154442578
167,0.9064503838,1.440804763,1.48828492
168,0.9666144949,-0.2532237416,-1.181498852
169,0.4580645522,0.7550330596,0.2674693389
170,0.9887515449,-0.1211807913,-1.191316972
171,0.8722388936,1.39956967,0.0009819941707
172,0.9757463034,1.397293061,0.7384237175
173,0.9730530198,-0.4122762756,-1.111583817
174,0.9814217869,-0.3061120522,-1.189307436
175,0.9795722577,1.533886352,0.2718886834
176,0.9858053357,-0.1911327774,-1.18499033
177,0.7240073938,0.9052620867,0.375987189
178,0.9734677684,1.545763714,0.4215255047
179,0.9733720136,-0.5463830449,-0.9621037139
180,0.8668374665,0.580080178,-1.290376561
181,0.5009462881,0.3239353881,0.3529776585
182,0.5720378635,1.737910126,-1.04003487
183,0.9185929653,-0.5036218936,1.376423654
184,0.811128405,-0.8890400136,0.5286759294
185,0.9822616556,0.1088725178,-1.296948089
186,0.9770088804,-0.5322964311,-1.07533654
187,0.6349967445,0.7126423007,-0.2646707099
188,0.978675131,-0.4476718074,-0.997130826
189,0.8159889708,1.539376365,-0.3209561614
190,0.9752339045,1.62223343,0.3477327714
191,0.6679254516,0.5368504521,-0.6860238781
192,0.7140902498,1.914576801,-1.32884175
193,0.9729695397,1.563479233,0.4307160487
194,0.8603337271,0.9225673371,1.323804595
195,0.8930734935,1.909470708,-0.7888071678
196,0.9836446441,1.451435522,0.4372575805
197,0.5962786534,0.4639899491,0.09265145375
198,0.9771832916,-0.552938921,-0.9743649527
199,0.9743746751,-0.1493646857,-1.167877363
200,0.6413499694,0.4282119218,-0.9634150463
201,0.9424010204,1.517513166,-1.243140352
202,0.9858254986,-0.3318494262,-1.116673434
203,0.5725364842,-0.5078253235,0.3808596575
204,0.9753859978,-0.3616739828,-1.092740519
205,0.7303577001,-0.6341952656,1.267135239
206,0.9707922756,-0.3437626371,-1.205213585
207,0.972775882,-0.278776487,-1.145882671
208,0.6980239089,1.039185753,-0.9823932461
209,0.9176519088,1.560662712,1.00683237
210,0.8669998927,1.124729229,-1.070061477
211,0.9884089793,-0.3132013336,-1.148360158
212,0.6717366204,1.604555131,-0.7797474893
213,0.8667094721,0.8017476484,-1.129429594
214,0.9840872919,-0.2054449769,-1.252182186
215,0.9700329972,-0.2872934001,-1.27234513
216,0.6179277397,0.4512711377,-0.8888588122
217,0.9839471043,-0.0588572764,-1.307004118
218,0.9767553837,1.491680713,0.4307343852
219,0.9636901248,-0.2752427652,-1.181426998
220,0.7490610812,1.322279299,-1.396382196
221,0.8695572168,0.5503025421,-1.406286677
222,0.9783724398,-0.3937853349,-1.06767023
223,0.6124162072,1.712051613,-2.290100444
224,0.9902151762,0.2175354735,-1.254476558
225,0.9276363277,1.828550638,-0.6626643399
226,0.8565146099,0.7084894014,-1.289687324
227,0.8311013218,1.435769748,-1.905734375
228,0.9743529257,-0.4462962054,-1.113340242
229,0.8886156055,1.191119496,-0.1104454144
230,0.9565235031,1.724113574,0.4619070629
231,0.8388768927,1.531073209,-0.1833001859
232,0.8421397327,1.493409259,-0.592097353
233,0.8193310328,0.9413379747,-1.552154634
234,0.7578649763,0.9832098,-0.9898372085
235,0.9744012104,1.303786912,0.7020632043
236,0.9739642273,-0.3804238541,-1.165198608
237,0.9928311622,0.2480295248,-1.214879491
238,0.9867537803,-0.1486682952,-1.266963802
239,0.9815994007,-0.2994605377,-1.22270762
240,0.8671858124,1.192309217,-0.443373301
241,0.9725936045,-0.4641458909,-1.161350081
242,0.9721241345,1.183408847,0.8576750647
243,0.9796367642,-0.1426781828,-1.245015092
244,0.9743979707,-0.4946873408,-0.9663165695
245,0.9801931165,-0.1322046464,-1.249265568
246,0.8605620574,0.8387411941,-1.258685643
247,0.7792103163,1.27827241,-1.094626756
248,0.9792278826,-0.4650341439,-1.129705971
249,0.9759048928,-0.0487093795,-1.292433928
250,0.9875762386,0.03905256969,-1.319730981
251,0.8627240575,1.197004079,-0.9923571858
252,0.8813893659,1.611356775,-1.586450653
253,0.4731671126,0.2583552022,0.3813916734
254,0.9833136807,-0.1639756435,-1.25331669
255,0.990464842,0.4389254676,-1.202555502
256,0.4806046927,0.2238625985,-0.5602373833
257,0.7954766376,1.510268578,-1.262000564
258,0.9794006805,1.434543967,0.5338337509
259,0.6973077465,0.9296723298,-1.186597801
260,0.8290468832,-0.2608700508,1.45809552
261,0.983611935,-0.005446132805,-1.317280047
262,0.7711474459,0.1881262457,1.451347447
263,0.9262971424,1.167173775,-1.785220174
264,0.9672108666,1.524421436,0.6155399591
265,0.7544281188,0.4686684345,-0.7041542432
266,0.972251841,0.002671076664,-1.274622717
267,0.9803767467,-0.3206132311,-1.197259579
268,0.9664888162,1.667023898,0.4216475689
269,0.9687161645,1.495574767,0.8354473753
270,0.9639401376,-0.195274816,-1.223754031
271,0.9743526764,0.0283000212,-1.294990708
272,0.9423346924,1.509237166,0.9843457604
273,0.7769029966,1.200122195,0.2114154052
274,0.6649006178,-0.4827458489,0.803777374
275,0.7378265491,1.379422959,-0.9976112592
276,0.8646614361,1.295952498,-1.017706322
277,0.7978626062,1.099711121,0.2879164224
278,0.9650230719,-0.3966333939,-1.137267807
279,0.9774679993,-0.4025122558,-1.249093714
280,0.8960183712,1.525536058,1.030499971
281,0.8845840935,1.390927978,0.0007009680916
282,0.4950013791,0.6119404645,-0.902250995
283,0.9799867218,1.404852755,0.2532249584
284,0.9771106216,-0.3403352691,-1.159985501
285,0.9845664646,-0.06915894394,-1.229335163
286,0.9816132172,-0.2006262663,-1.241474294
287,0.8521822021,0.9091681396,-1.241704143
288,0.8539156249,0.3898116905,-1.30673633
289,0.9782687162,-0.4103056888,-1.131187517
290,0.7635865957,0.09877759911,0.776752865
291,0.969846893,-0.2611965515,-1.228002826
292,0.9830061505,-0.4090740391,-1.095476232
293,0.9852762415,-0.1876794137,-1.178918854
294,0.9797655176,-0.4136155527,-1.227271075
295,0.9782346681,0.03062219704,-1.296298356
296,0.9748348184,-0.527261436,-1.079477734
297,0.9736131356,-0.475271841,-1.17702406
298,0.8325350693,0.5926037066,-1.164205638
299,0.9836883314,-0.06923106701,-1.243082299
300,0.8839527958,-0.404069463,1.373254084
301,0.8909412866,1.330688469,-1.281533609
302,0.9754899971,-0.2618352805,-1.206316401
303,0.7413729078,1.849265838,-0.1479929046
304,0.6912630959,1.127125149,0.04629295548
305,0.9759354093,1.534487539,0.4886432994
306,0.9622799698,1.690193421,0.4762317884
307,0.596039065,0.7086196999,-0.3301652772
308,0.6484397393,0.4981809248,0.6693754497
309,0.8713202058,-0.8381858521,1.157263765
310,0.4948133936,0.369938528,0.125264288
311,0.9319133364,1.551728732,1.122307315
312,0.9764393845,-0.4979783038,-0.9916649898
313,0.9590442592,1.288765852,1.165513226
314,0.8444710478,1.784406157,-1.180760378
315,0.9590777214,1.64638154,0.3607458193
316,0.9654708501,-0.00777648741,-1.297900014
317,0.9789866043,1.580264901,0.3989521502
318,0.9917767703,0.3504189427,-1.283684837
319,0.9809680716,-0.4222098081,-1.083616425
320,0.9888051241,0.07822043788,-1.32149356
321,0.9800703143,0.1435311335,-1.290840996
322,0.9697563298,-0.3731861238,-1.178037212
323,0.9827129105,0.0009071629674,-1.239315316
324,0.9763732421,-0.2654615983,-1.236029833
325,0.8690568577,1.310487876,-0.2674711841
326,0.6683104198,-0.2477378976,0.4407195183
327,0.9845142437,-0.187074837,-1.189997773
328,0.946962048,1.285904582,1.058160393
329,0.9804118827,-0.6108512782,-0.9119104575
330,0.5972406786,0.858089448,-0.8145583631
331,0.9789790963,-0.2780432205,-1.306192956
332,0.873816244,1.108892113,-0.3246971472
333,0.9874494459,-0.1513550027,-1.266061739
334,0.8584744666,1.541776095,-0.1655388214
335,0.9890907327,0.1078689741,-1.283532086
336,0.9873455171,-0.07458590615,-1.254761332
337,0.7025954203,0.04510622254,0.3053642638
338,0.9822733289,-0.2829113207,-1.09841272
339,0.9833461531,-0.2755565591,-1.106983385
340,0.8656191769,1.802060866,-0.8776296661
341,0.8617789824,1.631399128,-1.332952128
342,0.7702087469,1.485042959,-1.107697758
343,0.8531610288,0.9373329405,-1.271603837
344,0.973994947,-0.1898460936,-1.199351435
345,0.9797279359,-0.1610847895,-1.285878054
346,0.9258901691,2.056656396,-0.8375051168
347,0.8130547672,1.490833596,-1.343220912
348,0.9813805897,-0.2268817545,-1.19736687
349,0.9824692344,-0.4139262131,-1.080433194
350,0.6988714492,1.990198703,-1.17689772
351,0.92828058,-0.8329047341,1.071332453
352,0.7021075966,0.8767749358,-0.551524405
353,0.8216311313,2.032609466,-0.1367344445
354,0.9795575813,-0.5095248094,-0.9729408846
355,0.9330265238,1.727866418,0.8896152301
356,0.9735385361,-0.4569501152,-1.015400634
357,0.9665683271,-0.4376342518,-1.128874897
358,0.8178540074,0.9423301162,-1.467442377
359,0.9771554882,-0.3503967002,-1.162208031
360,0.9699513216,1.603818804,0.1017514762
361,0.9479282517,1.702610608,0.6056467485
362,0.9536879976,1.542521837,0.7362894827
363,0.8065511873,1.080721823,-1.315768205
364,0.9759291828,-0.1953820565,-1.227635577
365,0.9552889111,1.131718902,-1.671597757
366,0.8221128317,1.471810062,-1.031972628
367,0.9771438693,-0.1423346981,-1.279759023
368,0.6585367918,0.3591652741,0.790380795
369,0.927304639,0.9888227716,-1.867783942
370,0.8379074832,1.120737422,-1.336430257
371,0.9692157541,-0.4761354714,-0.9701689408
372,0.9862761196,-0.02099388922,-1.24206291
373,0.9343252651,1.299489835,-1.77862423
374,0.8473829905,1.715223358,-0.7469769394
375,0.9795037518,-0.3745777687,-1.154811903
376,0.86133455,1.188812036,-1.342682341
377,0.5248130056,0.8942327798,0.6553654258
378,0.6788730142,0.5746151989,-0.2095186625
379,0.8997220918,1.326999105,0.4415834606
380,0.8398900805,1.588666097,0.004076350256
381,0.7846595164,1.755388663,-1.215999317
382,0.5899279314,0.1641353912,1.484954924
383,0.8747272959,0.4786127922,-1.332049165
384,0.9780159866,-0.1776453604,-1.177109292
385,0.8115381624,0.0886739953,1.448238737
386,0.8545169286,0.6366643685,0.7716868075
387,0.9749713664,-0.04201201502,-1.212129332
388,0.8086176605,1.446290068,-0.2485822626
389,0.8679760969,1.66468248,-0.6534529822
390,0.6266349912,0.690897151,-0.09954608295
391,0.679449454,1.001892695,0.3465309564
392,0.9729491583,-0.512026359,-0.9877451473
393,0.7916089678,-0.7217268378,0.6786371551
394,0.982314766,-0.4553422136,-1.116534709
395,0.9762302379,-0.4040578688,-1.162919764
396,0.9799553093,1.511239314,0.1921977663
397,0.6820538692,0.9238607707,0.06868176886
398,0.9786184227,0.204627983,-1.27200001
399,0.750311827,1.774279662,-0.5906463684
400,0.9783898431,1.28811324,0.6855039943
401,0.9879133138,0.2704463938,-1.30890483
402,0.5088385266,1.153476452,-0.5948626422
403,0.9551042723,1.476910987,1.100138705
404,0.7825263968,-0.5757209575,0.7754202158
405,0.830166594,0.9688791256,-1.364373818
406,0.7904148859,1.736572457,-1.29835944
407,0.6603206365,1.965351651,-1.01393282
408,0.8604428862,1.425786227,-1.234481927
409,0.9800747876,-0.04251501538,-1.278553829
410,0.974377421,-0.11716729,-1.289804691
411,0.9776784488,-0.4737648933,-1.186691247
412,0.8239256278,1.059237428,0.2673494717
413,0.8725452633,1.440891698,-0.1908486082
414,0.8073433488,-0.3271575135,1.178016726
415,0.9853670239,-0.4230947286,-1.110575369
416,0.8943479982,1.775210425,0.9539159467
417,0.8575409101,1.582046087,-0.3477132393
418,0.712711929,1.30801981,-0.9895713341
419,0.5552376814,0.9339502371,-1.283543114
420,0.9843908834,1.528722023,0.1874514922
421,0.8559608262,1.445536509,-0.6450378451
422,0.9567056273,1.741930483,0.3796831116
423,0.8045230708,0.8359841704,1.500901846
424,0.6003768356,0.3191410726,-1.235733552
425,0.9890436479,0.1828478303,-1.242601877
426,0.8730704013,1.060792726,-1.889710386
427,0.9862729157,-0.1638645656,-1.180651245
428,0.7960091009,1.509062481,-0.5655031794
429,0.9674327222,-0.3633716251,-1.164716709
430,0.5778253495,1.255210167,-1.00022096
431,0.6529953004,0.07322917673,1.120580852
432,0.9709454764,-0.5263714955,-0.9590174308
433,0.9650727156,-0.1939404997,-1.274664505
434,0.6981038973,-0.3239367155,1.204421513
435,0.8743904018,0.6568806513,-1.36300604
436,0.9717910523,-0.4085707497,-1.090123076
437,0.7007046065,-1.107874717,1.283364227
438,0.9809740077,1.193823877,0.8832540106
439,0.9565165957,1.221735879,1.134239918
440,0.9684047751,-0.3757321313,-1.098952266
441,0.7650447349,1.433007446,-0.3567571002
442,0.9752644379,1.355219529,0.6702672177
443,0.850933678,-0.6442681396,0.6401051601
444,0.9794836046,-0.3810955976,-1.170562707
445,0.6278060895,-0.660685164,0.9405900363
446,0.9737486656,1.335802934,0.8257613033
447,0.9743980128,-0.1421833982,-1.220916793
448,0.9798993571,-0.3479758635,-1.249147402
449,0.9703005008,1.519252594,0.668688639
450,0.9747075258,-0.304150832,-1.160542225
451,0.9849620361,-0.08602188529,-1.239334909
452,0.9521291811,1.512567096,0.7999236972
453,0.8230654706,0.5222673005,-1.514059062
454,0.9624757318,-0.2866815235,-1.209257608
455,0.7231659204,0.7735787012,0.2151438079
456,0.8117678248,1.829493791,-1.325317478
457,0.805284335,1.308322517,-0.8004265272
458,0.9886398846,0.1769163305,-1.296580695
459,0.7942299312,1.459168752,-0.918749733
460,0.9105127493,1.71351696,-1.271342314
461,0.9834231825,-0.189919633,-1.281009439
462,0.9507470231,1.685828824,0.7862077013
463,0.9822755966,1.325150997,0.6212641544
464,0.8615561462,1.392378478,-0.7143630773
465,0.978370777,1.298155902,0.8166081169
466,0.9776408405,-0.04909136555,-1.232464108
467,0.9862536433,0.02440605236,-1.320731988
468,0.9152478419,1.907586166,-0.831147275
469,0.9385839988,1.694491625,0.6619048093
470,0.810257668,0.8914194263,-1.034832911
471,0.9756777824,0.007129885672,-1.273675962
472,0.9790047653,-0.4248846182,-1.169516018
473,0.9828241349,1.452565935,0.3509131085
474,0.8986421756,1.731909018,0.9940899103
475,0.542932745,0.5886629656,-0.4917395172
476,0.9084586171,1.47412109,-1.549392177
477,0.7363074742,1.724761899,0.05653335665
478,0.7513225462,1.174743848,0.1933334281
479,0.9741575226,-0.5153500204,-1.050018368
480,0.8675342377,1.398410213,0.0237316489
481,0.9739994871,-0.5251141581,-1.162094598
482,0.7080724433,1.704763408,-0.6034386162
483,0.9804504214,-0.1558018952,-1.183842968
484,0.9789360113,-0.4544540938,-1.143118619
485,0.9819730356,-0.04056496074,-1.243083787
486,0.9781371933,-0.5660199971,-1.01201911
487,0.987125203,-0.06531020095,-1.224139971
488,0.9821113679,-0.1790997082,-1.217052165
489,0.9896011822,0.1106557335,-1.350220123
490,0.9309127207,1.943390828,-1.042977715
491,0.986154202,-0.1927517064,-1.145529317
492,0.6842435657,-0.3788688479,0.5135842291
493,0.6762149755,0.7967646363,-1.34311976
494,0.9203377734,1.751381313,1.119035899
495,0.8542926641,1.586698245,-1.010547807
496,0.9761232116,-0.3477923354,-1.214342288
497,0.7520871867,-0.6411098434,0.759341569
498,0.9910657941,0.06989308009,-1.261578133
499,0.9085654431,1.589134362,-1.426534218
500,0.9860289539,-0.2299053179,-1.215544904
501,0.6435009146,1.46048603,-0.4886797761
502,0.982329401,-0.3357187411,-1.121683405
503,0.6717716053,0.5998501708,-1.290950499
504,0.44909871,0.08310252863,0.5306953164
505,0.7357885752,-0.906882101,0.594856419
506,0.9077715798,1.82793748,-1.142855463
507,0.9651410298,-0.02511314818,-1.237524693
508,0.8137222981,1.550687991,-1.549374917
509,0.9720241069,-0.4337956222,-1.069579447
510,0.6788311488,-0.1927058419,0.8947121588
511,0.9835614402,0.2302197947,-1.297191427
512,0.9807350396,-0.2808586479,-1.191070752
513,0.7613436236,1.667789202,-1.340170387
514,0.856211621,1.695316127,-0.05495021646
515,0.9675148654,-0.2450304957,-1.176446445
516,0.9808569021,-0.0001358726291,-1.293502277
517,0.946010115,1.69018905,0.6153984926
518,0.9872842528,-0.07144188415,-1.227766896
519,0.9392733185,1.852828384,-0.8586919885
520,0.910785434,1.848767048,-0.4259790664
521,0.7115402233,1.372255468,-0.06533640302
522,0.9842470351,-0.2300256916,-1.221800404
523,0.9844517146,1.462618536,0.1096800157
524,0.9764859541,-0.2924610502,-1.170398831
525,0.870368347,1.824303226,-0.9667946376
526,0.5478849727,1.407254439,-1.138764048
527,0.578477359,1.373783446,0.01641833513
528,0.9755821419,-0.3549034255,-1.256465265
529,0.9881973426,0.1405743459,-1.340207426
530,0.8723974463,1.910070402,-0.880400211
531,0.9908295389,0.1517866549,-1.283065516
532,0.8828807552,1.057063381,0.9743408773
533,0.9839156928,0.01614464102,-1.340327772
534,0.9804063952,-0.09322380783,-1.262338649
535,0.9651579481,0.003075916014,-1.258710757
536,0.9838591713,0.1049819241,-1.295341362
537,0.9468288242,1.204661976,-1.70555798
538,0.8533359523,0.6377323075,-1.385597039
539,0.9783953278,0.0555380594,-1.233135824
540,0.7950181493,1.911960934,0.1899281699
541,0.9899626582,0.000833307451,-1.329568389
542,0.8570353062,1.509614492,0.3191398313
543,0.8683568287,0.6336715046,-1.26973383
544,0.8481075488,1.572632636,-0.02582222049
545,0.9806001399,-0.4184285972,-1.200989453
546,0.8549492879,1.788268126,-0.7497842525
547,0.9836603626,-0.4173116537,-1.097066479
548,0.9742192369,-0.2860032194,-1.150966274
549,0.9573765523,1.598522698,0.5902116452
550,0.8629616944,1.473652789,-0.2221267293
551,0.9783512579,-0.09137767861,-1.302743192
552,0.8622409319,0.6457581737,-1.470457888
553,0.6301698761,0.3835837508,-1.024861824
554,0.9848198137,-0.03921399439,-1.253010034
555,0.9756517666,-0.5885645475,-0.8713103337
556,0.7003440778,0.3632815485,-1.22544697
557,0.9818784663,-0.4409326312,-1.017007529
558,0.9582890358,1.613264352,0.7001169635
559,0.9755705024,-0.5383042524,-1.075493828
560,0.7865513919,0.7165945975,-0.61786634
561,0.983475383,-0.3137347543,-1.152310623
562,0.9838686446,-0.2131342515,-1.219188624
563,0.8778273221,1.619394308,-1.201278271
564,0.8191181837,-0.5507198419,0.8825763529
565,0.720874927,-0.8224168209,0.5001445662
566,0.9723763942,-0.5142946115,-1.089707558
567,0.9773229091,-0.3568421881,-1.126458908
568,0.9678288986,-0.2946818238,-1.245745336
569,0.8813044236,1.404915841,0.1973271326
570,0.9897490418,-0.03318449729,-1.255560757
571,0.9759005673,-0.433483234,-1.152215852
572,0.9643346693,0.007746263064,-1.282551574
573,0.9059351172,1.872157169,-1.106571623
574,0.8610223862,0.2402056499,1.16081477
575,0.9812352984,-0.2765266947,-1.259620127
576,0.9764805843,1.413393468,0.6034455218
577,0.980882567,-0.6089066245,-0.98826857
578,0.9735084312,-0.3505800258,-1.198609397
579,0.9721544647,-0.3875369143,-1.029491836
580,0.3340228832,1.098955997,-0.9245165933
581,0.973333951,0.2007693933,-1.254882445
582,0.9759898221,-0.3360954763,-1.144692964
583,0.685475047,-0.7531444193,0.6263973512
584,0.979040156,-0.4329922052,-1.16627178
585,0.9911092787,0.1392972758,-1.34677741
586,0.8660874567,1.504008176,0.2297031236
587,0.9753098659,-0.3902576697,-1.082818794
588,0.9702766484,-0.2704764511,-1.110615672
589,0.8833227468,1.459689864,0.3994852168
590,0.7337888648,2.081753124,-1.916922568
591,0.9643306175,1.229050012,1.079294899
592,0.9531084484,1.515639602,0.8086472169
593,0.9812175368,1.557068329,0.008764590412
594,0.789532333,1.702743756,-0.166839801
595,0.7499188317,-0.7227222144,1.031558317
596,0.9766863726,-0.4133001216,-0.9569673593
597,0.9819223892,-0.09447177431,-1.323810142
598,0.9804158758,0.09024360589,-1.284223739
599,0.9861485646,0.0318537479,-1.242766275
600,0.9150546692,1.64961713,-1.081937196
601,0.7662295185,0.2502012929,0.8831943862
602,0.7647298484,1.265045332,-0.9343329603
603,0.9772053406,-0.5198373935,-1.105024039
604,0.8709876379,0.4102744351,-1.425429236
605,0.9770437079,-0.1607464404,-1.251416316
606,0.9776461967,-0.1810400653,-1.293056585
607,0.8984536401,1.907697992,-0.6629364276
608,0.9788717174,-0.2473725842,-1.185062905
