"Iteration","Bx x Bx","By x Bx","By x By","EC x Bx","EC x By","EC x EC"
38,0.9433750261,-0.04601476748,0.9432897903,0.03359469085,-0.04887354385,8.786758868
39,0.988763525,-0.04735323957,0.9215979824,0.09847031841,-0.01558803557,8.628373171
40,0.9972541265,-0.04435618239,0.9364803341,0.114018629,-0.03673188926,8.30168161
41,1.006237035,-0.03876456818,0.9290336037,0.1155656868,0.005465051752,8.681633658
42,1.006478429,-0.01110693149,0.9036529588,0.08421090643,0.06571470233,8.70589686
43,0.9886570473,-0.0188934047,0.9262289868,-0.01202827613,0.02565123823,8.547460849
44,0.9796001853,-0.02955387562,0.9658751714,0.03525175076,0.06640104949,8.364918311
45,0.9881166255,-0.01036987284,0.9548892734,0.07903651653,0.0268175947,8.74691417
46,1.024338398,-0.03493066862,0.893953615,-0.006185423853,0.02786553915,8.659009152
47,0.9929899382,-0.02549360703,0.9501547987,0.1008214804,-0.04459169625,8.541736052
48,0.990558886,-0.01945907774,0.9379163366,0.0183511138,-0.04795966508,8.664780691
49,1.03797889,-0.01177243913,0.9519477335,0.04138405592,-0.08209975298,8.746097725
50,1.034507402,0.002636637293,0.9423439885,0.1293630569,-0.03454849846,8.561474086
51,1.039575151,-0.03577104215,0.9421213778,0.05924215915,-0.005883447629,9.026281282
52,1.020654945,-0.01427524675,0.9520433461,0.04392019073,-0.05833596652,8.623494261
53,1.030132001,-0.01634650559,0.9311958326,0.09597346338,-0.05572871435,8.719259759
54,1.02309514,-0.008280245876,0.9452600537,0.007116375777,0.02097099829,8.707221587
55,0.9809450783,-0.03495804573,0.9251158687,-0.03955222149,-0.03607233917,8.632520998
56,1.021648346,-0.01111226126,0.9321522129,-0.03648805398,-0.01447194298,8.516289093
57,0.9784354288,-0.0001079887026,0.9759608222,0.0406250037,-0.004041099756,8.733990951
58,0.9816659668,-0.008156207898,0.9278354014,0.05051539791,-0.002931925684,8.599067777
59,0.9957720681,-0.001666247582,0.9439334417,0.03188470536,-0.0101225593,8.423688925
60,0.9691312265,-0.02034904429,0.953941617,0.01298743725,0.02478958769,8.503319966
61,0.9569687557,-0.02772365775,0.9438937175,0.08657049521,0.01323186483,8.619319684
62,0.9640832948,-0.003630254854,0.961641379,0.1363527696,0.02201960547,8.553844295
63,0.9628357973,-0.01903244891,0.9018735478,0.04184941624,0.07100162861,8.776015548
64,0.9359442482,-0.02169321497,0.952202496,0.07280641972,-0.007289413165,8.305320355
65,0.9655145695,-0.02169553955,1.003031899,0.04267860068,0.03263006158,8.566986005
66,0.9604271209,-0.04584135334,0.9623886836,0.07842385901,0.004060120368,8.320153469
67,0.9479727796,-0.01459463944,0.9726106817,0.05105561994,0.07170158741,8.306728952
68,0.9364548481,-0.02979984049,0.9462536611,0.03999512965,0.1058020731,8.162504852
69,0.9266398265,-0.0340437128,0.9874553262,0.09016958995,0.03445942773,8.295705279
70,0.9665009765,-0.01873835007,0.9586851886,0.1242004528,0.07848784683,7.974208447
71,0.9769203855,-0.02261791332,0.9610867138,0.05643157095,0.05587290416,8.003915495
72,0.9462634632,-0.04811895849,0.9565674607,0.1679572226,-0.03870690335,8.23609984
73,0.9539228027,-0.02917690442,0.9762971552,0.1028186541,0.04092011866,8.163086203
74,0.9251319274,-0.03561639334,0.9659194892,0.04597028647,0.06412874262,7.76924896
75,0.942684843,-0.02605546855,0.9905809044,0.09382376207,0.1018954992,8.034547163
76,0.9414883241,-0.03115118143,0.9657195871,0.08221163563,0.04601032769,8.196751919
77,0.9235662903,-0.03864984822,0.931981955,0.06555418497,0.008167426332,7.987320015
78,0.9438287347,-0.05088231237,0.9548095138,0.05925420906,0.01414442365,7.737561836
79,0.9122884063,-0.06682826069,0.9798203651,0.1000037067,-0.01218355542,7.955875676
80,0.9044936473,-0.05302985798,0.9677269344,0.1964969584,0.0006997817216,7.8622349
81,0.9616184175,-0.04303772247,0.9963137175,0.06655829464,0.0160266007,7.802918425
82,0.9151445245,-0.04705712765,1.003438645,0.1376302409,0.03319949771,8.061706484
83,0.942944933,-0.05000761849,0.9774187915,0.07833017641,-0.002898377524,7.670117251
84,0.9403609234,-0.07511894735,0.9675286468,0.06376846782,-0.0195674441,7.858226371
85,0.9065264807,-0.06075384384,0.9713713708,0.09957793375,-0.04139094674,7.988466281
86,0.9170765612,-0.06062914355,1.012383465,0.1910432093,-0.08253437209,8.109853288
87,0.9416232237,-0.07368779441,0.9869484834,0.1569626631,-0.0750334173,7.907305442
88,0.9121930459,-0.05121598202,0.9835055769,0.1921527552,-0.06496764719,8.054145682
89,0.9312555033,-0.06733639573,1.005316218,0.2093161553,-0.1232495948,8.352408899
90,0.9065465224,-0.03940561974,0.955627599,0.05568464224,-0.1770277239,7.880468147
91,0.9049587729,-0.03088229296,0.9581202851,0.1942986346,-0.1177086842,7.750849437
92,0.9062668735,-0.04906871698,0.9766061661,0.1828307679,-0.136883773,7.835294773
93,0.9193144764,-0.05048718264,0.9068888806,0.1874957599,-0.03997835456,7.937099224
94,0.9512108024,-0.04249220316,0.9378708462,0.1346647888,-0.1014392952,7.859894436
95,0.9359523746,-0.06080991603,0.9670003644,0.1711255929,-0.08079172146,7.659153979
96,0.9633474047,-0.03019186951,0.9263452379,0.1260155574,-0.05461763631,7.969677563
97,0.9278557142,-0.08293706138,0.937266064,0.1244469808,-0.03970590476,8.08715923
98,0.9135334767,-0.03169767117,0.9442820235,0.1712096149,0.03356523118,7.688823939
99,0.94730929,-0.005269348975,0.9387070256,0.07834715706,-0.02087462486,8.426695761
100,0.9286138814,-0.04096148453,0.9775373617,0.1297919166,-0.01195122649,8.209657478
101,0.9044536075,-0.02442921456,0.9442069188,0.1546809839,0.03773467927,8.26533273
102,0.9011706086,-0.05336712765,0.944222823,0.1096929125,-0.04157202728,8.109134209
103,0.8975465697,-0.03097673775,0.9395324314,0.1049612333,0.05172771984,8.165714763
104,0.9113206333,-0.04090344588,0.9233501507,0.1044112941,-0.007845474932,8.291167697
105,0.9448355695,-0.03945669895,0.9642249512,0.08219777357,0.08278777738,8.23743412
106,0.9441833431,-0.04811357317,0.94415418,0.1627771991,0.04415324334,8.283577067
107,0.9504015147,-0.02742562542,0.9254608814,0.05108872757,0.04739997509,8.67538522
108,0.9237860111,-0.01077796963,0.951984492,0.08602866866,0.04120523127,8.137529347
109,0.9625816371,-0.02982373923,0.9385234652,0.09787348299,-0.009935279445,8.124480187
110,0.9461085376,-0.02877102565,0.9386519519,0.112578285,0.04161255726,8.183987976
111,0.948289949,-0.0411650838,0.9361808795,0.0005824609139,-0.0150159715,7.997911429
112,0.9316434691,-0.03998000519,0.9097408747,0.1971625677,-0.01757712651,8.200124616
113,0.9334486053,-0.06210866394,0.9356803674,0.06908622909,-0.006974323204,8.319175496
114,0.9272535727,-0.03097430418,0.9460906401,0.08170113746,-0.06682547023,8.105197054
115,0.9039339063,-0.03873604733,0.9354018321,0.1099136305,-0.03190992583,8.470982752
116,0.948794687,-0.03492150509,0.9227430132,0.193992432,0.0301431498,8.231703976
117,0.9368054465,-0.03070304396,0.9478159177,0.1175889107,-0.05133666901,8.180817584
118,0.9267781155,-0.02868412768,0.9422944053,0.1544581465,-0.01379215175,8.558177135
119,0.8946495334,-0.03047637448,0.954009304,0.1246993534,-0.04676714982,8.661624745
120,0.9074428758,0.006472475309,0.9533079552,0.1497981245,-0.04648178062,8.399751869
121,0.8609536589,-0.008164265081,0.9524163513,0.1518379952,-0.03811400215,8.461410402
122,0.9364424692,-0.01132517131,0.9291369131,0.07197012691,-0.07383889357,8.416745089
123,0.8783295186,-0.00827645254,0.9056451742,0.1346107705,-0.06022052301,8.560968871
124,0.9334643861,-0.01393760088,0.916738575,0.1510191573,-0.08567813709,8.657148158
125,0.9036539128,-0.02755550699,0.9354955659,0.0570376388,-0.05805869901,8.835933012
126,0.9231970339,-0.05681970401,1.007529599,0.1037643229,-0.05037650604,8.901387952
127,0.9304425306,-0.03784672753,0.9291812434,0.0477748532,-0.05923420388,8.913844326
128,0.8991744352,-0.001969645665,0.9410505752,0.1005962707,-0.08271860746,9.275039389
129,0.9015662088,-0.01282103959,0.9323933907,0.06779790068,0.05782097335,8.965785298
130,0.9097784191,-0.03841841807,0.9132384708,0.119861107,0.000482835661,9.027357912
131,0.9035848292,-0.02688374236,0.8812816351,0.04907134883,0.05034216226,8.67062643
132,0.884080544,-0.03158804887,0.934534189,0.08390156837,-0.08822074213,8.633628587
133,0.8866119873,-0.02469437252,0.9161032709,0.09103361557,-0.08234326669,8.711484033
134,0.8984555767,-0.03647479123,0.9048579406,0.01101451189,-0.02695652678,8.676892343
135,0.9192618361,-0.06440614108,0.8980930907,0.01394814418,-0.0203915193,8.539820501
136,0.9133070871,-0.0448005157,0.9181252807,-0.05602679857,-0.0580543612,8.50400782
137,0.8967571225,-0.03777022605,0.9102185374,0.04380839324,-0.07719179298,8.190238301
138,0.9085088282,-0.04648947599,0.925008591,-0.00870034189,0.01996895566,8.419825459
139,0.9288847047,-0.0482386211,0.8960528418,0.06013378363,-0.07154922821,8.366631212
140,0.9324996637,-0.04665767814,0.9176885918,0.1114805419,-0.02216506129,8.302683527
141,0.915586909,-0.03620017191,0.9017161979,0.03751556878,-0.02447265952,8.444082367
142,0.8705069941,-0.06434828662,0.9413113802,0.07351247118,-0.1078112974,8.57310683
143,0.8923462242,-0.08062582237,0.9186356424,0.09213371055,-0.02952955381,8.310624066
144,0.951803699,-0.04327532547,0.9209454313,0.1078384661,-0.05690247945,8.434016986
145,0.9049575876,-0.03434921836,0.9235762682,0.1611314521,-0.01854908482,8.29258883
146,0.8948594854,-0.04915588213,0.8807414735,0.1224654387,0.02635198135,8.498138921
147,0.9003184749,-0.06233579823,0.9043157617,0.1230892642,0.1458725887,8.52497995
148,0.9267360186,-0.0453328738,0.855513372,0.1342131312,0.04973028202,8.63410626
149,0.9163624482,-0.01930947633,0.9176048058,0.1549542835,0.05815416538,8.832993837
150,0.8999092035,-0.04201290102,0.9011007545,0.0910650713,0.04962463188,8.793834196
151,0.9624700757,-0.04033307986,0.8956706361,0.1325846438,0.1231682445,8.791121238
152,0.9251884242,-0.01697685021,0.8868668973,0.08352907841,0.05673226487,8.641410708
153,0.9356760001,-0.004912128031,0.9117106128,0.1919899424,0.01109001162,8.724113249
154,0.9454920136,-0.0306331825,0.9129209123,0.08413833298,-0.03488007098,8.547936056
155,0.9354204528,0.002184124949,0.8886237304,0.04891072703,-0.01691239849,8.573663532
156,0.9568469808,0.0003789734681,0.8525519208,0.04846499564,-0.009611082094,8.733155807
157,0.9672554947,0.0008847336646,0.9153039393,0.09188070846,-0.002979412834,8.447043915
158,0.934793892,-0.01152479709,0.8963618108,0.001147826142,-0.06402336179,8.507693599
159,0.9867385507,-0.01187488686,0.8995882037,0.04939245826,-0.03335565243,8.551364008
160,0.9479397939,-0.02226284022,0.8865914691,0.0956619287,-0.1107857128,8.678488948
161,0.9783899677,0.0004452818436,0.884886446,0.09621703313,-0.03935190524,8.577600101
162,1.00717616,-0.02234328189,0.8815718665,0.05809423003,-0.1159476424,8.841523741
163,1.003238163,-0.02900409909,0.9007971393,0.08270399624,-0.09068692531,8.506264475
164,1.01216473,-0.02848652461,0.885874831,0.06782344895,-0.07142306472,8.360191932
165,1.050572827,-0.04286499455,0.9030588989,0.0300751155,-0.1137043639,8.178989056
166,1.067218055,-0.02815606346,0.8891780579,0.002332839419,-0.08843397611,8.185637903
167,1.017421894,-0.004424101412,0.8849989023,-0.005058219416,-0.1652974234,8.400642031
168,1.029085995,-0.02940075333,0.8810858464,-0.03448820476,-0.1496838229,8.243298889
169,1.021657788,-0.01935729865,0.8867363304,-0.00856906678,-0.1443033739,7.920199562
170,0.9937944408,0.01464486224,0.8940190283,0.08477566153,-0.1024044645,7.906169262
171,0.982593908,-0.01450154335,0.901196732,-0.05432001752,-0.1482082314,8.118129125
172,1.004165746,-0.01182477738,0.9090016681,0.008256812759,-0.1745953163,7.958507808
173,1.028506512,0.006049864529,0.8568175653,0.02278744166,-0.1040277514,7.940082352
174,1.011375527,0.007420976085,0.8519065051,-0.01660752154,-0.1268367325,8.077064324
175,1.001947109,0.01433656047,0.8950335902,-0.01390829354,-0.14475349,8.18967349
176,1.035117604,-0.02257548339,0.8664034642,0.02811016747,-0.1220671771,8.277288663
177,1.015826426,-0.04553638577,0.8655166757,0.07494255658,-0.1458557055,8.166696005
178,1.022600997,-0.03351012815,0.9044060939,-0.04185919365,-0.167444354,8.336493862
179,1.013993486,-0.04866441546,0.8732994421,0.01570236483,-0.1624733407,8.127865336
180,0.9990337179,-0.02038061354,0.8857161112,-0.005783103683,-0.1036677328,8.369571773
181,1.010472462,-0.003886749758,0.9071075078,0.06954087411,-0.1313511494,8.33960748
182,1.023126586,-0.01610213109,0.9051861747,-0.02606532656,-0.1172704398,8.240762176
183,1.012958098,-0.02689830159,0.864672883,0.04514017487,-0.0429417372,8.219980526
184,1.021841194,-0.02860261431,0.8711274367,-0.03496391066,-0.1084672492,8.053119221
185,1.007595803,0.01122643443,0.9046116266,0.04717182689,-0.09771262222,8.225552515
186,1.028017159,-0.02665751742,0.8973700692,0.02757392608,-0.06480105607,8.068839101
187,0.982344223,-0.04627812672,0.9039098232,0.07367389498,-0.07831566599,7.893758292
188,0.976199597,-0.0432015298,0.9023863679,0.09297547387,-0.1490772097,8.20222849
189,0.9800571314,-0.02108272952,0.8679574802,0.0888764396,-0.09704488544,8.001075272
190,0.9717009841,-0.01438463528,0.9001848189,0.07324155502,-0.1141041085,7.919821484
191,0.9739266655,-0.02154457186,0.9247271937,0.04657079396,-0.07155297014,8.548815821
192,0.9966056775,-0.0334373258,0.8703781896,0.1122712983,0.02333576655,8.607608699
193,0.9756284769,-0.01768588837,0.90856803,-0.003723981054,-0.1338140294,8.415884878
194,0.9920050199,-0.02985849037,0.9101584524,0.05450008379,-0.01559318464,8.304885451
195,0.971219625,-0.01718150642,0.9180735437,0.06874847988,-0.07647167592,8.092635325
196,0.9723523787,-0.005149711521,0.9236633375,0.1118706943,-0.02721237597,7.8868654
197,0.9530716807,-0.005488070466,0.9244785591,0.1324505096,-0.02856909862,8.204415856
198,1.003721054,-0.007824899909,0.8931391269,-0.01697775786,-0.02811660133,7.904108165
199,1.022246747,-0.009195153226,0.8978519836,0.1189852302,-0.06598791754,8.160933682
200,0.9795647154,0.001484318023,0.8890110641,0.04526741218,-0.1171763368,8.206883468
201,0.9452978489,-0.0165729626,0.8856629838,0.1185274137,-0.1180370068,8.320118217
202,0.9806375451,0.001633348578,0.9042088395,0.07720348886,-0.07675723003,8.315560593
203,0.9624784777,-0.01673978438,0.8635176313,0.1447641819,-0.006912120255,8.341974668
204,0.9550606766,-0.002814131857,0.8852217461,0.006533693826,-0.07057151388,7.841393834
205,0.9643424579,0.01090476649,0.8834488201,-0.01439286848,-0.1245466669,8.36988344
206,0.9842134309,-0.001568573995,0.9475077568,0.03488853069,-0.09094518075,8.16516314
207,0.9326778352,-0.01496406147,0.9429510236,0.06782794878,-0.136864015,7.883370125
208,0.935272646,0.009850522772,0.9379838145,0.06420718506,-0.117191409,7.999179149
209,0.9439936417,0.005063116217,0.9094488037,-0.01518127476,-0.1813531186,8.056659745
210,0.9683108564,0.008545603548,0.9212733187,0.004240925678,-0.08172400623,8.122378438
211,0.9928216711,-0.01588576817,0.9033225185,0.0967974795,-0.08853332771,8.159457848
212,0.9652260392,-0.002673731532,0.9147258164,0.1544144031,-0.1256385261,8.13170557
213,0.9680112459,0.01017330725,0.9083285036,0.1555446511,-0.05092952727,7.725308455
214,0.9498343881,0.03424979371,0.8978569387,0.1619926777,-0.1071095453,7.624402803
215,0.908013536,0.006625589415,0.9220378567,0.06063469985,-0.07249694659,7.658692997
216,0.914471267,-0.008748449828,0.925901147,0.06277304989,-0.03272677225,7.884586233
217,0.904694454,0.01676820097,0.8836190151,0.177508642,-0.09743182306,8.119171756
218,0.9384438469,0.01279078966,0.8595175325,0.0870787891,-0.07360494321,7.953536067
219,0.8968498006,0.02035055106,0.8992417157,0.04184700795,-0.04939581907,8.202974165
220,0.9114320008,0.001690624057,0.8872969793,0.04874433415,-0.01979164649,8.126615863
221,0.9041384574,-0.008695008777,0.8771523755,0.05820495185,-0.02753237166,7.975117668
222,0.8823617422,-0.02957221471,0.8778213167,0.09155954426,-0.07749933346,7.860851489
223,0.8579702047,-0.004244749266,0.864489467,0.04018803199,-0.1182163768,8.109630345
224,0.8974537275,0.01904314876,0.8901721582,0.04393642343,-0.08218240881,8.038308968
225,0.8480748652,-0.01684276778,0.8799150207,0.06212152765,-0.06197784446,7.982483509
226,0.8875932438,0.02047618163,0.85429812,0.1185647522,-0.03036076285,8.012214334
227,0.8444713019,0.006257211397,0.8627298242,0.1488718724,0.02102694974,8.167897691
228,0.8980816773,-0.01875596119,0.9040153683,0.1597385042,0.05454684074,8.147437151
229,0.8749350816,-0.01066731671,0.8789617356,0.1806124372,0.124024527,7.91650947
230,0.875172235,-0.001338853592,0.8384851536,0.1242864736,0.09916491167,8.484623209
231,0.9222482813,-0.02070836704,0.8207394831,0.09591254861,0.1146961158,8.566209346
232,0.9070040206,-0.02138172241,0.8592340486,0.07194407907,0.08044254194,8.180285562
233,0.8584126822,-0.01054141109,0.846948958,0.1229272631,-0.009194211521,8.007345199
234,0.9103540511,0.004869343417,0.8529152812,0.1220397826,0.04413304279,7.892903831
235,0.9066645024,-0.02136185404,0.8388729844,0.1344817765,0.04034496303,8.183662485
236,0.9119364998,-0.004368046105,0.854689171,0.168853046,0.09766422055,8.355567257
237,0.8634504312,-0.01887112193,0.8524523697,0.1130883132,0.05728875145,8.13707784
238,0.9270280517,-0.01018568203,0.8673256516,0.1259147275,0.06385768092,8.104822106
239,0.872827035,-0.03107866726,0.8440651831,0.1287750994,0.03516837728,7.814389403
240,0.8861151742,-0.03390403019,0.8575033424,0.08217426563,-0.007535978793,7.70333312
241,0.8948840073,-0.03406157856,0.8561088053,0.0662071846,0.06241945624,7.7911944
242,0.8816228819,-0.04651670492,0.8803969655,-0.00863393462,-0.002223919855,7.896333521
243,0.8864666496,-0.02443955529,0.8825310067,0.007817660544,0.01022250203,7.813180415
244,0.8742948799,-0.0349514587,0.856750838,0.1016085508,0.06006028568,7.760865284
245,0.8648456797,-0.04198596305,0.8731281525,0.05770978963,0.08868742557,8.083908455
246,0.8657232811,-0.0485316603,0.8948280147,-0.008381506191,0.04939939442,7.923860804
247,0.8828215882,-0.03202297536,0.8860272116,0.1029345862,0.0820349535,7.995795934
248,0.8565502054,-0.05093121821,0.885643976,0.0403261424,0.0421552982,7.661922343
249,0.8763282393,-0.02401840972,0.8743667691,0.04883392243,0.0724807694,7.859143073
250,0.8836815359,-0.01960829274,0.8663204994,-0.01890455245,0.06894772209,7.519642933
251,0.9010557298,-0.0200167298,0.8689799922,0.0202543835,0.1077348471,7.862034394
252,0.8954735525,-0.01688031918,0.8577518154,-0.03530245918,0.05922856346,8.040692654
253,0.8798255576,-0.03042443429,0.8795021586,0.06593034509,0.07623733282,7.757603493
254,0.8803680448,-0.036129223,0.8928502597,0.02301608638,0.08529868318,7.889063787
255,0.909017247,-0.0396203653,0.8794281582,0.03109037737,0.1420708769,7.786816623
256,0.9163181239,-0.0563781785,0.895722402,0.007861320026,0.05929970079,7.795312275
257,0.8671574036,-0.02922558916,0.8984535117,0.01600175115,0.1132661741,7.774672434
258,0.9105907239,-0.04864271939,0.8951650162,0.01357820651,0.1099195633,7.595910346
259,0.9174857139,-0.01001680125,0.9235878777,0.04572139233,0.115570309,7.625608914
260,0.9126166276,-0.04510764836,0.8863810529,0.02137140455,0.05798090466,7.691959895
261,0.9155731774,-0.04898966389,0.8931690836,0.04654966686,0.06602791176,7.615364256
262,0.9033052126,-0.03027597968,0.9155002771,0.1246791584,0.0739726455,7.493967038
263,0.9106209913,-0.03799517809,0.9258591682,0.01579467845,0.02168886645,7.766417687
264,0.9254593026,-0.0381899971,0.8952817565,0.03304641727,0.09737516191,7.683368281
265,0.8772235804,-0.02419858481,0.8933580916,0.01845946625,0.09503192225,7.768667416
266,0.913910794,-0.06183489755,0.8847898568,0.0408190873,0.06449388135,7.673071627
267,0.9037522797,-0.03877108081,0.8498486948,0.1185171717,0.0861423187,7.741707145
268,0.9117100973,-0.02785892645,0.8786907351,0.04006302652,0.06538449847,7.341889312
269,0.9077812735,-0.02881355895,0.8794712956,0.03717594843,0.04291243626,7.337579438
270,0.9077601146,-0.0362262918,0.8741834786,-0.05552791847,-0.035198326,7.796313363
271,0.8866417198,-0.04125173262,0.8449250237,-0.02369131507,0.010362655,7.500366787
272,0.918188352,-0.004713535558,0.8823170448,0.01279212596,0.03423750889,7.251080881
273,0.8816098179,-0.02527693557,0.8345273763,-0.07366205641,-0.03651523972,7.213959373
274,0.896851665,-0.0006560527364,0.8819470251,0.01199098062,-0.07832360966,7.133856669
275,0.9249010108,-0.02461152961,0.8551067876,0.05635410928,-0.03506640799,7.234036462
276,0.9227468526,-0.02166420763,0.9127778631,0.04759844556,0.007762924658,7.474892437
277,0.9269101436,-0.0117990887,0.8740007867,0.01707229139,0.02700249167,7.543665893
278,0.909640298,-0.02306683185,0.8320016913,0.07920352012,-0.04042701746,7.226281366
279,0.8990756293,-0.01788779484,0.8780523426,0.02014029889,0.03276453106,7.716469461
280,0.9433478013,-0.0274954107,0.8806808048,0.1617883846,-0.02127818669,7.311653861
281,0.9502591242,-0.04309022049,0.8807110024,0.09874885746,-0.01330357962,7.460962478
282,0.9302505602,-0.02452477492,0.8549538886,0.1163229898,-0.04390937696,7.689482224
283,0.9185567327,-0.0401343735,0.9155754658,0.1604055488,0.02159406533,7.52541687
284,0.9429052437,-0.04450662869,0.8841698341,0.1776089545,0.01126047781,7.850264538
285,0.919485769,-0.03031691968,0.8504313818,0.1288798421,-0.01771962339,7.882682229
286,0.9076489999,-0.03552063078,0.8812700987,0.2449132359,-0.01633312369,7.820629434
287,0.9118703776,-0.05302972379,0.8863154644,0.1346025313,-0.01437519363,7.858272329
288,0.9041921552,-0.02555125485,0.8939600977,0.2321589626,0.006415944592,7.890588933
289,0.9097493952,-0.04569496732,0.9158017745,0.1635896418,-0.0108907632,7.833017951
290,0.9400626274,-0.0119572475,0.8692720105,0.2192188878,-0.04110224406,7.489815996
291,0.9723750229,-0.02896194493,0.9062100296,0.1909986114,-0.07154756029,7.697790582
292,0.9482288626,-0.02024050044,0.8750659769,0.2377269978,0.04227578725,7.714765158
293,0.947677911,-0.01632528572,0.9462732882,0.1681292825,-0.04097060342,7.691313482
294,0.9643567082,-0.01770273359,0.8859442554,0.1372560312,-0.0386068101,7.971233084
295,0.9839766712,-0.02139540731,0.9027061084,0.09374167608,-0.02231477842,7.822912405
296,0.98105146,-0.03647921452,0.9156801928,0.2080615188,-0.03928484234,8.030724067
297,0.9501719172,-0.03939919557,0.9369044459,0.1354999303,-0.1089051046,8.343378486
298,0.9737379086,-0.04914813735,0.8961966366,0.09584341969,-0.04308131,8.336267861
299,0.9875661109,-0.04129288819,0.8839475503,0.2076284253,-0.07765661944,8.202360371
300,1.00398194,-0.05079208255,0.9108394239,0.1714038937,-0.1055010836,7.999437541
301,0.9797031409,-0.04752456408,0.9262610154,0.2291368152,-0.0927395776,8.078686849
302,0.9451467591,-0.04745167582,0.9838685996,0.150759186,-0.008237574195,8.179400532
303,0.9538046916,-0.04868659976,1.005856316,0.1511195297,-0.1090248328,8.127147536
304,0.9528106656,-0.06215672479,1.000300085,0.1493563273,-0.1332349213,7.998540215
305,0.9801318143,-0.07768340304,0.9762797987,0.1539957461,-0.1010415826,7.698367674
306,0.9805195005,-0.02960081422,0.9549697831,0.1211751675,-0.1222097935,8.016295967
307,0.95809677,-0.0284652335,0.9588298365,0.1738119247,-0.08996260709,7.72543662
308,0.9681048797,-0.05716801441,0.9413187158,0.09512168777,-0.09672897862,7.663448953
309,0.9803693371,-0.05673943684,0.9530303319,0.1918713724,-0.1689242571,7.968396503
310,0.9754615115,-0.06443288534,0.952884382,0.2289275729,-0.09973191093,8.107180634
311,0.9507145926,-0.0610318877,0.9431954207,0.2331869616,-0.08047571266,8.132472774
312,0.9739471367,-0.03963329792,0.9514823676,0.1626515702,-0.05315132254,8.247679558
313,1.004365531,-0.01598951922,0.9393390995,0.1152298063,-0.06188356941,8.496053351
314,0.9566667704,-0.03939499446,0.9805128056,0.214957205,-0.09673138589,8.363687066
315,0.9829443211,-0.03358981269,0.9098196044,0.2091842505,-0.07641244572,8.368570809
