"iteration","ASC1","BTime","BCost"
1,1.03334497102477,-0.164070387426755,-0.61308560902085
2,1.07560760236036,-0.152334561233968,-0.623923687553637
3,1.0920730556708,-0.154766484809785,-0.607110571289737
4,1.05135251473995,-0.13725722329956,-0.603346412709113
5,1.05103682202421,-0.142859733023809,-0.616760304411082
6,1.04863197742233,-0.141508832809192,-0.609172965278273
7,1.02736814834434,-0.137835798708803,-0.612021137250115
8,1.01971259822872,-0.144202769830343,-0.605389754601648
9,1.01723163404185,-0.132557626073669,-0.594105890645697
10,1.01648467927909,-0.143106119691059,-0.597158194089295
11,1.05485118415429,-0.150602034585812,-0.609687959778603
12,1.02715014863884,-0.13479919726865,-0.594027496427823
13,0.995349391857306,-0.143063887249728,-0.590428342539238
14,0.956300704083951,-0.144337853799555,-0.572286397825982
15,1.0077500290757,-0.156361341900818,-0.601731846727911
16,1.01494594456823,-0.140368310897086,-0.604756826923147
17,1.01384458084411,-0.152381743397335,-0.602977136235621
18,1.01822452791104,-0.148052459113786,-0.594358089022792
19,0.956401873947944,-0.142719815056301,-0.599991409471271
20,0.991551913268211,-0.139025980020525,-0.593564139235538
21,0.948828284001505,-0.126869323889837,-0.593150303213147
22,0.936722247433445,-0.120342391326246,-0.604549678144781
23,0.936837684413212,-0.1413127932091,-0.599156032652529
24,0.958609571837363,-0.146211685164192,-0.616370579866582
25,0.91113116794117,-0.146079388117454,-0.613080337926032
26,0.927355288764059,-0.12388412877422,-0.614253212182982
27,0.956676750916683,-0.136871095428992,-0.635945259982682
28,0.934038496778067,-0.137415384623437,-0.64612392248531
29,0.951679472637848,-0.147073089553609,-0.612860297434535
30,0.918203659099781,-0.135090469415249,-0.633637079513769
31,0.933371171338583,-0.145582102007306,-0.621925008318817
32,0.903649454033344,-0.140216250103777,-0.615462143596904
33,0.906113729965704,-0.127757089221685,-0.63404848529519
34,0.934077715955259,-0.150846457407173,-0.633879171954873
35,0.926212500493339,-0.144525205825397,-0.652028211170329
36,0.943818896823688,-0.135624549859173,-0.619056829673869
37,0.917818946168681,-0.149239556765171,-0.604865214838304
38,0.92373576623451,-0.140475229288722,-0.624697510184927
39,0.929989314044881,-0.137555723014148,-0.627554702518053
40,0.890028442539462,-0.136294420666375,-0.639222438608887
41,0.902779402463849,-0.143110636615783,-0.612760811969519
42,0.899342958280238,-0.120608242582924,-0.627983456209066
43,0.892823330530337,-0.135118968529748,-0.615316120370223
44,0.898582856323893,-0.136635144227107,-0.621574667631557
45,0.906615773410884,-0.131482915428416,-0.617045782089101
46,0.886209080568198,-0.113939175521266,-0.638157966254959
47,0.889661554580786,-0.125207454302505,-0.624885816422004
48,0.889911162667175,-0.131746903105832,-0.636401815884391
49,0.88945612087216,-0.123275283958744,-0.630902600112342
50,0.874402994813712,-0.10631770052081,-0.614892738017299
51,0.887238774968142,-0.132813066936218,-0.599102661871329
52,0.867967884661541,-0.133291574664749,-0.603999275559227
53,0.886171632129313,-0.127681223961053,-0.632688997159844
54,0.856736902975617,-0.120820315554888,-0.635057210025279
55,0.877078692500691,-0.136588565438537,-0.64305832104257
56,0.897436653398918,-0.146004213505286,-0.64821515436327
57,0.863257443458796,-0.119625411438583,-0.604820096669701
58,0.889225716369641,-0.129493237961052,-0.627151001736484
59,0.901103122237663,-0.130423817882611,-0.629748665746499
60,0.870147672963633,-0.129842837502244,-0.609215925423721
61,0.854013235754747,-0.117757066938165,-0.620306034608727
62,0.927168132329783,-0.136934138793169,-0.637585820956172
63,0.939994155843539,-0.123593068545909,-0.640374789298645
64,0.885500095391547,-0.13060419606417,-0.622889106163249
65,0.921262184047652,-0.13700393186224,-0.642106572545902
66,0.893124257229379,-0.120560077512299,-0.626192256819532
67,0.893241619777575,-0.120867141177621,-0.637419009587229
68,0.922146748963646,-0.13003713329886,-0.625783544874898
69,0.8960221209294,-0.13777693133167,-0.641852988621524
70,0.926786215931067,-0.135876258158244,-0.629361679851213
71,0.888060464869795,-0.134482185073963,-0.649271639550023
72,0.883038068230851,-0.124624940600944,-0.649861027353708
73,0.882305039471377,-0.134902569477262,-0.63171256410903
74,0.876264314329607,-0.149459383897507,-0.666721417993451
75,0.891161511782076,-0.122589923860867,-0.662394413486456
76,0.881678054448785,-0.124627760802383,-0.66107251553797
77,0.861286915956016,-0.137432233827557,-0.645521935564301
78,0.872564326088472,-0.13243122260778,-0.672168900536501
79,0.868760431029742,-0.142855891720643,-0.631191405078388
80,0.883748235931084,-0.134998991472384,-0.672223670912961
81,0.858421443231702,-0.131961882420828,-0.662050523774669
82,0.854608425348906,-0.137136578491338,-0.615377272603601
83,0.843731255591408,-0.124700723045305,-0.661972948656995
84,0.887179933106806,-0.131732018767326,-0.681404016740708
85,0.880860048128202,-0.145457021826751,-0.652394592706963
86,0.793172812801159,-0.132548554378475,-0.642847178604269
87,0.854460620568337,-0.144179733527952,-0.655958713830951
88,0.866613515523697,-0.125934575903839,-0.668063576617423
89,0.823479904194365,-0.141054868325571,-0.652720993299756
90,0.812861993551639,-0.132920005204899,-0.671198826983587
91,0.806207152379861,-0.135848020292105,-0.65723557619822
92,0.811101376944988,-0.138651921253971,-0.6581445692093
93,0.836293235862109,-0.141115974331918,-0.683383579923691
94,0.830510862258772,-0.115746819013863,-0.684088666650581
95,0.810072464422648,-0.121003355012558,-0.658763419886044
96,0.836870632270226,-0.130265767459471,-0.659870557931724
97,0.823277105225489,-0.130497637213112,-0.654003434104769
98,0.806058120639847,-0.132654287348347,-0.666264716446806
99,0.811674667133117,-0.124297741714807,-0.681754358887203
100,0.834678557306796,-0.119963045475563,-0.666658819180898
101,0.865083491690449,-0.118871036376458,-0.652092256477659
102,0.827634339715821,-0.128953592750862,-0.670691645227359
103,0.804875933032408,-0.116930988858396,-0.660199298186451
104,0.828481262432207,-0.12876508926744,-0.658395672395662
105,0.830001052971786,-0.136430909701971,-0.650920236392463
106,0.835185660731273,-0.132731232076724,-0.653671306083304
107,0.834041609578375,-0.128747256812635,-0.665664717013823
108,0.853527363927977,-0.122895557333873,-0.655162261058455
109,0.845608113880248,-0.131267779281836,-0.659626947640294
110,0.845077736682527,-0.128106810793984,-0.663578020163709
111,0.875684415484922,-0.124492229168809,-0.648283067440884
112,0.881958432729293,-0.143891439539935,-0.657921055940939
113,0.882972766917538,-0.135687627561041,-0.646994278101422
114,0.826224004361191,-0.136448129533456,-0.677740331284211
115,0.875456710874266,-0.119006719435295,-0.662563565573221
116,0.875447822262182,-0.124393906198284,-0.634684839373894
117,0.86499924788585,-0.124894318290125,-0.644734579943067
118,0.834794305520327,-0.124841309122431,-0.663719041979731
119,0.86717326438957,-0.1221916421195,-0.663203582116425
120,0.858666727916119,-0.11260487506584,-0.655502438943778
121,0.893115566778679,-0.128163819142202,-0.643583194893255
122,0.876578321666187,-0.115827579518054,-0.649681430883178
123,0.893281679299038,-0.152716746440442,-0.668949895931168
