iteration	ASC1	BTime	BCost
1	1.030405718	-0.146025974	-0.658618558
2	1.030405718	-0.146025974	-0.658618558
3	1.030405718	-0.146025974	-0.658618558
4	1.030405718	-0.146025974	-0.658618558
5	1.030405718	-0.146025974	-0.658618558
6	1.027049866	-0.145080154	-0.657925383
7	1.027049866	-0.145080154	-0.657925383
8	1.027049866	-0.145080154	-0.657925383
9	1.027049866	-0.145080154	-0.657925383
10	1.02842421	-0.14295394	-0.651643148
11	1.02842421	-0.14295394	-0.651643148
12	1.02842421	-0.14295394	-0.651643148
13	1.02842421	-0.14295394	-0.651643148
14	1.02842421	-0.14295394	-0.651643148
15	1.02842421	-0.14295394	-0.651643148
16	1.02842421	-0.14295394	-0.651643148
17	1.02842421	-0.14295394	-0.651643148
18	1.02842421	-0.14295394	-0.651643148
19	1.036949244	-0.144041302	-0.643198112
20	1.036949244	-0.144041302	-0.643198112
21	1.036949244	-0.144041302	-0.643198112
22	1.0417453	-0.13837942	-0.636906919
23	1.031973835	-0.143309053	-0.645651952
24	1.031973835	-0.143309053	-0.645651952
25	1.028460785	-0.139221208	-0.640715494
26	1.028460785	-0.139221208	-0.640715494
27	1.028449271	-0.137747314	-0.629149186
28	1.028449271	-0.137747314	-0.629149186
29	1.022292008	-0.136271074	-0.624071479
30	1.022292008	-0.136271074	-0.624071479
31	1.022292008	-0.136271074	-0.624071479
32	1.022292008	-0.136271074	-0.624071479
33	1.017867016	-0.139697268	-0.632852642
34	1.017867016	-0.139697268	-0.632852642
35	1.017867016	-0.139697268	-0.632852642
36	1.017867016	-0.139697268	-0.632852642
37	1.017867016	-0.139697268	-0.632852642
38	1.017867016	-0.139697268	-0.632852642
39	1.017867016	-0.139697268	-0.632852642
40	1.017867016	-0.139697268	-0.632852642
41	1.017867016	-0.139697268	-0.632852642
42	1.017867016	-0.139697268	-0.632852642
43	1.017867016	-0.139697268	-0.632852642
44	1.017867016	-0.139697268	-0.632852642
45	1.017867016	-0.139697268	-0.632852642
46	1.017867016	-0.139697268	-0.632852642
47	1.017867016	-0.139697268	-0.632852642
48	1.024919	-0.138590058	-0.637263951
49	1.024919	-0.138590058	-0.637263951
50	1.024919	-0.138590058	-0.637263951
51	1.024919	-0.138590058	-0.637263951
52	1.024919	-0.138590058	-0.637263951
53	1.0205285	-0.138782399	-0.634403659
54	1.0205285	-0.138782399	-0.634403659
55	1.0205285	-0.138782399	-0.634403659
56	1.0205285	-0.138782399	-0.634403659
57	1.0205285	-0.138782399	-0.634403659
58	1.0205285	-0.138782399	-0.634403659
59	1.0205285	-0.138782399	-0.634403659
60	1.0205285	-0.138782399	-0.634403659
61	1.0205285	-0.138782399	-0.634403659
62	1.0205285	-0.138782399	-0.634403659
63	1.0205285	-0.138782399	-0.634403659
64	1.0205285	-0.138782399	-0.634403659
65	1.0205285	-0.138782399	-0.634403659
66	1.0205285	-0.138782399	-0.634403659
67	1.0205285	-0.138782399	-0.634403659
68	1.0205285	-0.138782399	-0.634403659
69	1.0205285	-0.138782399	-0.634403659
70	1.0205285	-0.138782399	-0.634403659
71	1.0205285	-0.138782399	-0.634403659
72	1.012226314	-0.13530882	-0.626901091
73	1.012226314	-0.13530882	-0.626901091
74	1.012226314	-0.13530882	-0.626901091
75	1.012226314	-0.13530882	-0.626901091
76	1.012226314	-0.13530882	-0.626901091
77	1.012226314	-0.13530882	-0.626901091
78	1.012226314	-0.13530882	-0.626901091
79	1.012226314	-0.13530882	-0.626901091
80	1.006763192	-0.135210167	-0.626483758
81	1.006763192	-0.135210167	-0.626483758
82	1.006763192	-0.135210167	-0.626483758
83	1.006763192	-0.135210167	-0.626483758
84	1.006763192	-0.135210167	-0.626483758
85	1.006763192	-0.135210167	-0.626483758
86	1.006763192	-0.135210167	-0.626483758
87	1.006763192	-0.135210167	-0.626483758
88	1.006763192	-0.135210167	-0.626483758
89	1.005749463	-0.137585688	-0.636553462
90	1.005749463	-0.137585688	-0.636553462
91	1.005749463	-0.137585688	-0.636553462
92	1.005749463	-0.137585688	-0.636553462
93	1.005749463	-0.137585688	-0.636553462
94	1.005749463	-0.137585688	-0.636553462
95	1.005749463	-0.137585688	-0.636553462
96	1.005749463	-0.137585688	-0.636553462
97	1.005749463	-0.137585688	-0.636553462
98	1.005749463	-0.137585688	-0.636553462
99	1.005749463	-0.137585688	-0.636553462
100	1.005749463	-0.137585688	-0.636553462
101	0.996033802	-0.138538501	-0.637967605
102	0.996033802	-0.138538501	-0.637967605
103	0.996033802	-0.138538501	-0.637967605
104	0.996033802	-0.138538501	-0.637967605
105	0.996033802	-0.138538501	-0.637967605
106	0.996033802	-0.138538501	-0.637967605
107	0.995340218	-0.13873033	-0.649274813
108	0.995340218	-0.13873033	-0.649274813
109	0.995340218	-0.13873033	-0.649274813
110	0.995340218	-0.13873033	-0.649274813
111	0.995340218	-0.13873033	-0.649274813
112	0.995340218	-0.13873033	-0.649274813
113	1.001831818	-0.139259595	-0.642159376
114	1.001831818	-0.139259595	-0.642159376
115	1.001831818	-0.139259595	-0.642159376
116	1.001831818	-0.139259595	-0.642159376
117	1.001831818	-0.139259595	-0.642159376
118	1.001831818	-0.139259595	-0.642159376
119	1.001831818	-0.139259595	-0.642159376
120	0.987183875	-0.138543854	-0.65188961
121	0.987183875	-0.138543854	-0.65188961
122	0.987183875	-0.138543854	-0.65188961
123	0.987183875	-0.138543854	-0.65188961
124	0.987183875	-0.138543854	-0.65188961
125	0.987183875	-0.138543854	-0.65188961
126	0.992420804	-0.13621484	-0.641836052
127	0.992420804	-0.13621484	-0.641836052
128	0.992420804	-0.13621484	-0.641836052
129	0.992420804	-0.13621484	-0.641836052
130	0.992420804	-0.13621484	-0.641836052
131	0.992420804	-0.13621484	-0.641836052
132	0.992420804	-0.13621484	-0.641836052
133	0.992420804	-0.13621484	-0.641836052
134	0.992420804	-0.13621484	-0.641836052
135	0.992420804	-0.13621484	-0.641836052
136	0.992420804	-0.13621484	-0.641836052
137	0.990802441	-0.139057473	-0.648089557
138	0.990802441	-0.139057473	-0.648089557
139	0.990802441	-0.139057473	-0.648089557
140	0.990802441	-0.139057473	-0.648089557
141	0.990802441	-0.139057473	-0.648089557
142	0.990802441	-0.139057473	-0.648089557
143	0.990802441	-0.139057473	-0.648089557
144	0.990802441	-0.139057473	-0.648089557
145	0.990802441	-0.139057473	-0.648089557
146	0.990802441	-0.139057473	-0.648089557
147	0.990802441	-0.139057473	-0.648089557
148	0.990802441	-0.139057473	-0.648089557
149	0.990802441	-0.139057473	-0.648089557
150	0.990802441	-0.139057473	-0.648089557
151	0.990802441	-0.139057473	-0.648089557
152	0.990802441	-0.139057473	-0.648089557
153	0.990802441	-0.139057473	-0.648089557
154	0.990802441	-0.139057473	-0.648089557
155	0.990802441	-0.139057473	-0.648089557
156	0.990802441	-0.139057473	-0.648089557
157	0.990802441	-0.139057473	-0.648089557
158	0.990802441	-0.139057473	-0.648089557
159	0.990802441	-0.139057473	-0.648089557
160	0.990802441	-0.139057473	-0.648089557
161	0.990802441	-0.139057473	-0.648089557
162	0.990802441	-0.139057473	-0.648089557
163	0.990802441	-0.139057473	-0.648089557
164	0.990802441	-0.139057473	-0.648089557
165	0.990802441	-0.139057473	-0.648089557
166	0.990802441	-0.139057473	-0.648089557
167	0.990802441	-0.139057473	-0.648089557
168	0.990802441	-0.139057473	-0.648089557
169	0.990802441	-0.139057473	-0.648089557
170	0.990802441	-0.139057473	-0.648089557
171	0.990802441	-0.139057473	-0.648089557
172	0.990802441	-0.139057473	-0.648089557
173	0.982219515	-0.141749369	-0.648477377
174	0.981323156	-0.142242772	-0.654194043
175	0.981323156	-0.142242772	-0.654194043
176	0.981323156	-0.142242772	-0.654194043
177	0.981323156	-0.142242772	-0.654194043
178	0.981323156	-0.142242772	-0.654194043
179	0.982667247	-0.140243607	-0.657087674
180	0.982667247	-0.140243607	-0.657087674
181	0.982667247	-0.140243607	-0.657087674
182	0.982667247	-0.140243607	-0.657087674
183	0.982667247	-0.140243607	-0.657087674
184	0.982667247	-0.140243607	-0.657087674
185	0.982667247	-0.140243607	-0.657087674
186	0.982667247	-0.140243607	-0.657087674
187	0.982667247	-0.140243607	-0.657087674
188	0.982667247	-0.140243607	-0.657087674
189	0.982667247	-0.140243607	-0.657087674
190	0.982667247	-0.140243607	-0.657087674
191	0.982667247	-0.140243607	-0.657087674
192	0.982667247	-0.140243607	-0.657087674
193	0.982667247	-0.140243607	-0.657087674
194	0.982667247	-0.140243607	-0.657087674
195	0.982667247	-0.140243607	-0.657087674
196	0.970278843	-0.137327786	-0.644210121
197	0.970278843	-0.137327786	-0.644210121
198	0.96267626	-0.134826166	-0.635837126
199	0.96267626	-0.134826166	-0.635837126
200	0.96267626	-0.134826166	-0.635837126
201	0.96267626	-0.134826166	-0.635837126
202	0.964131444	-0.136877544	-0.641896919
203	0.964131444	-0.136877544	-0.641896919
204	0.964131444	-0.136877544	-0.641896919
205	0.964131444	-0.136877544	-0.641896919
206	0.964131444	-0.136877544	-0.641896919
207	0.964131444	-0.136877544	-0.641896919
208	0.964131444	-0.136877544	-0.641896919
209	0.964131444	-0.136877544	-0.641896919
210	0.957457748	-0.136584504	-0.641435663
211	0.957457748	-0.136584504	-0.641435663
212	0.957457748	-0.136584504	-0.641435663
213	0.957457748	-0.136584504	-0.641435663
214	0.957457748	-0.136584504	-0.641435663
215	0.957457748	-0.136584504	-0.641435663
216	0.957457748	-0.136584504	-0.641435663
217	0.957457748	-0.136584504	-0.641435663
218	0.957457748	-0.136584504	-0.641435663
219	0.957457748	-0.136584504	-0.641435663
220	0.957457748	-0.136584504	-0.641435663
221	0.957457748	-0.136584504	-0.641435663
222	0.957457748	-0.136584504	-0.641435663
223	0.959777445	-0.134756513	-0.637112042
224	0.959777445	-0.134756513	-0.637112042
225	0.959777445	-0.134756513	-0.637112042
226	0.959777445	-0.134756513	-0.637112042
227	0.959777445	-0.134756513	-0.637112042
228	0.968968817	-0.13558027	-0.649843247
229	0.977856896	-0.144581196	-0.666154441
230	0.977856896	-0.144581196	-0.666154441
231	0.973858494	-0.143779913	-0.674823759
232	0.973858494	-0.143779913	-0.674823759
233	0.973858494	-0.143779913	-0.674823759
234	0.973858494	-0.143779913	-0.674823759
235	0.968629142	-0.141909225	-0.677963435
236	0.968629142	-0.141909225	-0.677963435
237	0.968629142	-0.141909225	-0.677963435
238	0.968629142	-0.141909225	-0.677963435
239	0.968629142	-0.141909225	-0.677963435
240	0.968629142	-0.141909225	-0.677963435
241	0.968629142	-0.141909225	-0.677963435
242	0.968629142	-0.141909225	-0.677963435
243	0.968629142	-0.141909225	-0.677963435
244	0.968629142	-0.141909225	-0.677963435
245	0.964044199	-0.140654644	-0.669005605
246	0.964044199	-0.140654644	-0.669005605
247	0.964044199	-0.140654644	-0.669005605
248	0.973495223	-0.139365023	-0.670575788
249	0.973495223	-0.139365023	-0.670575788
250	0.973495223	-0.139365023	-0.670575788
251	0.973495223	-0.139365023	-0.670575788
252	0.973495223	-0.139365023	-0.670575788
253	0.973495223	-0.139365023	-0.670575788
254	0.973495223	-0.139365023	-0.670575788
255	0.967125148	-0.141220953	-0.67588741
256	0.967125148	-0.141220953	-0.67588741
257	0.967125148	-0.141220953	-0.67588741
258	0.967125148	-0.141220953	-0.67588741
259	0.967125148	-0.141220953	-0.67588741
260	0.967125148	-0.141220953	-0.67588741
261	0.967125148	-0.141220953	-0.67588741
262	0.967125148	-0.141220953	-0.67588741
263	0.967125148	-0.141220953	-0.67588741
264	0.97006739	-0.140749765	-0.658463516
265	0.97006739	-0.140749765	-0.658463516
266	0.97006739	-0.140749765	-0.658463516
267	0.97006739	-0.140749765	-0.658463516
268	0.97006739	-0.140749765	-0.658463516
269	0.97006739	-0.140749765	-0.658463516
270	0.981697331	-0.139592684	-0.662159507
271	0.981697331	-0.139592684	-0.662159507
272	0.981697331	-0.139592684	-0.662159507
273	0.981697331	-0.139592684	-0.662159507
274	0.981697331	-0.139592684	-0.662159507
275	0.981697331	-0.139592684	-0.662159507
276	0.981697331	-0.139592684	-0.662159507
277	0.981697331	-0.139592684	-0.662159507
278	0.981697331	-0.139592684	-0.662159507
279	0.981697331	-0.139592684	-0.662159507
280	0.981697331	-0.139592684	-0.662159507
281	0.981697331	-0.139592684	-0.662159507
282	0.981697331	-0.139592684	-0.662159507
283	0.981697331	-0.139592684	-0.662159507
284	0.981697331	-0.139592684	-0.662159507
285	0.986623261	-0.138642599	-0.657163548
286	0.986623261	-0.138642599	-0.657163548
287	0.986623261	-0.138642599	-0.657163548
288	0.986623261	-0.138642599	-0.657163548
289	0.986623261	-0.138642599	-0.657163548
290	0.986623261	-0.138642599	-0.657163548
291	0.979707152	-0.135924616	-0.653618777
292	0.979707152	-0.135924616	-0.653618777
293	0.979707152	-0.135924616	-0.653618777
294	0.984433	-0.137691193	-0.632677579
295	0.984433	-0.137691193	-0.632677579
296	0.984433	-0.137691193	-0.632677579
297	0.962361402	-0.136362302	-0.640731338
298	0.962361402	-0.136362302	-0.640731338
299	0.960844357	-0.135671735	-0.640474924
300	0.960844357	-0.135671735	-0.640474924
301	0.960844357	-0.135671735	-0.640474924
302	0.960844357	-0.135671735	-0.640474924
303	0.960844357	-0.135671735	-0.640474924
304	0.960844357	-0.135671735	-0.640474924
305	0.960844357	-0.135671735	-0.640474924
306	0.960844357	-0.135671735	-0.640474924
307	0.960844357	-0.135671735	-0.640474924
308	0.960844357	-0.135671735	-0.640474924
309	0.960844357	-0.135671735	-0.640474924
310	0.960844357	-0.135671735	-0.640474924
311	0.960844357	-0.135671735	-0.640474924
312	0.960844357	-0.135671735	-0.640474924
313	0.960844357	-0.135671735	-0.640474924
314	0.965602597	-0.134848969	-0.638981126
315	0.96259344	-0.131233524	-0.6392968
316	0.967810197	-0.136202704	-0.638136198
317	0.967810197	-0.136202704	-0.638136198
318	0.967810197	-0.136202704	-0.638136198
319	0.97521859	-0.136786164	-0.628955319
320	0.97521859	-0.136786164	-0.628955319
321	0.97521859	-0.136786164	-0.628955319
322	0.97521859	-0.136786164	-0.628955319
323	0.97521859	-0.136786164	-0.628955319
324	0.97521859	-0.136786164	-0.628955319
325	0.965540008	-0.135817956	-0.637321032
326	0.965540008	-0.135817956	-0.637321032
327	0.965540008	-0.135817956	-0.637321032
328	0.965540008	-0.135817956	-0.637321032
329	0.965540008	-0.135817956	-0.637321032
330	0.965540008	-0.135817956	-0.637321032
331	0.965540008	-0.135817956	-0.637321032
332	0.965540008	-0.135817956	-0.637321032
333	0.965540008	-0.135817956	-0.637321032
334	0.968115406	-0.133055818	-0.620523174
335	0.968115406	-0.133055818	-0.620523174
336	0.968115406	-0.133055818	-0.620523174
337	0.968115406	-0.133055818	-0.620523174
338	0.968115406	-0.133055818	-0.620523174
339	0.982418153	-0.132920199	-0.606918382
340	0.982418153	-0.132920199	-0.606918382
341	0.982418153	-0.132920199	-0.606918382
342	0.979352693	-0.129357046	-0.600814572
343	0.979352693	-0.129357046	-0.600814572
344	0.979352693	-0.129357046	-0.600814572
345	0.979352693	-0.129357046	-0.600814572
346	0.979352693	-0.129357046	-0.600814572
347	0.979352693	-0.129357046	-0.600814572
348	0.979352693	-0.129357046	-0.600814572
349	0.993219812	-0.128210846	-0.595361426
350	0.993219812	-0.128210846	-0.595361426
351	0.993219812	-0.128210846	-0.595361426
352	0.993219812	-0.128210846	-0.595361426
353	0.993219812	-0.128210846	-0.595361426
354	0.993219812	-0.128210846	-0.595361426
355	0.993219812	-0.128210846	-0.595361426
356	0.993219812	-0.128210846	-0.595361426
357	0.993219812	-0.128210846	-0.595361426
358	0.996276435	-0.132371236	-0.606186271
359	0.996276435	-0.132371236	-0.606186271
360	0.996276435	-0.132371236	-0.606186271
361	0.996276435	-0.132371236	-0.606186271
362	0.996276435	-0.132371236	-0.606186271
363	0.996276435	-0.132371236	-0.606186271
364	0.997714576	-0.132645079	-0.607742252
365	0.997714576	-0.132645079	-0.607742252
366	0.997714576	-0.132645079	-0.607742252
367	0.985736163	-0.130678699	-0.61257964
368	0.985736163	-0.130678699	-0.61257964
369	0.985736163	-0.130678699	-0.61257964
370	0.985736163	-0.130678699	-0.61257964
371	0.996329782	-0.13524971	-0.617049206
372	0.996329782	-0.13524971	-0.617049206
373	0.996329782	-0.13524971	-0.617049206
374	1.008012471	-0.13185308	-0.608818676
375	1.004634482	-0.135425392	-0.601340276
376	1.004634482	-0.135425392	-0.601340276
377	1.004634482	-0.135425392	-0.601340276
378	1.004634482	-0.135425392	-0.601340276
379	1.004634482	-0.135425392	-0.601340276
380	1.013627629	-0.134447275	-0.607927947
381	1.013627629	-0.134447275	-0.607927947
382	1.013627629	-0.134447275	-0.607927947
383	1.013627629	-0.134447275	-0.607927947
384	1.003509778	-0.133635207	-0.614763006
385	1.003509778	-0.133635207	-0.614763006
386	1.003509778	-0.133635207	-0.614763006
387	1.003509778	-0.133635207	-0.614763006
388	1.003509778	-0.133635207	-0.614763006
389	1.003239043	-0.131910809	-0.60694739
390	1.003239043	-0.131910809	-0.60694739
391	1.000339507	-0.133300831	-0.604731901
