iteration	ASC1	BTime	BCost
1	0.950236602	-0.124911006	-0.597512382
2	0.919220374	-0.134530271	-0.601662106
3	0.933409306	-0.127558942	-0.589456983
4	0.954332173	-0.138571772	-0.593200896
5	0.948799363	-0.118715205	-0.589471431
6	0.939888808	-0.117833739	-0.591213832
7	0.956824066	-0.138107233	-0.600680963
8	0.983602628	-0.141538214	-0.570608951
9	0.953894088	-0.11973984	-0.581932774
10	0.975107781	-0.139923025	-0.584188274
11	0.983081286	-0.128059254	-0.594061461
12	0.976169485	-0.137525738	-0.560128924
13	0.973427351	-0.121194511	-0.544297447
14	0.955382917	-0.124357903	-0.571793799
15	0.984122701	-0.11732555	-0.571279722
16	0.972604596	-0.109539475	-0.551950903
17	0.970085609	-0.130007307	-0.552243013
18	0.981218022	-0.126990166	-0.565718808
19	0.963363854	-0.123482695	-0.548906857
20	0.952609878	-0.120986504	-0.576880508
21	0.980441109	-0.118421008	-0.559877433
22	0.983269885	-0.129245443	-0.572950874
23	0.959207791	-0.126785458	-0.550976881
24	0.962531263	-0.13170573	-0.550478073
25	0.967237782	-0.118981004	-0.544098811
26	0.933369269	-0.134387865	-0.575969676
27	0.966779455	-0.129158004	-0.568387127
28	0.993281713	-0.137400002	-0.576844275
29	0.978495862	-0.125518038	-0.573130312
30	0.988715557	-0.125175993	-0.580875696
31	0.965381656	-0.119050557	-0.522644686
32	0.975657591	-0.124591744	-0.573724484
33	0.969334255	-0.127153667	-0.560954618
34	0.982025252	-0.138326597	-0.55936006
35	0.976019024	-0.137716022	-0.547949978
36	0.965414134	-0.124524151	-0.573173768
37	0.972697348	-0.138425202	-0.561068556
38	0.971987067	-0.13638338	-0.587033805
39	0.954936287	-0.141024824	-0.59687548
40	0.954000314	-0.12508004	-0.587592079
41	0.955293178	-0.131117597	-0.579225463
42	0.943850469	-0.126618059	-0.577312651
43	0.958536248	-0.108206255	-0.589032163
44	0.950483013	-0.125554903	-0.589019744
45	0.945674601	-0.130912707	-0.579716097
46	0.947256251	-0.12314262	-0.564645676
47	0.953706092	-0.12713721	-0.549802386
48	0.953425635	-0.125932224	-0.573239977
49	0.918219021	-0.123369303	-0.588765007
50	0.933517165	-0.132177367	-0.561502058
51	0.922775202	-0.124784078	-0.570030858
52	0.92131575	-0.129812541	-0.577204681
53	0.929431851	-0.130158913	-0.591966696
54	0.948395536	-0.118848213	-0.589925592
55	0.928882243	-0.137111897	-0.56378423
56	0.956267717	-0.131512236	-0.589246893
57	0.952413684	-0.129286829	-0.572865573
58	0.945779739	-0.141752053	-0.569636723
59	0.939733748	-0.146253473	-0.581181751
60	0.954744077	-0.139500382	-0.607576318
61	0.962632789	-0.140653076	-0.580249778
62	0.959077992	-0.142009982	-0.611311727
63	0.951233564	-0.135483957	-0.580358865
64	0.948803865	-0.140697638	-0.591296441
65	0.938572082	-0.137292448	-0.598946276
66	0.940346187	-0.134061087	-0.600143884
67	0.944761287	-0.126314554	-0.588207565
68	0.929170406	-0.14108753	-0.58735245
69	0.933306466	-0.135287829	-0.583981922
70	0.922589726	-0.126695566	-0.589417519
71	0.929153729	-0.125184091	-0.604650946
72	0.931150918	-0.145088248	-0.609164449
73	0.930590907	-0.118167933	-0.595391077
74	0.926653719	-0.121131517	-0.591872086
75	0.911302596	-0.137446698	-0.607946354
76	0.917583082	-0.130995923	-0.610558063
77	0.939273873	-0.138585627	-0.595529801
78	0.945065641	-0.124672055	-0.599226325
79	0.943152855	-0.13672589	-0.606068156
80	0.942323798	-0.138149591	-0.61224357
81	0.938751147	-0.132154927	-0.55030143
82	0.946122816	-0.132099246	-0.592972904
83	0.93983354	-0.132484049	-0.588080007
84	0.946810681	-0.136570783	-0.577946591
85	0.954575401	-0.121357148	-0.582036538
86	0.933596439	-0.128410191	-0.585364734
87	0.965032514	-0.130441474	-0.572775539
88	0.953590557	-0.147346163	-0.578901473
89	0.93413796	-0.126906352	-0.560564437
90	0.944859771	-0.131700252	-0.578739975
91	0.9461612	-0.124135841	-0.568085477
92	0.942716696	-0.123454626	-0.583826522
93	0.924246738	-0.131793473	-0.573645814
94	0.93419063	-0.126177678	-0.567032889
95	0.936076383	-0.123863706	-0.568527042
96	0.935462899	-0.118353353	-0.577771341
97	0.920371623	-0.126790989	-0.568376043
98	0.942222658	-0.130324854	-0.576990558
99	0.931602433	-0.115806291	-0.572554731
100	0.951996938	-0.138091517	-0.57846743
101	0.945583352	-0.133227228	-0.59591912
102	0.917753763	-0.133356169	-0.576013678
103	0.929804975	-0.13080036	-0.593171625
104	0.926413909	-0.121912097	-0.591478714
105	0.928790671	-0.125867243	-0.570833409
106	0.940189443	-0.131703916	-0.603834102
107	0.937354977	-0.1172328	-0.579768283
108	0.93432537	-0.132636062	-0.576082611
109	0.938351421	-0.136818091	-0.584836633
110	0.933898996	-0.145666339	-0.611692936
111	0.925065189	-0.13105062	-0.58326841
112	0.923402708	-0.126042564	-0.589662994
113	0.941974674	-0.128888415	-0.606029436
114	0.92572528	-0.116171119	-0.581697203
115	0.932528422	-0.129610967	-0.597469269
116	0.935808721	-0.134653506	-0.595075401
117	0.917750772	-0.13073717	-0.597332356
118	0.941070918	-0.122619532	-0.593080743
119	0.928135736	-0.14060014	-0.611330031
120	0.934478914	-0.126307458	-0.602067459
121	0.939859891	-0.124518044	-0.611031118
122	0.936851248	-0.138572693	-0.626684964
123	0.933823394	-0.140107063	-0.611334471
124	0.952289478	-0.128896546	-0.612044959
125	0.93274939	-0.137625995	-0.592004257
126	0.941658478	-0.118075425	-0.589401363
127	0.937169285	-0.126579147	-0.579283488
128	0.940953485	-0.120690487	-0.569713294
129	0.922165175	-0.127128624	-0.571227844
130	0.944581862	-0.136877276	-0.559520784
131	0.93318199	-0.113040105	-0.563817086
132	0.923082519	-0.104969469	-0.545877402
133	0.928801985	-0.11912785	-0.562307476
134	0.934049792	-0.126890931	-0.562758213
135	0.943420627	-0.111864828	-0.567453871
136	0.92410122	-0.136053099	-0.567069489
137	0.912883724	-0.112044423	-0.563752848
138	0.905905803	-0.097727098	-0.560694919
139	0.9147532	-0.11390529	-0.564919133
140	0.900835589	-0.125311528	-0.569047011
141	0.899370832	-0.105127921	-0.556485778
142	0.887645932	-0.102941653	-0.540691574
143	0.878266569	-0.111880985	-0.55120341
144	0.883601076	-0.100639744	-0.545697548
145	0.884593339	-0.116948439	-0.54868427
146	0.887742399	-0.106408267	-0.534770108
147	0.887429218	-0.115673782	-0.559370345
148	0.884978706	-0.10248493	-0.548094128
149	0.867326464	-0.119760313	-0.562459322
150	0.87407872	-0.120653636	-0.551571595
151	0.900718141	-0.113928175	-0.54561169
152	0.895653947	-0.116391558	-0.526650161
