iteration	ASC1	ASC1xBTime	ASC1xBCost	BTime	BTimexBCost	BCost
6513	0.483525983	-0.04763149	0.068922316	-0.064292166	0.018651971	0.161340873
6514	0.508705477	-0.044851642	0.070323579	-0.065455599	0.02079253	0.166267535
6515	0.498564246	-0.045260086	0.074005482	-0.048135434	0.024308018	0.158674336
6516	0.455829863	-0.055302004	0.076024784	-0.058297482	0.027967102	0.153171164
6517	0.455447002	-0.050956459	0.079471892	-0.057004852	0.031086407	0.156004625
6518	0.498624932	-0.066857686	0.083277567	-0.046488445	0.025736703	0.163785917
6519	0.489212109	-0.05479935	0.075170434	-0.064865674	0.020849251	0.161161833
6520	0.508522988	-0.056781287	0.078085893	-0.062802661	0.027323074	0.173001914
6521	0.462621251	-0.049880515	0.070258983	-0.044062143	0.026661856	0.161258229
6522	0.414665145	-0.053973042	0.075604888	-0.065562265	0.02577289	0.174153756
6523	0.45349867	-0.058123043	0.080518682	-0.053296608	0.030563881	0.163328208
6524	0.439890116	-0.050487122	0.076465085	-0.056774539	0.025265667	0.169125248
6525	0.427215271	-0.053782451	0.076673423	-0.050962051	0.020938022	0.164971834
6526	0.397548053	-0.035158151	0.069074119	-0.049451206	0.022164653	0.166482333
6527	0.431438178	-0.048590818	0.070625436	-0.046319018	0.01885869	0.157732727
6528	0.412911424	-0.04787596	0.071372135	-0.061722326	0.022770257	0.155907409
6529	0.421823242	-0.040775545	0.071529556	-0.050728889	0.016050165	0.149918542
6530	0.399966411	-0.04844942	0.067872853	-0.045498321	0.016244879	0.171979306
6531	0.431897364	-0.046217168	0.072436764	-0.070254574	0.023241482	0.166416762
6532	0.44921594	-0.061501992	0.078610304	-0.072715335	0.025159757	0.172019312
6533	0.452041604	-0.048309733	0.069795831	-0.058560374	0.018688442	0.160410222
6534	0.423910109	-0.040545573	0.072945576	-0.054797874	0.024981578	0.173557905
6535	0.418341765	-0.03541433	0.069904253	-0.062542136	0.018030301	0.159256026
6536	0.429442312	-0.047274104	0.075258796	-0.064744402	0.022549375	0.16697148
6537	0.429464967	-0.047290471	0.074366038	-0.067015637	0.018654303	0.154995413
6538	0.422227356	-0.045583741	0.074116392	-0.056387508	0.018034541	0.167661449
6539	0.39530066	-0.046197308	0.072803322	-0.06310569	0.016293086	0.147724384
6540	0.426560685	-0.031515153	0.068007938	-0.07444628	0.012931844	0.163216099
6541	0.41454657	-0.041596918	0.071929183	-0.068552434	0.017007312	0.159140666
6542	0.397668206	-0.04070463	0.074591555	-0.065867731	0.016141645	0.167077937
6543	0.424251396	-0.048004123	0.070003559	-0.087276757	0.015857862	0.16944497
6544	0.430202635	-0.035388806	0.072430562	-0.079508438	0.012905524	0.173859343
6545	0.412647129	-0.033900381	0.072398458	-0.075721484	0.014384964	0.16638879
6546	0.385480119	-0.033824428	0.065891051	-0.065153887	0.013057134	0.160579608
6547	0.405546887	-0.034899723	0.066889544	-0.07187726	0.017232484	0.160468268
6548	0.431399418	-0.036313	0.070823921	-0.062048686	0.019557206	0.159748492
6549	0.42547821	-0.038522768	0.069772777	-0.071408548	0.017070754	0.162299322
6550	0.408811892	-0.043839301	0.070237788	-0.063121077	0.014922013	0.152128729
6551	0.390542439	-0.039076621	0.072824915	-0.060514914	0.022854548	0.145456603
6552	0.39898572	-0.038018895	0.072277604	-0.062895197	0.014471428	0.162678383
6553	0.370742041	-0.034847443	0.065420698	-0.05241612	0.015115645	0.152311855
6554	0.384911623	-0.041360318	0.063547843	-0.073662271	0.018498502	0.16245166
6555	0.385684912	-0.029097732	0.064599581	-0.073216801	0.019447979	0.166956122
6556	0.37617261	-0.034102722	0.070165673	-0.067687063	0.02323073	0.149998171
6557	0.39604451	-0.046483532	0.071097214	-0.088384164	0.021445597	0.174010179
6558	0.366530802	-0.041969506	0.064047337	-0.081315378	0.018913914	0.169944841
6559	0.391215666	-0.033912527	0.070862151	-0.062940671	0.018264623	0.138847926
6560	0.381974066	-0.041553672	0.074463716	-0.062850923	0.022656331	0.155077503
6561	0.338338288	-0.026711961	0.069486672	-0.055220614	0.02240208	0.141992427
6562	0.400726133	-0.029284716	0.075918604	-0.062803343	0.018559206	0.158088243
6563	0.391475598	-0.041458207	0.072105776	-0.054545825	0.019304341	0.157925417
6564	0.393791235	-0.026086793	0.07004956	-0.054675054	0.017792484	0.145655007
6565	0.415043281	-0.030279281	0.070942351	-0.054526183	0.018626896	0.158656199
6566	0.413150082	-0.032155458	0.069812223	-0.059505402	0.014333928	0.161236805
6567	0.406030617	-0.03573684	0.069168448	-0.047713766	0.012509105	0.147038148
6568	0.404506226	-0.037707639	0.074580969	-0.05103375	0.022789251	0.170361248
6569	0.395230081	-0.044186473	0.065393681	-0.045556818	0.016928333	0.156996314
6570	0.369289489	-0.036682893	0.066118839	-0.039044428	0.014872162	0.154144609
6571	0.399650632	-0.036130344	0.0683223	-0.034317013	0.011821056	0.149615121
6572	0.384746709	-0.035444455	0.06344446	-0.041779896	0.01316378	0.147233456
6573	0.378124854	-0.030149687	0.067544124	-0.042375348	0.005622749	0.144572893
6574	0.376564548	-0.028891234	0.064832184	-0.028119509	0.010344581	0.163109497
6575	0.385588601	-0.029961725	0.064150832	-0.028496348	0.010533089	0.152313456
6576	0.397901125	-0.042625109	0.06827085	-0.022140398	0.018833112	0.158125303
6577	0.389422996	-0.029951394	0.064902659	-0.016193068	0.011145447	0.15299145
6578	0.386912428	-0.031193305	0.06608381	-0.02607172	0.005467089	0.155564112
6579	0.408533639	-0.035615328	0.060818563	-0.013373828	0.008698152	0.16135955
6580	0.39331562	-0.025858028	0.060057773	-0.026871279	0.012453748	0.154651832
6581	0.418746913	-0.032104074	0.062221514	-0.007357673	0.012111363	0.151022752
6582	0.420565369	-0.029593396	0.063011536	0.001774213	0.00534412	0.160930539
6583	0.386666083	-0.024070349	0.059557561	-0.003796941	0.011270509	0.145702132
6584	0.357412997	-0.010283236	0.056961195	-0.016227328	0.006326421	0.155929305
6585	0.37065011	-0.009405391	0.063776752	-0.002646308	0.01059562	0.150156035
6586	0.378170787	-0.008437405	0.05802867	-0.01181845	0.012733055	0.144714724
6587	0.378941985	-0.00651184	0.059935112	-0.028223637	0.006150294	0.149639007
6588	0.367635099	-0.017043294	0.058631056	-0.019865987	0.01284775	0.15724802
6589	0.363366292	-0.008514323	0.067680279	-0.01761376	0.016379021	0.155407021
6590	0.337404859	0.001186962	0.060441148	-0.013745552	0.009025932	0.168122919
6591	0.385722219	-0.011322582	0.066141373	-0.028531536	0.011976684	0.148545244
6592	0.408520445	-0.007359922	0.06189986	-0.019304394	0.011495655	0.164178742
6593	0.376703622	-0.016674607	0.063497086	-0.041038815	0.014552563	0.162423164
6594	0.416797732	-0.006925945	0.068180598	-0.020084114	0.014473777	0.150305106
6595	0.433285744	-0.011404037	0.066612322	-0.033288589	0.014859731	0.144313026
6596	0.401125255	-0.002981362	0.067038825	-0.028223608	0.016186608	0.142960866
6597	0.392393838	-0.014125766	0.068393595	-0.025119154	0.009809212	0.150487352
6598	0.434409304	-0.013861488	0.068766759	-0.037694522	0.008362464	0.139378007
6599	0.407386222	-0.008757583	0.067101676	-0.0397456	0.004864675	0.156908921
6600	0.394478807	-0.015087857	0.071843472	-0.031195565	0.01238809	0.144023248
6601	0.387645979	-0.014899949	0.06976962	-0.036216265	0.017752619	0.158471628
6602	0.43177353	-0.0062261	0.070751859	-0.04785358	0.009636003	0.161435825
6603	0.406998237	-0.019873777	0.072806768	-0.046972898	0.020752148	0.169211941
6604	0.391053579	-0.020657355	0.066406254	-0.041539581	0.016884887	0.158738604
6605	0.383217481	-0.010221889	0.068341438	-0.036032812	0.010247375	0.147415847
6606	0.385503935	-0.006449914	0.070805162	-0.026638391	0.017990274	0.154170839
6607	0.376104096	-0.01452535	0.071088154	-0.033362917	0.020146611	0.160771247
6608	0.388860708	-0.011243622	0.070180189	-0.027567004	0.013243491	0.154823681
6609	0.374434632	-0.001308439	0.073953993	-0.028499342	0.013224279	0.158594211
6610	0.386287598	-0.001526931	0.067334195	-0.027455085	0.021012914	0.160280318
6611	0.382345365	-0.003087954	0.069238967	-0.013870238	0.017359599	0.161788915
6612	0.392843104	-0.008581422	0.066926338	-0.01545811	0.018544264	0.160136636
6613	0.373338692	-0.007112877	0.062937849	-0.031306601	0.013732652	0.158619465
6614	0.377228941	-0.003467635	0.06843235	-0.018196559	0.015221838	0.151934998
6615	0.398354361	0.001215649	0.063866642	-0.015319724	0.013090698	0.14483954
6616	0.396268372	-0.01127038	0.060726823	-0.005502778	0.009768971	0.14509371
6617	0.387509301	-0.013927594	0.06705646	-0.003272954	0.013372563	0.151155348
6618	0.368689811	-0.004653742	0.06619289	-0.01179211	0.013243757	0.142957488
6619	0.375051216	-0.00380378	0.065044594	0.008233418	0.011011594	0.138183034
6620	0.389075515	0.000212164	0.068976633	-0.006004953	0.017407095	0.146006647
6621	0.389309943	0.000785539	0.071928223	-0.003677232	0.01940995	0.141706991
6622	0.375750367	-0.003217452	0.061117721	0.008889482	0.008352385	0.145885365
6623	0.38923534	-0.00295422	0.065849998	-0.000911584	0.012375855	0.148983952
6624	0.385118341	0.005928877	0.069457023	-0.001100294	0.012000438	0.144496214
6625	0.3645656	0.001569025	0.064537391	0.004773357	0.018139808	0.146503215
6626	0.366040905	-0.001407395	0.063867034	-0.004925546	0.012167621	0.139347708
6627	0.342877984	0.006792267	0.061949802	0.005363155	0.012114899	0.143049783
6628	0.338906232	-0.000211577	0.059838961	-0.000945503	0.011210317	0.13584227
6629	0.385628398	-0.007824428	0.061644329	0.004242939	0.014230406	0.137236511
6630	0.359412769	-0.002321272	0.064748132	0.005480082	0.013774729	0.130448465
6631	0.384042794	-0.007647042	0.063393252	0.005815055	0.016520077	0.128551832
6632	0.408078631	-0.009691592	0.064316666	0.008457656	0.017365009	0.138184514
6633	0.397792648	-0.01580084	0.060268336	-0.000536501	0.011641041	0.139365947
6634	0.396222443	-0.013927835	0.062396324	0.016523514	0.013346034	0.145332021
6635	0.345091447	-0.011297392	0.060681616	-0.003517859	0.015158606	0.139446884
6636	0.388795586	-0.011453447	0.058470359	0.016456174	0.014206789	0.141203721
6637	0.411736163	-0.01863755	0.067256738	0.008697026	0.012599603	0.147495812
6638	0.407650459	-0.018832227	0.06393797	0.011261598	0.008681668	0.13366744
6639	0.39924886	-0.020055886	0.062497964	0.02708604	0.0160678	0.145570533
6640	0.373176879	-0.014173165	0.057436313	0.005569912	0.010829786	0.136633267
6641	0.436429027	-0.017909947	0.061164971	0.01378049	0.009575386	0.131317783
6642	0.379621299	-0.016438017	0.064241071	0.007238215	0.019974846	0.139515067
6643	0.442260002	-0.022609358	0.063993478	0.012224419	0.011900767	0.129977823
6644	0.404674794	-0.032616968	0.067065768	0.00690906	0.012624745	0.140114863
6645	0.395322493	-0.015352964	0.061856771	0.008884362	0.014261911	0.143402554
6646	0.373646718	-0.015390689	0.057376363	0.008288189	0.016727302	0.143306718
6647	0.371699302	-0.014077709	0.059310797	0.003030892	0.01113364	0.127800197
6648	0.368786018	-0.018482343	0.057820004	0.006397504	0.009468883	0.138887341
6649	0.368329091	-0.018018075	0.056208938	0.007788426	0.013102746	0.132421249
6650	0.372734318	-0.011399272	0.055168538	-0.001103073	0.012164265	0.144908753
6651	0.364721923	-0.015523029	0.062506383	0.010982615	0.007744374	0.141178671
6652	0.381217643	-0.023049881	0.055250675	0.013144803	0.010551632	0.148679901
6653	0.35881042	-0.024321812	0.058281781	0.012796824	0.009456624	0.153352922
6654	0.368107222	-0.018775804	0.06305484	0.015909091	0.007751495	0.145893452
6655	0.366576252	-0.022634269	0.05568082	0.020071979	0.007052639	0.143426535
6656	0.372016944	-0.028646192	0.059713053	0.014153211	0.008984131	0.158886525
6657	0.380219932	-0.023250603	0.05844633	0.0079118	0.009587744	0.14434608
6658	0.374333307	-0.017056888	0.066371929	-0.010623027	0.010405531	0.148936527
6659	0.353251184	-0.017837751	0.058754465	-0.001686447	0.00976174	0.137736598
6660	0.366737673	-0.020518608	0.064445554	0.0043526	0.015606051	0.135169055
6661	0.383095142	-0.021596253	0.058880386	0.002636969	0.011844778	0.138547392
6662	0.374268229	-0.023595427	0.064177288	0.012227486	0.013660657	0.139359391
6663	0.349899499	-0.024109903	0.061527237	0.017397323	0.011884564	0.141243754
6664	0.358837842	-0.019408838	0.063072272	0.019929327	0.010614255	0.145955777
6665	0.365296021	-0.014687254	0.059948929	0.007651595	0.015147769	0.150173001
6666	0.349113995	-0.012676961	0.064360497	0.006474148	0.011987309	0.15358516
6667	0.348621647	-0.021318535	0.061093881	0.004397504	0.017523491	0.140824393
6668	0.318201471	-0.015090247	0.069224505	0.021954172	0.015888101	0.140649269
6669	0.359785842	-0.013097363	0.061751071	0.019819688	0.015550838	0.151431962
6670	0.340660522	-0.02111213	0.063484231	0.016826616	0.015065868	0.15531045
6671	0.333111527	-0.022404895	0.067043742	0.032638153	0.018184478	0.150455841
6672	0.356440362	-0.03056936	0.074034889	0.025217203	0.019467206	0.158640374
6673	0.375615328	-0.025181361	0.067447606	0.02897846	0.017634249	0.154860071
6674	0.368169154	-0.029241885	0.065583776	0.028856455	0.015959966	0.145916572
6675	0.367480717	-0.030746277	0.074401073	0.022681589	0.02186147	0.14663093
6676	0.395077086	-0.024167489	0.06817039	0.01731795	0.017147913	0.150157256
6677	0.400952761	-0.021999702	0.064524853	0.026278902	0.012315049	0.150188661
6678	0.410030247	-0.020203656	0.064604581	0.029631442	0.011957292	0.1377089
6679	0.396185151	-0.016276944	0.06403052	0.051902187	0.01200115	0.134658509
6680	0.390834886	-0.021820137	0.066906933	0.033240774	0.013297039	0.1479705
6681	0.376441426	-0.023580926	0.062601194	0.036305114	0.005407157	0.150603457
6682	0.387325717	-0.021653475	0.067640954	0.034070325	0.01063397	0.154132837
6683	0.393902879	-0.025934937	0.060762455	0.025960995	0.004538163	0.135514078
6684	0.364157265	-0.01447942	0.063922989	0.03370343	0.007757096	0.152810805
6685	0.388692679	-0.035079175	0.066601597	0.035952972	0.003931718	0.144194912
6686	0.366554017	-0.029476775	0.068801463	0.025765367	0.009666003	0.140115378
6687	0.378573527	-0.018860057	0.0631758	0.041122169	0.014732273	0.136448934
6688	0.347460773	-0.029429743	0.067275043	0.040643527	0.002078975	0.143433949
6689	0.364050273	-0.021181095	0.062882671	0.030793649	0.005038851	0.128350578
6690	0.362372805	-0.020681316	0.063457805	0.025490728	0.004918866	0.123768754
6691	0.362899253	-0.021825393	0.068947187	0.036690013	0.011884702	0.136194766
6692	0.35745665	-0.028922099	0.071408398	0.036082257	0.009142505	0.123780087
6693	0.362187138	-0.025309038	0.069020537	0.052035091	0.003132293	0.119273736
6694	0.332405174	-0.027974379	0.063875662	0.050448569	0.001586776	0.129140114
6695	0.385246895	-0.018870684	0.064573857	0.040316333	0.005840884	0.133963065
6696	0.322760911	-0.015289047	0.061442615	0.035303166	0.003461512	0.127455841
6697	0.37167884	-0.012955361	0.060769052	0.046716668	0.002505225	0.141210742
6698	0.309505582	-0.012592475	0.061296466	0.037076778	0.003243273	0.139537525
6699	0.323749739	-0.018977763	0.062585818	0.043352869	0.001884708	0.130935968
6700	0.326289042	-0.012458658	0.062755071	0.04371737	0.007152741	0.129043124
6701	0.320654589	-0.01875824	0.063132448	0.032457441	0.010367187	0.129314249
6702	0.286272778	-0.00764063	0.061422189	0.038696671	0.007101556	0.129447468
6703	0.300992227	-0.012773292	0.062350412	0.043237137	0.008880104	0.13117145
6704	0.29345707	-0.016524915	0.062115704	0.043704416	0.006198373	0.129566283
6705	0.300277937	-8.35E-05	0.06445384	0.035951671	0.007183473	0.126852273
6706	0.305263912	-0.015278487	0.068440892	0.0419676	0.006413735	0.145071927
6707	0.305711966	-0.014502452	0.064305395	0.036659034	0.011769766	0.139436538
6708	0.291057883	-0.003314159	0.065678636	0.046431925	0.00581213	0.136967948
6709	0.300928531	-0.014693879	0.057588178	0.051691279	0.001701131	0.133676901
6710	0.297546876	-0.011785818	0.061464103	0.056829961	0.012837682	0.137388071
6711	0.293263613	-0.007047711	0.062902748	0.051744147	0.010329449	0.131420423
6712	0.305955604	-0.017213534	0.064257601	0.062748164	0.00286545	0.143097221
6713	0.342523893	-0.016104142	0.062199601	0.058304355	0.008493368	0.140982364
6714	0.317867533	-0.015979737	0.063095511	0.051521941	0.008544985	0.138008251
6715	0.326786412	-0.013217188	0.062613854	0.066075121	0.005796739	0.142587492
6716	0.277143743	-0.007638292	0.058940568	0.058857917	0.005185575	0.138091644
6717	0.30940226	-0.007748469	0.059999198	0.060022746	0.01244999	0.139003455
6718	0.276970322	-0.011004149	0.060202809	0.04974759	0.006848495	0.135683346
6719	0.275555508	-0.002903476	0.05901968	0.059216077	0.007020712	0.135595021
6720	0.298158358	-0.014334017	0.061287091	0.052241404	0.009242747	0.127259696
6721	0.270750887	-0.009870553	0.062459749	0.051475359	0.015653698	0.142801455
6722	0.269190359	-0.005481252	0.061866331	0.04738596	0.013840682	0.133251294
6723	0.243106797	-0.009760728	0.063941423	0.037246544	0.015989142	0.145977477
6724	0.293830461	-0.0150458	0.064429723	0.037160111	0.012522899	0.139946456
6725	0.275874084	-0.015651843	0.060934149	0.043298912	0.010445974	0.13582051
6726	0.281668232	-0.00900464	0.063495317	0.036580703	0.014158854	0.145068005
6727	0.263718081	-0.009910907	0.067434468	0.046202005	0.014496649	0.144636777
6728	0.255822562	0.000312975	0.059157691	0.029140272	0.012669061	0.135538246
6729	0.271005579	0.000831672	0.062387708	0.031370743	0.017734656	0.131525851
6730	0.276682774	-0.005674363	0.061821725	0.047708743	0.012965308	0.143403554
6731	0.277943677	-0.013485657	0.060267604	0.032009262	0.011702744	0.13398366
6732	0.286057606	0.000656851	0.055577679	0.049057291	0.013647061	0.139069669
6733	0.268783263	-0.01118293	0.062283906	0.030979304	0.015062602	0.125410339
6734	0.280923826	0.004415685	0.053754908	0.05188946	0.016205297	0.135085913
6735	0.298295124	0.002172687	0.054360865	0.045334321	0.01342299	0.131221676
6736	0.268281266	0.00010555	0.057153394	0.043690667	0.015945248	0.129566891
6737	0.243044111	0.003300007	0.056056261	0.023433235	0.012675232	0.115804385
6738	0.26006854	-0.005783226	0.056986033	0.034295938	0.010574202	0.118638683
6739	0.258988248	-0.004931357	0.062679048	0.035870199	0.018533987	0.123527309
6740	0.250998555	0.00795234	0.058418413	0.031262211	0.012203962	0.126256735
6741	0.275030734	-0.005221107	0.061035547	0.02770438	0.012878996	0.114777327
6742	0.269448827	0.002911335	0.058741566	0.029737392	0.013688225	0.115449214
6743	0.260261323	0.005521113	0.065636778	0.025936556	0.014228179	0.106592543
6744	0.271179228	0.007675343	0.066744302	0.037801578	0.017923226	0.116188013
6745	0.295000291	0.00857215	0.061374663	0.03288013	0.016964412	0.112254578
6746	0.29788858	0.006107601	0.066682802	0.03942193	0.021278771	0.112674946
6747	0.287443965	0.008483857	0.064312755	0.025777136	0.021210865	0.121927471
6748	0.288579754	0.002979931	0.064628042	0.033336704	0.019340852	0.12172714
6749	0.301627702	0.009750476	0.059792651	0.035049264	0.020798815	0.114783256
6750	0.297238293	0.006222236	0.065874776	0.022596547	0.018998815	0.111937817
6751	0.272127675	7.24E-05	0.066395994	0.038258984	0.023574416	0.129014538
6752	0.275958349	0.009776828	0.064979564	0.040189116	0.022849251	0.132129579
6753	0.263193912	0.012332037	0.067580079	0.041098916	0.021676079	0.123842826
6754	0.254103671	0.015075544	0.068557496	0.040373148	0.024072397	0.114421791
6755	0.263762866	0.009451988	0.062755931	0.038888155	0.023739586	0.12919092
6756	0.26875285	0.017797223	0.067388852	0.038450015	0.025339959	0.11800613
6757	0.258666526	0.015615496	0.062629634	0.035263446	0.023053543	0.122589959
6758	0.288794649	0.016099093	0.062448123	0.036587831	0.021979945	0.119407136
6759	0.282486907	0.010395187	0.059056461	0.030003405	0.016937332	0.112576319
6760	0.270503667	0.005170582	0.065401611	0.03193718	0.017278326	0.106663608
6761	0.286145055	0.004921632	0.066403926	0.030286097	0.021011652	0.112527064
6762	0.271080154	-0.000437274	0.065825329	0.033555589	0.018884323	0.109483602
6763	0.266400499	0.009881741	0.065602764	0.023464336	0.024054879	0.107524276
6764	0.280756127	0.005907911	0.061000917	0.034231915	0.016902755	0.10764257
6765	0.288340357	0.007623292	0.062036163	0.031510684	0.017987407	0.106700834
6766	0.286631691	0.006562673	0.058395707	0.033199157	0.01502962	0.098952382
6767	0.282396247	0.004088983	0.059572976	0.02005956	0.019959807	0.107160081
6768	0.298974762	0.002410639	0.056355871	0.032923879	0.016843051	0.101112754
6769	0.298494898	0.01166425	0.059632282	0.036912673	0.023319266	0.11129694
6770	0.309994097	0.006315867	0.057834197	0.018841756	0.020720738	0.110958671
6771	0.294333323	0.002491064	0.055492777	0.014942808	0.018371436	0.100216974
6772	0.281521632	0.002037288	0.057086091	0.016818841	0.017147236	0.101609509
6773	0.292663318	0.002551237	0.062350417	0.025274172	0.017977295	0.098557654
6774	0.30078062	0.00297953	0.055711206	0.029744424	0.013591407	0.105178887
6775	0.297523684	0.00402363	0.058429647	0.013045483	0.015792876	0.103928603
6776	0.305164913	0.003032663	0.062856551	0.012418276	0.018365305	0.102064153
6777	0.282594059	0.001296153	0.059989393	0.01344652	0.023613293	0.114693725
6778	0.312403681	0.007735034	0.062711498	0.02591542	0.020558661	0.106352671
6779	0.304148461	0.008783766	0.061682192	0.029723928	0.022490417	0.10865067
6780	0.283341471	0.011798555	0.057752158	0.019001996	0.018392517	0.110970818
6781	0.305834257	0.015096809	0.058584884	0.030307438	0.017495026	0.129184875
6782	0.307681581	0.007154155	0.062774572	0.024373045	0.015217225	0.112456766
6783	0.313135639	0.003701361	0.057159753	0.012009833	0.010617018	0.106918117
6784	0.290823201	0.003078977	0.060165552	0.015205191	0.010881442	0.103648285
6785	0.323212851	0.001703826	0.059277381	0.021643934	0.015584961	0.112030801
6786	0.329377218	-0.00447247	0.054721055	0.022883563	0.009853986	0.107956431
6787	0.295772549	0.004783533	0.056528647	0.025537365	0.013080628	0.113269801
6788	0.311894233	0.001741971	0.056529565	0.028410103	0.011456117	0.115422482
6789	0.316724675	-0.004213975	0.058150685	0.021257514	0.009332608	0.116865529
6790	0.315604788	0.000676301	0.05602533	0.018303573	0.016209497	0.11861364
6791	0.344214041	0.005448432	0.054664294	0.015620102	0.014965351	0.122497063
6792	0.292899721	0.007357001	0.055361944	0.009884671	0.015233431	0.113062365
6793	0.303373067	0.015015819	0.05561539	0.021923241	0.015097408	0.125760287
6794	0.299435801	0.004853303	0.058580435	-1.02E-05	0.014674647	0.113833305
6795	0.303810652	0.006860513	0.056427601	0.010034149	0.012143837	0.1087115
6796	0.274268339	0.007100059	0.057831206	0.008754802	0.015965391	0.125943357
6797	0.283778542	0.00312353	0.065149216	0.004403736	0.014827115	0.11355357
6798	0.293127708	-0.003272062	0.062822061	0.015455767	0.012958235	0.113283777
6799	0.280841053	0.002760106	0.066330098	0.017760307	0.015012619	0.117727945
6800	0.279549449	0.006700691	0.058529011	0.016779116	0.009265459	0.117133601
6801	0.26275374	0.002296093	0.060314447	0.009719147	0.008734378	0.113835736
6802	0.285884696	0.002603779	0.061181683	0.010827036	0.011684856	0.11851076
6803	0.308226309	0.003927799	0.059469116	0.006863539	0.010093683	0.10981115
6804	0.283372665	0.005681263	0.059893274	0.014441669	0.006225366	0.109942454
6805	0.298909053	-0.000331846	0.053457719	0.008891791	0.009545717	0.115166886
6806	0.284280687	0.002751612	0.05694939	0.00647065	0.010407251	0.11745584
6807	0.298855619	0.002648045	0.053127242	0.004077388	0.011413598	0.115615399
6808	0.294522752	0.006026878	0.062508382	0.00182639	0.018049929	0.110592064
6809	0.32211163	0.003387557	0.059432489	0.010028176	0.011265905	0.106130955
6810	0.284236641	0.009032625	0.059457961	0.010776801	0.013078007	0.116218404
6811	0.285752761	0.013832134	0.06172007	0.007527078	0.011436206	0.116807429
6812	0.294516007	0.005397698	0.060136903	0.014263173	0.012782782	0.123040869
6813	0.296424535	0.00979948	0.062009575	0.02403293	0.018737015	0.123483849
6814	0.273139806	0.011689291	0.063419003	0.015829705	0.019360084	0.120333972
6815	0.260225237	0.006522533	0.06140239	0.015673897	0.022645926	0.124271537
6816	0.274251059	-0.00053299	0.057852823	0.012007329	0.01730684	0.101081961
6817	0.259056975	-0.003900416	0.061987366	0.015969697	0.016793095	0.113544313
6818	0.275911304	-0.001150948	0.06465848	0.010148171	0.023508259	0.109163917
6819	0.278296439	-0.000729136	0.060977362	-0.004514889	0.016765016	0.109549756
6820	0.261119266	-0.002956201	0.059865364	0.000710844	0.01869771	0.115456042
6821	0.260770428	0.000427451	0.056781288	0.00573181	0.010396455	0.10562423
6822	0.263085595	-0.010411194	0.058867404	0.004727739	0.013500508	0.115616455
6823	0.250294031	-0.004949478	0.064112768	-0.009177245	0.015237616	0.11194329
6824	0.274149143	-0.004792107	0.062701498	-0.00130907	0.017363316	0.103858244
6825	0.276492383	-0.017381298	0.065820948	-0.007736092	0.020359317	0.113989336
6826	0.276477187	-0.014033565	0.060063896	-0.00475597	0.012571266	0.105968823
6827	0.270768686	-0.011136313	0.065842137	0.000303311	0.01868682	0.107076217
6828	0.262756403	-0.018747232	0.071206416	-0.011397657	0.019094536	0.109356384
6829	0.269191723	-0.013652657	0.0651448	-0.016104068	0.013839699	0.097780218
6830	0.298061438	-0.018528822	0.065642307	-0.01078543	0.01800806	0.10521634
6831	0.279563281	-0.009923074	0.070410419	-0.005973099	0.024138417	0.094547528
6832	0.289213088	-0.015031977	0.060010756	-0.005987194	0.018349796	0.110091439
6833	0.259214142	-0.007871631	0.066096872	0.008073162	0.022227838	0.099606518
6834	0.281512104	-0.009220968	0.068556138	0.001687405	0.021274629	0.110039906
6835	0.292225758	-0.012068104	0.059186757	-0.00458271	0.016761139	0.10097041
6836	0.294784469	-0.021735415	0.065153018	0.003341123	0.016127286	0.099287025
6837	0.289659537	-0.023648928	0.069526083	0.005609615	0.017652346	0.094683838
6838	0.275661293	-0.016790102	0.064506903	-0.001895251	0.015131792	0.097329738
6839	0.264988917	-0.020689964	0.06500047	-0.008310097	0.019406561	0.094778205
6840	0.289850405	-0.023588845	0.065853421	-0.012018029	0.019773938	0.099751704
6841	0.257078656	-0.023271736	0.070535655	0.000780579	0.018659753	0.105147978
6842	0.265665726	-0.015751477	0.066009419	-0.001565422	0.014840334	0.102830096
6843	0.274910591	-0.015158313	0.062510905	0.007429914	0.018008178	0.099188883
6844	0.249412319	-0.013838907	0.06191841	0.006498927	0.013168049	0.106423283
6845	0.251054667	-0.014994794	0.065996347	0.008099393	0.012972859	0.106627633
6846	0.244721101	-0.013118504	0.068745096	0.007857287	0.017109281	0.111462713
6847	0.271874595	-0.017554217	0.069877954	0.00734153	0.018538169	0.117925247
6848	0.288161353	-0.023036138	0.067291659	0.005362911	0.020675709	0.110569927
6849	0.280202869	-0.017594739	0.063134148	0.006339212	0.018711328	0.105020495
6850	0.288792563	-0.018161141	0.065192661	-0.001444475	0.020670361	0.112386813
6851	0.272113397	-0.023931987	0.070220077	0.002523908	0.019598306	0.118139714
6852	0.298941756	-0.020228446	0.064457669	0.000961044	0.014359898	0.115166419
6853	0.2660678	-0.021034016	0.064022346	0.017250423	0.013471228	0.111428662
6854	0.256209894	-0.019202517	0.063508929	0.010776144	0.007199782	0.115345622
6855	0.254950316	-0.015298074	0.059457666	0.012939674	0.011340299	0.116381895
6856	0.284689749	-0.02256293	0.06771433	0.012813175	0.012621828	0.113844651
6857	0.282486858	-0.023045808	0.065518356	0.008465593	0.012430086	0.108244186
6858	0.283651531	-0.021814277	0.066386964	-0.001708302	0.010188982	0.107027082
6859	0.25160696	-0.031533113	0.067753476	0.01081037	0.009512868	0.108349333
