"iteration","","","","","","","","","",""
1,1.01768269932317,-0.007174147851588,1.3003351816201,-0.0283771383719338,-0.0796975761851276,0.889146042884679,0.0665726996183615,0.120734568639337,-0.0209220703887709,0.796762306088033
2,1.05567057168964,-0.0112782715106259,1.31624139918831,-0.0300112435516165,-0.0964551750314429,0.924029516354018,0.0768889427919337,0.129068037630711,-0.0351862143889358,0.809370768390087
3,1.04516580343622,0.00756400410818381,1.27812979302399,-0.0217254117089146,-0.0666291276187066,0.88955038816494,0.0910694062726358,0.109087525032973,-0.0397757346223886,0.779797802926021
4,1.0589967312699,-0.00475197616619868,1.22684169370599,-0.0193331838126472,-0.0776823383073317,0.857355182134787,0.0734792932146466,0.1249514447457,0.00340502388144106,0.805138519427284
5,1.12791074951744,0.0127382172003118,1.29577136458229,-0.0396149965410103,-0.0853438311468535,0.915037852419489,0.0874013658777708,0.112588378847531,-0.0238880616901445,0.828122593016215
6,1.08793638393012,-0.05596905949487,1.24235029270407,-0.00497194472634856,-0.0813522674589461,0.905358080518874,0.085234502220107,0.106070093609665,-0.039963015285864,0.817568031823062
7,1.05382614820987,-0.0144418479906621,1.31430227914715,-0.00189467655224458,-0.0987194162202999,0.888794255913215,0.0688551067430992,0.113924405260535,-0.0489638047027964,0.781597395363169
8,1.08127836348535,-0.0225140419046792,1.34972895706216,-0.032895690201898,-0.0996664611533255,0.936107741530982,0.107672869907171,0.121721101711222,-0.0502084446572589,0.793145779418833
9,1.02742692388503,-0.0254536313701726,1.29143558876243,0.000189617623054932,-0.0779625962667398,0.878127963940765,0.0550341763146662,0.115384985420065,-0.046798149653675,0.787127501789167
10,1.09714740042859,-0.0327054551057959,1.26446816029063,-0.0107859468035372,-0.0953820955330005,0.8843729928,0.0889854419740025,0.0998334714457478,-0.0316997101137311,0.819948288194337
11,1.09841470416066,-0.0385397354491206,1.31346461828862,0.0209600360829731,-0.0944873703946126,0.941824483550932,0.0677985715582769,0.111351084769844,-0.0527915804561259,0.79871091197578
12,1.10524431115475,-0.0224601837357253,1.32428624500485,-0.00841955535676189,-0.0903153860864115,0.898696964992291,0.0735507033904532,0.0640360371718245,-0.0398045528660742,0.802739723067545
13,1.11906196850866,-0.00844083765109438,1.29968857621857,-0.00552851315912562,-0.101764795927142,0.910543086154623,0.0859240954229191,0.0913070258190638,-0.0547942842493833,0.791201719418599
14,1.06529037250759,-0.0379712857472018,1.2728338314345,-0.000160724302660917,-0.109299833106015,0.901916967009812,0.0847516966298141,0.092070967179716,-0.0351336076424062,0.781965828500259
15,1.0830587881847,0.00381204535349939,1.25074813854738,0.00700478527558939,-0.107937215605748,0.897802105634687,0.0769207109199646,0.0965850595731068,-0.045861730258761,0.776720635863924
16,1.09912789020947,0.00642900334206074,1.30824168540961,0.0212512922931362,-0.0842829299738425,0.915233160253381,0.0805098837214367,0.110401127301332,-0.0314878483541943,0.793306293215053
17,1.09160193885972,-0.0327146919407334,1.23310813718574,0.0112423235985299,-0.121000493817685,0.894067208533738,0.0625796354527691,0.0831171238667379,-0.0312600732941332,0.793524492888044
18,1.11996504514748,-0.0412205632792736,1.29236653485019,0.0132138888392762,-0.10401332771638,0.896302573064359,0.077162349130107,0.0980121941333736,-0.0530840982534428,0.773033934114761
19,1.07828422303307,-0.0264360934333709,1.24245380800681,0.0189741267434777,-0.106348378218157,0.907678533103096,0.0806718217773692,0.107400519376184,-0.033206374184705,0.791829656178633
20,1.09727821924457,-0.0366002786504895,1.28539754503336,0.022993473150882,-0.105768844792677,0.890726738951185,0.0508201883345957,0.130862433146663,-0.0441961676950617,0.786455080542497
21,1.07789515784027,0.00581254528854234,1.23999824865225,0.00422832441165796,-0.0831256714880104,0.903210038372976,0.0655735817549387,0.112519775669365,-0.0356607014194293,0.777273907505125
22,1.05415086487965,-0.0350358644048326,1.27992154835294,0.00148231601202789,-0.0847793235957895,0.878322411363781,0.0753383169819172,0.0883074089422909,-0.0506852598866952,0.77190966479522
23,1.03020928358803,-0.0165030838826724,1.31756670447747,0.0193800857627836,-0.097958329610413,0.915094019277188,0.0877320896255735,0.0967048996504741,-0.0347119920316132,0.751282338664791
24,1.04487635785653,-0.00860158078954679,1.28121508983318,0.0330911461149675,-0.0949770519493793,0.948410431027947,0.0636659653425013,0.0784186277181318,-0.0389848201480709,0.739265348298581
25,1.0117937971574,-0.0039296706592901,1.3200160632427,0.00963511458396496,-0.0785589920256508,0.939761903233148,0.0752356952262205,0.111339850343721,-0.0497712181399829,0.751951286416882
26,1.0311436349034,-0.00424205132176778,1.34599646008707,0.0437703537016081,-0.0785584999269607,0.956497652610785,0.0652531309533054,0.0867468969122606,-0.0530106627212791,0.762620039009328
27,1.02968261506565,-0.0327822610515937,1.30003141517252,0.00187136664607144,-0.0856480418029657,0.928004635802151,0.0821816283844046,0.0634972547993275,-0.0139337483876687,0.736570727789076
28,1.05885603872624,-0.039741174973587,1.28612568551102,0.0415557356710712,-0.115220360719241,0.929146312169579,0.0635041053892865,0.099807875397622,-0.0365959434263084,0.759687215337262
29,1.04342367592365,-0.047680685697257,1.3174087954156,0.0220620242664144,-0.0808786668925676,0.890199980199428,0.0783633922361607,0.0857464419921733,-0.0228598366929564,0.786737982637707
30,1.0572445939862,-0.0266070242844104,1.27713216287444,0.00194429782004439,-0.0886708486537085,0.909118618725594,0.0676168318305818,0.094522234541847,-0.0321203952808769,0.750276413248969
31,1.02651338678491,-0.0265187381571336,1.36509513837104,0.00722238774454278,-0.134644329234736,0.915173443457688,0.0510225915218478,0.113819902133834,-0.0323613741511698,0.761529264987442
32,1.07033464823762,-0.023218181570967,1.32687721827093,0.0217093532022537,-0.110336039937641,0.908704364173252,0.0658071238906703,0.122549064117925,-0.0204988410386713,0.781238184327142
33,1.04665042677183,-0.0464631098915841,1.26482162739423,0.0310086996652872,-0.107832331406183,0.901216069973515,0.0684299256407337,0.102721058258557,-0.0254515196736788,0.784976495126613
34,1.05919734674336,-0.0271531339551656,1.31606250829114,-0.0249956702542408,-0.0973387033662807,0.881080005333977,0.0439340650544484,0.141131066134058,-0.0386042654706357,0.811329001650598
35,1.04545071739566,-0.0520490389370784,1.28194084735615,0.0144536146803306,-0.100477797578318,0.914523080736698,0.072709075240275,0.0879673814638589,-0.0412506064194988,0.776818398452947
36,1.04299704442337,-0.0633930504778993,1.34194743049045,-0.000863854820958985,-0.0833689434665356,0.924241615871153,0.0295359993254543,0.0757908130560715,-0.024028636651764,0.784762145298122
37,1.02755547312173,-0.0480074106148153,1.32103914509413,-0.00212854887100279,-0.0558241518840435,0.904513000148188,0.0635157957976894,0.0823423611092722,-0.0148086335110669,0.762164867600427
38,0.993920198392176,-0.0497538493028997,1.29363508428758,0.00601673636708752,-0.0859149588120545,0.87963881116502,0.0531692615047082,0.0951269872158822,-0.0237320936517906,0.785223860522078
39,1.02995788263751,-0.0510994810764262,1.30046828304926,-0.0237322363714357,-0.0849255807797308,0.88882233263872,0.0458025948627782,0.0943837068286344,-0.0373105331311201,0.809499496703473
40,1.0102667246461,-0.0147399224197282,1.31489727965887,-0.0370411314352924,-0.107562304818657,0.895202922851464,0.0431748546896433,0.084702686333939,-0.0441739382826693,0.784468754394261
41,0.989959922531548,-0.0356109109680623,1.2686720652137,-0.023000718637922,-0.0804520430255466,0.918153835795709,0.058130010247489,0.105160041348034,-0.0502637835368303,0.790647140025929
42,1.01131899227861,-0.0253844984991454,1.30515130813734,-0.0153178051453507,-0.0642297291305245,0.884675710116964,0.0600650139014243,0.0992304623662186,-0.0497712339045872,0.78939379292335
43,0.989168477430016,-0.0347589635883883,1.30760363063032,0.014087395336095,-0.0847865433544379,0.952546167474128,0.0504943528558203,0.0826203477498859,-0.0292557049822435,0.780894849533303
44,0.997794650067035,-0.0333175150766423,1.29168354420699,0.00201845757584693,-0.0789368304697635,0.914613517813351,0.0621633130297396,0.109632743216245,-0.0280112636964538,0.797090509393838
45,1.03014933533617,-0.0382902883334826,1.33655745021401,-0.0155489407773319,-0.0903230263792811,0.921007271156003,0.0533470059146674,0.103811074608474,-0.037976152711604,0.754812185060886
46,1.01375295628903,-0.0220088202292116,1.29160904065533,-0.012307764449541,-0.0883269098775361,0.906275292575884,0.0510803606348055,0.0895847924741588,-0.0231062088690576,0.766327444075379
47,1.03482612999964,0.00188875180715108,1.3030723051889,-0.0256525598638792,-0.0888724461598584,0.909125559609799,0.0582747176222351,0.100146805720779,-0.012879425803994,0.777016480680866
48,1.02963822291578,-0.0190168422616471,1.3209853725394,-0.00764393669691032,-0.103642953904559,0.905715193926804,0.0481308039796992,0.0890594991680934,-0.0153713888095152,0.748824827142263
49,0.987221317645343,-0.0245988869958324,1.32506495532246,0.0104582558326439,-0.0772579007442828,0.892894485120098,0.0529874666560691,0.0813035269243523,-0.0231262545002484,0.771790991024303
50,1.030789005434,-0.0154413286739693,1.33379884912983,-0.0207725359393893,-0.0649178118988392,0.910562739985859,0.0768227001032815,0.0906137292567354,-0.0330537047179474,0.772808949513934
51,0.966562390612067,-0.0287708146287481,1.31573564246526,-0.00487967117868346,-0.0791787973433308,0.925683216750182,0.0903195165436005,0.110747785466934,-0.0234354610014176,0.759759338657632
52,1.02985258336736,0.0151446771698477,1.38167165661055,-0.027043413973264,-0.0956990859553287,0.907506166355638,0.0707859476079595,0.0904553712749067,-0.0252696963698829,0.765063968218406
53,1.01886572498301,-0.0311007537651317,1.32360161792838,0.0146591381711081,-0.104537338942035,0.916143947599353,0.0559715975365709,0.101381032012623,-0.0339963716918903,0.770882444872286
54,0.999001376334485,-0.00314565994040842,1.29718803392028,0.00395337800740018,-0.08554281659665,0.900784654195653,0.0774875772255072,0.0868978611334389,-0.000630067802187915,0.757291840543901
55,1.0001593319304,-0.00549939465504917,1.30206797232879,0.00519843756652196,-0.0925357238154203,0.923218351905916,0.0733419792683515,0.105312459723986,-0.0193861011543507,0.728671001488595
56,1.03970213605235,-0.0489741159113592,1.35120783531615,-0.0142412039360067,-0.0822314827535556,0.943121020917746,0.0967423763960461,0.064753952481531,0.00133884440989691,0.7422035922764
57,1.03473863049047,-0.0305642617412018,1.33692052696434,-0.0114264816129804,-0.103648008362717,0.912052917222694,0.0565220319163511,0.0825389478929315,-0.00985140279473751,0.747213021222933
