"Respondent","RLH","Bx_class1","By_class1","Bx_class2","By_class2"
1,0.329807432932361,0.810174290778955,-0.768067747675129,-0.788089015133498,0.0180015687464031
2,0.319469696105622,1.06458358014951,0.0585755218720198,0.114490110410331,0.559019948238296
3,0.466523582515266,1.44757000931015,-0.603279312286001,0.0397573119693079,1.11664104230152
4,0.3240088921964,0.723803787179424,-0.405188637872967,-0.295281215380168,-0.349496443455343
5,0.342402662805847,-0.0674569566443087,0.542112544215106,-0.339556926677902,0.775866075187418
6,0.674318948588119,0.548023499657729,1.22766241925017,0.0455950535635757,1.18241487429831
7,0.36807589597227,0.712119003718182,-0.284161024761315,0.306748184118961,-0.344944784032564
8,0.370488689945422,0.468919382018999,-0.90832618148298,-0.118177928156765,0.312972791777841
9,0.292139038736265,0.867442592675697,-0.656082645433556,-0.148520438534314,0.728636809995746
10,0.363998517491243,-0.351732424744407,-1.12788590840318,-0.571911792686033,1.17995000878306
11,0.37283156018499,1.19622610500068,-0.539684545499852,0.186942502683664,-0.4639967784084
12,0.472613826870613,-0.547116945596858,-1.18774820803272,-0.841238822542958,-0.450793799889181
13,0.329695951056909,0.421955956294901,0.392042807882414,-0.379030197705412,0.177547265590208
14,0.260507167968997,-0.119176194337722,0.352413383992225,-0.1140078330113,0.573733765832053
15,0.425154200863312,1.3136794069895,-0.219056758848123,0.663274966803729,-0.0201376654850956
16,0.241040211031256,0.318444311924607,-0.120825472750672,-0.0619921526899001,0.365948639236898
17,0.322685670205849,0.957996360066731,-0.761610480489117,0.379177740894211,-0.290652490031149
18,0.510723161114352,-1.10303993687819,-0.489921509988215,-1.08687048034266,0.199277975346484
19,0.38221471130887,0.732455691030683,0.300098487617621,-0.235765537990868,0.666184432321569
20,0.336527143997342,0.814263910721236,0.345499950010915,0.502908518767866,0.612021362968177
21,0.321130213225924,1.1949733243762,-0.51392239167268,-0.830027672195297,0.411099752443416
22,0.730337757984572,0.928876297990999,1.12382607936585,0.578744413833639,1.0142994559078
23,0.288392361457339,-0.300372622413015,-0.100503156123285,-0.356576551839346,0.114491347101403
24,0.72725662827841,0.585956359463855,-1.73878202386285,0.0438494426056399,-0.954410697688203
25,0.211608501840896,-0.000245142803968831,-0.496590747831016,-0.105794494782935,0.0837723749547556
26,0.684115521967889,1.4291943167739,-1.09147754892441,0.682789799312404,-0.661935803362651
27,0.713444906486222,1.5589160749575,0.49575495280847,0.864721565930457,0.500817261615578
28,0.542452198834711,1.08791710788954,-1.06531917115041,0.391230932341626,-0.81195971037315
