"iteration","brand2","brand3","brand4","brand5","price2","price3","price4","price5"
116,1.928049843,-2.3282891,-1.229791107,-5.080142558,-0.9887729115,-1.881078301,-2.55423454,-3.263962099
117,1.900305523,-2.394904381,-1.337211671,-5.116409384,-1.014544363,-1.852837551,-2.512762051,-3.208461271
118,1.872123169,-2.294071387,-1.333781926,-4.911247242,-1.042087459,-1.873110232,-2.571113418,-3.235118341
119,1.862214934,-2.316911196,-1.286452132,-5.051937888,-0.9913070507,-1.851614864,-2.515915876,-3.23999367
120,1.750864187,-2.302637322,-1.370560785,-5.068986772,-1.014121078,-1.873914186,-2.523356743,-3.243823934
121,1.91598491,-2.32088173,-1.306455027,-5.059492072,-1.005342627,-1.8745947,-2.521610589,-3.268233554
122,1.890283053,-2.325544631,-1.251989304,-5.020900837,-0.9811082263,-1.863178857,-2.551273577,-3.270170909
123,1.798856812,-2.264173345,-1.34268863,-5.014523965,-1.073372149,-1.874593514,-2.524978378,-3.255680593
124,1.755135447,-2.282961543,-1.390662757,-4.928263584,-1.050890284,-1.915128826,-2.572520365,-3.279610837
125,1.758373502,-2.265898743,-1.299682181,-4.941774109,-1.019379447,-1.915345271,-2.57585724,-3.299046749
126,1.863876094,-2.341124562,-1.202380672,-5.050513977,-0.9933069192,-1.900082672,-2.61708159,-3.282616613
127,1.815491069,-2.380005116,-1.254863216,-4.927494294,-0.9749003582,-1.906435107,-2.6115983,-3.31689719
128,1.780683814,-2.301363339,-1.39320733,-4.773217216,-0.9915022272,-1.948257623,-2.621228141,-3.298891921
129,1.93346629,-2.356481804,-1.39707931,-4.910321159,-1.027545646,-1.922845744,-2.5637835,-3.294989764
130,1.950897115,-2.324442723,-1.294094836,-4.991578783,-1.014779704,-1.912384769,-2.600997495,-3.276787808
131,1.868110296,-2.318060673,-1.312210737,-4.959273377,-1.002476775,-1.894585688,-2.570842169,-3.301470994
132,1.860065026,-2.332480788,-1.386722953,-4.892739898,-0.9887323742,-1.909119959,-2.596769292,-3.305912135
133,1.863466588,-2.330665477,-1.398164189,-4.905107753,-1.023544651,-1.906807087,-2.590595779,-3.283621053
134,1.91734773,-2.288646451,-1.291698312,-4.867643982,-1.027238136,-1.951358197,-2.633653747,-3.29481347
135,1.902704849,-2.253266412,-1.349275246,-4.921324521,-1.098296967,-1.960265053,-2.575720013,-3.270101585
136,2.000860396,-2.249369368,-1.236059079,-4.825690392,-1.053145926,-2.013969169,-2.647123587,-3.306180291
137,1.933975971,-2.29888075,-1.353278889,-5.01717912,-1.045513301,-1.939221932,-2.599510934,-3.249786406
138,1.885888511,-2.275876854,-1.322746995,-4.878934149,-0.9912374975,-1.931850537,-2.591801558,-3.275247984
139,2.001096678,-2.317118202,-1.206080074,-5.064438494,-1.013809645,-1.930560769,-2.623745749,-3.287607561
140,2.053912654,-2.398734761,-1.155365356,-5.12898761,-1.0105839,-1.886110672,-2.623724595,-3.267252237
141,1.97896558,-2.283106347,-1.168361759,-4.985330666,-0.9922241223,-1.898395729,-2.677893682,-3.293040296
142,1.862134895,-2.326018639,-1.253269691,-4.936141128,-0.9389830448,-1.854579257,-2.631471244,-3.309368241
143,1.95521878,-2.372572697,-1.26555984,-5.008166633,-0.9306169446,-1.868790208,-2.656063157,-3.259683902
144,1.972830905,-2.211091898,-1.098015138,-5.144325265,-1.045643374,-1.882650119,-2.620628687,-3.300895315
145,1.926965837,-2.255472546,-1.200314895,-5.142946767,-0.9905870606,-1.868031643,-2.601708615,-3.243402647
146,1.948057681,-2.269884602,-1.192720127,-5.124044056,-0.9878316795,-1.829679215,-2.592920873,-3.232229358
147,2.020729483,-2.283158361,-1.104777007,-5.102102356,-0.9572853851,-1.865782116,-2.664800541,-3.35002214
148,2.031367293,-2.298937025,-1.131655147,-5.138545383,-0.9780173919,-1.892195234,-2.665160595,-3.293956333
149,2.037197029,-2.194671407,-1.103948027,-5.07707822,-1.024113926,-1.880719166,-2.663260329,-3.268994054
150,1.938670071,-2.310492235,-1.134754311,-5.019630391,-0.9876564462,-1.848194473,-2.650915103,-3.314361183
151,2.076079656,-2.372621145,-1.089553853,-5.286583353,-0.9971943351,-1.872693356,-2.640744804,-3.278719609
152,2.065002211,-2.378963831,-1.132968101,-5.106487908,-1.018911298,-1.864489209,-2.676741419,-3.295671476
153,2.06186653,-2.411355938,-1.202810021,-5.205556362,-1.002603698,-1.915950328,-2.641148247,-3.286252704
154,1.991463073,-2.272400953,-1.131595769,-5.130712918,-0.9979935956,-1.901388781,-2.655326826,-3.322355453
155,1.89202756,-2.218480618,-1.084281901,-5.102235948,-1.008874884,-1.891312862,-2.677460496,-3.304675707
156,2.017287224,-2.334497614,-1.109445085,-5.147704986,-0.9756526015,-1.826481951,-2.636101519,-3.299061767
157,1.889415579,-2.203385342,-1.080893565,-4.998638898,-1.049658231,-1.858168597,-2.68541388,-3.37029673
158,2.016896438,-2.299283106,-1.01977212,-5.181824411,-0.9966663703,-1.8429356,-2.69262549,-3.351599416
159,1.982948628,-2.292385984,-1.160202654,-4.998200626,-0.9766465039,-1.846279494,-2.686979406,-3.336769759
160,2.051807486,-2.323746417,-1.201346912,-5.204298578,-0.9599879176,-1.849866881,-2.642824327,-3.303290694
161,1.936244766,-2.280087726,-1.165554525,-5.104299632,-0.9450718922,-1.81851969,-2.648692315,-3.310948489
162,2.064351341,-2.341047998,-1.246627462,-5.075510758,-0.9502063421,-1.851843255,-2.676310882,-3.323428978
163,2.133980122,-2.271808595,-1.103142776,-5.089525053,-0.9575942637,-1.846371087,-2.647775907,-3.312494904
164,2.077677731,-2.269798263,-1.051634077,-5.053866438,-0.9262093521,-1.790401771,-2.614593341,-3.29082648
165,2.12608142,-2.25041757,-1.16594441,-5.054270137,-0.9784116059,-1.831832608,-2.647389504,-3.315145714
166,1.97807509,-2.227429428,-1.105737549,-5.117423667,-0.9080594784,-1.834581664,-2.644092264,-3.26532199
167,2.00717901,-2.310970849,-1.13388158,-5.042766819,-0.9363932372,-1.781836257,-2.632691824,-3.30425967
168,2.10929018,-2.346979501,-1.056979761,-5.055528545,-0.8704626051,-1.731678847,-2.605792878,-3.302648566
169,2.061517173,-2.305322548,-1.21745001,-4.950580281,-0.9525142273,-1.854632225,-2.649453598,-3.338635202
170,2.10258024,-2.3670548,-1.18632701,-5.116212476,-0.932005467,-1.772543536,-2.653808362,-3.299638413
171,2.116624396,-2.261578011,-1.254902923,-5.025852865,-0.9543271127,-1.854898719,-2.670309804,-3.296502416
172,2.115925197,-2.33343777,-1.145870374,-5.214258078,-0.9089220419,-1.781558706,-2.58848934,-3.293478367
173,2.120262586,-2.32567918,-1.224194464,-5.016599468,-0.9508122462,-1.806048095,-2.643480294,-3.332975473
174,2.054674848,-2.311714084,-1.197963172,-5.14263487,-0.9111821534,-1.79319427,-2.601273496,-3.26319307
175,2.059211468,-2.289900369,-1.1788417,-5.012524721,-0.8873301519,-1.817601284,-2.628856716,-3.282290472
176,1.902159922,-2.296742746,-1.275262506,-5.026544121,-0.9047985603,-1.830969882,-2.658947755,-3.288768223
177,2.135868602,-2.303112814,-1.275814198,-4.951366124,-0.9169379569,-1.771268923,-2.603944616,-3.274919752
178,2.094310134,-2.308957135,-1.234997031,-5.000422232,-0.9677268531,-1.816256204,-2.633979231,-3.283984795
179,2.017578418,-2.265748,-1.281824382,-4.938764705,-0.968121017,-1.869956915,-2.688998111,-3.333749079
180,2.111456723,-2.333943951,-1.308000398,-4.915761957,-0.9536772144,-1.816275204,-2.65598722,-3.311042102
181,2.250935186,-2.23375653,-1.250224587,-5.074770075,-0.9895683116,-1.864365159,-2.702284157,-3.317854922
182,2.113984354,-2.337579139,-1.356687956,-4.963270854,-0.9628548359,-1.808685175,-2.651251369,-3.292567331
183,2.018304661,-2.223492782,-1.225985358,-4.854016799,-0.9800999917,-1.795800299,-2.639701674,-3.346908993
184,2.102417227,-2.203895619,-1.229613292,-4.853557217,-1.059563746,-1.860426408,-2.698803678,-3.377921128
185,2.219170899,-2.157646675,-1.346943419,-4.857306399,-1.0559463,-1.903014864,-2.662188631,-3.316355371
186,2.214975431,-2.241709434,-1.269498077,-4.93655099,-1.016396875,-1.861717579,-2.637768291,-3.289361792
187,2.300398234,-2.356520317,-1.292467847,-5.025481747,-0.9674370145,-1.825544349,-2.617829232,-3.258105155
188,2.049034917,-2.228234038,-1.167952048,-5.031332949,-0.9860607781,-1.85980742,-2.651251094,-3.336367899
189,2.195705327,-2.248709232,-1.192108663,-4.961435541,-1.013012623,-1.837350107,-2.635972375,-3.296452659
190,1.961543709,-2.155545401,-1.334462169,-4.861231488,-1.030418874,-1.875145151,-2.669756566,-3.320988839
191,2.100680829,-2.123242505,-1.293364756,-4.898022232,-1.022929532,-1.905080529,-2.63558653,-3.29872952
192,2.236094447,-2.327529904,-1.297058852,-4.917469802,-0.9835202462,-1.859187177,-2.669994523,-3.299369759
193,2.306291292,-2.276038676,-1.336529289,-4.817264863,-1.024867714,-1.860780401,-2.64584293,-3.344262501
194,2.180133616,-2.174222411,-1.314020913,-4.888125825,-1.017219915,-1.849241476,-2.619943891,-3.304583947
195,2.123831602,-2.125036599,-1.227285153,-4.880679414,-1.023045142,-1.872526537,-2.627527872,-3.309740608
196,2.206003753,-2.229572599,-1.369222574,-4.894769889,-1.011635642,-1.838268743,-2.627451924,-3.285516643
197,2.211523938,-2.261400206,-1.28528248,-4.965899032,-1.017360242,-1.870170271,-2.624610686,-3.297811229
198,2.221904529,-2.194515104,-1.102445172,-4.862247918,-1.07058096,-1.861458188,-2.675936096,-3.356518602
199,2.12747689,-2.068849673,-1.156136084,-4.807356692,-1.10857849,-1.943624587,-2.724045522,-3.352096021
200,2.135572708,-2.109748051,-1.249397012,-4.707301879,-1.085644347,-1.925472865,-2.697921724,-3.379675541
201,1.961244096,-2.032023688,-1.194735682,-4.710728212,-1.050836301,-1.91491442,-2.728589598,-3.379660009
202,2.024966106,-2.068716072,-1.170321833,-4.741925135,-1.044771543,-1.949896163,-2.740200993,-3.431853531
203,2.134900267,-2.243484749,-1.204391122,-4.969623984,-0.9661873296,-1.845100201,-2.626833927,-3.317085925
204,2.068288857,-2.161653648,-1.216806513,-4.659938601,-1.020262847,-1.859056346,-2.642953339,-3.363126017
205,1.942094217,-2.141270303,-1.290184758,-4.794373799,-0.9382430899,-1.850735039,-2.608194124,-3.31403097
206,1.963307871,-2.051173543,-1.226731589,-4.718190545,-0.9903832752,-1.889910194,-2.659718149,-3.326093253
207,1.811697963,-1.93933135,-1.187360271,-4.788771722,-0.9878642392,-1.914854627,-2.699582242,-3.340461854
208,2.060505418,-1.977236288,-1.227605272,-4.766752393,-0.9961172236,-1.901735859,-2.655390574,-3.329534082
209,2.061969955,-2.120777783,-1.287746678,-4.812317494,-1.012214636,-1.849477876,-2.657466123,-3.294396116
210,1.934454403,-2.100580621,-1.120142535,-4.899882008,-1.008226371,-1.854454215,-2.656995567,-3.343808837
211,2.080562947,-2.077586013,-1.098225858,-4.742155682,-0.9533970579,-1.860359428,-2.669107374,-3.356683705
212,2.056810492,-2.178970046,-1.246909881,-4.765449756,-0.9861986059,-1.862198817,-2.678485262,-3.356030261
213,2.134404926,-2.255922876,-1.180082334,-4.885623997,-0.9175844718,-1.820625924,-2.670261901,-3.32535247
214,2.094806973,-2.223436897,-1.170112927,-4.974102779,-0.9200379796,-1.762609576,-2.612968892,-3.301232783
215,2.039772249,-2.219483246,-1.025290369,-5.013977441,-0.941278953,-1.769056394,-2.595305427,-3.338225109
216,2.190272154,-2.200628555,-1.170429199,-4.833876482,-0.9846456935,-1.832576303,-2.653276624,-3.365436932
217,2.160485406,-2.209160169,-1.046985705,-4.850327878,-0.9550713988,-1.804700565,-2.640884379,-3.340987122
218,1.915631909,-2.159480072,-1.354520272,-4.712796628,-0.9613753595,-1.814842666,-2.669141642,-3.322758238
219,2.202428143,-2.19624343,-1.291675642,-4.943427949,-0.9716698617,-1.83553678,-2.60910184,-3.282838936
220,2.191744215,-2.250715301,-1.200913595,-4.833686746,-0.909101448,-1.789679028,-2.612875304,-3.281618028
221,2.041871311,-2.194567628,-1.209155659,-4.882196597,-0.9292554388,-1.820581984,-2.579286612,-3.279484639
222,1.916745263,-2.188834978,-1.173074703,-4.779226775,-0.9646672841,-1.821017851,-2.680700893,-3.330723754
223,2.035259261,-2.193763659,-1.022957499,-4.851026469,-0.9738914709,-1.837237745,-2.653043154,-3.360333578
224,2.152231538,-2.247562235,-1.105150586,-4.935319726,-0.9928830261,-1.802298188,-2.629795706,-3.330467705
225,2.065040867,-2.154833866,-1.130633295,-4.78774564,-1.013531011,-1.859279363,-2.665007999,-3.400276409
226,2.008221173,-2.263543988,-1.212581462,-4.771017524,-0.920739304,-1.789888838,-2.632232512,-3.285320235
227,2.109207164,-2.268086737,-1.130075897,-4.812821882,-0.9398539935,-1.775647556,-2.67510499,-3.32367759
228,1.899385598,-2.16486875,-1.255074778,-4.86404755,-0.9144715604,-1.789074903,-2.562069744,-3.25912067
229,2.016243844,-2.23914283,-1.09068869,-4.851703763,-0.8923453435,-1.767929611,-2.660501786,-3.331291103
230,2.025478144,-2.154724792,-1.167855812,-4.776405747,-0.9313149119,-1.837944359,-2.668615851,-3.350749632
231,2.007345378,-2.175313962,-1.165259627,-4.640860907,-0.9419640186,-1.828044337,-2.700509472,-3.390347001
232,1.903691234,-2.164602652,-1.271533551,-4.772655868,-0.9395109223,-1.82749639,-2.637471397,-3.346272159
233,2.051400345,-2.155689487,-0.978247204,-4.863107328,-0.9536452454,-1.843866674,-2.668538026,-3.414414732
234,2.061966827,-2.091321303,-1.159170091,-4.88792621,-0.9527259031,-1.858094905,-2.636800265,-3.294398889
235,2.227110688,-2.150198385,-1.191244757,-4.981723351,-0.9511036754,-1.831472233,-2.607002448,-3.302141555
236,2.072854954,-2.16688835,-1.073043944,-4.731975149,-0.9507990723,-1.809259449,-2.682366961,-3.390699545
237,2.004348646,-2.120610201,-1.110120408,-4.895638338,-0.9891718047,-1.818206863,-2.631140072,-3.315642624
238,1.985535991,-2.017043394,-1.118432644,-4.952072099,-0.9876047459,-1.863895249,-2.671665622,-3.382712262
239,1.962861838,-2.127367645,-1.243184864,-4.870495857,-0.9624108218,-1.792020467,-2.587711831,-3.262172208
240,1.952067499,-2.124105998,-1.208757739,-4.783117342,-0.9368883955,-1.760405094,-2.635146075,-3.291365179
241,2.137977384,-2.284011965,-1.132284298,-4.941425942,-0.9215665842,-1.749020829,-2.620987347,-3.27849878
242,1.912563382,-2.11683836,-1.157365206,-5.125584176,-0.9466421917,-1.770473909,-2.536897194,-3.164872269
