"Respondent","Bx","By"
1,0.5453587635,1.399817428
2,5.14642285,0.4096247852
3,4.530087176,0.4924688725
4,1.983616738,0.5206513206
5,4.742043173,0.9528436671
6,0.4266278901,2.292598916
7,3.953439437,0.9804588449
8,0.7895136157,1.480095231
9,3.594978624,0.7110314882
10,1.226719413,0.7412830407
11,4.460729742,0.4362377259
12,5.900543305,0.2935496129
13,1.604596436,0.6648190479
14,0.8066417034,0.6209322074
15,4.806931857,0.4391856982
16,4.692866494,0.4358070274
17,0.5752639961,0.2261606524
18,0.4725316409,2.695030948
19,0.7895244451,1.68527819
20,0.3788767976,0.1952477937
21,3.924358893,0.6963183078
22,0.5973121537,0.8310314242
23,6.29139234,0.4320213888
24,0.4572642448,0.4253331661
25,3.933247627,0.5762022625
26,1.701294216,0.5955925253
27,0.1684019402,0.2079986849
28,4.534299544,0.5008292164
29,4.028809588,0.5842234186
30,0.9247914048,1.186736218
31,4.375330789,0.7066071271
32,1.315893085,0.6296112545
33,0.412562125,1.986270575
34,3.79489769,1.069468155
35,3.987029709,0.5329969951
36,0.9812861477,0.3867905189
37,4.341635114,0.4212173274
38,4.407302656,0.5762645071
39,4.751503517,0.5689696812
40,3.996549204,0.5544327461
41,1.302050677,1.039536859
42,3.415998199,1.010843556
43,0.3633846,0.1337333289
44,4.191680089,0.7159968491
45,0.2076548124,1.627056763
46,0.5829476959,1.530977893
47,3.79595653,0.5234847379
48,4.059612794,0.6563552573
49,1.377281038,0.7819252406
50,1.770273324,0.7157341021
51,4.316313837,0.589584116
52,0.5576214335,0.6352153528
53,0.2659598478,1.628844672
54,0.8406911871,0.3084070251
55,2.048537583,0.5504202689
56,2.162660369,0.511498637
57,1.094677717,1.43088322
58,4.037322526,0.8640242636
59,5.463336121,0.4186652961
60,0.4606467578,0.6277374019
61,4.443680338,0.3334564418
62,3.955917244,0.6123526692
63,4.423349933,0.4099817422
64,1.673664819,0.5705992943
65,0.720709312,1.744444228
66,0.6258795308,1.50803739
67,4.283227653,0.8265736908
68,0.3040809845,1.489930868
69,4.363231503,0.5567537361
70,3.94343088,1.112793246
71,0.690946526,0.4846563271
72,4.736879207,0.5575783643
73,3.535792681,1.10349778
74,4.022387362,0.6459909998
75,0.446840445,0.9394449801
76,5.044262802,0.4041081073
77,3.977615511,0.6109310253
78,3.406055448,0.813449667
79,4.147712142,0.5171389539
80,4.446113341,0.4765186396
81,0.4544594654,0.4656884904
82,0.801210362,1.494492646
83,3.981645686,0.8952950076
84,1.098114304,0.9229243029
85,1.036907485,1.380439119
86,4.152100015,0.5717984796
87,0.4801476287,1.768621341
88,3.935768734,0.7234466035
89,1.705552703,1.103529577
90,0.2248867217,2.702125132
91,3.951283363,0.9712596168
92,4.500702016,0.5373130437
93,0.7655532649,0.4728506447
94,4.702496407,0.3573519337
95,4.512415844,0.510132274
96,3.885879321,0.4912596858
97,4.918629169,0.1515333378
