"iteration","ASC1","BTime","BCost"
1,0.977546827322443,-0.148295758034892,-0.659881530337318
2,0.986576494091723,-0.140110886808122,-0.65796008948722
3,1.00545829093074,-0.151273487101727,-0.676675238504913
4,1.02029022650019,-0.134034954863817,-0.646323160877175
5,0.997276255727176,-0.13584445912431,-0.637127910673515
6,0.978357003618424,-0.132012764661084,-0.637202146888565
7,0.972988760396301,-0.142775489625428,-0.635369908967219
8,0.964611625112132,-0.135028187522863,-0.632904389982086
9,0.932653067204264,-0.126577545943869,-0.633285948710636
10,0.970977180988179,-0.141525590612485,-0.619833191384369
11,0.965913317815805,-0.148185513632582,-0.624316972336332
12,0.97962808866117,-0.141382804480817,-0.620492476226069
13,0.980662773884694,-0.148556519089354,-0.611835631048377
14,0.93534463129456,-0.140602494044257,-0.618228099827133
15,0.968009790208645,-0.1419846947804,-0.61819297341703
16,0.989077913803157,-0.146145724844403,-0.63420745531629
17,0.960205070097211,-0.157213637588401,-0.623294315318465
18,0.955781112078414,-0.135130024783406,-0.622173741612246
19,0.995013477913985,-0.143167132975276,-0.631297473587311
20,0.98469452697698,-0.135840890071678,-0.636127344944126
21,0.925584342062219,-0.150199218567872,-0.63685956067502
22,0.955217227898036,-0.135242227849498,-0.63688101860636
23,0.953647347990959,-0.131212130973844,-0.625044308417816
24,0.958155090596462,-0.122437923016635,-0.614186599166502
25,0.948297557878109,-0.142435396065946,-0.625498930342359
26,0.970283237127646,-0.1331725344102,-0.629072212855139
27,0.934741182964831,-0.130754054344531,-0.621128117802104
28,0.98492725923289,-0.131810118516837,-0.635060568275511
29,0.957846368444535,-0.139747380319146,-0.609980055322303
30,0.960587448580057,-0.148491847572513,-0.631136372654777
31,0.949503430279187,-0.142998202991991,-0.623833203678311
32,0.943666930476781,-0.153808384691847,-0.608999042346641
33,0.916903827122543,-0.147274120929116,-0.638379300136521
34,1.00342729074638,-0.140547335909107,-0.63235218093541
35,0.968007252900935,-0.13306464868509,-0.623926807551357
36,0.94489734748515,-0.147483951784923,-0.6368756127766
37,0.949937625884833,-0.126401509255614,-0.640250877776579
38,0.949011334431287,-0.127337204252409,-0.644501199545953
39,0.929199844030537,-0.114952511989751,-0.606977497830219
40,0.946059369670606,-0.134264978842177,-0.628934024186504
41,0.95730910930283,-0.160017493883136,-0.65388390771557
42,0.934971146989343,-0.122297964538973,-0.623465364751454
43,0.949033686515175,-0.13307589413737,-0.649348611682509
44,0.962948246862146,-0.13388923427408,-0.641526343288267
45,0.977765858494364,-0.12800320091344,-0.628767485468666
46,0.978439124645514,-0.158449222527105,-0.612128830164637
47,0.98126342250171,-0.136261611725699,-0.63679858838007
48,0.985738488858257,-0.141398922225693,-0.635457162123012
49,0.934391539738179,-0.139532595007248,-0.626678883513557
50,0.932855497192889,-0.127488677700502,-0.631116742975039
51,0.953632885223517,-0.134264657665128,-0.643795674273432
52,0.92022977290685,-0.150295656873681,-0.637645834207986
53,0.94611459918226,-0.144558746670662,-0.659190137072444
54,0.91020403642898,-0.15128980000604,-0.645131813040504
55,0.894908267491947,-0.142645833922381,-0.634522803499467
56,0.920465328621876,-0.136462016159928,-0.637563249522471
57,0.943844229741531,-0.151024836274528,-0.667085379934194
58,0.941146601812786,-0.138438017655862,-0.633358851251535
59,0.960269832465384,-0.139196566141934,-0.670499189717593
60,0.953069984625494,-0.140793793291725,-0.639649495818607
61,0.924198990052183,-0.135139674631765,-0.649064110180295
62,0.900294125409398,-0.150311262996625,-0.674047330021939
63,0.946300376277988,-0.147397015038584,-0.655468645281104
64,0.933279657404857,-0.130774793996361,-0.637671776112067
65,0.925902304860164,-0.137368933391188,-0.639899318474109
66,0.938419040105138,-0.1398118706266,-0.660993045281359
67,0.945487927946254,-0.142295424975917,-0.674209247598615
68,0.918955028693615,-0.123749854154105,-0.648643989737965
69,0.905162869957522,-0.125547251073496,-0.631228903649662
70,0.934582385909327,-0.125153418683483,-0.620467064904886
71,0.944285629324509,-0.141671218248827,-0.641342779577789
72,0.906167748541245,-0.122572760579145,-0.628233775561255
73,0.893863409919479,-0.130577901852918,-0.632268711776236
74,0.943563941453785,-0.132087948614716,-0.621423834605183
75,0.903189161779178,-0.121753846234803,-0.643075295085709
76,0.908347169739284,-0.13642676567854,-0.620857591952861
77,0.899082577798604,-0.134890233290019,-0.641463511401446
78,0.894490079988032,-0.12814792517903,-0.623134066082865
79,0.891472471112723,-0.141169414370413,-0.652756657538654
80,0.91483726884108,-0.138747767671078,-0.652762788044395
81,0.94524063263398,-0.138309299962856,-0.643388649110513
82,0.981745824218298,-0.148769287783939,-0.653198400445417
83,0.96406418064294,-0.147344013312598,-0.647477625407855
84,0.897706726474002,-0.130845364282741,-0.623474435596401
85,0.943928045497081,-0.145768350152263,-0.649505946112841
86,0.888651714231934,-0.121845483318363,-0.665604552109108
87,0.952697275420451,-0.144545032552013,-0.649972422590634
88,0.930578601496313,-0.135599362862472,-0.667462406320107
89,1.00443715871647,-0.144711923091866,-0.666436324986915
90,0.961329504051164,-0.132712446553991,-0.674516063782069
91,0.98393610471203,-0.147535512470766,-0.668936231187945
92,0.965917636930207,-0.14443687028819,-0.674499127657263
93,0.993470618133336,-0.149477829349878,-0.684073155131459
94,0.872301958463623,-0.148209767382479,-0.685704515698786
95,0.906003206977473,-0.14323289531729,-0.668056363992768
96,0.880797268781873,-0.144873913939158,-0.659403681371217
97,0.856212928187543,-0.122211791800643,-0.651862102103843
98,0.915685584389755,-0.129288592646266,-0.652513886533626
99,0.907441582733588,-0.138175539806405,-0.650396737579231
100,0.944725390153411,-0.136907399025483,-0.649663723960687
101,0.914580939733999,-0.144844987815061,-0.659818549313076
102,0.958439816592291,-0.135086532203266,-0.635757490552422
103,0.912158831570991,-0.118866347570697,-0.655509936089291
104,0.894881139928214,-0.128045623775707,-0.643774840519869
105,0.946801555753598,-0.120777315740343,-0.626264108731345
106,0.915395603038105,-0.117882610901158,-0.643062294849621
107,0.9464994987093,-0.13221007190078,-0.661295387553829
108,0.950955287157471,-0.116707518066919,-0.665384202317995
109,0.973849777091539,-0.128545496280013,-0.639072172563628
110,0.964939025538892,-0.13231759461116,-0.646281129283982
111,0.946388799400812,-0.120042625527969,-0.663895448885897
112,0.942780569681619,-0.153960897400225,-0.667258028683254
113,0.919775722506783,-0.130278418273132,-0.661150429892147
114,0.945385927376549,-0.149825885560507,-0.660564268648224
115,0.922291647639318,-0.119248361178141,-0.623470005781
116,0.919181057111489,-0.129905494028473,-0.647876942134204
117,0.876716473263392,-0.130713294107501,-0.645773636611188
118,0.89181011580384,-0.131079701571776,-0.637498957756669
119,0.933835171455298,-0.135094355711312,-0.649378750329749
120,0.918109194102441,-0.138930517384231,-0.640211252780108
121,0.86315464632215,-0.128624778702776,-0.632675198488145
122,0.889396865590567,-0.142951184195018,-0.623315447524586
123,0.892324553359784,-0.140287211990585,-0.655844873882494
124,0.857528011061117,-0.141445748103125,-0.646398680872698
125,0.902314260340074,-0.145218115140299,-0.643215345368462
126,0.907773655114158,-0.145980040299489,-0.650151812170777
127,0.93805412158803,-0.149692962356771,-0.646526932400978
128,0.890736224573257,-0.135279521644979,-0.651054095445767
129,0.874421775948151,-0.131199993289345,-0.654284706926962
130,0.872945769562905,-0.121426601981378,-0.664372296383105
131,0.853997923281708,-0.127022428959441,-0.654908603165229
132,0.890797578112437,-0.137068315493089,-0.647989569448716
133,0.863540688158106,-0.128492778497309,-0.657900993045602
134,0.881609071278893,-0.128049576505978,-0.649472933847968
135,0.866941040074603,-0.129470774357372,-0.652610062107303
136,0.883868990338405,-0.135452556230024,-0.665137648022885
137,0.827514438801842,-0.118397511390381,-0.634668286659352
138,0.907162837260616,-0.143235925144476,-0.65866688212739
139,0.88451243319706,-0.130466277000135,-0.644355743780883
140,0.868269566201482,-0.141210176028281,-0.660700612509415
141,0.868400417316131,-0.135397326022596,-0.645844096120065
142,0.883957078150338,-0.140908317092387,-0.634763860801294
143,0.854198621871844,-0.127592197299794,-0.655310404009331
144,0.856542499562336,-0.134887951705876,-0.619944951696751
145,0.88778055485649,-0.12024434350784,-0.657036200136032
146,0.888620412999806,-0.118532744667691,-0.62630050859424
147,0.906680250203728,-0.145745780737621,-0.63513478119863
148,0.867229985543559,-0.129089041357581,-0.613573798232259
