"iteration","","","","","",""
1,0.405980230678272,-0.0144809358184821,0.0657948840696035,0.00431592981265285,0.0123283208596171,0.109073976705761
2,0.351997917540012,-0.0191809108158975,0.063919467390903,0.00258583507146406,0.0165683830381342,0.111935876797074
3,0.398125115908371,-0.0282546025617541,0.0661936767983727,0.00522795940424003,0.0150625879987778,0.115940810836262
4,0.40193613612957,-0.0231520118940583,0.0626341474300642,0.0119998272447975,0.011269297410787,0.103124413551052
5,0.414861054030118,-0.0246613565961124,0.0676228263491668,0.000584565895601157,0.014131123397005,0.10699410089534
6,0.43903537632112,-0.025977753900875,0.0631607330580484,0.00334423664760681,0.0109914830492681,0.101504623883297
7,0.43358963407877,-0.0275040700042082,0.0646417389872661,-0.00456336301397871,0.017837027826864,0.121428004461391
8,0.432566027198599,-0.0285825602361891,0.0664782904312654,0.00110234391688348,0.0132226802899872,0.105405830129691
9,0.436784222629402,-0.0206923160742965,0.0668005431367119,-0.00792398853522962,0.0170220339134733,0.120797090471622
10,0.414500817639321,-0.0236129392728651,0.0646118116718169,0.0014847042488231,0.0188444208023815,0.116355868264249
11,0.456808277055163,-0.0229509996648413,0.0641694619239481,0.0147711283736735,0.0144527454717715,0.11452228849244
12,0.448074687027706,-0.0282053879675539,0.0614642490978456,0.00714495172699005,0.0187149394270974,0.107918053077385
13,0.422093080339652,-0.0274679919490638,0.0666426039424604,-0.00896974403114596,0.0188696450315686,0.112770533459899
14,0.462285889016709,-0.031642385522422,0.0677215564529971,0.0112942047821618,0.0172757722642661,0.113985063986463
15,0.424138020895367,-0.0275715631448844,0.0648384383191199,0.0114191507529553,0.0132831917897022,0.109901080243145
16,0.425200464045238,-0.0218300916113771,0.0645611334676694,0.00412893504441877,0.0132294706940087,0.110230041562669
17,0.424619328404031,-0.0313465218583475,0.0727915961829688,-0.0108394105799295,0.0188141517892226,0.109366370954482
18,0.426244755092137,-0.0209747786040006,0.0678505661697864,-0.00194602652226015,0.0167756793231833,0.113421560278517
19,0.471548452132097,-0.0252839875034462,0.0698321239753048,-0.00996126383384495,0.0165176342763145,0.10656283280204
20,0.453466463032616,-0.0262640673026362,0.0713129677786897,-0.00236958207699823,0.0161647952065462,0.11322486081908
21,0.405724589421303,-0.0203941135323743,0.0680380633230246,-0.00669672227186358,0.0180032541184627,0.110418513871495
22,0.40551786398439,-0.0257826435189137,0.0708793586229884,-0.00301668961949832,0.0198911512833168,0.1103709308388
23,0.443286025501424,-0.0155802848117538,0.0710288204973146,0.00708476956230774,0.0169085717286703,0.114699594400242
24,0.426641867264969,-0.0249907045407915,0.0718268667490682,-0.00126736107740089,0.0165522218938772,0.115627276712524
25,0.445003710672844,-0.0261948422392253,0.0699300011639056,-0.0085503247763328,0.0184560868970595,0.123357161692804
26,0.467873176995134,-0.0292436840992994,0.0705714909522619,-0.00475487662796872,0.0201157819095299,0.117152901278106
27,0.428905731725793,-0.0137417597336677,0.0624592019472881,0.00964859258800376,0.0185406309373397,0.119835657071499
28,0.439367014536357,-0.0201584033503532,0.0685713678773047,0.00670214619593802,0.0169232884192316,0.112059958749397
29,0.392355360330878,-0.012723549103125,0.0662861293998114,0.00832067074588073,0.0145097719699511,0.112329872630412
30,0.401204536965849,-0.0220157827227754,0.0732264067730265,-0.00204454104905892,0.0221486323647654,0.107226077575342
31,0.423977411837601,-0.0131677906251036,0.0651479611916064,0.00407767039285494,0.0178301591390438,0.113693321623859
32,0.437651723563621,-0.022862047830932,0.0655113300454299,-0.00306871387131573,0.0177353281730376,0.103427992816635
33,0.424603718158474,-0.0195952765100971,0.0699485696102202,-0.00361739226778445,0.0221097045436442,0.107529850135234
34,0.429425730999621,-0.0170234460464605,0.0659244541097782,-0.0013198060679981,0.0221411073001924,0.110871559135855
35,0.424292506937474,-0.0308166577992323,0.0706352333551909,-0.00308677168335957,0.0221119608016466,0.104680257052097
36,0.445649386849609,-0.0352822004404497,0.0748423543900805,-0.0119315585529515,0.0220684001804428,0.117846626171708
37,0.411116059386713,-0.0346004824110839,0.0783050744955566,-0.0117995252094694,0.0241570776098354,0.115897714988378
38,0.453971064672416,-0.0348252050820651,0.0713786727673586,-0.017100506458563,0.0257081328073091,0.11002649772468
39,0.419492684887009,-0.0293203268997649,0.0735132209284134,0.00354162063967088,0.0207205562071805,0.120485826031576
40,0.438037708648414,-0.0326200032197953,0.0788557857937363,0.00540775262807742,0.0237999999069414,0.111449978547279
41,0.421563721517224,-0.0289955880573733,0.0774434769730854,-0.00115513132921185,0.0230208850138969,0.120362439189737
42,0.419447029817713,-0.0269653853363168,0.069129231924522,-0.006872376129273,0.0270604040344912,0.116674341066361
43,0.465563880233907,-0.0370801403521321,0.0741135319922792,-0.00935199010320218,0.0258364530233309,0.123646073607058
