"iteration","price","brand2","brand3","ff2","ff3","feat2","feat3"
75,-1.54306354,1.423166099,-1.142353181,0.233050585,0.7805791158,1.449056611,2.318701048
76,-1.541819911,1.537187182,-0.9949331834,0.14857408,0.8215929708,1.599113063,2.303493105
77,-1.530478915,1.519387594,-1.058644051,0.2459995079,0.7953240469,1.565816631,2.320445472
78,-1.558163787,1.415656259,-1.007506322,0.1637902541,0.8393915618,1.644132908,2.279121396
79,-1.58579499,1.388506649,-1.125730011,0.1115639618,0.8712101076,1.519222277,2.340698739
80,-1.565383644,1.457745734,-1.056965094,0.1343094398,0.834441697,1.527182435,2.33324449
81,-1.526316927,1.535876,-1.112467771,0.1118300843,0.8643077446,1.520917069,2.28615733
82,-1.52904554,1.520840697,-1.012537441,0.1738295173,0.787083548,1.589616827,2.330340441
83,-1.55569191,1.409709063,-1.088922186,0.1880108673,0.812288896,1.619544162,2.311312007
84,-1.582769281,1.493145211,-1.095091388,0.2727912161,0.7491823323,1.563168331,2.27821824
85,-1.549740847,1.534588209,-1.089125616,0.1591820904,0.7886180005,1.548031006,2.346865419
86,-1.479908528,1.52086332,-1.068028192,0.2104898058,0.7722341567,1.586672629,2.221323846
87,-1.518574106,1.426266232,-1.097920019,0.1202308535,0.7372757564,1.523190916,2.395482328
88,-1.550983865,1.49419955,-1.093075506,0.08582303342,0.7548137142,1.487039949,2.330429946
89,-1.561235438,1.459276921,-1.096293018,0.1152501838,0.7667672018,1.532963841,2.296708791
90,-1.551645232,1.420932706,-1.126276106,0.1840313374,0.8371862125,1.51268247,2.397137663
91,-1.511399475,1.407427214,-1.088850142,0.1096856581,0.7988731911,1.493002473,2.344397831
92,-1.516866089,1.442257325,-1.110665562,0.1246758579,0.7277338994,1.513060318,2.241199769
93,-1.5539278,1.401486787,-1.085121022,0.1409404227,0.7649886377,1.556164869,2.383859509
94,-1.571977517,1.373220105,-1.102997625,0.08335752471,0.8374880459,1.595206894,2.315743742
95,-1.54040227,1.392664151,-1.058462812,0.09291539921,0.7450395934,1.637158903,2.288352153
96,-1.560895723,1.427799087,-1.161912158,0.09392144987,0.6960636027,1.511719365,2.424437023
97,-1.568313001,1.413500852,-1.149894529,0.1161869276,0.7928139613,1.534111468,2.286228479
98,-1.581383203,1.526193277,-1.122418518,0.07734671778,0.8599269802,1.559367151,2.29322783
99,-1.548010237,1.414731137,-1.123491532,0.05145097022,0.7961139096,1.538576058,2.325526698
100,-1.544649478,1.476043633,-1.083636408,0.2034743705,0.831569369,1.540218822,2.264298308
101,-1.492379563,1.434213672,-1.205626468,0.1379233657,0.8576488908,1.440584723,2.254038269
102,-1.496041727,1.414115542,-1.080810981,0.1645332028,0.7678730401,1.547361926,2.35848727
103,-1.513270572,1.377370518,-1.157228746,0.137223547,0.787354563,1.42822826,2.385080657
104,-1.522770193,1.3430787,-1.147469123,0.2050154749,0.7606733939,1.559107764,2.281275264
105,-1.515722179,1.437985873,-1.173174168,0.1624308475,0.8458974251,1.510527239,2.385816204
106,-1.510000429,1.421066462,-1.056783945,0.1592189012,0.7629584911,1.533233791,2.294018032
107,-1.490318368,1.342870033,-1.16468133,0.1711684787,0.7488383824,1.538994449,2.300736208
108,-1.51425248,1.340962735,-1.140429523,0.202516351,0.849658319,1.500982076,2.258193323
109,-1.505756064,1.355295864,-1.095465393,0.227664814,0.7817146059,1.590083723,2.360270008
110,-1.489459245,1.383616035,-1.090321112,0.1828182375,0.8079825053,1.599147344,2.346742542
111,-1.529245342,1.451951709,-1.149051179,0.140136625,0.7796419435,1.541316118,2.285988942
112,-1.51216314,1.33843376,-1.106430208,0.2263850272,0.8708315227,1.599615336,2.309786181
113,-1.461885884,1.286308349,-1.165560051,0.2603762131,0.8009730969,1.616354997,2.326039665
114,-1.505895623,1.303166813,-1.221696939,0.1601624995,0.880570901,1.509031309,2.252695435
115,-1.446669589,1.353092611,-1.163672637,0.3103384931,0.8542836721,1.560467511,2.322065576
116,-1.487481825,1.457265652,-1.128597872,0.2127834558,0.8656515638,1.57007965,2.322009584
117,-1.535212747,1.386488628,-1.060506064,0.341176323,0.8067720074,1.497472152,2.324975177
118,-1.482815147,1.39224457,-1.055331063,0.2871539558,0.8677473121,1.524753114,2.300890798
119,-1.46187716,1.35180713,-1.249717553,0.1842127969,0.7945131849,1.511967358,2.265198806
120,-1.462277175,1.340151876,-1.110979428,0.2758078099,0.8437577932,1.542508077,2.178092372
121,-1.517552279,1.446198365,-1.191441574,0.2699759338,0.8591826972,1.54260099,2.281727853
122,-1.477806058,1.294988614,-1.198800743,0.2335618072,0.8386672289,1.500245544,2.272564942
123,-1.496261515,1.340044075,-1.138535645,0.2421300528,0.8472544109,1.57400796,2.206492539
124,-1.490418473,1.372827832,-1.156702228,0.2551578881,0.8726680694,1.570130808,2.259770347
125,-1.460103821,1.323867877,-1.10464375,0.2984797643,0.7503604613,1.639248617,2.293269334
126,-1.483167945,1.329519398,-1.151649881,0.1613066525,0.8098386312,1.611810402,2.245385024
127,-1.508406178,1.313120891,-1.10286692,0.2329708589,0.7713891834,1.582854153,2.244317578
128,-1.524646261,1.372066144,-1.126963056,0.1712389385,0.7728981577,1.606610408,2.264688775
129,-1.523016949,1.444533319,-1.107621788,0.1383772294,0.7440427162,1.599885699,2.201696157
130,-1.542183377,1.337291443,-1.197336196,0.2207118311,0.8073125401,1.553739529,2.336412248
131,-1.503719206,1.412979968,-1.199560538,0.1983045646,0.7609309948,1.613738478,2.243804182
132,-1.482243378,1.338193595,-1.126047279,0.1851839088,0.8730828774,1.538283799,2.302515134
133,-1.467414712,1.364260473,-1.188185711,0.1622844631,0.7662506335,1.544429173,2.244704425
134,-1.488274376,1.360847138,-1.14526424,0.1361945015,0.8406326772,1.552566753,2.180973438
135,-1.476482746,1.406875907,-1.108433324,0.1647226081,0.8467439229,1.595522105,2.297750074
136,-1.486953485,1.418982789,-1.133893296,0.2021609902,0.8722679312,1.503266642,2.224870539
137,-1.47953056,1.413802465,-1.193184337,0.06577776092,0.8184822257,1.54568469,2.308987394
138,-1.453106757,1.403090809,-1.030940925,0.1365613891,0.8166913959,1.631292642,2.290396978
139,-1.467659327,1.43822292,-1.111832958,0.1409745419,0.8837678503,1.588864189,2.287046608
140,-1.489805788,1.420595952,-1.144401966,0.1557317074,0.8325912535,1.501214675,2.229642315
141,-1.522593603,1.421420928,-1.133837672,0.1922757604,0.8667641992,1.642755588,2.256990377
142,-1.521816511,1.376924933,-1.118378588,0.2601471845,0.862425192,1.644902529,2.225365187
143,-1.493601703,1.367147824,-1.119475426,0.1123974406,0.8437075492,1.573637042,2.290927222
144,-1.500194077,1.477944441,-1.116378348,0.2805486018,0.8748792662,1.590254298,2.268089303
145,-1.463161833,1.371907048,-1.065021869,0.1654022505,0.7962822343,1.566579938,2.278126309
146,-1.439331186,1.442051849,-1.121193052,0.1814468846,0.7676822775,1.54054766,2.28600956
147,-1.461550826,1.433373838,-1.120772014,0.1366612928,0.8709713093,1.538115438,2.294631261
148,-1.457958377,1.408671026,-1.086468404,0.1775614806,0.7812956385,1.572791639,2.265026132
149,-1.411977915,1.455871718,-1.175091121,0.1186726615,0.8459460945,1.578763406,2.334680207
150,-1.454035428,1.465802186,-1.133355005,0.1927188575,0.8257767139,1.555691834,2.215041264
151,-1.432954075,1.371321374,-1.096138262,0.1827469435,0.8271620825,1.623313608,2.350595593
152,-1.496744697,1.385826562,-1.064033326,0.1056979429,0.8039612305,1.600540504,2.296225627
153,-1.502555942,1.408713059,-1.068292703,0.1893690768,0.8439964997,1.569405477,2.279219638
154,-1.44378442,1.417546106,-1.025791054,0.134309039,0.7671078629,1.606897086,2.325318827
155,-1.456134161,1.446655766,-1.080394584,0.1203246336,0.7154267164,1.551002082,2.194486213
156,-1.444295918,1.38395846,-1.128477004,0.22723171,0.8272214979,1.551072162,2.336195054
157,-1.437850166,1.50143133,-1.032403626,0.2533763321,0.7635180655,1.608851264,2.346890549
158,-1.452475419,1.431302471,-1.066147604,0.0845107874,0.819181842,1.644354124,2.178101589
159,-1.466557084,1.445242942,-1.076438279,0.2591458317,0.7686534019,1.608254693,2.391140657
160,-1.467366915,1.407304071,-1.069778815,0.2543114818,0.7849619669,1.59987712,2.388476254
161,-1.43693086,1.458257251,-1.099865544,0.2120059157,0.8474424153,1.598958076,2.246600862
162,-1.423444649,1.449324312,-1.117760411,0.1665963484,0.7542659624,1.592083233,2.263957177
163,-1.427780499,1.465068229,-1.127388746,0.2077465504,0.7683626891,1.613553749,2.243097102
164,-1.395168196,1.484014384,-1.063704344,0.1660656705,0.7144388572,1.46953931,2.315816658
165,-1.395681657,1.525151341,-1.021913907,0.2336063136,0.8035959237,1.613782239,2.286714967
166,-1.436044245,1.475211319,-1.07163828,0.1899549468,0.835613736,1.633102564,2.298729424
167,-1.511265813,1.41597429,-1.137005522,0.0435660943,0.7082431366,1.549649891,2.291780944
168,-1.485179921,1.478767267,-1.078674068,0.1380395992,0.7595847877,1.591918952,2.255401145
169,-1.439387382,1.512199051,-0.9797505856,0.1677507732,0.8294660824,1.524526069,2.289359325
170,-1.449392286,1.454590646,-1.013201199,0.2454990411,0.8716029899,1.536924729,2.242264724
171,-1.450066612,1.424101771,-1.016090865,0.1727677042,0.8274731762,1.525652144,2.35724919
172,-1.470596368,1.493067746,-0.9768122631,0.1901834255,0.8060478534,1.483284294,2.287572823
173,-1.440476309,1.451967296,-1.038217788,0.2019399694,0.7720437865,1.578257463,2.275673606
174,-1.470429122,1.572513705,-1.066391874,0.1489859738,0.7798023658,1.560389802,2.342991574
175,-1.431957544,1.457534537,-1.073707131,0.1347140574,0.6981142954,1.497125252,2.4130805
176,-1.451377324,1.429660366,-1.057605562,0.1515546388,0.7375380594,1.565865216,2.384316854
177,-1.460688396,1.416440581,-0.9924162768,0.1799050143,0.8180334274,1.576705726,2.3157959
178,-1.501933553,1.499612318,-1.006520955,0.1381713183,0.7634878295,1.512540583,2.302355909
179,-1.481667598,1.421062207,-1.000727313,0.1433599498,0.7437327015,1.525166146,2.299510126
180,-1.513882774,1.378046294,-1.053067055,0.165888525,0.786928259,1.522880229,2.286028105
181,-1.465084012,1.416843003,-1.01554039,0.1952759902,0.8554644822,1.557002281,2.290377783
182,-1.508826617,1.507170386,-1.174254909,0.1688670788,0.7474696109,1.476244134,2.324806409
183,-1.456418635,1.401491293,-0.9852146396,0.2467059165,0.8912956112,1.517338172,2.23014192
184,-1.463958402,1.415061136,-1.055024203,0.1413844387,0.8274584648,1.5292051,2.197152063
185,-1.498033134,1.440223973,-1.068331934,0.1769791705,0.7216443035,1.445309883,2.35938285
186,-1.474908174,1.477219793,-1.031286643,0.2537800806,0.7738404605,1.547629917,2.324373697
187,-1.513992092,1.42792507,-0.9887824816,0.1101718887,0.865456275,1.558475876,2.364087883
188,-1.464494223,1.385002078,-1.13918643,0.08858501,0.7639885431,1.529175895,2.30243858
189,-1.454949642,1.462813736,-1.056237691,0.110878362,0.7997570476,1.528573749,2.290086961
190,-1.44731809,1.466345487,-1.039091974,0.09901064381,0.82466594,1.53074439,2.317661716
191,-1.430168545,1.400105982,-1.096708333,0.02424859968,0.8353057843,1.618114614,2.315078564
192,-1.461684982,1.452643592,-1.021293896,0.04199749011,0.8110085071,1.48536719,2.313350323
193,-1.452231902,1.483546796,-0.9679970482,0.02766105695,0.8281872984,1.550187615,2.342306439
194,-1.412755171,1.388122677,-1.084150811,0.2926302942,0.7321476875,1.482506934,2.391859221
195,-1.476425786,1.445193468,-1.045549592,0.1285401269,0.7067902425,1.491142981,2.203732468
196,-1.43613221,1.458458946,-1.048849481,0.03368111899,0.8220925253,1.386477159,2.318216467
197,-1.44307859,1.499802535,-1.020676814,0.09246718109,0.7237668313,1.458136169,2.21474995
198,-1.441045922,1.438711282,-1.06259367,0.1266450364,0.7938308355,1.53862657,2.327551846
199,-1.450072663,1.4650106,-1.028726394,0.2062403452,0.8367534045,1.408025149,2.340332273
200,-1.455041456,1.450498374,-1.065314593,0.143664167,0.8538778738,1.613485888,2.274824361
201,-1.427789628,1.455824211,-1.101180868,0.155710786,0.8579558554,1.526497341,2.253540635
202,-1.394275951,1.372534458,-1.08164198,0.198390986,0.8104343278,1.630694407,2.289404379
203,-1.44814613,1.503931287,-1.095320044,0.1265738129,0.7752542505,1.524605199,2.390027891
204,-1.473233375,1.496635733,-1.053078802,0.1532125704,0.7667684743,1.503201683,2.340110223
205,-1.394377853,1.442908602,-1.14838308,0.2359036667,0.8783730154,1.52086379,2.252755551
206,-1.456899931,1.429010736,-1.0304654,0.1510562145,0.7960631588,1.504882289,2.295508451
207,-1.44967049,1.398830875,-1.045564872,0.1469403532,0.8307795211,1.458927096,2.24619042
208,-1.407661456,1.407743162,-0.99252579,0.1711671486,0.777677862,1.464223277,2.399847755
209,-1.489054522,1.384116447,-1.01056354,0.1000199052,0.8637762473,1.449556936,2.290544475
210,-1.45813001,1.386404392,-1.030281324,0.09583945537,0.822050718,1.414912293,2.44988019
211,-1.440198263,1.519280453,-1.156600791,0.1637223033,0.7546435583,1.417640013,2.363014408
212,-1.407908567,1.39036208,-1.085336323,0.2209793836,0.7895508162,1.525290583,2.261451405
213,-1.447467724,1.46055882,-1.100978616,0.1098194631,0.8497712559,1.513515514,2.310924008
214,-1.465678876,1.419391548,-1.089050081,0.1480600346,0.7447876407,1.510229418,2.237931523
215,-1.423891255,1.390002402,-0.978306378,0.1163829464,0.772190067,1.520811946,2.381376939
216,-1.470753956,1.383308212,-1.021041221,0.1602648965,0.8536574695,1.587970423,2.333627894
217,-1.414277882,1.39948301,-0.9654693869,0.205525642,0.914499519,1.506273309,2.252399736
218,-1.42786387,1.464963346,-1.088640151,0.1962054813,0.9205130667,1.515335634,2.348420068
219,-1.480436352,1.365941823,-1.096047495,0.1373613275,0.8857668195,1.555429606,2.345535075
220,-1.459584998,1.342284982,-1.035697232,0.2172162371,0.8532596038,1.458295934,2.284165493
221,-1.463924633,1.384908451,-1.068313362,0.1813261389,0.909780418,1.585157895,2.259625825
222,-1.496959564,1.36485083,-1.094125011,0.1845548248,0.8779531713,1.48739083,2.319711186
223,-1.478100766,1.368313238,-1.124042054,0.1696001156,0.8876540274,1.493527164,2.27602185
224,-1.433601943,1.35274179,-1.109058438,0.2693702108,0.7691848197,1.503948062,2.189341769
225,-1.456950541,1.251221681,-1.023587523,0.2336254117,0.7613188952,1.505245197,2.362909447
226,-1.453398968,1.370069042,-1.139653291,0.1835483259,0.8951585165,1.457569606,2.24370982
227,-1.47957336,1.405587982,-1.080920267,0.2998322874,0.8475545323,1.579205643,2.264017833
228,-1.497005305,1.25288643,-1.088252974,0.2027132152,0.8873109373,1.548595397,2.191270738
229,-1.479444021,1.394193574,-1.073142328,0.1855774736,0.8129644822,1.435140092,2.263006077
230,-1.450999205,1.296121611,-1.096937686,0.2489482389,0.8308136652,1.481213636,2.239404864
231,-1.461780973,1.344385187,-1.107842737,0.1601891152,0.9018246502,1.578744695,2.238589147
232,-1.461880377,1.397655203,-1.176784842,0.199944268,0.8861694299,1.517208093,2.298953077
233,-1.501380732,1.308204745,-1.104372211,0.2132002941,0.8934026805,1.474960514,2.245538826
234,-1.458393215,1.43514573,-1.107513026,0.2485762421,0.8894600915,1.636666381,2.304505948
235,-1.462869258,1.224815258,-1.13737007,0.2664242455,0.8363299955,1.542809779,2.260858125
236,-1.447090657,1.226623172,-1.056656697,0.1874054797,0.8694641796,1.516916925,2.160267315
237,-1.488338749,1.326128401,-1.068043698,0.1218558344,0.8715265302,1.466621126,2.163796925
238,-1.446857938,1.24598283,-1.176968913,0.2127843929,0.7788474413,1.433074425,2.188293586
239,-1.503727689,1.335546871,-1.039774829,0.1198717231,0.8558426443,1.504965443,2.277912188
240,-1.422115246,1.265448037,-1.07209263,0.2500897622,0.8732564161,1.436059317,2.194376896
241,-1.451352795,1.264326774,-1.031429809,0.2507726029,0.8365569856,1.522958405,2.28820848
242,-1.443940417,1.250016411,-1.072907848,0.1859843289,0.864620697,1.477512444,2.269498098
243,-1.449190512,1.319908402,-1.083400667,0.2185617819,0.8392837584,1.397323626,2.34378394
244,-1.483431059,1.310483946,-1.179288368,0.1832619589,0.8028017546,1.5247618,2.253931036
245,-1.414077134,1.270944053,-1.166440189,0.2101386643,0.7184531656,1.429600898,2.215110801
246,-1.438942414,1.26300385,-1.070415178,0.2231413694,0.8095735304,1.372150588,2.241661593
247,-1.452700339,1.371858704,-1.136226034,0.2300317215,0.8620744328,1.394503793,2.303810247
248,-1.431982259,1.337834981,-1.160317746,0.1815551158,0.8010611984,1.37022657,2.165568504
249,-1.415402768,1.253420963,-1.221210914,0.2956042868,0.8529320336,1.349050316,2.298421877
250,-1.480352806,1.359929329,-1.199876611,0.2854557247,0.7770338453,1.485471635,2.242363511
251,-1.382125048,1.318128319,-1.234803683,0.1817529903,0.6994782946,1.433011099,2.2776681
252,-1.459365138,1.271421162,-1.033274104,0.1567374495,0.8023582271,1.552632858,2.273630283
253,-1.42130484,1.34065423,-1.233412876,0.2171823851,0.7383004593,1.480732647,2.137198549
254,-1.449393886,1.22242259,-1.208263968,0.1831609103,0.8671998102,1.478994038,2.224538242
255,-1.468797562,1.319782528,-1.107364001,0.2448108627,0.6689248892,1.546255249,2.158254053
256,-1.489770282,1.251616116,-1.194138126,0.1897000477,0.8146467374,1.524772216,2.232097043
257,-1.478956161,1.252535534,-1.176756013,0.1472778234,0.7303468837,1.552546476,2.183055944
258,-1.454601734,1.331872139,-1.193594185,0.2324565753,0.8313746079,1.564440384,2.281583411
259,-1.426934086,1.313404698,-1.169442616,0.2761170511,0.7555840311,1.447298867,2.24418359
260,-1.453661785,1.372294794,-1.143415119,0.1841563525,0.800298501,1.547179553,2.210400761
261,-1.477897059,1.359238045,-1.185359929,0.1547100123,0.7487472219,1.478711568,2.223149933
262,-1.404229917,1.419889927,-1.201373434,0.2611392018,0.7443285904,1.567418053,2.197032281
263,-1.429341519,1.313504018,-1.222353787,0.2819862672,0.7834768627,1.52404784,2.220851131
264,-1.472077521,1.355417565,-1.179834009,0.2042366848,0.735779597,1.566957539,2.339873039
265,-1.450469205,1.297063859,-1.155843797,0.1678607386,0.775677568,1.476501088,2.293035413
266,-1.430609996,1.203558622,-1.216047216,0.1328731984,0.8779238411,1.486213281,2.316766686
267,-1.452677344,1.33711203,-1.191234442,0.2319909804,0.718825727,1.491258076,2.208403971
268,-1.415401041,1.352774037,-1.222455084,0.2616061712,0.8156003112,1.498887355,2.22535862
269,-1.438112864,1.302381415,-1.218392052,0.1450822845,0.8093686287,1.518653764,2.189423936
270,-1.448804946,1.239057723,-1.111865111,0.2509015017,0.7594455682,1.57851299,2.159741029
271,-1.436213958,1.179322599,-1.189945181,0.2124371597,0.8609305334,1.539237993,2.189274418
272,-1.41925377,1.203616304,-1.206394467,0.1701019926,0.7977867978,1.507868281,2.206445329
273,-1.419448309,1.321552036,-1.163183776,0.1534558487,0.7026793294,1.504334884,2.284229233
274,-1.452783464,1.220822012,-1.118269889,0.242606619,0.8285894196,1.551330946,2.206635322
275,-1.459675655,1.30605898,-1.116522646,0.2053192994,0.8103707393,1.511220129,2.258807175
276,-1.467879189,1.324432155,-1.124716234,0.1720292348,0.8625371644,1.508532167,2.158886155
277,-1.481651301,1.345421464,-1.140949318,0.2301885234,0.7903490184,1.539122375,2.279501255
278,-1.477499989,1.24795522,-1.112835335,0.1662130651,0.7753711936,1.591434461,2.289639526
279,-1.456315749,1.255989331,-1.150688168,0.2861420777,0.881925735,1.567950695,2.18948612
280,-1.491353132,1.30538544,-1.125277393,0.1898454826,0.8645242642,1.518138186,2.202773923
281,-1.454640838,1.323212854,-1.15402693,0.2888677749,0.8824722485,1.588756147,2.194254454
282,-1.500714168,1.35236795,-1.048188248,0.2127184403,0.7825714801,1.514608087,2.257136204
283,-1.435919716,1.362530141,-1.124309597,0.2223994901,0.8083246485,1.606967065,2.267964279
284,-1.477257416,1.343966205,-1.130029771,0.2268344401,0.7647283906,1.54825927,2.207366034
285,-1.462718016,1.289075704,-1.122752977,0.2247304722,0.8168341829,1.535917543,2.27832956
286,-1.453513147,1.285445929,-1.184863861,0.1247263657,0.9297365517,1.434106151,2.250199109
287,-1.45715905,1.366018866,-1.158815856,0.2065233251,0.809992004,1.485376725,2.247595529
288,-1.457494379,1.23370067,-1.157228034,0.151443172,0.7175721806,1.488396673,2.272242274
289,-1.459761541,1.383107303,-1.160046405,0.1450084059,0.8287487865,1.571817826,2.214678324
290,-1.503579169,1.38214097,-1.07152924,0.2010919658,0.8315555478,1.471770767,2.264527012
291,-1.437696789,1.325480895,-1.080836738,0.2379172265,0.8766902697,1.584838657,2.241071466
