"iteration","lambda1","lambda2"
56,0.29351866873047,0.548023533684334
57,0.298678490097862,0.536658809009737
58,0.298890782953711,0.544655212461776
59,0.298890782953711,0.544655212461776
60,0.298890782953711,0.544655212461776
61,0.298890782953711,0.544655212461776
62,0.303757358039094,0.537214440884452
63,0.294868246073493,0.548071890075409
64,0.294868246073493,0.548071890075409
65,0.291192435074455,0.545900014740253
66,0.303837188789898,0.552420213468334
67,0.309981557526226,0.550871947246123
68,0.307661127528031,0.550295087612647
69,0.305702244880614,0.548009656804484
70,0.297060349100505,0.553455289450848
71,0.293539325863512,0.540065321980595
72,0.293539325863512,0.540065321980595
73,0.284689230521701,0.531222996367643
74,0.284689230521701,0.531222996367643
75,0.284689230521701,0.531222996367643
76,0.284689230521701,0.531222996367643
77,0.284689230521701,0.531222996367643
78,0.29790487186643,0.53561619647504
79,0.314173288274127,0.52856442549719
80,0.314173288274127,0.52856442549719
81,0.320170710461108,0.522557010530805
82,0.320170710461108,0.522557010530805
83,0.314658756213249,0.529517328330009
84,0.313125996628446,0.527309878172117
85,0.307676220711374,0.5245890253517
86,0.315446065693827,0.531080319978566
87,0.315446065693827,0.531080319978566
88,0.334031650069259,0.51489328871006
89,0.334031650069259,0.51489328871006
90,0.334031650069259,0.51489328871006
91,0.334031650069259,0.51489328871006
92,0.34063924795722,0.525883088137576
93,0.337895918930628,0.530362756193933
94,0.323206972161821,0.526698281520263
95,0.307630555648409,0.516979964494691
96,0.320246811974716,0.509788688197977
97,0.31927526074123,0.522116972512063
98,0.31927526074123,0.522116972512063
99,0.31927526074123,0.522116972512063
100,0.31181373485879,0.520208890141358
101,0.316668630006644,0.528777123130021
102,0.317045100797571,0.533730698955908
103,0.312053477437361,0.536050580903091
104,0.312053477437361,0.536050580903091
105,0.312053477437361,0.536050580903091
106,0.300898589530913,0.536232707037302
107,0.306430061498372,0.545594094408346
108,0.306430061498372,0.545594094408346
109,0.313192371470731,0.553244230506247
110,0.305380221105713,0.558653875998346
111,0.305380221105713,0.558653875998346
112,0.305380221105713,0.558653875998346
113,0.293569727135544,0.552394405509954
114,0.287152537496951,0.53891461285478
115,0.282107493546168,0.535881705956149
116,0.281776050834273,0.523270743929067
117,0.281776050834273,0.523270743929067
118,0.274853494755706,0.525467008451445
119,0.283247478628827,0.533378203403141
120,0.288164214282861,0.527041053695734
121,0.288164214282861,0.527041053695734
122,0.285345140821148,0.524516643049665
123,0.282696039896096,0.537780309838683
124,0.281789252522051,0.534339603516009
125,0.29179588322975,0.528298726764326
126,0.28382486504534,0.511592992432088
127,0.28382486504534,0.511592992432088
128,0.296999807728233,0.510880926132791
129,0.294897959951147,0.507462571869536
130,0.294897959951147,0.507462571869536
131,0.28568637747321,0.520427788950722
132,0.287576302934537,0.52307938102836
133,0.287576302934537,0.52307938102836
134,0.287576302934537,0.52307938102836
135,0.283505615693493,0.509368271803718
136,0.288697862541643,0.515942234751908
137,0.291808655496649,0.519792886173669
138,0.295191490776031,0.519741795895973
139,0.293539701748343,0.528209274289812
140,0.293539701748343,0.528209274289812
141,0.293539701748343,0.528209274289812
142,0.298018640549457,0.543276939066728
143,0.298018640549457,0.543276939066728
144,0.299400978351323,0.547242857580417
145,0.304540805604901,0.568420835141468
146,0.298788185867709,0.568837968988921
147,0.298117597870648,0.5792672513831
148,0.298117597870648,0.5792672513831
149,0.298117597870648,0.5792672513831
150,0.303593528932096,0.578282343727016
151,0.315946758693018,0.581713102730164
152,0.313902283670643,0.588866651665233
153,0.313902283670643,0.588866651665233
154,0.325120510619456,0.579748695747346
155,0.324910707803525,0.5879269520725
156,0.324910707803525,0.5879269520725
157,0.324910707803525,0.5879269520725
158,0.337472648983362,0.590556077775228
159,0.329276256864279,0.576192745432743
160,0.322241229204577,0.57835652101723
161,0.32157063807438,0.576340087843943
162,0.32157063807438,0.576340087843943
163,0.314896662000252,0.56935397179369
164,0.314896662000252,0.56935397179369
165,0.328361072263197,0.557438534563612
166,0.328361072263197,0.557438534563612
167,0.342778455037143,0.564426939262562
168,0.346970370833458,0.576659048598891
169,0.344085263138325,0.577450487985749
170,0.344085263138325,0.577450487985749
171,0.347617095661455,0.590147960295262
172,0.353268582829062,0.58805150807669
173,0.355421616529369,0.604209652307186
174,0.345712827690848,0.617376489956662
175,0.34712462510975,0.616560262236241
176,0.34712462510975,0.616560262236241
177,0.352259618415656,0.60739526827777
178,0.352259618415656,0.60739526827777
179,0.352259618415656,0.60739526827777
180,0.348763138820051,0.617500776548798
181,0.339977789849775,0.632984037121424
182,0.334585068373536,0.634683696541347
183,0.334585068373536,0.634683696541347
184,0.324645973991804,0.632796486184314
185,0.333349324355204,0.623993278041543
186,0.333349324355204,0.623993278041543
187,0.323565024028427,0.614466000285743
188,0.323565024028427,0.614466000285743
189,0.319471259408075,0.611919494628551
190,0.319471259408075,0.611919494628551
191,0.319471259408075,0.611919494628551
192,0.317571980116341,0.603508147410522
193,0.317571980116341,0.603508147410522
194,0.325931548962309,0.613256575394318
195,0.337503640148393,0.60072395582534
196,0.337503640148393,0.60072395582534
197,0.338167555002931,0.588538499229876
198,0.338612883894842,0.598149037739725
199,0.332312262451011,0.59407333265233
200,0.332312262451011,0.59407333265233
201,0.328906694474938,0.598765932207516
202,0.333769655278817,0.584748910906291
203,0.333769655278817,0.584748910906291
204,0.333769655278817,0.584748910906291
205,0.333769655278817,0.584748910906291
206,0.333565575333242,0.585274616302499
207,0.342405355755937,0.579231895294203
208,0.337722439353704,0.574412690222789
209,0.337722439353704,0.574412690222789
210,0.339611618537549,0.569905611349046
211,0.329087527881986,0.572532826799515
212,0.329087527881986,0.572532826799515
213,0.329087527881986,0.572532826799515
214,0.329087527881986,0.572532826799515
215,0.315695523191359,0.578903341542713
216,0.315695523191359,0.578903341542713
217,0.321123587947507,0.576989800102121
218,0.321123587947507,0.576989800102121
219,0.321123587947507,0.576989800102121
220,0.325925233070779,0.582746792723718
221,0.325118508296291,0.58429353142813
222,0.336754102189578,0.587142151025503
223,0.336754102189578,0.587142151025503
224,0.327266780129514,0.588861295582949
225,0.320676665939584,0.577320526831566
226,0.328283601862679,0.590913647429574
227,0.34236358029248,0.5918639904814
228,0.34236358029248,0.5918639904814
229,0.34236358029248,0.5918639904814
230,0.343581753688729,0.590579625220888
231,0.341184701750915,0.582710732823802
232,0.332579615674914,0.592805736369119
233,0.358529609456208,0.588215400733771
234,0.352693150447189,0.575490847946129
235,0.34961588686443,0.585725342212884
236,0.35340977540525,0.590341088193992
237,0.35340977540525,0.590341088193992
238,0.331600068008244,0.586381703353638
239,0.331600068008244,0.586381703353638
240,0.327035287761292,0.592616305379919
241,0.327035287761292,0.592616305379919
242,0.333108054424566,0.574749071407197
243,0.334300968300041,0.575735526217084
244,0.334300968300041,0.575735526217084
245,0.334300968300041,0.575735526217084
246,0.334300968300041,0.575735526217084
247,0.334300968300041,0.575735526217084
248,0.333141546219616,0.585319343139308
249,0.333141546219616,0.585319343139308
250,0.343339980627536,0.583059158827902
251,0.343790679604605,0.590610967951798
252,0.343790679604605,0.590610967951798
253,0.343790679604605,0.590610967951798
254,0.343790679604605,0.590610967951798
255,0.343790679604605,0.590610967951798
256,0.343790679604605,0.590610967951798
257,0.343790679604605,0.590610967951798
258,0.343844186102247,0.593758561386111
259,0.341332793098148,0.599661278919625
260,0.335898150533905,0.597891356924424
261,0.325691520978006,0.591274984642621
262,0.320142045061163,0.591101900080436
263,0.308841365927359,0.588673684718437
264,0.319023395650895,0.584940694201367
265,0.330457551073043,0.600604877656617
266,0.334153246381614,0.597325973055461
267,0.334153246381614,0.597325973055461
268,0.323170555523345,0.598900846764503
269,0.321790067879571,0.606701159216647
270,0.331547123269025,0.601701892153855
271,0.331547123269025,0.601701892153855
272,0.341245810144875,0.608125088819698
273,0.334951750075476,0.595994369551268
274,0.334951750075476,0.595994369551268
275,0.334951750075476,0.595994369551268
276,0.345814059741243,0.585921522280557
277,0.340169412236469,0.577627747849794
278,0.338435255144795,0.598455892951837
279,0.338435255144795,0.598455892951837
280,0.338435255144795,0.598455892951837
281,0.335667185871119,0.593885734926934
282,0.348523144397362,0.593616735255529
283,0.351674316568698,0.588607323137814
284,0.351674316568698,0.588607323137814
285,0.345612395779357,0.590695998241752
286,0.345612395779357,0.590695998241752
287,0.328772026421962,0.5994510278586
288,0.320885053176443,0.602352458558909
289,0.320885053176443,0.602352458558909
290,0.332250352058004,0.596723948538974
291,0.34609202245886,0.599538630358477
292,0.325352912410442,0.613262585093482
293,0.323700677839677,0.615745468060062
294,0.329129477357468,0.601034516123888
295,0.330272906356597,0.598018348279089
296,0.337910026835674,0.571404566428332
297,0.338076541034572,0.575187209500239
298,0.332110578002327,0.561966057144076
299,0.332110578002327,0.561966057144076
300,0.33593631529937,0.585679910436526
301,0.329645310754115,0.585382904020755
302,0.334569081616764,0.579435514195551
303,0.32749230236557,0.584326934875041
304,0.330524874931419,0.587151487565025
305,0.328925558813236,0.572250152258945
306,0.328925558813236,0.572250152258945
307,0.326733327407379,0.569441358245236
308,0.329550873015953,0.584804157555891
309,0.330149003652482,0.570099982996888
310,0.337368937186242,0.554329582632198
311,0.351653313688409,0.570372931896388
312,0.359492636706929,0.571740061262088
313,0.355421991547928,0.580124024022308
314,0.348969138157959,0.58193530343068
315,0.348969138157959,0.58193530343068
316,0.348969138157959,0.58193530343068
317,0.348969138157959,0.58193530343068
318,0.348969138157959,0.58193530343068
319,0.34491937724663,0.571504533640446
320,0.33389819459168,0.578414857452484
321,0.33389819459168,0.578414857452484
322,0.33389819459168,0.578414857452484
323,0.33389819459168,0.578414857452484
324,0.339394249264878,0.581185009274053
325,0.341786496314789,0.570285189528417
326,0.341786496314789,0.570285189528417
327,0.341786496314789,0.570285189528417
328,0.341786496314789,0.570285189528417
329,0.341786496314789,0.570285189528417
330,0.341786496314789,0.570285189528417
331,0.345219015994196,0.577754712320966
332,0.351917280227951,0.580897759144916
333,0.345676244837552,0.594205678450471
334,0.344624707857861,0.575317365435089
335,0.344624707857861,0.575317365435089
336,0.344624707857861,0.575317365435089
337,0.342510968123391,0.58967590202237
338,0.334271291911235,0.592228211746301
339,0.337930748005964,0.592606174892072
340,0.337930748005964,0.592606174892072
341,0.345734683336813,0.587209456787489
342,0.345734683336813,0.587209456787489
343,0.345734683336813,0.587209456787489
344,0.345734683336813,0.587209456787489
345,0.340370685211251,0.574090665499981
346,0.339987925180094,0.570642329504774
347,0.339206729980178,0.546079952061172
348,0.339206729980178,0.546079952061172
349,0.33495386340244,0.550350838527708
350,0.33495386340244,0.550350838527708
351,0.337954957135169,0.548686268598768
352,0.357511954269443,0.540988760160276
353,0.352932733652672,0.553098867710037
354,0.35586250318171,0.554277405497991
355,0.35586250318171,0.554277405497991
356,0.35586250318171,0.554277405497991
357,0.35586250318171,0.554277405497991
358,0.342961145255109,0.545860219900194
359,0.323001352198987,0.557233781539755
360,0.326694903374616,0.559642853883722
361,0.341496726837239,0.551450976595401
362,0.341496726837239,0.551450976595401
363,0.32837770470472,0.552197377372328
364,0.32837770470472,0.552197377372328
365,0.333691387411231,0.564335144764765
366,0.328984662949787,0.560179204043366
367,0.328984662949787,0.560179204043366
368,0.327239173553735,0.574790890333489
369,0.327239173553735,0.574790890333489
370,0.327239173553735,0.574790890333489
371,0.327239173553735,0.574790890333489
372,0.309719668459671,0.562102438681684
373,0.309719668459671,0.562102438681684
374,0.307220130907644,0.563351485234864
375,0.307220130907644,0.563351485234864
376,0.307220130907644,0.563351485234864
377,0.306785545218743,0.562566525890518
378,0.305326458130294,0.568182517557805
379,0.305326458130294,0.568182517557805
380,0.304432562094678,0.556634573454175
381,0.326286076171636,0.568163555048442
382,0.324791207311113,0.579643273591763
383,0.324791207311113,0.579643273591763
384,0.337235119669934,0.573271735727337
385,0.337235119669934,0.573271735727337
386,0.323901386380466,0.567235803635727
387,0.323901386380466,0.567235803635727
388,0.323901386380466,0.567235803635727
389,0.330097181833864,0.576381302224276
390,0.317789145833754,0.575163147031549
391,0.317475050009886,0.555330745298001
392,0.307737480108528,0.557653886622584
393,0.295916739436006,0.548746717748027
394,0.295916739436006,0.548746717748027
395,0.308896102809555,0.541867170550904
396,0.312853750655735,0.548343343996074
397,0.312853750655735,0.548343343996074
398,0.307891992307924,0.555473581790946
399,0.320194099717253,0.547505361711156
400,0.320194099717253,0.547505361711156
401,0.333966225839057,0.558918149237494
402,0.32925411033479,0.562300220430197
403,0.331050251010152,0.551651688217847
404,0.322593756925724,0.557888107841871
405,0.326261537553182,0.570640575125958
406,0.331642115820234,0.574812001897494
407,0.314309942054653,0.57602647396533
408,0.316125419901641,0.561395427701712
409,0.304284486599891,0.559553101497338
410,0.304284486599891,0.559553101497338
411,0.301191869403378,0.554145509482284
412,0.292388443166674,0.547987644309961
413,0.292388443166674,0.547987644309961
414,0.301513732041027,0.543587851388888
415,0.319581878798633,0.539917141503674
416,0.319581878798633,0.539917141503674
417,0.319581878798633,0.539917141503674
418,0.319581878798633,0.539917141503674
419,0.319581878798633,0.539917141503674
420,0.316092780306014,0.544363436291631
421,0.316092780306014,0.544363436291631
422,0.296910592296415,0.534579900587506
423,0.301982907342916,0.530131334905987
424,0.301982907342916,0.530131334905987
425,0.296366929693403,0.522589109820371
426,0.292828211910388,0.533376609156276
427,0.29633752130768,0.528535195558086
428,0.298335284595259,0.533707339425806
429,0.298335284595259,0.533707339425806
430,0.298335284595259,0.533707339425806
431,0.309918276645005,0.527747815424732
432,0.314630086406566,0.514261680855787
433,0.314630086406566,0.514261680855787
434,0.311143099844677,0.515096849853869
435,0.311143099844677,0.515096849853869
436,0.307767389214908,0.526759570863801
437,0.307767389214908,0.526759570863801
438,0.307767389214908,0.526759570863801
439,0.307767389214908,0.526759570863801
440,0.303960625288453,0.535105480971323
441,0.307351611409705,0.535819943349735
442,0.307351611409705,0.535819943349735
443,0.307351611409705,0.535819943349735
444,0.320260344110696,0.530735180613141
445,0.321967650964229,0.538130891382997
446,0.321967650964229,0.538130891382997
447,0.318945949956624,0.545351422782011
448,0.318945949956624,0.545351422782011
449,0.318514490567035,0.551753842143683
450,0.318514490567035,0.551753842143683
451,0.327998048131349,0.548543627276937
452,0.327998048131349,0.548543627276937
453,0.332672929337535,0.563217544001196
454,0.334602565975855,0.55729422673256
455,0.334602565975855,0.55729422673256
456,0.321289326053041,0.564123760270135
457,0.308123706649311,0.570255813807426
458,0.310701933699307,0.57740643791459
459,0.324460630168185,0.580629313084502
460,0.332342351624351,0.585158409221323
461,0.325906808237119,0.575856207476455
462,0.321219854373082,0.576607887562919
463,0.321219854373082,0.576607887562919
464,0.331281999621465,0.589009512618598
465,0.33560465060926,0.586270000640697
466,0.33560465060926,0.586270000640697
467,0.330036647876739,0.586346147460899
468,0.330036647876739,0.586346147460899
469,0.330036647876739,0.586346147460899
470,0.328338243952196,0.580075945790437
471,0.315962142019665,0.590041806997511
472,0.315962142019665,0.590041806997511
473,0.315962142019665,0.590041806997511
474,0.308635059844351,0.581304191216739
475,0.308635059844351,0.581304191216739
476,0.307443634227017,0.586435419358176
477,0.302120436727755,0.583659013477177
478,0.29462307328818,0.58233055534559
479,0.29462307328818,0.58233055534559
480,0.29462307328818,0.58233055534559
481,0.293377317850964,0.59462756298007
482,0.293377317850964,0.59462756298007
483,0.293377317850964,0.59462756298007
484,0.291320613052542,0.581961747897268
485,0.290767485888298,0.59438701797946
486,0.289661758170702,0.589464735186944
487,0.289661758170702,0.589464735186944
488,0.288212246543778,0.589253135842432
489,0.30780721241427,0.588946567666131
490,0.321841909175253,0.587819871673615
491,0.306699312793264,0.595915870703829
492,0.306699312793264,0.595915870703829
493,0.31464013071202,0.567602269774048
494,0.31464013071202,0.567602269774048
495,0.332356498225407,0.568311567217579
496,0.326523671787317,0.56681314193681
497,0.333894681691754,0.554490089348077
498,0.333894681691754,0.554490089348077
499,0.333894681691754,0.554490089348077
500,0.333411902885857,0.539498497672016
501,0.339445378245158,0.540707474769358
502,0.339704587505914,0.544325580096048
503,0.339704587505914,0.544325580096048
504,0.339704587505914,0.544325580096048
505,0.330034195933297,0.548195414056723
506,0.330034195933297,0.548195414056723
507,0.327835771141859,0.550046313067481
508,0.327326254161041,0.549650314283512
509,0.333913601073061,0.556959965360054
510,0.333913601073061,0.556959965360054
511,0.333913601073061,0.556959965360054
512,0.340316471770012,0.547347382570368
513,0.343625983347951,0.547250400368739
514,0.350591868771384,0.543297213375938
515,0.34652183440428,0.548309084052151
516,0.332966175452566,0.547008891047732
517,0.341575464137514,0.528955408756105
518,0.3314168460409,0.535229421898009
519,0.327043476550123,0.544007342682093
520,0.327043476550123,0.544007342682093
521,0.327735378516137,0.543524746189243
522,0.346987512563017,0.543301822475017
523,0.338506055256344,0.540472712851865
524,0.348686402118081,0.543099903526574
525,0.341732546357455,0.549191525762692
526,0.341732546357455,0.549191525762692
527,0.341424823211427,0.55251172691428
528,0.344297641602904,0.544048923759544
529,0.34052007102642,0.540449340944901
530,0.356730397471901,0.526069593140628
531,0.356730397471901,0.526069593140628
532,0.356730397471901,0.526069593140628
533,0.356730397471901,0.526069593140628
534,0.35792918030755,0.521206760565289
535,0.35792918030755,0.521206760565289
536,0.357110467299141,0.531816461554741
537,0.357110467299141,0.531816461554741
538,0.357110467299141,0.531816461554741
539,0.343547347589439,0.534149814883269
540,0.344089410263783,0.545617598730973
541,0.346270915876627,0.533270513876152
542,0.341727063651001,0.534496769979941
543,0.353156138615855,0.540430533400605
544,0.353156138615855,0.540430533400605
545,0.34172156966224,0.533344935433957
546,0.34172156966224,0.533344935433957
547,0.34172156966224,0.533344935433957
548,0.348473777415429,0.534678875127536
549,0.348473777415429,0.534678875127536
550,0.345579538442296,0.539605779531387
551,0.348819110377313,0.543934064379551
552,0.340261329094359,0.541113601093775
553,0.340261329094359,0.541113601093775
554,0.324668344127116,0.544280433054958
555,0.319860682538151,0.544894374023513
556,0.312786917795764,0.537646901549785
557,0.312786917795764,0.537646901549785
558,0.296043437224777,0.524378430176392
559,0.301277627809127,0.514449313031204
560,0.303327013138932,0.515922357579749
561,0.309036460161922,0.517448752388924
562,0.304365298064195,0.529097548691558
563,0.304365298064195,0.529097548691558
564,0.304365298064195,0.529097548691558
565,0.304365298064195,0.529097548691558
566,0.320218348739922,0.525781201874633
567,0.304666849437598,0.53188453071438
568,0.323485346552999,0.513062021411854
569,0.320175450959377,0.520777216198877
570,0.327866799081176,0.520801505545613
571,0.327866799081176,0.520801505545613
572,0.327866799081176,0.520801505545613
573,0.319836282690568,0.518840595542496
574,0.319836282690568,0.518840595542496
575,0.315540033860274,0.516583555264124
576,0.315540033860274,0.516583555264124
577,0.317010487932286,0.519748305129392
578,0.320800559841426,0.529617387633436
579,0.320800559841426,0.529617387633436
580,0.314404884626834,0.532530124543919
581,0.314404884626834,0.532530124543919
582,0.314404884626834,0.532530124543919
583,0.314404884626834,0.532530124543919
584,0.285082420063033,0.534369120773018
585,0.287795894329583,0.54186255479497
586,0.291221351215538,0.55155495301596
587,0.300760014089718,0.565561296471754
588,0.293491011886042,0.558545973354724
589,0.288016932440772,0.539553750630785
590,0.278077898817935,0.53660393172502
591,0.277325014514036,0.526560619097025
592,0.274695502110028,0.528495950103975
593,0.289736854813901,0.51867927959445
594,0.28955109286735,0.529454993585665
595,0.28955109286735,0.529454993585665
596,0.270675866472145,0.541363781102536
597,0.270675866472145,0.541363781102536
598,0.281698437662916,0.539729099980313
599,0.280623679714178,0.54802161158439
600,0.280623679714178,0.54802161158439
601,0.280623679714178,0.54802161158439
602,0.269765967178096,0.544241700749173
603,0.280694781608767,0.534790940632595
604,0.29852688356213,0.5447631120105
605,0.29852688356213,0.5447631120105
606,0.29852688356213,0.5447631120105
607,0.315855314093019,0.542763393071007
608,0.299683664285465,0.545509847104525
609,0.296463217082562,0.549283897711524
610,0.301065351045224,0.547932924378016
611,0.301065351045224,0.547932924378016
612,0.29551044824878,0.546436436307849
613,0.29551044824878,0.546436436307849
614,0.29551044824878,0.546436436307849
615,0.29551044824878,0.546436436307849
616,0.29551044824878,0.546436436307849
617,0.296508033370418,0.554368078088224
618,0.300771763822491,0.555603961643108
619,0.304397335193035,0.555604594092503
620,0.304397335193035,0.555604594092503
621,0.301362484228504,0.56147112170069
622,0.307274759955258,0.556189381440437
623,0.308583754946355,0.556352886980192
624,0.305832240187099,0.562545099904189
625,0.305832240187099,0.562545099904189
626,0.299962439241345,0.542872467467284
627,0.307396829911065,0.552495379238325
628,0.313544996423993,0.556991258748095
629,0.313544996423993,0.556991258748095
630,0.296370152750238,0.554916331087205
631,0.293678616433554,0.566986602412239
632,0.293678616433554,0.566986602412239
633,0.300190637912334,0.56355781695893
634,0.292255201285256,0.54494109015214
635,0.292756178517688,0.537531903239239
636,0.292756178517688,0.537531903239239
637,0.292756178517688,0.537531903239239
638,0.290113788415089,0.543462456348205
639,0.284141140653323,0.535827963507927
640,0.284141140653323,0.535827963507927
641,0.28241645126327,0.546484766391827
642,0.28241645126327,0.546484766391827
643,0.28241645126327,0.546484766391827
644,0.283423274337214,0.538249436467265
645,0.283423274337214,0.538249436467265
646,0.283423274337214,0.538249436467265
647,0.283423274337214,0.538249436467265
648,0.283423274337214,0.538249436467265
649,0.279414778633076,0.537554788215054
650,0.279414778633076,0.537554788215054
651,0.279414778633076,0.537554788215054
652,0.282774544723194,0.540935922710666
653,0.28816108970922,0.540493141495434
654,0.29808201092759,0.542794931610877
655,0.29862537313652,0.561941296399495
656,0.294745422066395,0.550446375008136
657,0.294745422066395,0.550446375008136
658,0.294745422066395,0.550446375008136
659,0.285615708413072,0.562436774719903
660,0.285615708413072,0.562436774719903
661,0.285615708413072,0.562436774719903
662,0.293203410950342,0.557551589987323
663,0.280644701445141,0.556080783752583
664,0.268027870832939,0.555471357051008
665,0.280367847866602,0.560395981509956
666,0.297599843137301,0.5558565868085
667,0.298307798305655,0.562121398669723
668,0.299005392303556,0.560230428033333
669,0.299005392303556,0.560230428033333
670,0.299005392303556,0.560230428033333
671,0.313692850666523,0.554103636992872
672,0.30814103125165,0.556822054355078
673,0.30814103125165,0.556822054355078
674,0.310108041860593,0.545952127364405
675,0.310108041860593,0.545952127364405
676,0.308717678684319,0.568944740640543
677,0.308717678684319,0.568944740640543
678,0.313401045909081,0.571434121252709
679,0.316426803112931,0.574551876787377
680,0.321800620487364,0.582380181556355
681,0.321800620487364,0.582380181556355
682,0.321800620487364,0.582380181556355
683,0.326427140429257,0.577414032458345
684,0.338713689769613,0.567093374187356
685,0.338713689769613,0.567093374187356
686,0.313157322295108,0.553780142576449
687,0.313157322295108,0.553780142576449
688,0.309984332783562,0.556734567827669
689,0.309984332783562,0.556734567827669
690,0.305317104177807,0.561545745409027
691,0.305317104177807,0.561545745409027
692,0.303098443642649,0.558592498523878
693,0.303098443642649,0.558592498523878
694,0.300121410203529,0.552815242237968
695,0.299207396763153,0.530030137353639
696,0.300445087550885,0.534588785355781
697,0.300445087550885,0.534588785355781
698,0.300445087550885,0.534588785355781
699,0.303832103569088,0.533301684016659
700,0.288665908753771,0.534047625585917
701,0.299868879375804,0.53378322401101
702,0.299868879375804,0.53378322401101
703,0.299868879375804,0.53378322401101
704,0.299868879375804,0.53378322401101
705,0.29610060196439,0.541212246272881
706,0.284686036612042,0.555044640757608
707,0.293338956065006,0.556103280978834
708,0.288741235222348,0.573054136807014
709,0.288741235222348,0.573054136807014
710,0.288741235222348,0.573054136807014
711,0.283405052193077,0.56309228073071
712,0.283405052193077,0.56309228073071
713,0.291066310345595,0.558207661447855
714,0.292581220438983,0.561836556195879
715,0.294027495228348,0.560288792411441
716,0.294279058949512,0.563378023610864
717,0.299830444777646,0.56223069246842
718,0.299830444777646,0.56223069246842
719,0.313383052429779,0.562900021278974
720,0.298697606900687,0.547160872163964
721,0.323892038651791,0.548220155415729
722,0.312007509967195,0.55247758272368
723,0.312007509967195,0.55247758272368
724,0.304966960592207,0.553459585954937
725,0.304966960592207,0.553459585954937
726,0.31810726242402,0.555190795184213
727,0.315639001257982,0.554637711608078
728,0.315639001257982,0.554637711608078
729,0.310457114641227,0.564600175878228
730,0.310457114641227,0.564600175878228
731,0.310457114641227,0.564600175878228
732,0.311776809660606,0.56895312366327
733,0.310446964803941,0.571907737040195
734,0.319052487463661,0.554856919204214
735,0.319052487463661,0.554856919204214
736,0.322405556350428,0.559268744467043
737,0.322405556350428,0.559268744467043
738,0.325248413475175,0.555612863292154
739,0.314269986853473,0.547917975311486
740,0.321878392821798,0.538372600245195
741,0.321878392821798,0.538372600245195
742,0.319895497126773,0.536851911258655
743,0.328566689129028,0.551224716940014
744,0.316443054498528,0.555543611654129
745,0.311784562989865,0.562647809564751
746,0.320514343698863,0.568475753814075
747,0.32866099203335,0.582617526288332
748,0.328558630324332,0.588033243169981
749,0.328558630324332,0.588033243169981
750,0.317694014300785,0.582138265720335
751,0.321126056396823,0.587918487321241
752,0.323632805043182,0.568765641116793
753,0.323632805043182,0.568765641116793
754,0.323632805043182,0.568765641116793
755,0.323632805043182,0.568765641116793
756,0.323632805043182,0.568765641116793
757,0.33080224380135,0.56538759898662
758,0.321956836852157,0.558407866894062
759,0.315119435445673,0.552607937379414
760,0.320098665640726,0.540433174632597
761,0.319214445072351,0.545307134470511
762,0.319214445072351,0.545307134470511
763,0.303943445216189,0.548951050361538
764,0.303943445216189,0.548951050361538
765,0.303943445216189,0.548951050361538
766,0.303943445216189,0.548951050361538
767,0.312059494909342,0.560225055947921
768,0.319134993315203,0.55970843093052
769,0.322223884907758,0.557622002375102
770,0.32008541176443,0.567191354103721
771,0.319380223757049,0.56183406384073
772,0.319380223757049,0.56183406384073
773,0.325840828259316,0.562159410948264
774,0.324747342831885,0.56097894071675
775,0.324747342831885,0.56097894071675
776,0.333053747356905,0.555351262270244
