"Respondent","RLH","Bx","By"
1,0.867082231067742,1.20959306227841,0.611999713394625
2,0.557212410929063,1.08322396968946,-0.745574598445086
3,0.85928569559963,-0.703499313902567,0.99865207853087
4,0.856401832946726,0.537959808047856,-1.55807535877977
5,0.60556892214521,1.37464643285643,0.170578043142221
6,0.876395180329058,-0.989936316972294,0.463123389097833
7,0.420090897394252,0.918191038742807,-0.605766767556343
8,0.851550504237536,-1.19632363739663,-0.524046424302846
9,0.385847913142999,-0.234325395168831,-0.898190593616022
10,0.931462844211007,1.38382308490828,-0.690451430312576
11,0.884030127348555,-0.251712596600745,-1.57698448453118
12,0.387287668217798,0.645342659402599,0.0258839704091453
13,0.733761781673552,1.41482432798705,-0.684522926691937
14,0.646523046207527,0.412040666069471,-1.23248063194687
15,0.723498926346091,1.37539590340025,0.484887013358175
16,0.605191034377213,0.878981941253235,0.897911963761649
17,0.373452861927369,0.738909037162866,-0.435020252761521
18,0.904486359234561,1.1025002974359,-1.23305395033741
19,0.658725280632047,0.972255156265166,0.877712287817588
20,0.80130255936578,1.25510184499714,-0.937984654870024
21,0.252651723182333,-0.152094282129129,-0.573010173412131
22,0.811518050685674,1.52599390062354,-0.612071137515003
23,0.835420118592167,-1.18017980129924,-0.463773608852918
24,0.68248910251665,1.42313448047243,0.338566107640734
25,0.685375458569108,1.51388166986728,-0.286453753037886
26,0.536461090582851,1.10332672852096,-0.562294609414872
27,0.686495471142947,-0.0584139090564464,1.0782216009247
28,0.390693864654889,0.116579895545973,0.720218230389842
29,0.612218702592037,1.22835342569518,0.590585408837229
30,0.598207521905608,0.841797754426029,-1.32439624193685
31,0.937113189706707,0.7250476724655,-1.30463047754983
32,0.813707624134603,-1.09464631777015,-0.355362122472784
33,0.69985905010307,1.48365337546197,0.26472023399175
34,0.888501533001417,-0.0953216328869887,-1.55887675361751
35,0.860125116596341,0.916028068499548,-1.43890243917143
36,0.880296677003455,1.50140904973375,-0.806294575440561
37,0.5956072201271,0.671530560846591,-1.00991358045156
38,0.91210215986609,0.42966584292779,-1.55538428841907
39,0.882805712892532,-0.396957696037779,-1.36645319948195
